ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
248,1028.82,1346.76,16.6019,0.0007,0.931,0.302,0.011,0.054,0.805,1
452,1088.46,1299.1,17.393,0.0011,0.847,0.145,0.02,0.08,0.713,1
196,1000.59,1014.6,16.3241,0.0007,0.744,0.186,0.012,0.035,0.702,1
27,719.437,1495.36,13.6843,0.0003,1.57,1.527,0.011,0.032,0.458,1
19,923.63,1405.41,13.7785,0.003,0.444,0.118,0.01,0.008,0.435,1
230,1091.79,1178.06,16.6245,0.0023,0.79,0.344,0.013,0.051,0.435,1
64,1273.59,1248.58,14.6453,0.0003,1.405,1.056,0.009,0.04,0.434,1
290,1029.16,1621.64,16.8195,0.0008,0.857,0.059,0.013,0.06,0.43,1
306,900.884,1506.04,16.9264,0.0035,0.915,0.133,0.026,0.07,0.416,1
309,857.803,1094.83,16.9074,0.0006,0.939,0.265,0.014,0.059,0.387,1
26,1081.19,1453.39,13.9851,0.0002,0.741,0.359,0.008,0.008,0.381,1
7,1136.41,1451.94,12.1242,0.0003,1.374,1.128,0.009,0.009,0.368,1
46,1157.12,1208.93,14.3175,0.0003,1.405,1.187,0.009,0.029,0.363,1
10,748.797,1137.8,12.7458,0.0003,1.47,1.222,0.009,0.014,0.325,1
105,973.352,1435.15,15.6107,0.0005,0.615,0.531,0.009,0.019,0.806,0
29,964.46,1102.94,14.1242,0.0002,0.774,0.126,0.006,0.009,0.436,0
133,976.077,1367.72,15.5545,0.0005,1.31,0.733,0.011,0.047,0.435,0
41,937.405,1708.36,14.4399,0.0003,0.913,0.24,0.009,0.014,0.41,0
76,1087.83,1820.18,15.0745,0.0004,0.791,0.14,0.009,0.016,0.39,0
119,1160.41,991.237,15.6577,0.0006,0.67,0.103,0.019,0.017,0.383,0
104,1288.41,1453.0,15.5068,0.0006,0.805,0.065,0.01,0.017,0.381,0
244,1116.71,1412.0,16.6348,0.0009,0.91,0.253,0.013,0.052,0.363,0
16,1237.03,1096.43,13.3411,0.0004,0.678,-0.073,0.008,0.008,0.358,0
201,1046.52,1194.44,16.3532,0.0013,0.919,0.188,0.011,0.043,0.357,0
401,1145.38,1282.42,17.2415,0.0009,0.934,0.163,0.016,0.102,0.353,0
267,996.828,1555.04,16.7319,0.0007,0.854,0.133,0.016,0.058,0.352,0
297,1324.5,1223.32,16.8644,0.0007,0.917,0.085,0.017,0.048,0.315,0
4,997.612,1159.87,11.9062,0.0004,0.433,-0.071,0.006,0.005,0.313,0
293,1342.63,1288.99,16.872,0.0007,0.831,0.134,0.014,0.061,0.297,0
117,806.259,1076.99,15.6296,0.0005,0.848,0.172,0.009,0.023,0.296,0
288,861.289,1126.96,16.8048,0.0008,0.96,0.145,0.016,0.075,0.296,0
238,851.157,1065.42,16.5623,0.0006,0.984,0.234,0.014,0.051,0.289,0
169,831.222,1464.43,15.8988,0.0006,1.031,0.396,0.011,0.04,0.28,0
20,873.031,1559.86,13.8522,0.0002,0.74,0.088,0.032,0.048,0.177,0
236,1109.11,1173.9,16.7737,0.0008,0.416,0.136,0.012,0.03,0.415,0
294,1234.74,1647.96,16.8644,0.0008,0.824,0.015,0.015,0.048,0.406,0
21,1154.96,1128.83,13.1264,0.0005,1.973,nan,0.008,nan,0.73,-1
36,995.898,1589.61,13.8764,0.0003,1.751,nan,0.009,nan,0.73,-1
37,1105.47,1690.18,13.8495,0.0003,1.808,nan,0.009,nan,0.7,-1
43,1461.86,1434.45,13.5132,0.0035,2.115,nan,0.01,nan,0.39,-1
55,772.173,1575.9,14.2284,0.0003,1.717,nan,0.011,nan,0.75,-1
70,1061.99,1763.03,14.511,0.0003,1.758,nan,0.009,nan,0.42,-1
102,996.901,1822.09,14.9185,0.0004,1.777,nan,0.012,nan,0.4,-1
