ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
23,989.604,1054.37,13.5453,0.0009,0.437,0.15,0.005,0.005,0.858,1
5,699.954,1032.71,11.0609,0.0009,1.717,1.999,0.003,0.013,0.818,1
258,1181.31,1006.63,16.565,0.0006,0.874,0.446,0.012,0.056,0.77,1
284,957.289,992.147,16.7775,0.0006,0.679,0.371,0.018,0.063,0.77,1
311,597.954,845.519,16.8541,0.0006,0.728,0.195,0.016,0.047,0.757,1
134,627.591,893.687,15.5644,0.0004,1.044,0.708,0.012,0.049,0.74,1
49,1162.02,1111.23,14.2227,0.0002,1.101,0.792,0.006,0.016,0.731,1
144,929.715,1021.37,15.8201,0.0004,0.719,0.201,0.007,0.023,0.728,1
277,995.555,865.762,16.5753,0.0005,0.944,0.58,0.017,0.101,0.726,1
68,1110.71,1135.51,14.6007,0.0003,1.359,1.459,0.006,0.057,0.682,1
335,1312.73,1151.01,16.9853,0.0007,0.831,0.307,0.016,0.072,0.655,1
72,988.098,963.881,14.8844,0.0003,0.704,0.226,0.009,0.014,0.599,1
10,1046.76,1316.73,13.0532,0.0003,0.304,0.26,0.006,0.004,0.546,1
16,918.396,905.256,13.1477,0.0096,0.718,0.24,0.006,0.006,0.51,1
13,849.321,1142.23,12.9482,0.0003,1.134,0.957,0.005,0.008,0.505,1
64,729.779,951.422,14.2543,0.0006,1.39,1.207,0.009,0.037,0.423,1
54,596.979,958.846,14.428,0.0003,1.017,0.671,0.01,0.018,0.353,1
43,1024.38,1026.39,14.0349,0.0002,1.253,1.232,0.005,0.026,0.344,1
98,1194.86,899.66,15.2684,0.0003,0.846,0.526,0.01,0.03,0.327,1
8,654.906,1176.15,12.7848,0.0002,0.527,0.062,0.004,0.004,0.267,1
44,1161.77,1050.38,14.2814,0.0002,0.714,0.206,0.004,0.008,0.245,1
77,918.346,1285.96,15.5742,0.0009,1.079,0.759,0.037,0.036,0.207,1
6,1160.02,955.636,12.1958,0.0001,1.04,0.866,0.004,0.006,0.172,1
220,822.082,1189.98,16.1697,0.0005,1.12,1.043,0.012,0.111,0.127,1
168,669.281,1103.55,15.9851,0.0005,0.682,0.178,0.008,0.026,0.711,0
147,897.878,818.299,15.8221,0.0004,0.601,0.107,0.009,0.022,0.601,0
133,1190.12,1011.71,15.7082,0.0004,0.851,0.381,0.009,0.028,0.554,0
292,732.22,1213.81,16.9428,0.0008,0.617,0.064,0.023,0.041,0.542,0
174,847.155,1340.02,16.0311,0.0005,0.777,0.324,0.009,0.032,0.505,0
404,1043.3,833.138,17.244,0.0007,0.712,0.115,0.02,0.059,0.485,0
74,752.738,669.198,14.8978,0.0003,0.676,0.163,0.011,0.013,0.48,0
231,848.776,1350.68,16.4465,0.0005,0.706,0.139,0.012,0.035,0.479,0
462,728.756,1147.39,17.5248,0.0008,0.566,-0.003,0.019,0.064,0.424,0
154,1233.7,993.2,15.898,0.0004,0.613,0.119,0.009,0.019,0.395,0
117,869.294,1285.56,15.56,0.0004,0.684,0.144,0.008,0.017,0.382,0
92,840.996,1231.92,15.0218,0.0003,1.124,0.849,0.007,0.033,0.308,0
55,664.909,994.988,14.567,0.0002,0.808,0.346,0.004,0.01,0.282,0
151,1023.57,1247.63,15.8616,0.0004,0.618,0.083,0.008,0.021,0.266,0
50,766.717,969.007,14.365,0.0002,0.747,0.265,0.009,0.01,0.229,0
212,714.16,996.75,16.2955,0.0005,0.821,0.281,0.009,0.039,0.205,0
140,1213.99,969.709,15.7715,0.0004,0.688,0.15,0.012,0.024,0.201,0
413,797.649,1200.84,17.2734,0.0008,0.801,0.051,0.019,0.064,0.2,0
243,939.03,945.416,16.467,0.0005,0.737,0.28,0.013,0.061,0.151,0
22,846.959,922.477,13.2651,0.0002,1.237,1.18,0.007,0.013,0.04,0
31,765.688,937.617,13.922,0.0002,0.695,0.184,0.011,0.009,0.016,0
20,691.822,1184.94,13.4171,0.0002,0.686,0.269,0.005,0.005,0.014,0
247,872.838,979.032,16.4773,0.0005,0.729,0.253,0.015,0.041,0.005,0
131,934.304,922.745,15.3422,0.0004,1.278,nan,0.012,nan,0.37,-1
171,759.634,715.674,15.844,0.0005,1.107,nan,0.011,nan,0.4,-1
184,826.192,847.814,15.9089,0.0004,1.229,nan,0.013,nan,0.79,-1
219,938.025,1033.35,16.3195,0.0023,1.03,nan,0.012,nan,0.75,-1
285,856.541,1132.31,16.6915,0.0013,0.964,nan,0.015,nan,0.29,-1
291,1087.94,673.27,16.8091,0.0006,0.779,nan,0.015,nan,0.35,-1
295,935.726,753.247,16.752,0.0006,0.894,nan,0.018,nan,0.19,-1
305,596.602,983.513,16.7658,0.0006,0.933,nan,0.019,nan,0.0,-1
339,655.099,1189.8,16.8868,0.0007,0.804,nan,0.021,nan,0.58,-1
353,1013.02,1329.78,16.999,0.0007,0.765,nan,0.016,nan,0.75,-1
357,843.355,1242.1,16.8833,0.0007,1.075,nan,0.019,nan,0.6,-1
384,857.693,955.87,17.1409,0.0008,0.889,nan,0.02,nan,0.33,-1
403,987.644,660.636,17.2012,0.0007,0.888,nan,0.022,nan,0.12,-1
419,838.637,614.679,17.2704,0.0008,0.891,nan,0.023,nan,0.03,-1
429,1033.86,1044.69,17.2729,0.0007,0.824,nan,0.024,nan,0.22,-1
431,765.97,1236.19,17.1567,0.0007,1.071,nan,0.024,nan,0.77,-1
457,1018.78,1046.98,17.443,0.0008,0.742,nan,0.02,nan,0.39,-1
458,1117.87,726.663,17.3564,0.0008,0.982,nan,0.025,nan,0.15,-1
463,1302.01,921.757,17.4116,0.0008,0.803,nan,0.03,nan,0.62,-1
468,1101.3,828.027,17.3124,0.0008,1.013,nan,0.025,nan,0.69,-1
473,675.452,1027.65,17.5521,0.0013,0.847,nan,0.022,nan,0.27,-1
482,971.836,1108.68,17.4947,0.0008,0.919,nan,0.023,nan,0.78,-1
487,1196.24,718.698,17.516,0.0008,0.85,nan,0.028,nan,0.78,-1
509,1121.66,1000.89,17.7012,0.0009,0.608,nan,0.022,nan,0.28,-1
533,810.73,756.1,17.4558,0.0009,1.17,nan,0.034,nan,0.0,-1
540,894.415,824.157,17.7623,0.0013,0.652,nan,0.035,nan,0.77,-1
541,876.538,1280.72,17.6812,0.001,0.839,nan,0.03,nan,0.78,-1
564,947.311,1065.49,17.8525,0.0011,0.779,nan,0.049,nan,0.15,-1
570,735.394,872.804,17.7884,0.0032,0.856,nan,0.037,nan,0.54,-1
576,904.616,967.987,17.6982,0.001,0.895,nan,0.028,nan,0.79,-1
577,1143.42,1169.58,17.7922,0.001,0.777,nan,0.028,nan,0.63,-1
585,1105.49,1037.22,17.8409,0.0011,0.747,nan,0.027,nan,0.8,-1
588,1053.24,960.604,17.7565,0.0009,0.874,nan,0.041,nan,0.59,-1
594,664.278,885.902,17.759,0.001,0.322,nan,0.066,nan,0.02,-1
596,955.935,715.35,17.8186,0.001,0.715,nan,0.034,nan,0.42,-1
600,986.815,1294.98,17.7785,0.0011,0.943,nan,0.032,nan,0.3,-1
601,944.508,1302.92,17.7687,0.001,0.994,nan,0.032,nan,0.0,-1
608,1104.28,1243.65,17.7862,0.001,0.976,nan,0.031,nan,0.68,-1
622,1238.79,947.414,17.9045,0.0011,0.673,nan,0.029,nan,0.37,-1
632,861.842,791.388,17.906,0.001,0.922,nan,0.033,nan,0.55,-1
639,1035.08,701.052,17.9233,0.001,0.94,nan,0.042,nan,0.76,-1
643,626.075,832.672,17.9636,0.0011,0.883,nan,0.039,nan,0.27,-1
650,1111.73,1123.52,17.8765,0.001,1.057,nan,0.038,nan,0.8,-1
665,757.435,899.402,17.7342,0.0009,1.15,nan,0.046,nan,0.27,-1
669,795.209,1123.48,18.0495,0.0012,0.761,nan,0.035,nan,0.41,-1
670,1090.26,770.894,17.9979,0.0012,0.87,nan,0.039,nan,0.58,-1
678,698.29,705.84,17.9698,0.0011,0.861,nan,0.034,nan,0.06,-1
695,1117.52,1130.02,17.8395,0.0012,1.3,nan,0.043,nan,0.13,-1
700,951.579,1183.98,18.1379,0.002,0.909,nan,0.053,nan,0.27,-1
704,1325.73,938.337,18.1219,0.0012,0.907,nan,0.054,nan,0.65,-1
706,852.363,1092.59,18.1348,0.0013,0.952,nan,0.038,nan,0.55,-1
708,1008.17,1281.0,17.9908,0.0011,1.038,nan,0.043,nan,0.65,-1
720,1158.2,789.628,18.1692,0.0013,0.667,nan,0.043,nan,0.48,-1
730,1291.08,982.927,18.1524,0.0013,0.692,nan,0.048,nan,0.52,-1
