ID,x,y,Gmag,e_Gmag,VI,BV,VIerr,BVerr,MP,sel
1002,1392.48,1349.61,18.0384,0.0014,1.392,1.138,0.033,0.055,1.0,1
871,1056.97,1565.33,18.0472,0.0016,1.391,1.159,0.049,0.05,1.0,1
1037,1246.63,1348.41,18.0561,0.0039,1.367,1.006,0.038,0.06,1.0,1
1003,1061.15,1340.06,17.9564,0.0013,1.477,1.053,0.033,0.046,0.99,1
989,1061.82,1431.82,17.9569,0.0014,1.485,1.183,0.035,0.059,0.99,1
1066,974.502,1454.31,18.1083,0.0015,1.577,1.271,0.04,0.067,0.99,1
1015,1162.67,1463.86,18.1095,0.0014,1.483,1.239,0.036,0.051,0.99,1
1048,961.157,947.929,18.1153,0.0014,1.349,1.169,0.041,0.058,0.99,1
1060,1268.97,1418.64,18.1179,0.0013,1.469,1.137,0.041,0.064,0.99,1
977,698.754,1417.2,17.9491,0.0016,1.429,0.968,0.044,0.051,0.98,1
884,856.981,1306.3,17.951,0.0019,1.545,1.247,0.033,0.043,0.98,1
499,1280.44,1714.66,17.9792,0.0018,1.269,1.117,0.042,0.035,0.98,1
1022,722.604,1454.35,18.0302,0.0014,1.426,1.163,0.033,0.049,0.98,1
1051,892.313,1112.07,18.0364,0.0014,1.597,1.229,0.036,0.055,0.98,1
897,1057.26,1155.19,17.79,0.0016,1.395,1.144,0.035,0.048,0.97,1
916,757.62,1415.39,17.855,0.0011,1.386,1.121,0.03,0.04,0.97,1
1035,1447.62,1167.41,18.0327,0.0013,1.549,1.221,0.039,0.055,0.97,1
1042,1022.11,1533.34,18.055,0.0013,1.444,1.067,0.03,0.051,0.97,1
1021,1130.05,1119.44,18.0821,0.0013,1.331,1.121,0.036,0.051,0.97,1
1039,1287.27,1481.84,18.086,0.0013,1.378,1.176,0.041,0.057,0.97,1
1043,1371.96,1069.32,18.0868,0.0014,1.456,1.102,0.04,0.053,0.97,1
1065,898.401,1447.9,18.1973,0.0015,1.387,1.17,0.042,0.061,0.97,1
1138,1511.92,1364.74,18.2347,0.0014,1.655,1.295,0.047,0.074,0.97,1
1172,1201.27,1052.99,18.5044,0.0018,1.561,1.423,0.048,0.092,0.97,1
769,1011.56,1136.24,17.6747,0.0017,1.326,1.171,0.026,0.038,0.96,1
855,1326.35,1326.88,17.6748,0.0012,1.42,0.982,0.034,0.062,0.96,1
877,694.396,1265.82,17.6786,0.0012,1.488,1.29,0.028,0.045,0.96,1
1139,744.668,1541.71,18.2071,0.0013,1.655,1.152,0.046,0.072,0.96,1
1068,1299.57,1170.95,18.211,0.0022,1.521,1.15,0.043,0.059,0.96,1
1108,751.012,1531.92,18.2262,0.0015,1.491,1.227,0.04,0.071,0.96,1
1098,1171.21,1272.96,18.2268,0.0014,1.493,1.32,0.044,0.069,0.96,1
1180,1150.79,1393.94,18.4838,0.0015,1.571,1.319,0.058,0.095,0.96,1
1174,1132.0,1023.48,18.4932,0.0017,1.524,1.146,0.055,0.082,0.96,1
772,715.0,1224.74,17.5081,0.0011,1.444,1.135,0.024,0.034,0.95,1
984,1058.91,1544.43,17.9656,0.0015,1.405,0.998,0.036,0.052,0.95,1
787,1477.13,1285.78,17.5284,0.001,1.489,1.194,0.026,0.032,0.94,1
1007,1252.19,1663.17,17.9782,0.0012,1.418,1.087,0.03,0.049,0.94,1
1041,1185.52,1208.09,18.0466,0.0013,1.455,1.227,0.044,0.057,0.94,1
1089,1100.73,1243.42,18.1164,0.0014,1.644,1.288,0.041,0.065,0.94,1
504,1309.48,1492.86,17.0725,0.0017,1.143,1.005,0.032,0.043,0.93,1
738,1132.54,1203.56,17.5098,0.0011,1.326,1.003,0.022,0.031,0.93,1
845,1262.31,1538.51,17.7309,0.0012,1.295,1.016,0.029,0.036,0.93,1
837,1185.92,1517.69,17.7338,0.0011,1.327,1.019,0.03,0.036,0.93,1
932,993.489,1346.17,17.7576,0.0011,1.508,1.198,0.033,0.049,0.93,1
901,1410.96,1136.58,17.7609,0.0011,1.475,1.171,0.032,0.046,0.93,1
903,1393.86,1460.31,17.8531,0.0014,1.457,1.266,0.028,0.044,0.93,1
892,842.955,1402.61,17.8599,0.0014,1.288,1.012,0.031,0.041,0.93,1
968,1022.89,1686.37,17.9769,0.0013,1.3,1.074,0.031,0.042,0.93,1
576,1496.63,1406.4,17.9975,0.0014,1.357,1.075,0.049,0.041,0.93,1
1010,938.044,1244.18,17.9997,0.0012,1.456,1.179,0.031,0.053,0.93,1
1073,941.044,1572.11,18.1886,0.0013,1.438,1.183,0.041,0.063,0.93,1
1100,1099.35,1577.49,18.1989,0.0014,1.532,1.229,0.045,0.068,0.93,1
1164,1002.78,1665.37,18.2939,0.0015,1.613,1.164,0.047,0.077,0.93,1
1154,953.965,1644.95,18.2978,0.0016,1.582,1.147,0.043,0.074,0.93,1
1185,1099.89,1044.29,18.5083,0.0017,1.613,1.184,0.055,0.083,0.93,1
529,1336.83,1378.08,16.9829,0.0009,1.325,1.046,0.022,0.025,0.92,1
538,1049.67,1184.87,16.9885,0.0008,1.323,1.044,0.015,0.019,0.92,1
518,1057.03,1374.18,17.0765,0.0014,1.335,0.961,0.051,0.075,0.92,1
566,1276.14,1539.19,17.109,0.0008,1.206,0.941,0.017,0.023,0.92,1
561,1293.9,1619.08,17.112,0.0007,1.207,1.008,0.018,0.022,0.92,1
649,1084.26,1404.03,17.25,0.0009,1.355,1.05,0.021,0.025,0.92,1
788,1426.24,1357.47,17.4675,0.0009,1.517,1.147,0.022,0.034,0.92,1
767,935.673,928.367,17.4685,0.0013,1.449,1.141,0.028,0.04,0.92,1
819,922.288,1326.57,17.533,0.001,1.51,1.29,0.026,0.046,0.92,1
829,1251.87,1220.19,17.6457,0.0013,1.41,1.131,0.028,0.042,0.92,1
880,1034.07,1594.25,17.7931,0.0013,1.297,1.019,0.033,0.04,0.92,1
933,1141.29,1164.57,17.9327,0.0012,1.371,1.057,0.032,0.044,0.92,1
927,911.444,1038.07,17.9337,0.0016,1.416,1.182,0.04,0.048,0.92,1
1156,1133.25,1475.44,18.2171,0.0015,1.735,1.275,0.046,0.081,0.92,1
1141,943.242,1617.48,18.2175,0.0016,1.634,1.437,0.041,0.082,0.92,1
1135,1052.92,994.303,18.3854,0.0018,1.402,1.296,0.045,0.073,0.92,1
1153,1411.12,1165.09,18.3937,0.0016,1.489,1.254,0.043,0.077,0.92,1
664,689.47,1295.14,17.2507,0.0008,1.454,1.13,0.02,0.027,0.91,1
776,1224.71,1003.31,17.6397,0.0011,1.286,1.0,0.026,0.03,0.91,1
894,1165.18,1339.28,17.7897,0.0012,1.42,1.107,0.029,0.041,0.91,1
761,954.022,985.024,18.0225,0.0018,1.248,1.059,0.065,0.063,0.91,1
505,904.004,1463.13,16.8881,0.0009,1.37,1.058,0.019,0.024,0.9,1
973,1192.07,1385.66,17.9802,0.0013,1.304,1.128,0.036,0.049,0.9,1
1182,1065.03,1141.49,18.6127,0.0021,1.643,1.131,0.064,0.084,0.9,1
1199,1259.48,1381.26,18.6236,0.0018,1.643,1.214,0.064,0.098,0.9,1
516,914.689,1500.65,16.8813,0.0008,1.382,1.047,0.017,0.022,0.89,1
577,1067.98,1543.96,17.0888,0.0011,1.267,0.987,0.019,0.021,0.89,1
555,1089.14,1098.36,17.0902,0.0008,1.222,0.969,0.018,0.021,0.89,1
1189,978.609,1285.34,18.4777,0.0018,1.722,1.006,0.046,0.071,0.89,1
650,1118.29,982.841,17.321,0.0008,1.225,1.032,0.024,0.03,0.88,1
669,985.732,1729.06,17.3278,0.0009,1.238,0.966,0.022,0.027,0.87,1
1061,848.788,1210.92,18.2032,0.0018,1.361,1.099,0.043,0.055,0.87,1
1173,1066.36,1178.31,18.5195,0.0019,1.679,1.433,0.056,0.099,0.87,1
747,690.513,1341.02,17.3914,0.001,1.483,1.121,0.023,0.029,0.86,1
1149,1346.7,1479.49,18.5128,0.0017,1.371,1.239,0.05,0.072,0.85,1
