ID,x,y,Gmag,e_Gmag,VI,BV,VIerr,BVerr,MP,sel
2,1401.96,889.2,11.8933,0.0002,0.6,0.518,0.004,0.003,0.713,1
3,1308.78,1253.23,12.0771,0.0002,0.412,0.355,0.005,0.004,0.702,1
17,985.64,1188.0,12.6772,0.0002,0.654,0.56,0.004,0.004,0.7,1
48,1251.57,1230.0,13.6815,0.0003,0.855,0.742,0.005,0.004,0.679,1
52,1039.55,1040.29,13.8416,0.0003,0.843,0.745,0.004,0.003,0.679,1
56,1162.36,1053.02,13.9212,0.0003,0.849,0.763,0.004,0.003,0.676,1
38,1235.82,1003.41,13.0244,0.0004,1.124,1.03,0.005,0.004,0.664,1
53,1215.32,1330.76,13.9517,0.0003,0.502,0.445,0.006,0.005,0.658,1
1443,985.865,1067.43,18.2885,0.0024,1.061,0.844,0.051,0.049,0.65,1
1267,1453.94,1031.68,18.2989,0.0029,1.126,0.785,0.044,0.046,0.64,1
1509,1525.11,973.413,18.2859,0.0022,1.042,1.005,0.052,0.064,0.63,1
31,989.415,993.39,12.9385,0.0027,0.883,0.791,0.008,0.007,0.622,1
1444,1512.51,1019.1,18.3505,0.0025,1.111,0.786,0.054,0.051,0.61,1
164,1510.4,1061.72,15.4112,0.0006,0.591,0.515,0.007,0.006,0.602,1
43,1467.69,1015.45,12.9188,0.0004,1.894,1.688,0.005,0.005,0.577,1
1260,1402.49,1285.91,18.351,0.0038,1.351,0.958,0.048,0.052,0.57,1
1881,1513.77,937.559,18.7491,0.003,0.974,0.898,0.077,0.089,0.57,1
194,1417.99,1149.99,15.4465,0.0005,1.437,1.269,0.008,0.009,0.512,1
205,1238.81,1161.18,15.5967,0.0006,1.478,1.328,0.008,0.011,0.493,1
1198,1272.71,784.988,18.0265,0.002,0.908,0.801,0.037,0.037,0.49,1
1786,1511.74,915.74,18.617,0.003,1.178,0.801,0.068,0.081,0.49,1
977,1223.09,1068.39,17.699,0.0015,0.958,0.881,0.029,0.028,0.48,1
1218,1335.32,836.435,18.0239,0.0016,0.922,0.741,0.047,0.049,0.48,1
176,1148.24,1314.54,15.4009,0.0005,1.277,1.242,0.008,0.009,0.47,1
1006,1028.25,976.681,17.7033,0.0015,0.982,0.758,0.034,0.036,0.47,1
213,1200.38,917.946,15.5485,0.0005,1.462,1.386,0.01,0.012,0.45,1
1500,1290.49,1293.17,18.38,0.0021,1.215,1.066,0.045,0.065,0.44,1
287,1290.54,1308.64,15.9982,0.0011,1.412,1.235,0.01,0.012,0.42,1
1531,1319.14,1086.86,18.3889,0.0019,1.196,1.039,0.056,0.069,0.41,1
372,1325.3,1145.22,16.3618,0.0008,1.24,1.091,0.013,0.015,0.4,1
389,1395.11,814.148,16.395,0.0008,1.42,1.264,0.015,0.019,0.39,1
413,1197.47,951.932,16.468,0.0008,1.464,1.319,0.014,0.021,0.39,1
462,1478.56,894.727,16.6107,0.0008,1.169,0.99,0.019,0.02,0.39,1
633,1345.58,903.92,17.1575,0.0011,0.801,0.636,0.023,0.02,0.37,1
680,1254.34,802.283,17.1924,0.0011,1.444,1.36,0.022,0.032,0.36,1
677,1166.48,1318.28,17.3091,0.0011,0.593,0.523,0.028,0.023,0.36,1
2157,1390.48,942.167,18.8813,0.0032,1.17,0.676,0.081,0.093,0.32,1
712,1079.09,872.293,17.3389,0.0013,0.782,0.657,0.031,0.021,0.01,1
22,1277.87,1122.71,12.8974,0.0003,0.502,0.411,0.005,0.004,0.684,0
69,1057.06,1257.75,14.0549,0.0003,0.789,0.694,0.005,0.005,0.669,0
131,1121.32,1120.21,15.0786,0.0004,0.695,0.566,0.006,0.005,0.63,0
32,1352.67,938.339,12.8599,0.0003,1.291,1.269,0.005,0.006,0.628,0
193,1372.95,1161.62,15.634,0.0006,0.787,0.645,0.009,0.007,0.586,0
191,1129.28,1053.47,15.5603,0.0005,0.91,0.794,0.009,0.007,0.579,0
215,1226.33,1026.91,15.745,0.0006,0.861,0.752,0.008,0.007,0.573,0
120,1354.8,903.064,14.8461,0.0007,1.002,0.924,0.008,0.008,0.57,0
150,1352.82,770.242,15.2378,0.0006,0.734,0.594,0.01,0.008,0.566,0
281,1069.01,1007.15,16.1794,0.0007,0.537,0.415,0.01,0.007,0.56,0
152,1114.29,980.851,15.1365,0.0004,0.909,0.82,0.01,0.009,0.55,0
239,1238.59,1094.12,15.867,0.0007,0.821,0.661,0.009,0.008,0.55,0
238,1291.07,1086.41,15.8397,0.0006,0.887,0.761,0.01,0.009,0.549,0
257,1208.22,1147.55,15.9391,0.0006,0.882,0.717,0.01,0.009,0.544,0
237,1454.57,986.544,15.8079,0.0007,0.838,0.756,0.012,0.011,0.52,0
262,1087.08,801.921,15.9308,0.001,0.911,0.777,0.013,0.01,0.52,0
400,1307.12,1145.71,16.5416,0.0007,0.798,0.657,0.013,0.011,0.501,0
302,1014.61,935.981,16.0826,0.0007,0.942,0.831,0.013,0.011,0.497,0
435,1375.07,1100.21,16.6019,0.0008,0.963,0.86,0.012,0.013,0.481,0
2001,1204.97,1061.06,18.7431,0.003,1.012,1.189,0.068,0.087,0.48,0
340,1418.49,935.492,16.2493,0.0008,0.911,0.848,0.014,0.013,0.476,0
426,1120.47,908.645,16.5987,0.0008,0.862,0.703,0.018,0.017,0.461,0
1974,1264.07,1286.27,18.7554,0.0026,1.107,0.935,0.069,0.07,0.46,0
997,1198.5,938.88,17.7478,0.0019,0.919,0.74,0.037,0.033,0.45,0
0,1380.67,1279.0,17.7527,0.0015,1.043,0.806,0.029,0.03,0.45,0
1834,1204.08,818.541,18.6106,0.0023,1.094,0.998,0.07,0.073,0.45,0
1838,1324.61,965.265,18.6363,0.0026,1.002,0.862,0.065,0.082,0.44,0
509,1451.31,900.697,16.8532,0.001,0.876,0.745,0.018,0.016,0.438,0
64,1182.85,989.234,13.7239,0.0024,2.026,1.879,0.009,0.011,0.43,0
185,1482.62,977.891,15.251,0.0006,1.893,1.79,0.011,0.013,0.43,0
1780,1000.52,1205.24,18.5737,0.0027,0.968,0.8,0.065,0.068,0.43,0
755,1167.9,1223.29,17.4051,0.0013,0.8,0.686,0.022,0.021,0.423,0
1091,1186.52,773.25,17.8564,0.0015,0.923,0.801,0.035,0.037,0.42,0
1045,1091.94,1292.98,17.8653,0.0014,0.89,0.669,0.035,0.029,0.42,0
441,1252.77,1001.37,16.6295,0.0007,1.043,0.897,0.014,0.015,0.41,0
1132,1357.56,1104.86,17.9461,0.0016,1.037,0.747,0.035,0.036,0.4,0
1866,1304.52,1155.75,18.6171,0.0024,1.072,1.09,0.065,0.083,0.4,0
490,1369.97,1061.31,16.7436,0.0008,1.42,1.26,0.016,0.02,0.39,0
555,1379.28,1186.8,16.9281,0.0009,1.221,1.065,0.015,0.02,0.39,0
541,1085.98,1259.7,16.949,0.0009,0.838,0.71,0.017,0.015,0.39,0
1856,1017.1,1215.23,18.6472,0.0027,0.916,0.717,0.062,0.06,0.39,0
471,1228.18,907.065,16.6765,0.0009,1.366,1.236,0.018,0.022,0.38,0
567,1235.12,1099.32,16.9467,0.0012,1.155,0.975,0.016,0.019,0.38,0
598,1040.16,1220.76,17.0077,0.0009,1.3,1.162,0.019,0.024,0.38,0
650,1125.22,1199.23,17.204,0.001,0.935,0.859,0.019,0.019,0.38,0
1145,1317.56,1170.16,17.937,0.0016,1.018,0.824,0.039,0.037,0.38,0
1875,1178.27,763.7,18.6081,0.0024,1.308,1.084,0.068,0.092,0.38,0
444,1361.84,950.313,16.5872,0.0012,1.496,1.336,0.017,0.027,0.37,0
