ID,x,y,Gmag,e_Gmag,VI,BV,VIerr,BVerr,MP,sel
84,761.491,1382.19,14.0608,0.0003,0.735,0.661,0.005,0.004,0.797,1
44,1130.98,1162.32,13.1826,0.0003,0.908,0.818,0.004,0.003,0.791,1
83,711.254,1435.85,14.1312,0.0004,0.284,0.253,0.005,0.005,0.788,1
79,1274.46,1246.83,13.9772,0.0003,0.504,0.404,0.005,0.005,0.787,1
87,1069.88,1307.74,14.1089,0.0003,0.738,0.64,0.005,0.004,0.787,1
46,1527.49,1459.75,13.4132,0.0005,0.28,0.162,0.005,0.005,0.786,1
61,931.794,1447.47,13.6955,0.0003,0.505,0.417,0.005,0.005,0.786,1
62,1169.78,1403.39,13.8003,0.0003,0.269,0.243,0.005,0.005,0.785,1
77,762.923,1223.18,13.9852,0.0003,0.315,0.285,0.005,0.004,0.78,1
50,1119.49,1553.79,13.3738,0.0003,0.738,0.584,0.006,0.005,0.779,1
47,1267.86,1512.09,13.4226,0.0003,0.32,0.258,0.006,0.005,0.777,1
81,853.946,1389.19,13.9818,0.0003,0.514,0.418,0.005,0.004,0.777,1
68,1298.39,1445.06,13.2995,0.0002,1.606,1.203,0.005,0.005,0.772,1
98,705.385,1248.6,14.2029,0.0003,0.83,0.761,0.007,0.004,0.772,1
107,1562.17,1195.24,14.386,0.0003,0.744,0.669,0.005,0.004,0.772,1
10,926.496,1501.59,11.5859,0.0003,1.206,1.256,0.004,0.004,0.771,1
89,659.804,1397.27,13.742,0.0003,1.527,1.514,0.005,0.005,0.77,1
67,1186.45,1335.26,13.206,0.0003,1.759,1.698,0.005,0.006,0.759,1
97,1527.95,1254.31,13.8464,0.0003,1.518,1.472,0.005,0.005,0.756,1
153,779.56,1473.18,14.7798,0.0003,1.001,0.782,0.005,0.006,0.754,1
19,1212.23,944.831,12.4968,0.0003,1.146,1.135,0.005,0.005,0.751,1
105,1350.37,1644.48,14.0022,0.0002,1.448,1.356,0.007,0.006,0.744,1
349,1285.37,1579.03,16.2379,0.0081,0.984,0.77,0.009,0.01,0.737,1
152,1091.49,977.651,14.432,0.0004,1.667,1.593,0.009,0.009,0.72,1
66,889.28,1438.01,12.6047,0.0004,2.578,2.362,0.005,0.006,0.71,1
262,1151.77,1147.71,15.8089,0.0006,0.738,0.617,0.009,0.008,0.695,1
294,1262.05,1246.98,15.9628,0.0006,0.79,0.63,0.01,0.008,0.69,1
678,1446.24,1126.63,17.3469,0.0011,1.127,0.909,0.022,0.025,0.69,1
707,972.307,1347.88,17.35,0.0011,1.18,1.031,0.02,0.027,0.69,1
291,1122.42,1745.08,15.9094,0.0006,0.828,0.667,0.008,0.008,0.689,1
292,1535.21,1202.43,15.8952,0.0005,0.962,0.865,0.008,0.01,0.687,1
280,687.711,1179.3,15.8487,0.0006,0.919,0.825,0.008,0.008,0.685,1
314,1019.78,1242.49,16.0219,0.0006,0.777,0.656,0.009,0.008,0.685,1
311,1365.52,1226.01,15.932,0.0006,0.996,0.829,0.008,0.008,0.684,1
288,1400.61,1446.42,15.9349,0.0006,0.747,0.58,0.008,0.008,0.684,1
279,1230.51,1732.25,15.8139,0.0005,0.964,0.791,0.008,0.009,0.68,1
307,1267.52,1127.65,16.0104,0.0006,0.805,0.656,0.01,0.009,0.68,1
799,899.654,1271.69,17.65,0.0012,1.131,0.95,0.025,0.029,0.68,1
300,681.682,1337.04,15.9463,0.0006,0.939,0.737,0.011,0.01,0.675,1
298,1106.93,1359.37,15.9366,0.0006,0.969,0.814,0.009,0.01,0.673,1
310,988.341,961.824,15.8516,0.0006,1.103,0.915,0.012,0.01,0.671,1
339,1349.07,1367.57,16.0023,0.0006,1.147,0.913,0.008,0.009,0.671,1
306,1090.1,1261.77,15.5067,0.0004,1.793,1.427,0.007,0.011,0.67,1
338,1575.0,1278.73,15.8636,0.0006,1.401,1.322,0.008,0.011,0.67,1
608,1425.61,1352.5,17.1485,0.001,1.004,0.908,0.019,0.02,0.67,1
633,1508.06,1382.42,17.1496,0.0012,1.082,0.919,0.02,0.023,0.67,1
792,739.966,1367.84,17.6568,0.0012,1.187,0.942,0.028,0.029,0.67,1
1167,1222.28,1177.62,18.4435,0.002,1.374,1.023,0.052,0.066,0.66,1
1139,1142.19,1382.03,18.4503,0.0021,1.232,1.093,0.042,0.058,0.66,1
383,931.014,1426.23,15.5329,0.0006,2.199,1.911,0.01,0.022,0.65,1
405,1320.94,1027.57,16.2531,0.0025,1.331,1.153,0.011,0.014,0.65,1
375,1388.51,1290.64,16.2629,0.0006,0.957,0.787,0.011,0.01,0.644,1
389,976.252,1329.84,16.3344,0.0006,0.931,0.777,0.011,0.01,0.641,1
393,1013.5,872.902,16.0147,0.0008,1.526,1.324,0.013,0.015,0.64,1
398,682.728,1518.87,16.3018,0.0006,1.053,0.98,0.011,0.013,0.64,1
399,1315.65,1360.71,16.362,0.0006,0.965,0.811,0.011,0.011,0.637,1
347,1415.37,914.158,16.0851,0.0006,1.094,1.036,0.012,0.013,0.635,1
406,905.673,862.111,16.3431,0.0007,1.066,0.867,0.012,0.013,0.633,1
411,975.469,1434.99,16.4158,0.0007,0.954,0.741,0.011,0.011,0.633,1
436,1198.46,1126.13,16.4857,0.0014,1.131,0.958,0.013,0.014,0.63,1
400,1165.83,872.234,16.2958,0.0007,1.092,1.006,0.012,0.014,0.629,1
410,934.959,1171.53,16.3975,0.0008,0.999,0.8,0.011,0.012,0.629,1
409,1397.62,1541.95,16.4152,0.0007,0.942,0.888,0.012,0.011,0.624,1
429,898.396,1466.61,16.4402,0.0007,1.101,1.002,0.011,0.014,0.62,1
532,802.383,1668.42,16.0678,0.0007,2.299,2.087,0.014,0.028,0.61,1
614,711.15,1368.07,16.1275,0.0008,2.579,2.063,0.013,0.042,0.61,1
602,1251.33,1578.02,16.2614,0.0008,2.327,2.003,0.014,0.04,0.61,1
489,927.33,1272.7,16.3724,0.0008,1.678,1.289,0.012,0.02,0.61,1
452,1094.21,1078.02,16.5187,0.0009,1.281,1.147,0.012,0.015,0.61,1
459,1294.95,876.703,16.6076,0.0007,1.098,1.006,0.014,0.017,0.61,1
494,757.885,1129.79,16.6244,0.0008,1.315,1.126,0.012,0.017,0.61,1
