ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
1 1232.48 1370.79 8.771 0.004 1.687 0.006 1.981 0.006 0.999 0.006 2.183 0.009 151.58927669571895 -60.30425160174744 0.5265 0.035362 -0.018464 0.030159 328.5 "Gaia DR2 5256491283982652800" 151.58908800143 0.0313 -60.30436406378 0.0336 1635721458409799680 5256491283982652800 82549545 2015.5 0.7424 0.0352 21.0698 -7.635 0.064 5.95 0.065 -0.1818 -0.117 -0.2648 0.2763 0.107 0.3369 -0.3875 0.1825 0.2394 -0.1015 233 233 229 4 3.4626 304.75 0.0 0.0 31 0 82.9864 1.3918 0.0085 0.095 27 17 0.048284 0 35 1 267 12260000.0 8283.0 1480.563 7.9668 0.0007 30 3362000.0 5649.0 595.174 9.0349 0.0018 27 12980000.0 30820.0 421.093 6.9791 0.0026 1.332 0 2.0558 1.068 0.9878 13.73 0.14 13 4000.0 3.0 0.0 NOT_AVAILABLE 283.81759990189 -3.71085328998 196.52596161199 -62.96713423152 100001 3825.75 3726.67 3927.97 0.937 0.7659 1.4547 0.462 0.3679 0.715 200111 92.38 87.64 97.36 1647.175 1528.336 1766.014 151.589154358 0.9853 -60.3043896833 1.0153
2 1563.33 1382.78 11.106 0.006 1.463 0.008 1.712 0.007 0.837 0.014 1.598 0.021 151.53418895824936 -60.303473016770724 0.7729 0.055176 -0.045758 0.030831 304.0 "Gaia DR2 5256491971177372928" 151.53399508167 0.0271 -60.30366503905 0.0284 1635721458409799680 5256491971177372928 943042565 2015.5 0.6384 0.032 19.9594 -12.413 0.058 7.326 0.054 0.0436 -0.2223 -0.1631 0.149 0.432 0.1986 -0.1904 0.1831 -0.0862 0.2449 229 229 225 4 2.4037 273.6 0.0 0.0 31 0 298.3893 1.4595 0.0076 0.037 26 17 0.042831 0 32 1 241 1098000.0 248.6 4416.685 10.587 0.0002 30 385600.0 434.7 886.883 11.3862 0.0012 28 1021000.0 614.5 1662.043 9.739 0.0007 1.281 0 1.6471 0.7992 0.8479 15.22 0.59 3 4500.0 3.0 0.0 NOT_AVAILABLE 283.79507694982 -3.72635303355 196.48643845462 -62.98769966894 100001 4166.89 4087.37 4228.93 0.4595 0.0607 1.2324 0.2115 0.0402 0.622 200111 24.3 23.59 25.25 160.349 147.748 172.951 151.534102965 0.8923 -60.3036965828 0.83
3 544.516 649.427 11.125 0.012 1.546 0.014 1.873 0.009 0.896 0.016 1.772 0.028 151.70536379616127 -60.36340051292899 0.4242 0.048484 0.038952 -0.02887 126.5 "Gaia DR2 5256487916728301568" 151.70513136069 0.0249 -60.36337458117 0.0254 1635721458409799680 5256487916728301568 400238964 2015.5 0.3997 0.0293 13.6368 -6.328 0.053 0.169 0.049 -0.0162 -0.2036 -0.1686 0.0227 0.3128 0.1058 -0.2191 0.201 0.1037 0.0919 230 230 222 8 7.5695 414.95 0.0 0.0 31 0 318.8063 1.4283 0.0074 0.037 28 18 0.038821 0 33 1 266 1230000.0 701.7 1753.441 10.4633 0.0006 30 388600.0 478.2 812.601 11.3776 0.0013 31 1209000.0 1120.0 1078.821 9.5562 0.001 1.298 0 1.8213 0.9142 0.9071 26.82 0.59 4 4500.0 3.0 0.0 NOT_AVAILABLE 283.89891941519 -3.72485217418 196.7065413011 -62.96054528902 100001 4076.64 4026.52 4123.39 0.629 0.172 1.1398 0.2842 0.0839 0.561 200111 44.1 43.11 45.21 484.001 426.651 541.351 151.705186459 0.8271 -60.363375308 0.7617
4 1207.04 458.824 11.369 0.01 1.055 0.011 0.859 0.006 99.0 99.0 1.25 0.041 151.5950622157945 -60.379762338871984 0.4078 0.047798 -0.015572 -0.04519 199.0 "Gaia DR2 5256490459348820352" 151.5948544459 0.0238 -60.37971449558 0.0246 1635721458409799680 5256490459348820352 400745892 2015.5 0.5013 0.0271 18.5074 -9.07 0.049 7.363 0.045 -0.1151 -0.1983 -0.2867 0.1695 0.3651 0.23 -0.1572 0.1606 -0.016 0.0256 244 244 232 12 6.3801 390.93 0.0 0.0 31 0 427.5706 1.5241 0.0074 0.07 28 18 0.037135 0 33 0 258 738300.0 322.9 2286.481 11.0178 0.0005 29 316000.0 287.6 1098.485 11.6023 0.001 29 595600.0 363.3 1639.121 10.3246 0.0007 1.235 0 1.2777 0.5845 0.6932 22.02 0.57 3 5000.0 4.5 0.0 NOT_AVAILABLE 283.86433308428 -3.77010811212 196.65779145407 -63.01297558785 100001 4809.4 4705.7 4921.01 0.211 0.0497 1.053 0.123 0.0179 0.8028 200111 16.69 15.94 17.43 134.258 122.207 146.308 151.594933459 0.7655 -60.379746199 0.7042
5 886.554 1278.26 11.558 0.007 0.017 0.01 -0.155 0.006 99.0 99.0 0.088 0.009 151.64700368908652 -60.31172448395283 0.1824 0.024939 0.010209 0.022754 24.2 "Gaia DR2 5256514476807378176" 151.64697301175 0.0228 -60.3117728194 0.0253 1635721458409799680 5256514476807378176 24903589 2015.5 0.5407 0.0278 19.4755 -6.773 0.048 3.426 0.046 0.0195 -0.0653 -0.1416 0.1508 0.3484 0.238 -0.1675 0.2506 0.0909 0.078 254 254 250 4 11.1635 583.32 0.0 0.0 31 0 411.7656 1.7636 0.0066 0.082 30 18 0.036094 0 33 0 263 461200.0 128.3 3594.11 11.5287 0.0003 27 333800.0 698.0 478.217 11.5427 0.0023 24 212000.0 277.4 764.157 11.4462 0.0014 1.183 1 0.0965 0.014 0.0825 "" "" 0 "" "" "" NOT_AVAILABLE 283.84520688367 -3.69998855695 196.57876304978 -62.94979228601 100002 9584.5 9534.67 9697.67 0.6135 0.4449 0.751 0.3107 0.2355 0.3778 "" "" "" "" "" "" "" 151.647031894 0.7477 -60.3117875689 0.7185
6 1977.2 1492.12 11.649 0.007 1.708 0.009 1.927 0.01 1.001 0.013 2.139 0.026 151.46505196707304 -60.29467193869843 0.9944 0.089199 -0.079983 0.039487 296.3 "Gaia DR2 5256492211695494528" 151.4649537217 0.0276 -60.29494383518 0.0276 1635721458409799680 5256492211695494528 1585353928 2015.5 0.2962 0.0317 9.3553 -10.81 0.058 5.137 0.051 0.0615 -0.2268 -0.1446 0.2049 0.253 0.328 -0.064 0.2706 0.1642 0.1619 229 229 225 4 9.2213 474.54 0.0 0.0 31 0 315.5448 1.3915 0.0078 0.049 27 18 0.041987 0 33 0 267 856300.0 719.5 1190.074 10.8568 0.0009 28 241500.0 774.5 311.824 11.894 0.0035 27 898500.0 1997.0 449.881 9.8781 0.0024 1.331 1 2.0159 1.0372 0.9787 -31.35 0.63 8 4500.0 3.0 0.0 NOT_AVAILABLE 283.76223154759 -3.73946752562 196.42357082723 -63.00847284328 100002 3854.7 3639.39 4058.14 "" "" "" "" "" "" 200111 59.68 53.85 66.95 708.5 589.295 827.704 151.465047643 0.8921 -60.2949659508 0.7843
7 730.374 1890.86 11.865 0.01 0.133 0.015 0.018 0.013 0.113 0.017 0.182 0.016 151.6711603470925 -60.26093265533305 1.3244 0.076895 0.022581 0.073504 17.1 "Gaia DR2 5256515232721989504" 151.67188262561 0.2675 -60.26101610249 0.2595 1635721458409799680 5256515232721989504 1455664430 2015.5 1.1398 0.2982 3.8221 -8.346 0.561 2.708 0.515 -0.0392 -0.0466 -0.0523 0.0679 0.2284 0.1234 -0.0925 0.2593 0.0727 0.0354 245 245 244 1 123.3893 25801.1 1.793 740.0 31 0 0.3011 1.9108 0.089 0.041 28 17 0.27997 0 31 0 259 350000.0 168.0 2082.894 11.8282 0.0005 31 243600.0 336.9 723.047 11.8849 0.0015 30 172400.0 190.0 906.947 11.6709 0.0012 1.188 0 0.214 0.0567 0.1573 "" "" 0 "" "" "" NOT_AVAILABLE 283.82534167884 -3.65165964335 196.51029833998 -62.90786540991 100001 9048.0 8858.25 9245.0 0.473 0.2969 0.575 0.2278 0.1086 0.2898 "" "" "" "" "" "" "" 151.67195507 8.7062 -60.261027763 7.9848
8 325.624 321.878 12.037 0.006 0.44 0.008 -0.132 0.009 0.258 0.012 0.493 0.013 151.74254655870988 -60.39013416607596 0.4414 0.079912 0.057295 -0.055706 134.2 "Gaia DR2 5256487603151443584" 151.74232015394 0.0219 -60.39018434896 0.0228 1635721458409799680 5256487603151443584 68789121 2015.5 1.6438 0.0251 65.594 -2.169 0.045 5.515 0.043 -0.0753 -0.1919 -0.2983 0.1409 0.3241 0.2149 -0.2037 0.1925 0.0553 0.0713 263 263 262 1 6.1549 422.39 0.0 0.0 31 1 375.1365 1.6704 0.0064 0.079 30 18 0.034981 0 32 0 275 308000.0 49.42 6232.474 11.967 0.0002 31 185000.0 256.6 720.827 12.1836 0.0015 30 181900.0 97.18 1871.48 11.6125 0.0006 1.191 0 0.5711 0.2166 0.3545 18.59 1.87 6 6000.0 3.5 0.0 NOT_AVAILABLE 283.92959993409 -3.73577733578 196.77776080883 -62.96346506188 100001 6961.53 6805.43 7340.66 0.685 0.5093 0.891 0.345 0.2589 0.4411 200111 1.45 1.3 1.51 4.422 4.307 4.537 151.742339058 0.698 -60.3902080946 0.6635
9 975.042 1322.58 12.251 0.004 0.49 0.006 -0.169 0.006 0.319 0.006 0.573 0.006 151.63218995906848 -60.3081023356376 0.2314 0.026542 0.002834 0.026391 6.1 "Gaia DR2 5256514678625271552" 151.63208148347 0.0244 -60.30813761507 0.0247 1635721458409799680 5256514678625271552 1379541676 2015.5 1.2517 0.0283 44.2886 -8.513 0.051 8.722 0.047 -0.0107 -0.1613 -0.223 0.0849 0.2589 0.1741 -0.2539 0.2663 0.1491 0.1149 235 235 234 1 1.5945 264.11 0.0 0.0 31 0 347.5467 1.6434 0.0067 0.067 27 18 0.038065 0 31 0 256 261600.0 35.79 7310.017 12.1443 0.0001 28 152000.0 211.1 719.882 12.3968 0.0015 27 160900.0 126.1 1275.679 11.7455 0.0009 1.196 0 0.6513 0.2525 0.3988 -23.97 4.35 3 6000.0 3.5 0.0 NOT_AVAILABLE 283.83708583704 -3.70138204299 196.56225571574 -62.95314921756 100001 6628.33 6377.44 6953.0 "" "" "" "" "" "" 200111 1.93 1.75 2.08 6.458 6.219 6.697 151.632155484 0.7891 -60.3081751699 0.7291
10 62.094 843.473 12.285 0.005 0.557 0.008 -0.131 0.011 0.32 0.014 0.613 0.015 151.7851448327737 -60.34713847813408 1.1294 0.07953 0.078559 -0.012391 99.0 "Gaia DR2 5256511242651437568" 151.78514567881 0.0255 -60.34682475988 0.0277 1635721458409799680 5256511242651437568 1313389820 2015.5 1.3435 0.0302 44.5002 -15.781 0.054 11.102 0.05 -0.1641 -0.1874 -0.3004 0.1282 0.3695 0.2198 -0.1793 0.221 0.0065 0.049 231 231 221 10 11.4522 550.93 0.0 0.0 31 1 320.9759 1.6297 0.0071 0.09 26 17 0.03899 0 30 1 238 254800.0 33.58 7589.128 12.1728 0.0001 29 143800.0 98.4 1460.938 12.4573 0.0007 29 161900.0 100.8 1606.642 11.739 0.0007 1.199 1 0.7183 0.2845 0.4338 "" "" 0 "" "" "" NOT_AVAILABLE 283.9213173285 -3.68823715376 196.73400861769 -62.91950759939 100002 6532.87 6224.0 7150.61 "" "" "" "" "" "" 200111 1.82 1.52 2.01 5.46 5.264 5.657 151.785283015 0.8303 -60.3468725593 0.7786
11 1275.21 345.91 12.326 0.004 0.422 0.005 0.092 0.007 0.274 0.006 0.487 0.007 151.583779326447 -60.38917502932447 0.4885 0.058519 -0.021143 -0.054566 201.2 "Gaia DR2 5256490420649989632" 151.58356904095 0.0234 -60.38908775652 0.0239 1635721458409799680 5256490420649989632 863912374 2015.5 0.9122 0.0261 34.9851 -11.708 0.048 5.266 0.046 -0.0404 -0.2422 -0.2873 0.1586 0.2886 0.2167 -0.196 0.1545 0.0112 0.1346 237 237 237 0 5.2769 364.34 0.0 0.0 31 1 326.7766 1.6719 0.007 0.067 27 18 0.03732 0 30 0 257 234400.0 34.25 6842.919 12.2636 0.0002 27 141000.0 138.0 1021.557 12.4784 0.0011 26 138200.0 108.4 1274.815 11.9103 0.0009 1.191 0 0.5681 0.2148 0.3533 "" "" 0 "" "" "" NOT_AVAILABLE 283.8653400691 -3.78096865474 196.66589630735 -63.02324393178 100001 6902.5 6817.0 7134.5 1.1927 0.8646 1.3701 0.5773 0.306 0.686 200111 2.31 2.16 2.37 10.916 10.39 11.441 151.58367106 0.7456 -60.3891104295 0.7085
