ID,MP,sel
528,0.98,1
588,0.98,1
735,0.98,1
731,0.98,1
774,0.98,1
273,0.97,1
415,0.97,1
497,0.97,1
543,0.97,1
549,0.97,1
603,0.97,1
595,0.97,1
600,0.97,1
724,0.97,1
743,0.97,1
710,0.97,1
762,0.97,1
779,0.97,1
814,0.97,1
368,0.96,1
374,0.96,1
416,0.96,1
430,0.96,1
569,0.96,1
574,0.96,1
676,0.96,1
149,0.957,1
299,0.95,1
341,0.95,1
442,0.95,1
470,0.95,1
133,0.945,1
14,0.943,1
105,0.94,1
163,0.94,1
257,0.94,1
414,0.94,1
475,0.94,1
609,0.94,1
754,0.94,1
67,0.939,1
123,0.937,1
258,0.93,1
248,0.93,1
266,0.93,1
294,0.93,1
439,0.93,1
87,0.929,1
81,0.928,1
43,0.925,1
88,0.925,1
26,0.924,1
86,0.921,1
39,0.92,1
189,0.92,1
436,0.92,1
583,0.92,1
58,0.919,1
207,0.917,1
19,0.914,1
63,0.91,1
190,0.91,1
216,0.91,1
269,0.91,1
264,0.907,1
83,0.906,1
93,0.904,1
672,0.9,1
751,0.9,1
182,0.899,1
255,0.89,1
261,0.89,1
303,0.89,1
394,0.89,1
431,0.89,1
491,0.89,1
223,0.88,1
236,0.88,1
64,0.873,1
228,0.87,1
260,0.87,1
188,0.865,1
16,0.861,1
804,0.86,1
262,0.856,1
107,0.852,1
214,0.85,1
75,0.846,1
813,0.84,1
115,0.832,1
232,0.828,1
645,0.82,1
185,0.817,1
383,0.81,1
89,0.809,1
172,0.809,1
295,0.8,1
7,0.786,1
597,0.78,1
511,0.77,1
272,0.76,1
366,0.76,1
545,0.76,1
558,0.76,1
618,0.76,1
717,0.76,1
99,0.75,1
51,0.738,1
887,0.73,1
66,0.723,1
498,0.72,1
166,0.717,1
937,0.71,1
698,0.69,1
793,0.69,1
460,0.66,1
726,0.66,1
278,0.65,1
484,0.65,1
630,0.65,1
144,0.64,1
129,0.639,1
241,0.639,1
48,0.632,1
213,0.623,1
508,0.62,1
114,0.606,1
62,0.605,1
293,0.6,1
487,0.6,1
481,0.59,1
833,0.58,1
396,0.57,1
629,0.57,1
175,0.566,1
53,0.56,1
692,0.56,1
91,0.557,1
37,0.53,1
546,0.53,1
61,0.508,1
403,0.5,1
679,0.5,1
757,0.5,1
286,0.49,1
532,0.49,1
598,0.49,1
30,0.486,1
547,0.47,1
565,0.47,1
455,0.46,1
534,0.45,1
536,0.44,1
210,0.427,1
332,0.42,1
420,0.41,1
52,0.4,1
867,0.39,1
650,0.38,1
95,0.375,1
211,0.375,1
57,0.373,1
346,0.37,1
387,0.37,1
626,0.36,1
318,0.35,1
468,0.34,1
518,0.32,1
117,0.31,1
353,0.31,1
18,0.307,1
199,0.3,1
389,0.29,1
288,0.27,1
147,0.266,1
142,0.255,1
435,0.25,1
176,0.238,1
337,0.22,1
734,0.21,1
131,0.2,1
171,0.189,1
136,0.181,1
300,0.18,1
406,0.18,1
529,0.17,1
450,0.16,1
342,0.15,1
486,0.14,1
524,0.14,1
325,0.13,1
370,0.13,1
591,0.13,1
290,0.1,1
478,0.09,1
421,0.08,1
77,0.01,1
60,0.006,1
47,0.0,1
134,0.939,0
146,0.903,0
46,0.898,0
1,0.892,0
42,0.881,0
35,0.838,0
208,0.73,0
40,0.712,0
44,0.677,0
32,0.585,0
192,0.577,0
502,0.54,0
121,0.522,0
92,0.515,0
36,0.509,0
90,0.462,0
608,0.44,0
65,0.419,0
70,0.401,0
101,0.4,0
33,0.393,0
49,0.361,0
221,0.36,0
340,0.36,0
417,0.36,0
459,0.36,0
671,0.36,0
289,0.35,0
510,0.35,0
693,0.34,0
573,0.33,0
702,0.33,0
742,0.32,0
238,0.31,0
685,0.29,0
388,0.28,0
246,0.27,0
96,0.268,0
5,0.265,0
516,0.25,0
527,0.25,0
164,0.245,0
13,0.237,0
116,0.232,0
50,0.224,0
209,0.22,0
254,0.22,0
177,0.21,0
500,0.21,0
196,0.19,0
118,0.181,0
157,0.173,0
375,0.17,0
413,0.17,0
230,0.16,0
386,0.16,0
94,0.156,0
167,0.152,0
205,0.152,0
578,0.15,0
713,0.15,0
316,0.14,0
385,0.14,0
219,0.13,0
380,0.13,0
227,0.11,0
407,0.11,0
507,0.11,0
28,0.107,0
673,0.09,0
201,0.08,0
538,0.08,0
541,0.08,0
183,0.076,0
191,0.07,0
265,0.07,0
275,0.07,0
554,0.07,0
589,0.07,0
329,0.06,0
399,0.05,0
404,0.05,0
452,0.05,0
563,0.05,0
173,0.049,0
187,0.04,0
307,0.04,0
447,0.04,0
271,0.03,0
483,0.03,0
631,0.03,0
669,0.03,0
747,0.03,0
291,0.02,0
285,0.02,0
328,0.02,0
345,0.02,0
395,0.02,0
426,0.02,0
427,0.02,0
561,0.02,0
537,0.02,0
552,0.02,0
780,0.02,0
109,0.013,0
154,0.01,0
282,0.01,0
334,0.01,0
365,0.01,0
373,0.01,0
662,0.01,0
158,0.002,0
194,0.002,0
79,0.0,0
110,0.0,0
125,0.0,0
204,0.0,0
313,0.0,0
429,0.0,0
482,0.0,0
499,0.0,0
770,0.13,-1
