ID,x,y,Gmag,e_Gmag,VI,BV,VIerr,BVerr,MP,sel
432,2416.91,1511.19,14.7882,0.0004,0.438,0.379,0.007,0.008,0.858,1
535,3029.89,1380.57,15.0062,0.0004,0.604,0.525,0.007,0.004,0.833,1
3060,2725.76,2119.82,17.4491,0.0012,1.047,0.949,0.005,0.005,0.807,1
4374,2508.39,1908.86,17.935,0.0015,1.705,1.335,0.008,0.011,0.79,1
1802,2642.1,1907.68,16.2185,0.0007,1.532,1.179,0.003,0.006,0.779,1
1274,3054.32,1501.99,15.7639,0.0004,1.444,1.232,0.003,0.003,0.774,1
3842,2799.96,2216.11,17.8517,0.0014,1.471,1.066,0.009,0.012,0.766,1
182,2295.55,1450.57,13.5083,0.0002,0.802,0.641,0.003,0.002,0.761,1
4065,2805.63,1249.09,17.1903,0.0012,2.569,2.172,0.005,0.019,0.76,1
1114,2676.34,1798.41,15.6632,0.0004,1.264,1.205,0.003,0.003,0.757,1
4646,2922.26,1317.42,18.1205,0.0016,1.813,1.455,0.006,0.013,0.75,1
1717,2672.58,1351.26,16.308,0.0007,1.271,0.964,0.004,0.003,0.744,1
2556,2551.94,1096.74,17.0146,0.0009,1.227,0.959,0.003,0.004,0.734,1
2337,2216.35,1243.64,16.8625,0.0014,1.139,0.871,0.004,0.004,0.732,1
5460,2765.81,1212.59,18.784,0.0026,1.685,1.31,0.012,0.024,0.73,1
67,2263.79,1550.82,12.3084,0.0002,1.377,1.27,0.003,0.003,0.723,1
4239,2183.12,1316.6,18.0519,0.0018,1.494,1.141,0.005,0.011,0.72,1
5303,2183.51,1601.37,18.7482,0.0024,1.497,1.26,0.012,0.015,0.72,1
2479,2311.91,1919.12,16.9689,0.0009,1.104,1.025,0.004,0.004,0.719,1
4546,2431.54,1947.1,18.2294,0.0021,1.441,1.112,0.008,0.008,0.718,1
4721,2881.8,1705.83,18.2902,0.0017,1.611,1.231,0.009,0.013,0.71,1
2526,2764.44,2185.56,16.9083,0.0009,1.367,1.01,0.006,0.005,0.709,1
2829,3103.13,1775.68,17.2517,0.0009,1.137,0.917,0.004,0.004,0.709,1
4198,2835.12,1250.31,17.9259,0.0015,1.595,1.261,0.006,0.009,0.7,1
5458,2569.52,1398.75,18.7837,0.0021,1.693,1.354,0.01,0.018,0.7,1
2240,2832.61,1324.05,16.8362,0.0009,1.05,0.822,0.004,0.003,0.699,1
2260,2775.29,1481.57,16.8364,0.0009,1.067,0.841,0.004,0.003,0.697,1
717,2129.27,1670.09,14.7654,0.0003,1.811,1.571,0.003,0.003,0.691,1
3835,2778.41,1152.72,17.7332,0.0015,1.581,1.208,0.006,0.007,0.69,1
4077,2384.73,1959.22,17.8352,0.0013,1.583,1.22,0.005,0.008,0.69,1
5159,2565.18,1975.25,18.562,0.0024,1.672,1.304,0.009,0.016,0.69,1
5358,2543.71,2171.56,18.6672,0.0023,1.7,1.3,0.011,0.017,0.69,1
5737,2063.11,1633.5,19.097,0.0036,1.582,1.373,0.011,0.026,0.69,1
2969,2318.82,1987.43,16.1204,0.0006,2.928,2.505,0.004,0.013,0.68,1
5652,2722.34,1880.17,18.9647,0.0029,1.629,1.316,0.014,0.022,0.68,1
5730,1982.28,1883.21,19.0026,0.0031,1.724,1.327,0.019,0.021,0.68,1
6055,2188.57,1332.83,19.4022,0.0041,1.507,1.261,0.016,0.029,0.68,1
