ra,dec,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_variable_flag,Vmag,B-V,U-B,V-R,R-I
8.050664709791961,1.188130912418872,0.9264768195230243,0.04600460630203602,8.933421,9.645632,8.149586,3.3866058E-4,8.4575434E-4,6.9569907E-4,NOT_AVAILABLE,9.36,1.322,1.414,0.692,0.628
220.41027150576213,-0.43387442191547204,1.742313806517967,0.040144164944847675,8.939092,9.626722,8.179206,4.149337E-4,0.0015327138,0.0021670049,NOT_AVAILABLE,9.341,1.306,1.485,0.676,0.587
234.20039931241152,-0.25186116504575634,5.345017930198123,0.07917690682459892,8.94623,9.169452,8.621616,3.268855E-4,0.0020459131,0.004292499,NOT_AVAILABLE,9.036,0.399,0.156,0.232,0.227
194.0137854946346,44.25778302160571,1.5629715382872924,0.026359992696219588,8.971027,9.584476,8.258078,1.395916E-4,4.6790024E-4,6.682324E-4,NOT_AVAILABLE,9.317,1.159,1.131,0.609,0.546
234.64895645130267,-0.5994583205438576,1.6167485175518985,0.06512250082501746,8.985409,9.718155,8.183524,3.8329867E-4,0.0014166118,0.0015203546,NOT_AVAILABLE,9.446,1.294,1.302,0.712,0.652
248.83917621418226,-0.06812003842198995,5.626988723046316,0.04897619639405812,9.107243,9.319448,8.784272,2.7959506E-4,6.97556E-4,6.509969E-4,NOT_AVAILABLE,9.208,0.38,0.083,0.225,0.225
100.78058205610125,44.842348464636224,3.0938302805399984,0.05897431005794799,9.219343,9.538274,8.772197,3.1235485E-4,0.001377486,0.0024163495,NOT_AVAILABLE,9.371,0.583,0.15,0.339,0.317
100.90436165254937,44.722401473176475,1.3233551470280465,0.1470633483574053,9.224294,9.76427,8.569152,4.47505E-4,0.0023282245,0.0028308828,NOT_AVAILABLE,9.506,1.01,0.747,0.539,0.494
238.37025479816666,44.95856453875335,2.7941675942057205,0.02864787419489503,9.233076,9.322448,9.110551,3.009728E-4,0.0015696931,0.0016892022,NOT_AVAILABLE,9.258,0.156,0.107,0.062,0.086
11.391993592626468,45.61336703729512,3.0029180302129963,0.0659273508875979,9.234488,9.499499,8.852933,2.8132324E-4,0.00237441,0.0018579661,NOT_AVAILABLE,9.353,0.472,0.092,0.277,0.28
11.48595466367393,46.07594487367375,1.7215825120084611,0.08989283088695393,9.238779,9.773947,8.582351,2.423239E-4,0.0011588107,0.0010464673,NOT_AVAILABLE,9.52,1.007,0.733,0.534,0.5
56.247337416305946,45.063310440967285,0.9459773494758866,0.04482256081039052,9.251834,10.645283,8.129539,0.0010419454,0.0039677885,0.0020230445,NOT_AVAILABLE,10.368,1.879,2.213,1.169,1.265
294.4303809144709,0.4301696336689586,0.859140448567111,0.043486564437210565,9.281474,10.672101,8.160706,6.6840166E-4,0.0016066239,0.001709082,NOT_AVAILABLE,10.382,1.959,2.306,1.177,1.222
56.48471665816607,45.245528377769844,5.242840620965709,0.04018184992655033,9.312209,9.585003,8.911169,2.4283989E-4,7.9428795E-4,9.910036E-4,NOT_AVAILABLE,9.437,0.474,-0.005,0.293,0.287
168.87858455339344,4.9564767521165844,1.058111950626186,0.1130608278558668,9.326854,9.283371,9.414149,0.0011807057,0.003698977,0.002283035,NOT_AVAILABLE,9.352,-0.114,-0.543,-0.035,-0.052
220.21217483183258,-0.393547473292287,1.339472273155007,0.03650778033514467,9.3325815,10.073306,8.530329,2.959913E-4,0.0025513268,0.0026740413,NOT_AVAILABLE,9.786,1.364,1.58,0.73,0.643
146.8402746239296,44.237143136964946,7.683505669220649,0.244576134915161,9.352428,9.550979,9.050582,3.2492375E-4,0.0019509341,0.002500937,NOT_AVAILABLE,9.445,0.349,-0.001,0.219,0.22
118.97606071891093,-0.2802197152013176,0.3907628054923729,0.0677418504607484,9.357913,9.292135,9.501964,8.5079897E-4,0.0025034582,0.0019095034,NOT_AVAILABLE,9.397,-0.156,-0.729,-0.06,-0.081
221.05865336324604,-0.6184731998025207,5.541280089295321,0.054478834946470205,9.378565,9.594389,9.053667,3.925256E-4,0.0014620223,0.0015519476,NOT_AVAILABLE,9.477,0.378,-0.052,0.233,0.236
119.02782433066699,-0.3451189673041498,1.7049839617975613,0.06167956064179214,9.402758,9.382067,9.466996,3.880797E-4,0.0011230473,9.1531884E-4,NOT_AVAILABLE,9.419,-0.068,-0.22,-0.031,-0.041
148.98606161288896,-0.3875219013615483,1.8044489781464461,0.062006035892121766,9.421778,10.022678,8.735642,3.3606688E-4,0.0035790263,0.0050070435,NOT_AVAILABLE,9.737,1.161,1.145,0.591,0.519
145.74368261765537,43.83450764483224,9.180256617594244,0.13124929337965227,9.444975,9.749556,9.011715,2.6642653E-4,8.455232E-4,6.533337E-4,NOT_AVAILABLE,9.59,0.549,0.015,0.323,0.318
194.62612222096485,43.72195096072646,1.6158303169715493,0.023565041625489013,9.491044,10.049497,8.820146,1.2649578E-4,4.0836196E-4,4.3061498E-4,NOT_AVAILABLE,9.788,1.086,0.938,0.55,0.514
237.9603710953749,44.697712658432984,4.887555827197199,0.0218873669753209,9.497228,9.709035,9.180988,3.1548704E-4,0.001616932,0.0014175624,NOT_AVAILABLE,9.605,0.371,-0.015,0.221,0.225
100.9239102731618,44.51258540624783,0.892363025348458,0.0692983673873871,9.508828,9.587634,9.388935,5.317386E-4,0.002070147,0.0018868577,NOT_AVAILABLE,9.542,0.125,0.175,0.088,0.069
103.02063037462442,-0.3050830363292978,1.0045393078879394,0.07071659085119254,9.515769,9.534613,9.505179,5.295337E-4,0.0014462871,0.0019045204,NOT_AVAILABLE,9.538,-0.003,-0.102,0.01,0.009
310.64760566854847,0.12223533768597265,2.1936098668644837,0.06396346497783302,9.533266,10.182091,8.791993,2.6122527E-4,8.566794E-4,6.8326964E-4,NOT_AVAILABLE,9.905,1.21,1.294,0.648,0.569
11.801815348212058,46.18249227019292,1.6320375316869729,0.11590985427342022,9.535003,9.586567,9.465448,3.2579573E-4,0.0014239725,0.0011696761,NOT_AVAILABLE,9.543,0.09,0.067,0.04,0.041
101.13217873817543,44.56820905025028,3.2176271185398515,0.07226409961430538,9.546205,9.692196,9.325772,3.3699645E-4,0.001794041,0.0011999429,NOT_AVAILABLE,9.58,0.264,0.123,0.144,0.147
282.0958539557473,45.389564845463106,1.5962631958723226,0.023515624991850167,9.5490055,10.134038,8.8615,3.6270014E-4,0.0010303846,7.4369257E-4,NOT_AVAILABLE,9.854,1.132,1.186,0.583,0.509
56.17554944652557,45.078765460747775,1.8433702090889295,0.0366872338471128,9.565733,10.237529,8.805281,2.441324E-4,7.494153E-4,7.4063736E-4,NOT_AVAILABLE,9.972,1.249,1.16,0.663,0.594
190.77508394890933,-0.5383274306308654,4.703330669693943,0.053742428644032086,9.579234,9.847813,9.184306,2.2358324E-4,8.1107585E-4,7.835405E-4,NOT_AVAILABLE,9.705,0.476,-0.035,0.288,0.289
101.3051065143662,44.515688321639274,0.3114592917745488,0.13672719375386855,9.604077,11.336894,8.357232,0.005866355,0.037390355,0.015775573,VARIABLE,11.071,1.7,1.772,1.378,1.629
7.768002122389887,-46.38092367583361,0.9049398576196749,0.043606037020957805,9.617109,10.73245,8.597047,3.3926594E-4,0.0011578806,8.3866285E-4,NOT_AVAILABLE,10.447,1.545,1.91,0.934,1.086
146.63197964916128,44.375600889106636,5.391659171163844,0.03591103324959127,9.644464,9.908258,9.258663,2.6928756E-4,9.001501E-4,6.76189E-4,NOT_AVAILABLE,9.766,0.488,0.03,0.285,0.262
11.589598339417922,46.108379460502455,1.4565957174781432,0.06089233985029318,9.648673,10.225396,8.963378,2.8064952E-4,0.0013399845,0.0011746277,NOT_AVAILABLE,9.951,1.091,0.974,0.571,0.521
237.6622855813953,45.01058075188406,5.194357843292575,0.02634347353369733,9.686213,9.997947,9.243231,2.7074132E-4,0.0011651991,0.0016023746,NOT_AVAILABLE,9.829,0.556,0.013,0.332,0.329
103.014074693912,-0.45515956689613785,1.6550753946500214,0.041402432113079,9.689094,10.306239,8.97871,4.314358E-4,0.0013786801,0.0021193859,NOT_AVAILABLE,10.026,1.176,1.152,0.614,0.536
234.35760590860377,0.3093952700756337,0.24223408596042684,0.09293490402977513,9.702553,11.1910095,8.534297,0.0020746246,0.0108330315,0.0044655325,NOT_AVAILABLE,10.926,1.605,1.799,1.181,1.458
118.80418869025905,-0.42581687714292304,2.4449905579480427,0.039241195641681915,9.705098,9.936597,9.361031,3.4216102E-4,0.0011076676,0.0011162295,NOT_AVAILABLE,9.807,0.402,0.038,0.253,0.247
89.40537474599132,0.2288779442770089,2.3649652841104136,0.06048418023371048,9.733119,9.856623,9.53098,5.318639E-4,7.221182E-4,0.0016292038,NOT_AVAILABLE,9.779,0.201,0.092,0.124,0.14
164.26687684737885,-0.22044220302740028,7.153083935886163,0.05666269250631373,9.743149,10.095004,9.275292,8.6479424E-4,0.0010232577,0.0016856118,NOT_AVAILABLE,9.903,0.664,0.258,0.366,0.332
179.0248695154657,-0.7983891713601808,4.034903488105808,0.07620280422004391,9.762556,9.972726,9.439783,4.5894345E-4,6.1859534E-4,5.6238566E-4,NOT_AVAILABLE,9.859,0.37,-0.057,0.23,0.236
146.8330581663625,44.40792878606481,1.3311079057476172,0.04945832331891912,9.771478,10.274409,9.146183,2.035083E-4,0.0010525185,0.0010422578,NOT_AVAILABLE,10.001,0.943,0.634,0.504,0.475
56.0958751389328,45.393811715689544,0.9552618218969329,0.05919646720112676,9.790841,9.880757,9.629874,6.5225584E-4,0.0017916108,0.001813905,NOT_AVAILABLE,9.835,0.172,-0.455,0.11,0.114
149.57800880873805,-0.42683369055773396,2.1573248252999764,0.10825051402536523,9.823832,9.967809,9.606273,3.3820808E-4,0.0019055834,0.0017809841,NOT_AVAILABLE,9.874,0.26,0.132,0.146,0.151
237.4216021546067,44.58988884602997,2.0882932829338916,0.021423500974655157,9.832012,10.095054,9.449216,3.8922016E-4,0.0011032386,0.0010745989,NOT_AVAILABLE,9.953,0.462,0.061,0.282,0.279
11.797893957565822,45.889616504546574,1.3767553225817124,0.05215512088885506,9.86813,10.384176,9.23032,1.9218127E-4,9.834525E-4,0.0010533943,NOT_AVAILABLE,10.127,0.968,0.637,0.514,0.48
281.91885966457085,45.41093438982955,2.3274035098984576,0.026802696219317045,9.881776,10.050935,9.630344,0.0010708777,0.00343012,0.002496186,NOT_AVAILABLE,9.947,0.287,0.071,0.171,0.193
13.318889036114767,0.8080201008300921,0.4222177414742452,0.04422003349507594,9.896626,10.8905,8.943212,4.884783E-4,0.0018303536,0.0011294795,NOT_AVAILABLE,10.598,1.636,1.992,0.898,0.906
325.36418752577106,0.6710174925656897,3.1870042623276937,0.0637820132941385,9.898703,10.154229,9.517458,3.587453E-4,0.0013890456,3.9863613E-4,NOT_AVAILABLE,10.003,0.453,0.003,0.279,0.283
328.55248097829025,45.24346336787751,2.3337690649420906,0.02994297023165132,9.907399,10.081255,9.634969,3.1189903E-4,6.8083056E-4,6.8345433E-4,NOT_AVAILABLE,9.969,0.307,0.159,0.182,0.197
193.8597639813508,44.55988009165197,6.398765862867841,0.2553122033185335,9.908762,10.24552,9.418583,3.54755E-4,0.0011992976,8.5051445E-4,NOT_AVAILABLE,10.068,0.665,0.19,0.378,0.342
328.4695280348017,45.55203512860073,3.569774763199711,0.0360372824067069,9.913168,10.241507,9.460474,2.6590464E-4,0.0011988262,9.507393E-4,NOT_AVAILABLE,10.038,0.619,0.207,0.344,0.312
194.2634059915644,44.00944010207103,1.342194490179374,0.025985755097448715,9.916006,10.477192,9.242084,1.3973366E-4,5.5263337E-4,5.140259E-4,NOT_AVAILABLE,10.212,1.071,0.984,0.561,0.501
234.58074794614174,0.13468847886046692,1.495163118270427,0.03868186067378827,9.934764,10.516812,9.246042,4.9099734E-4,7.7721063E-4,4.9797096E-4,NOT_AVAILABLE,10.245,1.074,0.83,0.575,0.526
280.3685374105843,0.25635673806609377,3.3442158488359692,0.05890145889889411,9.956913,10.129174,9.706595,8.27451E-4,0.0014335996,0.0016044279,NOT_AVAILABLE,10.025,0.308,0.124,0.171,0.183
11.703365180592705,46.18053410400276,1.9034579588985863,0.1462297865837152,9.965513,10.095371,9.76761,8.571045E-4,0.0015818638,0.0018042611,NOT_AVAILABLE,10.005,0.246,0.161,0.127,0.129
58.225858246174326,0.0052218510610832596,1.5223064513991942,0.056077365569283534,9.9804,10.065007,9.836623,4.5800328E-4,8.702415E-4,9.878705E-4,NOT_AVAILABLE,10.01,0.147,0.077,0.079,0.095
294.31813359809735,0.20151787725971376,0.850898663672389,0.03829022477934918,9.999484,11.038669,9.026275,6.802366E-4,0.0013077266,0.0010200981,NOT_AVAILABLE,10.748,1.741,2.017,0.965,0.897
325.46377321296194,0.6557040687105526,1.3632706972098587,0.038784667020741376,10.001091,10.577383,9.316979,4.3163676E-4,0.0022358107,0.0014666901,NOT_AVAILABLE,10.304,1.058,0.841,0.568,0.528
328.6317107344933,45.23092057372938,0.7394959270176772,0.03073301244010992,10.0107765,11.268527,8.93745,6.429003E-4,0.0018356623,8.5516897E-4,NOT_AVAILABLE,10.973,1.743,2.064,1.075,1.163
194.01082086579265,44.44691922825497,2.7649383109876755,0.04647571721983128,10.025629,10.285574,9.638021,2.1380615E-4,5.255873E-4,5.6532375E-4,NOT_AVAILABLE,10.152,0.48,0.03,0.283,0.28
56.2683816878189,45.296641766571305,3.682026264095861,0.032146614779150165,10.028878,10.619513,9.335343,3.397436E-4,0.0010243086,9.791006E-4,NOT_AVAILABLE,10.335,1.098,0.993,0.591,0.521
27.98128898299557,47.02698349067755,1.794101982566213,0.06722515743937023,10.059474,10.6693,9.343289,3.8748197E-4,0.0015772484,0.0015849944,NOT_AVAILABLE,10.389,1.118,0.958,0.605,0.547
173.20810187789368,5.276782828304241,0.33787540631767016,0.10034743235136756,10.07152,9.94961,10.30871,9.81313E-4,0.0020458254,0.0011388424,NOT_AVAILABLE,10.115,-0.234,-0.975,-0.104,-0.135
342.6175504003287,-13.312380312703684,0.6295778436672674,0.10367262999642853,10.097586,10.042567,10.214057,9.7601203E-4,0.0030156926,0.0017469699,NOT_AVAILABLE,10.111,-0.119,-0.618,-0.052,-0.065
133.14188387395464,-0.6636251233312234,2.019165816329139,0.1392692398857898,10.118274,10.197543,9.989054,3.2386166E-4,4.192538E-4,5.578869E-4,NOT_AVAILABLE,10.14,0.157,0.106,0.078,0.085
356.06418405906766,1.2367329502558044,1.651273635667609,0.05014424755536718,10.123764,10.695025,9.438164,4.8996805E-4,6.580304E-4,7.57512E-4,NOT_AVAILABLE,10.431,1.028,0.76,0.564,0.534
282.70369542135757,45.145437421095714,1.3367357753816627,0.01785087827979472,10.140383,10.7933235,9.403366,4.0897174E-4,9.795226E-4,7.754362E-4,NOT_AVAILABLE,10.489,1.259,1.407,0.651,0.555
266.42686690315645,-0.3598582263394908,4.740166328290933,0.04241378210130494,10.16665,10.540059,9.659523,0.0018737685,0.0057908283,0.0019333634,NOT_AVAILABLE,10.353,0.609,0.226,0.376,0.393
145.5347184736708,44.549143466099764,4.448545351369044,0.041337930682813474,10.182766,10.440994,9.797323,2.3142638E-4,5.632457E-4,5.1662984E-4,NOT_AVAILABLE,10.295,0.478,-0.006,0.285,0.275
266.2609845437661,-0.4913298155374787,0.7526419041525311,0.04918067964283311,10.185222,11.241252,9.201128,5.5178977E-4,0.0017876193,0.0014357163,NOT_AVAILABLE,10.99,1.739,1.967,1.006,0.9
282.19908530959634,45.339738329041204,3.720913517067606,0.025086247723473128,10.188834,10.702506,9.555809,3.2561278E-4,0.0013687599,0.0011008143,NOT_AVAILABLE,10.451,0.967,0.778,0.521,0.458
209.71319594971425,-2.914460624990243,0.2920511090173389,0.08794058740102119,10.213711,10.123354,10.395034,9.394587E-4,0.0023424586,0.0024340763,NOT_AVAILABLE,10.256,-0.185,-0.915,-0.074,-0.1
11.42692376271976,45.58758244372659,3.6945181636989535,0.05049197815464064,10.2524,10.6602955,9.711631,4.4269353E-4,0.0020375836,0.0010104177,NOT_AVAILABLE,10.412,0.764,0.301,0.43,0.409
89.60429923077176,0.08708421607618874,1.7579139140443865,0.04326611777724478,10.2648945,11.0750885,9.40947,3.5492925E-4,0.0015311085,0.0023488274,NOT_AVAILABLE,10.787,1.364,1.089,0.774,0.726
44.41535029113824,-1.9968473637566622,0.4621990899710863,0.05753990913750273,10.285341,10.229206,10.395717,6.580692E-4,0.0022131081,0.0023886259,NOT_AVAILABLE,10.304,-0.111,-0.621,-0.048,-0.06
58.935281439623516,0.11737728489046328,0.4069156462595102,0.04834717723416995,10.290071,11.220181,9.372011,5.5634364E-4,0.0010698894,9.375703E-4,NOT_AVAILABLE,10.938,1.593,1.564,0.874,0.811
328.575850935436,45.25633067544294,2.600472487292579,0.03015217005745795,10.3201685,10.472132,10.075017,3.6557333E-4,8.157493E-4,7.280737E-4,NOT_AVAILABLE,10.367,0.289,0.074,0.165,0.166
205.57916279625215,1.505194889335823,0.49027297297808015,0.09950845431545038,10.3337555,10.240955,10.501014,8.6254126E-4,0.006880348,0.002006588,NOT_AVAILABLE,10.369,-0.163,-0.699,-0.072,-0.095
100.71381432090674,44.85510109910136,0.9019053196575907,0.03785873283390012,10.402225,11.005376,9.690211,6.445128E-4,0.0011863599,6.4931595E-4,NOT_AVAILABLE,10.732,1.117,0.92,0.599,0.549
102.89062660999205,-0.19221804107880935,5.791634660134079,0.036201772208539935,10.4281645,10.754867,9.975384,5.6620134E-4,8.9965225E-4,0.001100757,NOT_AVAILABLE,10.574,0.609,0.094,0.348,0.321
205.5966938576413,1.5071248070808243,2.5918578820580276,0.044787476965380234,10.450178,10.728858,10.039342,3.652401E-4,0.0014687898,8.7449915E-4,NOT_AVAILABLE,10.584,0.499,0.005,0.304,0.301
56.22254187978556,45.50718826579783,1.3798175519887215,0.0519178313106635,10.453019,10.740455,10.027623,3.8791267E-4,5.556624E-4,7.0257194E-4,NOT_AVAILABLE,10.546,0.515,0.391,0.287,0.301
193.93904028999006,44.67741662060341,2.4067403514065147,0.152878571600802,10.457761,10.802884,9.969367,2.1644829E-4,7.355808E-4,5.743489E-4,NOT_AVAILABLE,10.63,0.641,0.101,0.372,0.358
282.44410369787437,45.22559413902925,0.6274922421537721,0.022429025783404194,10.469736,11.158693,9.696138,3.118045E-4,9.730676E-4,8.393974E-4,NOT_AVAILABLE,10.871,1.269,1.285,0.675,0.617
100.5962430264546,44.798458924188424,3.453514091109085,0.0455702981802185,10.480424,10.777881,10.042409,6.010026E-4,0.0010336305,0.0010168308,NOT_AVAILABLE,10.632,0.509,0.004,0.323,0.326
103.00785369965863,-0.45599625990477727,1.7400813347626618,0.604178183109733,10.513984,10.618782,10.343184,0.0017995961,0.0047242013,0.0069026137,NOT_AVAILABLE,10.537,0.202,0.114,0.11,0.122
56.44069293628605,45.42610267326598,2.018809238011284,0.033490097131635164,10.515422,10.860248,10.020742,4.8251284E-4,0.0010702345,9.7067E-4,NOT_AVAILABLE,10.691,0.604,0.195,0.368,0.369
181.3247138780258,60.6133261703043,2.740701519011524,0.02257771995183773,10.5767765,11.076967,9.950877,2.636657E-4,0.0011297812,8.44902E-4,NOT_AVAILABLE,10.831,0.927,0.659,0.51,0.468
56.02133979949153,45.1008032163924,2.768635630955667,0.03744536734661889,10.590969,10.7849865,10.283334,2.5404792E-4,5.214414E-4,4.928384E-4,NOT_AVAILABLE,10.658,0.375,0.167,0.202,0.213
325.24943367635154,0.4601732415630174,0.972858755949153,0.07060604521788834,10.60193,11.146895,9.936949,2.3920547E-4,0.0017895012,9.985948E-4,NOT_AVAILABLE,10.878,1.015,0.696,0.537,0.513
179.22568891281014,-0.5037036305609923,0.8268864685214959,0.047340934441817376,10.606553,11.173098,9.925333,2.6120874E-4,7.8440463E-4,5.7552813E-4,NOT_AVAILABLE,10.89,1.09,0.936,0.56,0.501
72.926613178383,-0.16930192100495975,1.961198478522196,0.03863358938910947,10.63762,10.730352,10.436495,3.2596255E-4,0.003061618,0.0026457517,NOT_AVAILABLE,10.589,0.247,0.118,0.133,0.137
89.47952824623738,-0.15796269321439177,0.5551573809609507,0.060976005699248305,10.639984,11.763464,9.618318,5.847829E-4,0.002625627,0.0010067866,NOT_AVAILABLE,11.483,1.872,2.1,1.047,0.952
310.3269264363221,0.27442844226538593,0.438169787670203,0.04346605411841518,10.658064,11.63919,9.703772,5.9055904E-4,0.0021386456,0.0017539972,NOT_AVAILABLE,11.352,1.601,1.991,0.898,0.903
58.45254563826606,-0.05054559557913158,4.162885734672042,0.033310777370605844,10.664363,10.952379,10.236552,2.8727073E-4,6.0005166E-4,5.4521376E-4,NOT_AVAILABLE,10.803,0.51,-0.016,0.308,0.316
249.44913368574277,-0.5514185390398578,1.0913368651996433,0.06364396778248832,10.664371,10.762784,10.494064,3.6878552E-4,5.649972E-4,8.7069155E-4,NOT_AVAILABLE,10.702,0.18,0.182,0.1,0.109
145.7052869155249,43.826533868424505,3.182446190598007,0.052829221401795336,10.672843,10.945765,10.246933,4.952306E-4,0.0022617604,0.0014444941,NOT_AVAILABLE,10.474,0.565,0.108,0.324,0.299
118.3888894846131,-0.8270701430645423,0.5644380576847132,0.04855510262353021,10.685588,11.343721,9.937928,2.397132E-4,9.6916885E-4,8.745462E-4,NOT_AVAILABLE,11.055,1.252,1.289,0.65,0.577
100.6642043494793,44.52978134073155,2.1577108175511146,0.06523876680103186,10.688456,11.032186,10.197882,3.013756E-4,5.131212E-4,0.0012516502,NOT_AVAILABLE,10.86,0.611,0.113,0.375,0.355
294.4231769876082,0.4475032572882136,0.6769480477203943,0.03451761140570856,10.703465,11.712231,9.733316,4.0852814E-4,0.0011626945,4.9296493E-4,NOT_AVAILABLE,11.419,1.71,1.865,0.951,0.877
282.2683395796584,45.23715979031201,,,10.704677,10.889144,10.393636,8.306343E-4,0.001774426,0.00139822,NOT_AVAILABLE,10.774,0.357,0.025,0.223,0.204
11.206385077429088,45.749376378264934,1.3071886499886598,0.05430141747025899,10.715813,10.960974,10.342273,3.1257543E-4,5.533607E-4,0.0012497702,NOT_AVAILABLE,10.824,0.457,0.138,0.268,0.26
340.5386710887624,1.171287902167851,1.3954415913075793,0.06359875524224003,10.7404585,11.390195,9.998924,2.1883572E-4,9.856252E-4,0.0017218917,NOT_AVAILABLE,11.101,1.206,1.223,0.645,0.561
11.185164469537968,45.83080327844953,0.8308599341620154,0.06765992431597191,10.744296,11.308537,10.066414,2.6875158E-4,0.0025447963,0.0011789209,NOT_AVAILABLE,11.032,1.052,0.845,0.553,0.514
281.89404439799137,45.181519856342256,-1.0317903490815585,0.8748713002923699,10.751257,10.991565,10.373127,2.9819855E-4,8.6021115E-4,6.9780054E-4,NOT_AVAILABLE,10.85,0.442,0.015,0.27,0.262
101.16582171998012,44.807091787743786,0.9793650268436183,0.045400318155363426,10.765212,11.351062,10.064501,3.0959817E-4,0.0017684221,0.0015094801,NOT_AVAILABLE,11.089,1.082,0.844,0.579,0.537
237.98831830097313,44.590631253206844,3.583071121977812,0.02221016946893666,10.768292,11.005687,10.403693,2.453009E-4,0.0010123965,8.354849E-4,NOT_AVAILABLE,10.87,0.433,-0.063,0.271,0.254
103.15510809888588,-0.32234676707932014,0.8491206994443081,0.045781446353446796,10.804359,11.38904,10.108909,2.8059602E-4,0.0016840728,0.0014800775,NOT_AVAILABLE,11.118,1.104,0.904,0.575,0.527
58.17152937993173,0.522582411445239,0.9288199963046252,0.04547849238437115,10.805633,11.515773,10.018229,2.9275962E-4,9.959688E-4,7.1344204E-4,NOT_AVAILABLE,11.216,1.293,1.298,0.692,0.62
44.44583404891449,0.2673787343699853,1.0843428212001125,0.033823329231172525,10.826779,11.490263,10.072121,3.1329738E-4,0.0015501966,8.318853E-4,NOT_AVAILABLE,11.204,1.219,1.281,0.659,0.586
249.25246841673274,-0.5775702738278297,0.7558941226607441,0.03812079244884119,10.830945,11.59318,10.009311,4.0046225E-4,0.0011527486,5.08509E-4,NOT_AVAILABLE,11.307,1.38,1.463,0.743,0.664
