ra,dec,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_variable_flag,Vmag,B-V,U-B,V-R,R-I
9.584434053361758,-14.998383606419154,0.17077828056457356,0.09361419940102937,10.848107,10.686887,11.047143,0.0012587098,0.008310351,0.001438288,NOT_AVAILABLE,10.885,-0.199,-0.838,-0.095,-0.11
112.52529342969014,-2.0770900823842107,0.7640836740695786,0.05802038097693103,10.848828,11.321513,10.247666,2.5286898E-4,0.0013601304,9.270346E-4,NOT_AVAILABLE,11.076,0.875,0.491,0.473,0.449
73.32863611984237,-0.08374817765098629,0.8329728506694344,0.03588414012017067,10.8521,11.418559,10.173159,3.3358237E-4,0.0010856179,7.501462E-4,NOT_AVAILABLE,11.138,1.077,0.89,0.557,0.509
249.45886846060503,-0.01014242020583863,0.801366617493746,0.05183470601770614,10.870664,11.650726,10.037007,3.164217E-4,9.142426E-4,7.366075E-4,NOT_AVAILABLE,11.384,1.432,1.839,0.773,0.661
282.41996739352703,45.1519909590404,1.8388975298277932,0.042277934395816584,10.872694,11.0202,10.633329,5.610971E-4,0.0018214503,0.0013165217,NOT_AVAILABLE,10.927,0.289,0.085,0.164,0.173
27.643235864765188,67.69805738679062,0.7731728718631377,0.04099942494668517,10.8796835,12.417958,9.711282,6.629919E-4,0.0015684051,0.0011833812,NOT_AVAILABLE,12.158,2.375,2.636,1.349,1.232
193.95882687050783,44.70628999936858,0.8610095233250004,0.030313758060760778,10.883813,11.433755,10.219838,3.6724185E-4,8.7166304E-4,5.216957E-4,NOT_AVAILABLE,11.174,1.039,0.874,0.547,0.495
118.54937428320333,-0.42642001252790396,1.2662260001000551,0.0347678179411424,10.88434,11.413135,10.23741,3.462668E-4,9.3363033E-4,6.330838E-4,NOT_AVAILABLE,11.152,1.005,0.832,0.531,0.477
310.5085936407241,0.3189463722925086,0.4902990137196778,0.03449998130919269,10.891023,11.748382,10.013586,7.4880436E-4,0.0018170262,0.0012023242,NOT_AVAILABLE,11.452,1.536,1.742,0.822,0.746
148.71372339333178,-0.45862919116488615,1.3417542497464625,0.05871007362838417,10.910367,11.531476,10.186844,5.240999E-4,0.001404607,0.0012977702,NOT_AVAILABLE,11.249,1.153,1.056,0.612,0.559
89.388271184942,0.3545786100863713,1.7902260696089412,0.030730437311583522,10.921205,11.896888,9.963691,3.7911732E-4,0.0012212679,9.221168E-4,NOT_AVAILABLE,11.605,1.652,1.706,0.929,0.843
235.07009845648432,-0.3541959181142314,1.5176746577633848,0.04105528825952502,10.923164,11.593066,10.171387,6.551525E-4,0.001045203,6.188714E-4,NOT_AVAILABLE,11.311,1.24,1.298,0.664,0.577
282.4071882100041,45.24004797260579,1.2239466489733817,0.022633018086104024,10.930011,11.545748,10.212468,3.06901E-4,9.971327E-4,4.5020712E-4,NOT_AVAILABLE,11.27,1.157,1.2,0.62,0.548
133.477154063733,-0.5394804002870877,0.3246020577206168,0.04662681832403473,10.947301,11.664731,10.154433,3.2577757E-4,8.493034E-4,4.5641972E-4,NOT_AVAILABLE,11.384,1.317,1.457,0.705,0.636
11.307684913591716,45.79665187700758,0.8688741393854057,0.050019257582536315,10.969428,11.542446,10.283801,4.3222774E-4,0.0015363564,6.077529E-4,NOT_AVAILABLE,11.272,1.076,0.893,0.567,0.522
280.89003194527726,0.32792000804874544,2.636353332495043,0.05125203672227434,10.978578,11.28917,10.530803,4.0133414E-4,0.0012750829,7.8191573E-4,NOT_AVAILABLE,11.122,0.556,0.108,0.325,0.335
11.64384026824165,45.84739140462535,1.2167306573521124,0.0567549048447222,11.010484,11.252477,10.646201,6.141862E-4,7.6739345E-4,7.9946266E-4,NOT_AVAILABLE,11.109,0.418,0.115,0.259,0.275
280.7921114194065,0.4617670814337974,1.2123111591648883,0.06010884579270928,11.024072,12.549965,9.840239,7.883035E-4,0.0056281704,8.0258644E-4,NOT_AVAILABLE,12.33,2.326,2.326,1.373,1.25
179.1284418739641,-0.5439457649365006,6.51131896296664,0.0669650052817784,11.033301,11.39789,10.5391445,0.0014278421,0.0018426027,0.0010504066,NOT_AVAILABLE,11.19,0.645,0.045,0.378,0.371
146.72332918430024,44.41823894220768,0.8254261180020888,0.038422539969749654,11.039885,11.62173,10.352225,4.977174E-4,0.0012787061,6.8181386E-4,NOT_AVAILABLE,11.304,1.117,1.075,0.582,0.516
355.6519961919293,1.0996614234155104,2.6753292205562755,0.053142509171787464,11.046462,11.309653,10.649061,5.888401E-4,0.0015667587,6.706701E-4,NOT_AVAILABLE,11.16,0.467,-0.019,0.288,0.293
234.7331238251411,0.1633721939084689,2.6206576302988442,0.04712525622943663,11.068395,11.372032,10.634823,8.4814284E-4,0.0010659487,7.8590197E-4,NOT_AVAILABLE,11.212,0.549,0.06,0.325,0.315
145.5052778893361,44.19614146480273,0.8154253824911196,0.04016156288998548,11.071505,11.512723,10.495641,3.6475406E-4,9.0243586E-4,5.651287E-4,NOT_AVAILABLE,11.291,0.812,0.45,0.449,0.427
13.062650017624016,-10.662944136824475,2.6507633857818655,0.1245433479322815,11.083495,11.025841,11.057135,0.0014414536,0.0054653557,0.0010030012,NOT_AVAILABLE,11.184,-0.082,-1.115,0.051,0.092
14.21168078599501,1.0999701700653113,2.2653666277856814,0.0494593224519963,11.083961,11.588678,10.457418,7.043638E-4,0.001212776,6.625067E-4,NOT_AVAILABLE,11.332,0.932,0.688,0.507,0.461
325.59047153930885,0.20273766874465945,3.2368512142097647,0.049763479941657064,11.087702,11.382268,10.653952,4.7365582E-4,0.0023958816,0.0017332186,NOT_AVAILABLE,11.224,0.526,-0.057,0.303,0.314
328.5207336802577,45.22042844381061,-0.8853117072462262,0.34417158587943075,11.0939865,11.263675,10.801258,6.3768897E-4,7.840249E-4,5.8173743E-4,NOT_AVAILABLE,11.144,0.315,0.185,0.181,0.206
100.78857117857697,44.66771716221998,7.786532997730052,0.06749224721303636,11.118756,11.570732,10.545567,0.0014814476,0.0019007195,0.0022767512,NOT_AVAILABLE,11.335,0.838,0.542,0.468,0.404
44.55566907040097,1.1817376595466278,0.43381979969970735,0.04250011513014787,11.121904,11.897849,10.292569,8.8157447E-4,0.0018440596,6.862338E-4,NOT_AVAILABLE,11.597,1.416,1.617,0.757,0.675
58.16800737408329,-0.08974091187668952,5.173714578663159,0.06126015089983116,11.123936,11.529176,10.599745,0.001319243,0.0013968087,9.926239E-4,NOT_AVAILABLE,11.302,0.712,0.157,0.424,0.385
340.4034801850756,0.984923483305753,0.6919076393640349,0.0392602661984085,11.144332,11.892793,10.334333,0.0010214985,0.0021589852,8.318887E-4,NOT_AVAILABLE,11.599,1.362,1.568,0.738,0.651
58.628155758426075,0.48477805748053115,0.40940020160992374,0.0656742447014441,11.148167,12.445419,10.068574,0.0012763288,0.004425072,0.0027547688,NOT_AVAILABLE,12.174,1.999,2.233,1.166,1.1
11.605275023230808,46.04730648707766,2.2337867243179614,0.06680591597192918,11.150398,11.509727,10.657126,4.4233046E-4,0.0013511239,9.327433E-4,NOT_AVAILABLE,11.307,0.664,0.199,0.377,0.354
280.8288460824384,0.5075030767660351,3.496099619851751,0.04403723659362788,11.183708,11.491532,10.739812,4.2945272E-4,0.0016961577,0.001136573,NOT_AVAILABLE,11.312,0.568,0.059,0.335,0.312
194.3211899396831,44.01681140326271,3.7072033118249523,0.03239706122279116,11.211736,11.548763,10.748331,7.885709E-4,6.356824E-4,5.652795E-4,NOT_AVAILABLE,11.377,0.601,0.015,0.358,0.346
282.22436234761386,45.42494200636129,1.7406009844944976,0.023735237172083614,11.218203,11.522665,10.7764635,4.4841136E-4,0.00138936,9.779456E-4,NOT_AVAILABLE,11.351,0.586,0.141,0.329,0.313
307.5121595007775,39.25101150216733,0.8657032023047438,0.0285987971411889,11.227635,11.691614,10.610866,4.991991E-4,0.0010254777,6.455799E-4,NOT_AVAILABLE,11.463,0.76,0.608,0.448,0.497
73.14739136881029,0.3749809191969276,0.23419909788040652,0.08138392391369266,11.228441,12.014516,10.415932,0.0021613392,0.002483586,0.0023620639,NOT_AVAILABLE,11.719,1.338,1.146,0.735,0.696
280.9644671382327,0.38286903686892354,1.6644579431491908,0.08560268195664399,11.244633,11.846989,10.50615,7.5154816E-4,0.0016683199,0.0011141107,NOT_AVAILABLE,11.583,0.946,0.683,0.549,0.626
101.32160301962001,44.461991058117974,2.8185918108839014,0.06598202564111992,11.24487,11.543241,10.79637,8.4404997E-4,0.0020523758,0.001338616,NOT_AVAILABLE,10.75,0.548,0.01,0.332,0.331
310.7288077242721,0.2504656897276399,1.80257708621051,0.046208314735917216,11.259993,11.817655,10.588699,6.404977E-4,8.4926933E-4,5.099238E-4,NOT_AVAILABLE,11.548,1.03,0.883,0.558,0.502
194.15301099604702,44.24982063796833,4.84043703245517,0.04142780135603794,11.26631,11.626316,10.770154,4.5463076E-4,9.4994856E-4,6.872105E-4,NOT_AVAILABLE,11.429,0.682,0.235,0.378,0.345
234.70923562105543,-0.40730776734236707,0.889580551107878,0.06703596594474692,11.280339,11.956912,10.522318,8.505761E-4,0.0015267971,6.907296E-4,NOT_AVAILABLE,11.676,1.214,1.189,0.667,0.602
58.87973267590294,-0.15377229983418433,0.7144239101983075,0.06009658476295021,11.282792,11.8815975,10.524836,0.0013761808,0.0055446224,0.0056297416,NOT_AVAILABLE,11.531,1.126,0.686,0.6,0.567
282.1354353772071,45.419661845254254,0.6468881269510635,0.025600962074480038,11.289023,11.915562,10.564861,5.529904E-4,0.0018047428,9.805971E-4,NOT_AVAILABLE,11.625,1.205,1.309,0.616,0.546
59.05566219289851,0.14656866416480493,5.378669531995926,0.05134982704738688,11.290359,11.704372,10.747379,8.6527236E-4,9.957438E-4,0.0010821051,NOT_AVAILABLE,11.487,0.737,0.168,0.419,0.412
237.6382039876128,44.96834573612987,1.9925469915641756,0.023801220486494336,11.294641,11.790318,10.671168,4.729084E-4,0.0013776687,9.72079E-4,NOT_AVAILABLE,11.539,0.915,0.663,0.509,0.457
218.08560646947387,42.506828743692,3.097747140828027,0.021912458211182387,11.301642,11.549025,10.918089,6.0715445E-4,0.0011331824,6.6731975E-4,NOT_AVAILABLE,11.421,0.454,-0.109,0.281,0.281
74.36960903238905,41.9306758174169,0.44959317730364845,0.09576016085872213,11.302889,12.491244,10.253881,0.0011878755,0.001981209,0.001980751,NOT_AVAILABLE,12.195,1.819,2.177,1.082,1.036
280.78192734954837,0.46708374548323195,1.5649634397509917,0.04345466317069498,11.316493,11.965898,10.542178,5.311298E-4,0.0017378144,0.0015849874,NOT_AVAILABLE,11.737,0.987,0.639,0.6,0.674
310.56079968815607,0.14988374290837353,1.955683935706898,0.0735342614302689,11.316601,11.56859,10.938787,9.978602E-4,0.0010554269,7.22664E-4,NOT_AVAILABLE,11.424,0.454,0.016,0.273,0.274
183.3278577606839,53.04822312537291,3.64973661168149,0.04768183058338225,11.344686,11.690631,10.8576565,3.0945532E-4,9.690854E-4,7.1946054E-4,NOT_AVAILABLE,11.5,0.648,0.144,0.372,0.349
28.85985505717865,0.9451662020625777,0.6601578507065448,0.06363137453266045,11.345228,11.902974,10.664919,8.8339165E-4,0.0033178725,9.884746E-4,NOT_AVAILABLE,11.619,1.083,0.929,0.553,0.501
280.98073046354386,0.033400259754259864,2.198445645480119,0.05111451152138536,11.377345,12.142289,10.545422,3.8130768E-4,0.0012749371,0.0010837715,NOT_AVAILABLE,11.861,1.309,1.076,0.742,0.7
14.320873873398353,0.6135472811813859,8.088242448358779,0.06483044630272002,11.377512,11.852638,10.78399,0.0016128249,0.0029978123,0.00199403,NOT_AVAILABLE,11.631,0.858,0.472,0.491,0.441
234.70991772689712,-0.28585584959016613,0.4532022210162417,0.0645388614115816,11.397097,12.138936,10.600844,0.0013990987,0.0011988283,8.7047665E-4,NOT_AVAILABLE,11.847,1.318,1.38,0.709,0.647
325.4368450601055,0.29443856426937826,0.7091619057916198,0.044658156356507335,11.416351,12.041413,10.690052,4.3639966E-4,0.0014952335,9.919044E-4,NOT_AVAILABLE,11.744,1.199,1.22,0.621,0.544
282.19615979596483,45.405361844387066,2.26406212005523,0.02102947536215115,11.424402,11.726427,10.979757,2.852776E-4,0.0012179352,9.452888E-4,NOT_AVAILABLE,11.556,0.584,0.086,0.326,0.312
28.657147239612943,0.7167437315758606,2.8553573533363514,0.04521170616513075,11.430477,11.696473,11.019553,5.4034626E-4,0.001993723,9.1293256E-4,NOT_AVAILABLE,11.546,0.488,-0.053,0.293,0.299
266.02828256172603,-0.41613694096292997,1.0409291963418872,0.07608984856242165,11.43114,11.600488,11.136209,5.4405606E-4,0.0018852276,0.0017024071,NOT_AVAILABLE,11.49,0.326,0.154,0.187,0.223
148.7168116350659,-0.30962535847885103,1.5909060175311138,0.06576409150638701,11.442915,11.710281,11.036902,5.6359865E-4,0.001153458,0.0011332756,NOT_AVAILABLE,11.552,0.493,0.032,0.293,0.291
249.44082088594874,-0.4732615679141475,0.8066088236709938,0.0421794652238061,11.447962,12.1349745,10.675011,6.2767323E-4,9.250716E-4,6.0830795E-4,NOT_AVAILABLE,11.856,1.218,1.168,0.679,0.608
111.06407781174163,-0.546625041411614,0.3681407220934403,0.05457317598329318,11.453814,11.421472,11.435905,8.234744E-4,0.0040930137,0.0015805868,NOT_AVAILABLE,11.48,-0.037,-0.287,0.021,0.008
38.85965154868588,3.697303065362902,0.6515056886203789,0.03281232664802086,11.456907,12.063136,10.743256,4.1352326E-4,0.0018088273,7.479969E-4,NOT_AVAILABLE,11.761,1.133,1.007,0.598,0.535
58.17590344365878,0.5213941533217366,7.307108442649513,0.04209048738620015,11.47322,11.923441,10.89041,5.677666E-4,0.0013381235,7.7538466E-4,NOT_AVAILABLE,11.694,0.825,0.447,0.471,0.42
74.35942178770733,41.93115054313728,0.6336718740999141,0.08617055449402378,11.479302,11.605705,11.244059,6.668146E-4,0.0021667734,0.0010274217,NOT_AVAILABLE,11.531,0.239,0.071,0.144,0.171
103.04795452044515,-0.32122025349724126,0.7582795163235927,0.043644591850975745,11.484919,12.228937,10.672032,4.699042E-4,0.001846172,7.8462367E-4,NOT_AVAILABLE,11.93,1.357,1.325,0.727,0.654
13.91413895079415,0.6054248230032584,0.8806562992242672,0.04551870370574711,11.489824,12.055829,10.805675,4.4774805E-4,0.0011967815,4.894554E-4,NOT_AVAILABLE,11.782,1.046,0.844,0.562,0.521
55.98515290303362,45.161513860193416,0.2767463328153494,0.04481352736681885,11.490085,11.580034,11.287198,8.6984184E-4,0.0031092542,0.0015899404,NOT_AVAILABLE,11.559,0.192,-0.389,0.133,0.144
238.0173627204928,44.41617749604793,0.2908245205399054,0.021190407966056573,11.497302,12.432894,10.559183,6.9959427E-4,0.0022100175,0.0013509236,NOT_AVAILABLE,12.126,1.508,1.898,0.86,0.884
280.5788721094961,0.1400467984266677,1.9326879738171883,0.04797362653190166,11.504109,12.207276,10.688665,6.364153E-4,0.0023653642,0.0017824478,NOT_AVAILABLE,11.944,1.023,0.504,0.652,0.727
14.224013341700115,1.0114257602571228,3.684516342419668,0.049250584424428964,11.512842,11.857311,11.028738,7.6905626E-4,0.0010590284,0.0011559272,NOT_AVAILABLE,11.667,0.655,0.11,0.367,0.348
13.791288415126774,0.720252902980591,1.9032121081350863,0.05064527644721258,11.513565,11.7500515,11.14344,7.2175765E-4,9.137151E-4,3.819515E-4,NOT_AVAILABLE,11.615,0.435,-0.037,0.265,0.271
266.0510989857003,-0.34244635730306594,2.657806476498414,0.04889894567596508,11.514495,11.923894,10.95085,3.4258695E-4,0.00217417,0.0014484723,NOT_AVAILABLE,11.731,0.704,0.222,0.427,0.435
220.02915687156423,0.02920146877516817,1.5444653263766634,0.033351361636590145,11.517246,11.68694,11.237342,0.002151232,0.007657739,0.004834956,NOT_AVAILABLE,11.599,0.332,0.085,0.196,0.195
7.582665145356492,-46.409915855695736,2.540729840310615,0.029213211737629786,11.518324,11.75739,11.129748,3.9277613E-4,8.656864E-4,7.199858E-4,NOT_AVAILABLE,11.631,0.443,-0.103,0.276,0.283
190.58701300740765,-0.5522945738677416,1.9985357985089665,0.0494444299977316,11.541702,11.872054,11.0728,5.6717714E-4,8.780757E-4,4.394735E-4,NOT_AVAILABLE,11.665,0.622,0.145,0.357,0.334
56.23461188445828,45.31654007444186,4.095284636930271,0.03296463052436209,11.543046,11.926238,11.00763,3.4486424E-4,0.0010597932,8.089129E-4,NOT_AVAILABLE,11.716,0.7,0.154,0.407,0.385
14.213308879352637,1.1594274614961617,2.721457314709862,0.05232234975570914,11.552935,11.83915,11.1166115,5.726738E-4,0.0010457191,6.265625E-4,NOT_AVAILABLE,11.679,0.529,-0.047,0.318,0.32
249.2436022184687,0.09874946188411877,2.4780107376216143,0.04301295467285562,11.560069,11.863953,11.107663,5.435717E-4,9.809897E-4,6.387595E-4,NOT_AVAILABLE,11.738,0.559,0.073,0.331,0.325
89.28156013268142,0.019877758786836706,3.7804033052478467,0.06327830427685674,11.581148,11.929365,11.087752,3.8842534E-4,0.0016048151,9.578744E-4,NOT_AVAILABLE,11.735,0.647,0.101,0.369,0.354
325.6191504769614,0.6365154241696114,1.8573798107282864,0.03605575606431167,11.589762,12.006589,11.040379,4.6904848E-4,0.0025975988,0.0012391706,NOT_AVAILABLE,11.767,0.786,0.392,0.43,0.393
355.378593923816,1.4403107370231387,1.3920780659864749,0.04492407077643388,11.59315,12.180497,10.870944,0.0041348366,0.013151975,0.0111616105,NOT_AVAILABLE,11.812,1.005,0.548,0.586,0.538
280.79875310322944,0.4952441759483621,1.668139018347118,0.06440755507433361,11.598087,11.997711,11.046923,2.600422E-4,0.0013257838,0.0011507974,NOT_AVAILABLE,11.773,0.671,0.506,0.373,0.436
102.95656670262045,-0.3543723222404429,0.1614385905324393,0.0453965089658048,11.627997,12.997847,10.485086,9.113237E-4,0.004790443,0.0036571182,NOT_AVAILABLE,12.723,2.192,2.144,1.254,1.151
275.9588367751647,41.11209212800912,1.8213441741681862,0.020722292694806355,11.629417,11.960492,11.151953,1.9494668E-4,0.0014401783,0.0013107426,NOT_AVAILABLE,11.771,0.612,0.137,0.355,0.339
179.2533873216013,-0.433793731009111,3.2934994788321865,0.045296675177981235,11.654809,11.966821,11.192598,5.2595633E-4,9.1018894E-4,7.049145E-4,NOT_AVAILABLE,11.776,0.583,0.014,0.339,0.336
56.18293317697207,45.30034134460043,0.9998434906191704,0.03379251488209721,11.659978,11.796435,11.401597,3.635339E-4,0.0014102719,9.1248E-4,NOT_AVAILABLE,11.7,0.278,0.124,0.154,0.165
325.1433432685407,0.6963364153767819,2.6764804595527663,0.037324008960277676,11.666991,11.995103,11.19395,3.5439653E-4,0.0019360968,9.120325E-4,NOT_AVAILABLE,11.796,0.637,0.167,0.363,0.35
28.010024676869797,47.0281881236378,0.7763788377187933,0.06409687474488926,11.669017,11.802276,11.422279,5.5346853E-4,0.0027715247,0.0012471536,NOT_AVAILABLE,11.714,0.267,0.138,0.146,0.165
44.338328286729585,0.31072436159959577,1.8708199647124226,0.04803050864112586,11.673941,11.833136,11.405652,5.5474625E-4,0.0023125682,0.0013260721,NOT_AVAILABLE,11.725,0.303,0.11,0.176,0.184
194.6524585975372,43.726541890787544,3.7926058691252145,0.02233419559962971,11.674932,11.991306,11.206831,2.3544284E-4,6.6143076E-4,5.7309645E-4,NOT_AVAILABLE,11.831,0.603,0.017,0.334,0.344
249.45729614538362,-0.3719574041447503,4.48764006163169,0.08068376438842587,11.685736,12.149028,11.08269,6.246455E-4,0.0011169553,7.118659E-4,NOT_AVAILABLE,11.925,0.84,0.357,0.479,0.445
340.35905779136283,1.169598832874552,2.8354647635416526,0.05486505062038625,11.693791,12.0359535,11.203838,2.7294073E-4,0.001930828,8.058617E-4,NOT_AVAILABLE,11.833,0.656,0.178,0.368,0.341
14.033909424808723,1.0736493285656703,2.634170154235552,0.05221535944910272,11.698583,11.95298,11.295054,5.510542E-4,0.0011033879,7.124533E-4,NOT_AVAILABLE,11.812,0.486,-0.095,0.284,0.292
73.2452415757812,-0.24478299280436294,0.6610941911062932,0.04602644817372375,11.701745,11.783451,11.539473,5.2396406E-4,0.0015952276,0.0013739176,NOT_AVAILABLE,11.719,0.181,0.205,0.092,0.096
280.8422397127911,-0.020980687607181612,2.452268045100169,0.05448333677433403,11.714477,12.1177435,11.161166,3.285246E-4,0.0019179151,6.5564725E-4,NOT_AVAILABLE,11.898,0.708,0.196,0.418,0.418
179.19239879658767,-0.38747405944431856,1.351034310467097,0.06098352604229045,11.733051,11.958647,11.359274,4.911798E-4,9.3870045E-4,7.6509477E-4,NOT_AVAILABLE,11.836,0.413,-0.057,0.262,0.274
282.7103493434616,45.16012236052942,0.14358179953093989,0.01725635187043596,11.7359085,12.464741,10.929231,6.6702405E-4,0.0025514506,0.001802395,NOT_AVAILABLE,12.171,1.29,1.187,0.706,0.666
103.15292608071337,-0.24212326859306327,1.838490875457978,0.03981970490691768,11.746091,12.032974,11.318508,2.1018673E-4,0.0010957529,0.001083461,NOT_AVAILABLE,11.878,0.551,0.069,0.312,0.299
218.1642560944715,42.51112504236157,2.692697041335987,0.021247616313839014,11.749123,12.135655,11.219458,2.0292289E-4,8.3121227E-4,6.135941E-4,NOT_AVAILABLE,11.907,0.759,0.402,0.419,0.378
234.52869877256407,0.2720079985971961,0.6345071944091805,0.040955480256581064,11.75046,12.362315,11.032721,7.5212534E-4,0.0011388784,7.3724816E-4,NOT_AVAILABLE,12.094,1.083,0.813,0.603,0.563
133.39784295538954,-0.611468044763977,1.2312033366212771,0.04650880742218066,11.757406,12.002921,11.348414,5.575086E-4,0.001698802,0.0023865611,NOT_AVAILABLE,11.799,0.493,-0.001,0.295,0.291
194.16797906982595,43.94281538160493,2.8082491469979876,0.030454169694350355,11.759417,12.046873,11.315087,2.5883404E-4,8.3935756E-4,6.42216E-4,NOT_AVAILABLE,11.891,0.536,-0.043,0.325,0.329
237.5075348939357,44.551143001384446,0.5466011211228292,0.023862733771957603,11.761972,11.861283,11.550427,2.7635333E-4,0.0021558483,0.0010706164,NOT_AVAILABLE,11.807,0.18,0.124,0.129,0.159
328.5435258684233,45.27528303132933,1.2494883824855432,0.02624786840955179,11.765759,12.030603,11.354469,2.660094E-4,8.706839E-4,7.5544784E-4,NOT_AVAILABLE,11.868,0.498,0.177,0.291,0.296
101.31734215917129,44.534618707774555,1.6935038262665518,0.08026734813483799,11.79691,12.093925,11.343337,3.1698827E-4,0.0013607304,0.0017276608,NOT_AVAILABLE,11.988,0.546,0.016,0.326,0.321
234.63910759723132,0.2386040605906697,2.925512012653118,0.2646627218588502,11.79699,11.916397,10.960609,0.0054630092,0.005629377,0.0060016126,NOT_AVAILABLE,11.713,0.766,0.278,0.442,0.42
204.11585152619944,48.4917918843675,3.7099065098455375,0.02417215337103603,11.797245,12.166694,11.274752,2.138004E-4,7.098279E-4,6.4717134E-4,NOT_AVAILABLE,11.972,0.675,0.164,0.404,0.385
325.1522614896867,0.3508962551120912,1.6496547345494803,0.04536877749129086,11.802008,12.344758,11.1344185,3.5478885E-4,0.0011895493,9.611549E-4,NOT_AVAILABLE,12.071,1.031,0.874,0.55,0.49
103.16695454586316,-0.28739252034754914,0.7456878999150766,0.044074027168192205,11.805349,12.528923,11.001437,3.0056396E-4,0.0017572222,9.5973274E-4,NOT_AVAILABLE,12.238,1.285,1.087,0.698,0.65
218.1947203026039,42.538723949794345,2.236977316996959,0.02263147433706572,11.816754,12.285987,11.21344,2.0815732E-4,0.001122312,8.654626E-4,NOT_AVAILABLE,12.039,0.9,0.664,0.483,0.428
234.82862539248723,-0.2583530457779623,0.6408095529203198,0.05180505148702485,11.823055,12.372893,11.141723,2.4118002E-4,0.001109224,8.5130037E-4,NOT_AVAILABLE,12.116,0.991,0.585,0.545,0.531
232.66468953741924,6.020309638576963,2.9727339325544437,0.03873528037990643,11.832735,12.163533,11.350881,3.1008382E-4,0.0014977179,8.443798E-4,NOT_AVAILABLE,11.989,0.593,0.005,0.364,0.344
103.07692344279621,-0.33875884106506376,0.9824215029879162,0.04109954539655755,11.846715,12.099413,11.445543,2.7209212E-4,0.0017387931,0.0016008096,NOT_AVAILABLE,11.954,0.463,0.096,0.29,0.28
28.771800381368173,0.7618476942808201,,,11.859297,12.262254,11.230366,0.0019459553,0.0065426696,0.0012990709,NOT_AVAILABLE,12.009,0.833,0.436,0.469,0.422
340.4362154137485,1.2100192923125452,0.538296334438452,0.07615654647766462,11.885985,11.858049,11.893688,8.1025047E-4,0.0064091966,0.0040380657,NOT_AVAILABLE,11.916,-0.037,-0.367,0.027,-0.016
14.110860856229989,0.6972594318088834,3.314509554799338,0.04557791008294163,11.894758,12.23186,11.4071045,2.7991325E-4,0.0010713175,5.282543E-4,NOT_AVAILABLE,12.036,0.629,0.067,0.368,0.357
280.7790018244001,-0.06160049987612833,1.4108157098689396,0.04241054569881415,11.894879,13.240335,10.763425,3.8525581E-4,0.0032343215,0.0014314887,NOT_AVAILABLE,12.996,2.151,2.133,1.235,1.148
340.26623647010973,0.7669728046680717,3.8566823252042233,0.03782448794919152,11.907546,12.293356,11.379742,3.230723E-4,0.0029051013,0.0012792242,NOT_AVAILABLE,12.064,0.737,0.237,0.397,0.369
340.1530619710234,0.8653329114291404,3.12855319720939,0.043807679227758724,11.911257,12.315805,11.361462,2.1739457E-4,0.0020564706,0.0013795038,NOT_AVAILABLE,12.095,0.733,0.175,0.421,0.404
266.0660192988493,-0.03779866702084465,0.876870597047467,0.04011552760910436,11.920169,12.709692,11.060936,2.730298E-4,0.0019442044,9.160372E-4,NOT_AVAILABLE,12.436,1.296,0.956,0.764,0.731
58.70807796091421,0.1689849559589648,3.062339283991347,0.03684873756328272,11.923357,12.298428,11.3992,2.3415369E-4,8.8640547E-4,6.4880215E-4,NOT_AVAILABLE,12.095,0.708,0.208,0.397,0.37
294.5190885268286,0.5368007317394746,0.7454170556321481,0.037466141367475295,11.930856,12.696878,11.094665,3.083293E-4,8.749712E-4,8.1206E-4,NOT_AVAILABLE,12.395,1.369,1.237,0.739,0.689
146.76874674777028,44.37523160317083,5.548482987519175,0.04008634149505293,11.932206,12.371574,11.352081,8.204398E-4,0.0030473345,0.0021687746,NOT_AVAILABLE,12.133,0.803,0.384,0.458,0.428
249.81921035291825,-0.4186250147160236,0.9193885429814637,0.03977675273568759,11.932518,12.207463,11.499371,5.816287E-4,0.0012735915,9.80365E-4,NOT_AVAILABLE,12.071,0.494,0.237,0.31,0.312
201.52183082277065,-8.843406035885511,3.6610487952662925,0.0567189159143711,11.93867,12.252775,11.474823,2.609037E-4,0.0015242555,5.8943185E-4,NOT_AVAILABLE,12.08,0.587,0.005,0.346,0.335
88.05321623863533,15.878953143748308,0.664081160014545,0.04497632210478806,11.943872,12.61426,11.176155,2.375298E-4,0.002379154,9.047576E-4,NOT_AVAILABLE,12.325,1.159,0.849,0.655,0.628
55.966511867333175,45.167340604227874,1.2097226113064226,0.03333079092809079,11.953055,12.342248,11.397064,2.1805073E-4,0.0017023555,9.247413E-4,NOT_AVAILABLE,12.125,0.688,0.275,0.421,0.429
140.34132557575484,2.791150342500829,0.7020316385621204,0.036117662233956016,11.967788,12.542851,11.27249,2.2030713E-4,0.0015881942,9.501063E-4,NOT_AVAILABLE,12.272,1.044,0.821,0.575,0.535
234.74585224788567,0.25856806624907963,2.0167367876440094,0.04269811166826066,11.970404,12.269768,11.511364,1.781083E-4,0.0012686643,6.45332E-4,NOT_AVAILABLE,12.117,0.545,0.014,0.334,0.337
310.60994360679825,0.12844670279098483,1.8961638921340231,0.04729891618789544,11.971428,12.258068,11.528574,1.954454E-4,7.307376E-4,5.787125E-4,NOT_AVAILABLE,12.095,0.532,-0.025,0.317,0.323
