ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
149,1203.35,1836.95,15.454,0.0006,0.874,0.531,0.008,0.039,0.957,1
133,571.784,1258.27,15.296,0.0004,0.727,0.538,0.006,0.023,0.945,1
105,1017.06,962.806,14.9784,0.0004,0.753,0.56,0.006,0.021,0.94,1
67,1120.5,1315.84,14.5995,0.0004,0.691,0.471,0.005,0.015,0.939,1
134,1306.91,1930.0,15.3658,0.0005,0.733,0.463,0.037,0.038,0.939,1
87,1174.11,1260.96,14.8401,0.0004,0.67,0.494,0.005,0.017,0.929,1
81,1146.38,1388.94,14.8061,0.0003,0.637,0.473,0.005,0.015,0.928,1
43,841.709,1326.3,14.0787,0.0003,0.479,0.134,0.003,0.007,0.925,1
88,1048.5,1154.74,14.7832,0.0004,0.877,0.622,0.004,0.02,0.925,1
26,1140.64,1350.44,13.5199,0.0002,0.573,0.05,0.003,0.005,0.924,1
86,1313.88,1428.39,14.7654,0.0004,0.844,0.491,0.005,0.019,0.921,1
39,816.555,1148.85,13.9352,0.0003,0.533,0.198,0.003,0.006,0.92,1
189,538.875,1523.86,15.8095,0.0007,0.868,0.51,0.009,0.045,0.92,1
58,1153.5,1250.03,14.4105,0.0003,0.619,0.299,0.003,0.01,0.919,1
207,768.018,804.951,15.9834,0.0006,0.932,0.718,0.013,0.087,0.917,1
63,590.898,1321.45,14.4775,0.0003,0.592,0.338,0.003,0.011,0.91,1
264,1149.51,1593.53,16.3397,0.0009,1.06,0.516,0.013,0.097,0.907,1
83,636.734,864.956,14.7629,0.0004,0.715,0.523,0.006,0.024,0.906,1
93,768.679,1101.13,14.8888,0.0004,0.671,0.479,0.005,0.017,0.904,1
146,954.883,1581.58,15.4669,0.0006,0.721,0.459,0.006,0.03,0.903,1
182,1278.15,1059.12,15.7484,0.0006,0.942,0.777,0.01,0.056,0.899,1
46,995.889,1279.54,14.106,0.0003,0.671,0.383,0.003,0.009,0.898,1
1,1364.51,1383.14,11.233,0.0012,0.436,-0.571,0.002,0.003,0.892,1
42,1185.47,1732.76,14.0929,0.0003,0.488,0.192,0.004,0.006,0.881,1
64,1131.92,1326.59,14.436,0.0004,0.791,0.582,0.004,0.015,0.873,1
188,668.484,1323.59,15.8357,0.0008,0.894,0.596,0.011,0.049,0.865,1
262,586.336,1288.49,16.329,0.0007,0.945,0.397,0.015,0.08,0.856,1
107,738.233,946.92,15.031,0.0004,0.696,0.509,0.006,0.023,0.852,1
75,1366.36,1557.46,14.6873,0.0004,0.625,0.462,0.01,0.037,0.846,1
35,909.911,1281.17,13.865,0.0002,0.518,0.051,0.003,0.006,0.838,1
115,1122.56,1329.44,15.0643,0.0005,0.797,0.594,0.006,0.028,0.832,1
232,1004.43,1678.7,16.1918,0.001,0.935,0.426,0.013,0.063,0.828,1
