_r _x _y _p Source RA_ICRS DE_ICRS rest b_rest B_rest rlen ResFlag ModFlag
0.079988 0.078879 -0.013278 99.6 5406939104940208640 150.59310729158 -49.60959185471 3635.847310374249901 2495.474301469770126 5558.803284175060071 1181.888517876530 1 1
0.082454 0.077590 -0.027901 109.8 5406939109242742912 150.59115508005 -49.62421654648 1294.413757950969966 660.386647133301040 3319.092692507440006 1181.659737210830 1 1
0.078727 0.074668 -0.024952 108.5 5406939109242743296 150.58663739119 -49.62127254411 2847.359125653139927 1581.249320864659921 4991.983613146990137 1181.658527567360 1 1
0.077572 0.074432 -0.021845 106.4 5406939109242746496 150.58626578196 -49.61816540471 3068.224925060109854 1778.007135698250067 5245.185467879139651 1181.699540926460 1 1
0.079907 0.078030 -0.017220 102.4 5406939109243282432 150.59180671393 -49.61353480593 2137.238088277440056 1007.736373680409997 4249.323911767760364 1181.819468714930 1 1
0.083338 0.081447 -0.017657 102.2 5406939109251007744 150.59708128978 -49.61396614173 3653.085974847319903 2246.669352248779887 5876.459996120729556 1181.864207428850 1 1
0.080552 0.079969 -0.009678 96.9 5406939482897348608 150.59478017711 -49.60599052706 4636.842875024350178 3313.869045447060216 6698.220182601669876 1181.956219621100 1 1
0.083479 0.082109 -0.015064 100.4 5406939487199992192 150.59809671727 -49.61137289342 3121.301065466660020 1737.014306765709989 5346.781570436190123 1181.911211677250 1 1
0.080375 0.079982 -0.007938 95.7 5406939487200625408 150.59479578654 -49.60424969410 1980.455218487139973 844.391918885298992 4122.957713350780068 1181.981249007140 1 1
0.082190 0.081329 -0.011870 98.3 5406939487200677888 150.59688461810 -49.60817941264 2073.329538615460024 904.924545052889016 4221.499664877589566 1181.945259852600 1 1
0.077990 0.077815 -0.005216 93.8 5406939487200694656 150.59144667896 -49.60153184330 1592.129749659530034 631.854679514599979 3757.179065261239884 1181.987578056490 1 1
0.078876 0.078269 -0.009767 97.1 5406939487200934912 150.59215704296 -49.60608206930 2454.802059013150028 1189.622863863680095 4626.691566822690220 1181.929515497500 1 1
0.080420 0.080420 -0.000175 90.1 5406939487200935168 150.59545215841 -49.59648674365 2870.476022162440131 1500.530308914670059 5092.490835816540311 1182.098330623290 1 1
0.077466 0.053468 -0.056056 136.4 5406939689055555072 150.55396483267 -49.65240383636 2595.689085282409906 1315.000723785180071 4768.001262216969735 1180.895351737820 1 1
0.076435 0.055853 -0.052180 133.1 5406939689055577600 150.55764216206 -49.64852600726 2895.049228412270168 1661.962902065200069 5031.175474131619922 1180.986704777610 1 1
0.074008 0.052618 -0.052043 134.7 5406939689055579264 150.55264586595 -49.64839211948 2712.589317248990028 1703.744374108300008 4639.287488297910386 1180.940520950440 1 1
0.068396 0.047348 -0.049358 136.2 5406939689055591936 150.54450161884 -49.64571258372 3718.870740679490154 2274.911177255749863 5973.152124902219839 1180.900490976920 1 1
0.065855 0.050305 -0.042501 130.2 5406939689055627776 150.54905871147 -49.63885215733 3156.168980938669847 2738.237241180620003 3713.255286453760164 1181.043046020770 1 1
0.064364 0.047162 -0.043800 132.9 5406939689055627904 150.54420758363 -49.64015507230 5520.617533439090039 4206.603907804210394 7480.673150025780160 1180.977406477700 1 1
0.064855 0.046354 -0.045360 134.4 5406939689055628032 150.54296102108 -49.64171531877 2178.502864879770186 1826.705602591589923 2685.505392655749802 1180.942967760090 1 1
0.065844 0.052937 -0.039155 126.5 5406939689055641600 150.55311665788 -49.63550336968 2167.577173912569833 1159.213768668500052 4234.350099026440148 1181.130342395800 1 1
0.062132 0.048914 -0.038312 128.1 5406939689055645184 150.54690356694 -49.63466555486 3150.217047482330145 1893.967758539640045 5283.176229405439699 1181.082160238470 1 1
0.073675 0.055330 -0.048648 131.3 5406939689057155200 150.55682785422 -49.64499400736 4600.764566943609680 3184.000208644879876 6794.217493037300301 1181.029783955330 1 1
0.062200 0.046905 -0.040850 131.1 5406939689057331328 150.54380599505 -49.63720504095 3078.115707572089832 2202.275633139779984 4636.321802658580054 1181.015778640270 1 1
0.070791 0.049212 -0.050887 136.0 5406939693358249856 150.54738384398 -49.64723988226 4659.335399203860106 3287.012402304239913 6788.289015618620397 1180.906366893900 1 1
0.062122 0.043532 -0.044318 135.5 5406939693358252416 150.53860140990 -49.64067630099 2001.138649012129918 1067.256576826440096 4017.553578447510063 1180.915626156010 1 1
0.063369 0.046680 -0.042855 132.6 5406939693358258048 150.54346130678 -49.63921045054 3661.772717927549820 2291.878924140679828 5872.739355308750419 1180.983716476840 1 1
0.064706 0.048093 -0.043290 132.0 5406939693358258688 150.54564328669 -49.63964365902 3066.251026687739795 1770.615369003679916 5247.912659565609829 1180.998638550400 1 1
0.061078 0.045221 -0.041056 132.2 5406939693358258816 150.54120571767 -49.63741240523 4071.528693276579816 2788.607586796319993 6135.253654408250441 1180.987598110570 1 1
0.074955 0.056946 -0.048737 130.6 5406939693358259584 150.55932453444 -49.64508158039 4573.092654371939716 3103.997775057229774 6811.882842490819712 1181.052577809470 1 1
0.061954 0.046639 -0.040782 131.2 5406939693358259712 150.54339492878 -49.63713690210 3028.709025822180138 1747.461877257610013 5199.709827714759740 1181.012769218560 1 1
0.074192 0.056665 -0.047890 130.2 5406939693358259968 150.55888878804 -49.64423510438 3267.872849967950060 1924.453022206200103 5452.341214658170429 1181.060578854840 1 1
0.066090 0.052965 -0.039531 126.7 5406939693358266112 150.55316021229 -49.63587956469 3092.180286006720053 1705.084856240679983 5319.638759185349954 1181.125369343250 1 1
0.077002 0.054547 -0.054350 134.9 5406939693358909696 150.55562900977 -49.65069741883 3310.918782592039861 1879.174681731080000 5566.046261118020084 1180.935995839150 1 1
0.066046 0.045409 -0.047960 136.6 5406939693359105280 150.54150578046 -49.64431622532 1527.888114870009986 695.469850533891986 3642.065761211199970 1180.891575182310 1 1
0.065023 0.048678 -0.043110 131.5 5406939693359637632 150.54654657605 -49.63946331943 1702.079086287109931 666.055789739615989 3844.670921768200060 1181.009968541110 1 1
0.069722 0.049979 -0.048614 134.2 5406939693359639168 150.54856382406 -49.64496597844 2721.204945371870053 1369.896763711870108 4933.481131005019961 1180.950461807660 1 1
0.067720 0.053962 -0.040916 127.2 5406939693359640576 150.55470216039 -49.63726380422 2381.207529195889947 1077.936110352170090 4576.764567251780136 1181.120424036880 1 1
0.078027 0.053536 -0.056763 136.7 5406939693359642368 150.55407200055 -49.65311140807 2477.347872089480006 1162.291197808470088 4675.456502176710273 1180.886164818730 1 1
0.070964 0.049483 -0.050865 135.8 5406939693366540672 150.54780233274 -49.64721756889 1132.699131679019956 949.722065704362990 1399.760869365830104 1180.910726745870 1 1
0.074422 0.056582 -0.048344 130.5 5406939693366543232 150.55876153583 -49.64468826841 2616.566630429289944 2100.784741951799788 3420.910495133459790 1181.052822854530 1 1
0.061190 0.046455 -0.039827 130.6 5406939693366543616 150.54310846472 -49.63618278041 2974.653324634280125 2241.773879184020188 4222.374166277490076 1181.023646949530 1 1
0.071860 0.058330 -0.041970 125.7 5406939723415364608 150.56144928018 -49.63831306911 3390.128504806390083 2051.002438240499941 5589.320751864540398 1181.170521663940 1 1
0.065468 0.053846 -0.037239 124.7 5406939723415395712 150.55451641952 -49.63358694061 2075.544730549359883 1362.973717070949988 3617.061048458690038 1181.171364838920 1 1
0.065687 0.054918 -0.036039 123.3 5406939723415395840 150.55617033386 -49.63238606462 2346.556558412210052 1326.885406641280042 4375.396941469640296 1181.204587897560 1 1
0.070466 0.061562 -0.034288 119.1 5406939723415406464 150.56642397191 -49.63062642084 2687.392256328610074 1974.800884926909930 3963.646823554309776 1181.329011346010 1 1
0.060009 0.049542 -0.033861 124.4 5406939723415406592 150.54786703337 -49.63021387236 4803.547400857750290 3272.567482674180155 7099.802710990519699 1181.155173664960 1 1
0.063921 0.054397 -0.033568 121.7 5406939723415411456 150.55536129166 -49.62991563084 5544.558296992429860 4147.291014590349732 7630.606889748550202 1181.232132712500 1 1
0.065266 0.057497 -0.030882 118.2 5406939723415421312 150.56014312995 -49.62722550138 3182.238842538540212 2554.448033263709931 4148.921458255090329 1181.316978878620 1 1
0.060669 0.051532 -0.032019 121.9 5406939723415422976 150.55093497570 -49.62836915677 2372.639238791759908 2132.978875330270057 2670.508399368210121 1181.211316828600 1 1
0.059427 0.051015 -0.030480 120.9 5406939723415423104 150.55013489630 -49.62683074431 5353.075141028069993 3831.427561262929885 7608.451858872050252 1181.225522267520 1 1
0.058863 0.052985 -0.025641 115.8 5406939723415441536 150.55316845119 -49.62198991600 2622.932093014529983 1456.208502523900052 4725.161031485899912 1181.324077795390 1 1
0.060181 0.055119 -0.024158 113.7 5406939723415449984 150.55645973789 -49.62050399615 2648.047575404560121 1571.449540904950027 4682.803994079299628 1181.377265477890 1 1
0.069190 0.061672 -0.031367 117.0 5406939723420990976 150.56658914877 -49.62770514398 2667.600384907049829 1814.333207579059945 4306.291006889920027 1181.372517294950 1 1
0.065442 0.053467 -0.037734 125.2 5406939727718005376 150.55393291698 -49.63408236455 1987.453807687649942 932.327985156895011 4099.442510537630369 1181.158614964260 1 1
0.064292 0.052596 -0.036975 125.1 5406939727718005504 150.55258684697 -49.63332423048 2369.990128463679866 1183.220566545709971 4493.613669327120078 1181.156442616160 1 1
0.063606 0.054464 -0.032853 121.1 5406939727718010368 150.55546383464 -49.62920066915 2968.530343865219947 1692.523549759190018 5140.106409714439906 1181.243358952350 1 1
0.068656 0.059072 -0.034987 120.6 5406939727718011392 150.56258206328 -49.63132923120 937.800618511144989 575.660634027928040 2220.137984272239919 1181.281783464920 1 1
0.068354 0.059299 -0.033998 119.8 5406939727718011904 150.56293075421 -49.63033985675 573.674366319944056 424.819586690943026 881.952604007359014 1181.299347153660 1 1
0.067210 0.060869 -0.028500 115.1 5406939727718020736 150.56534302791 -49.62483945926 1167.156780672989953 673.269613757020011 2856.056951257070068 1181.401512130330 1 1
0.067318 0.056695 -0.036296 122.6 5406939727718155264 150.55891467394 -49.63264013892 3683.004325552079990 2206.694740489079777 5966.175146349200077 1181.227506171220 1 1
0.070383 0.060778 -0.035495 120.3 5406939727718155904 150.56521614521 -49.63183466644 640.804636627134983 377.954644938239994 1956.472086305690027 1181.299993496500 1 1
0.070238 0.060312 -0.035998 120.8 5406939727718559232 150.56449737258 -49.63233840254 700.319025457053044 397.616134863299976 2351.091219421390178 1181.285815271490 1 1
0.070391 0.059701 -0.037292 122.0 5406939727719382400 150.56355651166 -49.63363289823 2019.294440719130080 812.366749859564948 4156.888482147000104 1181.258135142960 1 1
0.070146 0.059292 -0.037482 122.3 5406939727719382528 150.56292564463 -49.63382384406 3026.010560052789970 1617.417557355990084 5269.363125763829885 1181.249297674770 1 1
0.069256 0.061402 -0.032034 117.6 5406939727719383168 150.56617352229 -49.62837297112 2830.425695320990144 1449.906047004129960 5058.701689971640008 1181.358920906700 1 1
0.070180 0.062109 -0.032676 117.7 5406939727719384064 150.56726588928 -49.62901398827 2291.392163828099910 1025.312597042970083 4472.712452705190117 1181.360289603680 1 1
0.069432 0.057788 -0.038489 123.7 5406939727726284288 150.56060546440 -49.63483217081 1425.727846745550096 1319.985219157189931 1549.441617878180068 1181.212398022880 1 1
0.069251 0.058936 -0.036364 121.7 5406939727726285568 150.56237368137 -49.63270556861 4537.392436184150029 4109.142771296949832 5059.412391209500129 1181.260018859320 1 1
0.070919 0.060634 -0.036784 121.2 5406939727726286080 150.56499635931 -49.63312399780 4220.207937483820388 3356.954939862880110 5531.113861318610361 1181.279354038770 1 1
0.070392 0.063114 -0.031171 116.3 5406939727726289664 150.56881466921 -49.62750745470 5729.650841356939964 4797.258967301580014 7019.995535850130182 1181.396876589360 1 1
0.067426 0.060833 -0.029081 115.6 5406939727726289792 150.56528853616 -49.62542088793 2481.056730152849923 2183.057796633179805 2868.293303457940056 1181.392659319890 1 1
0.059854 0.045421 -0.038979 130.6 5406939757776637696 150.54151169918 -49.63533548433 2802.533122855139936 1659.144378143889980 4873.937196971760386 1181.020275004370 1 1
0.054727 0.038678 -0.038717 135.0 5406939757778948608 150.53110039603 -49.63507973210 3236.602651780529868 1945.034516860840085 5399.067582693979602 1180.922759569900 1 1
0.053769 0.039751 -0.036208 132.3 5406939757778964608 150.53275259005 -49.63256975800 4413.965072848859563 2892.283020629939983 6716.891516688479896 1180.974623861790 1 1
0.048901 0.036318 -0.032746 132.0 5406939757778965248 150.52744914830 -49.62910962127 2784.076805790589788 1625.127370558549956 4878.265058912070344 1180.972189288360 1 1
0.050107 0.038293 -0.032316 130.2 5406939757778965760 150.53049805910 -49.62867817424 2636.483010245240166 1440.209979635269974 4766.500028252079574 1181.008066197180 1 1
0.048061 0.039847 -0.026872 124.0 5406939757778979328 150.53288907184 -49.62323352443 1772.135172028549960 967.701545188425030 3737.573026292050145 1181.108775376080 1 1
0.059112 0.044696 -0.038685 130.9 5406939757784082304 150.54039104272 -49.63504243180 894.937558606657035 588.671418728367030 1786.637887081840063 1181.013586525870 1 1
0.048992 0.035719 -0.033532 133.2 5406939762077011328 150.52652458780 -49.62989646608 3796.540607339520193 2325.902136060270095 6071.955779337269632 1180.951982258920 1 1
0.050131 0.037359 -0.033427 131.8 5406939762077012864 150.52905753891 -49.62979017353 1778.186295060000020 954.336795197493984 3759.168171671619803 1180.978201332100 1 1
0.060920 0.043295 -0.042859 134.7 5406939762077730944 150.53823365632 -49.63921689943 2049.339084632819777 770.466693359438977 4211.175241774119968 1180.932950860700 1 1
0.045472 0.035998 -0.027783 127.7 5406939762077741312 150.52694860157 -49.62414695217 2423.378193728140104 1247.263776174479972 4562.620915153300302 1181.037770984840 1 1
0.054870 0.044756 -0.031742 125.3 5406939762077743360 150.54047500284 -49.62809939871 2349.672407319359991 1227.608248592059908 4449.691314839689767 1181.113502158790 1 1
0.047344 0.040016 -0.025300 122.3 5406939762077893376 150.53314903022 -49.62166163757 1896.884936215039943 896.448028256656016 4012.658950950300095 1181.133628194070 1 1
0.043448 0.035614 -0.024886 124.9 5406939762078827008 150.52635323641 -49.62125100095 2611.050103992789900 1317.607475561680076 4791.273480886679863 1181.072999350900 1 1
0.045198 0.033529 -0.030310 132.1 5406939762079101952 150.52313994453 -49.62667616045 2840.972568676179890 1504.048270041299929 5040.530007225360350 1180.964660039320 1 1
0.049058 0.034812 -0.034566 134.8 5406939762079103872 150.52512613256 -49.63093136752 2441.748018806779783 1193.713488823160105 4602.208317815900045 1180.923624238860 1 1
0.053441 0.041200 -0.034038 129.6 5406939762085810816 150.53498694334 -49.63039801521 1587.668594184169933 1527.047646708289903 1653.199944607840052 1181.027324330700 1 1
0.043684 0.034144 -0.027248 128.6 5406939762085811712 150.52408724606 -49.62361406227 5885.032947575379694 4474.562137965699549 7962.245594937519854 1181.017343277060 1 1
0.045072 0.037003 -0.025735 124.8 5406939762085813120 150.52849784243 -49.62209890637 4592.177441129129875 3598.724017445309983 6104.137678208209763 1181.081962967710 1 1
0.053678 0.044140 -0.030545 124.7 5406939762085813376 150.53952099135 -49.62690301680 4613.940046731880102 3614.406742168169785 6134.685551443610166 1181.121261398220 1 1
0.050518 0.041626 -0.028624 124.5 5406939762085813504 150.53563793635 -49.62498407750 4441.348653670540443 3293.918068890529867 6255.411742771690115 1181.110727785890 1 1
0.052716 0.043947 -0.029115 123.5 5406939762085814016 150.53922167561 -49.62547288458 4520.955317306829784 3455.725631942059863 6176.136739019079869 1181.138708814630 1 1
0.056426 0.048840 -0.028259 120.1 5406939792134910464 150.54677352164 -49.62461215895 3119.195586275210189 2253.388492819719886 4644.047945689249900 1181.224495053100 1 1
0.054649 0.046198 -0.029192 122.3 5406939792138714880 150.54269728328 -49.62554813963 1316.338427468240070 1000.709412793150022 1897.051679800789998 1181.171486991760 1 1
0.054623 0.048264 -0.025579 117.9 5406939792138721792 150.54588061698 -49.62193232833 2424.481298969109957 1777.463144951580034 3611.487817954270213 1181.253976298850 1 1
0.046430 0.041335 -0.021145 117.1 5406939792138735360 150.53517938933 -49.61750512281 4149.109345766450133 2820.565729402020224 6267.424951777519709 1181.212423965370 1 1
0.045295 0.042020 -0.016910 111.9 5406939792138743296 150.53623075132 -49.61326933023 3456.545998673199847 2590.972550930010129 4898.470090500220067 1181.282703219500 1 1
0.047098 0.044565 -0.015238 108.9 5406939792138747904 150.54015643692 -49.61159544629 2545.293120051050209 1502.697478963599906 4554.165672483500202 1181.344823374730 1 1
0.044527 0.042886 -0.011975 105.6 5406939792138758912 150.53756135736 -49.60833412614 3371.233769455900074 2382.065745585990044 5093.123504433059679 1181.365522722710 1 1
0.050992 0.044987 -0.024009 118.1 5406939792140467200 150.54081930538 -49.62036544522 3204.927936860489808 2240.073571672829985 4915.306917686780253 1181.226921644600 1 1
0.057309 0.052905 -0.022032 112.6 5406939792140467328 150.55303892526 -49.61838104362 3449.992915569960132 2395.442954615160033 5270.300068093460141 1181.374239808670 1 1
0.055478 0.049345 -0.025355 117.2 5406939792143930496 150.54754915818 -49.62170770120 3299.051363833289997 2274.453485040140094 5107.466861818519646 1181.273423378030 1 1
0.049788 0.042561 -0.025833 121.3 5406939796436768384 150.53707767051 -49.62219238287 5195.597556294829701 3632.069032749399867 7509.717431387190118 1181.164453125810 1 1
0.050828 0.044319 -0.024885 119.3 5406939796436772352 150.53979039590 -49.62124264146 2283.048410083729777 1607.645213648200070 3609.002922743879935 1181.204418073250 1 1
0.045603 0.040330 -0.021288 117.8 5406939796436774144 150.53362771673 -49.61764896008 2856.184689808850180 1928.499117653040003 4593.029651784179805 1181.195209247800 1 1
0.044868 0.041165 -0.017848 113.4 5406939796438567424 150.53491266956 -49.61420855503 1799.602082401610005 784.405518204179998 3929.757779270789797 1181.256505574120 1 1
0.050098 0.045602 -0.020743 114.5 5406939796438568960 150.54176399973 -49.61709915071 2691.310801572939909 1355.013238476919923 4895.741509598359698 1181.282528336920 1 1
0.056454 0.048312 -0.029207 121.2 5406939796438850688 150.54595985788 -49.62556052768 2610.205724279359856 1255.834542000040074 4826.426714964029998 1181.203060037660 1 1
0.048669 0.041462 -0.025486 121.6 5406939796445553280 150.53538121108 -49.62184580885 1875.814520559609946 1660.502140323920003 2152.746710974849975 1181.152815508950 1 1
0.050633 0.044062 -0.024943 119.5 5406939796445554304 150.53939412675 -49.62130116000 2886.546324111499871 1652.369863595469951 5024.957100922390055 1181.199720298930 1 1
0.046886 0.042189 -0.020454 115.9 5406939796445555328 150.53649675976 -49.61681305926 2290.545625405519786 1307.738092792920042 4279.570437844419757 1181.235115425960 1 1
0.056685 0.052392 -0.021640 112.4 5406939796445559296 150.55224540400 -49.61798930248 2547.473074854010065 1329.695879790900108 4677.278514255710434 1181.372090007360 1 1
0.056047 0.051872 -0.021225 112.3 5406939796445559424 150.55144311062 -49.61757545265 3715.099830054350150 2903.483588419740045 4995.106345829970451 1181.370164919190 1 1
0.056387 0.051691 -0.022528 113.5 5406939796445766144 150.55116567343 -49.61887804780 3078.296488146840147 2577.696264903880092 3793.501807547149838 1181.348925108620 1 1
0.045149 0.043536 -0.011961 105.4 5406939796445767808 150.53856339181 -49.60831937258 2249.092000197109883 1137.992954599069890 4357.020597457920303 1181.375553846030 1 1
0.066412 0.062730 -0.021806 109.2 5406939826494675840 150.56820319444 -49.61814344750 1481.991699324129968 860.005063678564056 3246.481101087149909 1181.524999743350 1 1
0.070859 0.067093 -0.022791 108.8 5406939826494677888 150.57494024101 -49.61912236012 2094.498446762640015 1801.879219274519983 2494.071523696210079 1181.576296919690 1 1
0.069299 0.065318 -0.023148 109.5 5406939826494678016 150.57220107589 -49.61948155836 3418.387778155019987 2153.881818485199801 5531.853548318240428 1181.544627179110 1 1
0.068761 0.066354 -0.018034 105.2 5406939826494692224 150.57378909740 -49.61436693158 2517.894414259360019 1878.370950719370057 3655.770517980929981 1181.633131041090 1 1
0.058617 0.056725 -0.014772 104.6 5406939826494709632 150.55892128432 -49.61111662536 1696.350186425919901 1358.071162056460025 2240.047264026769881 1181.534879048550 1 1
0.062689 0.061093 -0.014056 103.0 5406939826494711424 150.56566159171 -49.61039578679 3435.889410999609936 2214.933903421389914 5512.387141941620030 1181.610773872880 1 1
0.063691 0.060790 -0.019003 107.4 5406939826500205952 150.56520337675 -49.61534278011 833.053028100674055 554.814746329206969 1622.457938815259922 1181.535846685430 1 1
0.072552 0.069519 -0.020757 106.6 5406939830797249280 150.57867997980 -49.61708485162 2093.134186452549784 994.528853006015993 4220.496892900649982 1181.641667886150 1 1
0.065775 0.062860 -0.019367 107.1 5406939830797373056 150.56839848133 -49.61570374301 2906.816073405319912 1597.003738295549965 5083.767397156580046 1181.561731470130 1 1
0.065200 0.063342 -0.015454 103.7 5406939830797374592 150.56913467952 -49.61179044695 3088.151659957849915 1690.373477052590033 5323.808369995939756 1181.624691820570 1 1
0.070446 0.065782 -0.025205 111.0 5406939830798007552 150.57292155111 -49.62153797576 1752.284879059830018 759.704762101347001 3878.770215246190219 1181.522167774280 1 1
0.061731 0.060145 -0.013903 103.0 5406939830798312320 150.56419887363 -49.61024307574 2444.395189596460114 1200.843996536580107 4602.538199185950361 1181.598708359500 1 1
0.058497 0.055654 -0.018016 107.9 5406939830805300864 150.55727408928 -49.61436190043 889.221364852234956 792.431725063324961 1012.326634625989982 1181.472681739720 1 1
0.060456 0.058491 -0.015290 104.6 5406939830805303040 150.56164806314 -49.61163246961 3952.274672650330103 2662.338871438650131 6039.328983317390339 1181.554106822890 1 1
0.063452 0.059416 -0.022270 110.5 5406939830805506944 150.56308828818 -49.61861097537 2973.822212488869809 1789.948571505120071 5069.095172058880053 1181.468676392310 1 1
0.073109 0.069643 -0.022244 107.7 5406939830805509248 150.57887365956 -49.61857141661 1728.142450576039892 1619.417568146499889 1852.145838517489892 1181.622257322660 1 1
0.059814 0.058985 -0.009928 99.6 5406939830805539072 150.56240028156 -49.60626951465 2671.313918699040187 1423.660833093450037 4814.594502034589823 1181.637648012700 1 1
0.071177 0.070326 -0.010974 98.9 5406939860854466816 150.57990292025 -49.60730117666 4050.878584843299905 2742.307379443369882 6152.768292325060429 1181.793289994710 1 1
0.064951 0.064931 -0.001630 91.4 5406939860854506368 150.57155871350 -49.59796471054 2378.092391754570144 1573.665129670429906 4018.405757850980081 1181.844795381380 1 1
0.064191 0.064190 0.000412 89.6 5406939860854518144 150.57041116287 -49.59592318204 4062.699338712639928 2804.874086088650074 6108.808394695250172 1181.862511668560 1 1
0.065706 0.065704 0.000462 89.6 5406939860854518272 150.57274783202 -49.59587151709 2802.900721957889800 1812.735334265129950 4669.713897781230116 1181.886059751490 1 1
0.073497 0.072177 -0.013867 100.9 5406939860855869440 150.58276655101 -49.61019131156 2829.987517989430216 1688.094117247949953 4895.249846126589546 1181.779825223790 1 1
0.063335 0.062686 -0.009048 98.2 5406939860855876480 150.56810916505 -49.60538559508 3963.173531823720168 2781.992263368420026 5902.473283392229860 1181.705850542550 1 1
0.064165 0.063848 -0.006378 95.7 5406939865156306048 150.56989701715 -49.60271344699 4920.155478793360089 3778.594862544130137 6663.751815439700295 1181.761225419480 1 1
0.067798 0.066724 -0.012018 100.2 5406939865156994304 150.57434730029 -49.60835016470 3212.557097484570022 1859.904765366449965 5408.866600116360132 1181.724373290310 1 1
0.068964 0.067928 -0.011910 99.9 5406939865156994944 150.57620434420 -49.60824058383 2277.911650244960128 1334.510520753339961 4226.632441346990163 1181.743978970420 1 1
0.068295 0.067252 -0.011886 100.0 5406939865156995072 150.57516204626 -49.60821737332 2630.736489633519795 1381.638650683880087 4778.581547643139857 1181.734182832350 1 1
0.072982 0.071896 -0.012543 99.9 5406939865156998016 150.58232899206 -49.60886803494 1257.175112062069957 669.259912950624994 3222.809286926979894 1181.794478738070 1 1
0.069517 0.069064 -0.007922 96.5 5406939865156999808 150.57794972489 -49.60425030240 2896.674079687570156 1575.510821216610111 5083.306601636229971 1181.817772628590 1 1
0.067629 0.067521 -0.003817 93.2 5406939865157004288 150.57555912014 -49.60014792433 1318.723042933780107 649.263944116814969 3401.892858199590137 1181.852826392750 1 1
0.075622 0.075096 -0.008899 96.8 5406939865157004800 150.58725995279 -49.60521847980 2878.924792269209775 1605.641926643960005 5027.600407318979705 1181.894386333520 1 1
0.075242 0.074394 -0.011265 98.6 5406939865157528192 150.58618212993 -49.60758603556 3102.466358923079952 1724.091363429110061 5324.050669967040449 1181.850142063330 1 1
0.066492 0.065295 -0.012557 100.9 5406939865157815936 150.57214350754 -49.60889046159 2445.645833677539940 1241.858692003750093 4574.923480965259841 1181.695255408370 1 1
0.069841 0.069784 -0.002830 92.3 5406939865157816448 150.57904865617 -49.59915789342 2337.359258499140196 1059.455602521379888 4523.069360924499961 1181.900872614020 1 1
0.063931 0.063919 0.001255 88.9 5406939865158051200 150.56999157635 -49.59508043216 2563.343883677920076 1245.970731595869893 4761.285756830149694 1181.870341138500 1 1
0.066937 0.066796 -0.004334 93.7 5406939865158052096 150.57444248012 -49.60066612196 2472.103439281610008 1158.798975928390064 4670.727246190330334 1181.834589525270 1 1
0.074847 0.073566 -0.013786 100.6 5406939865158055936 150.58490986204 -49.61010834828 1743.214369587479950 692.600219944799960 3884.228037362649957 1181.801781158670 1 1
0.064582 0.063890 -0.009428 98.4 5406939865165045504 150.56996896741 -49.60576344411 3695.866024866740190 2308.521266568110150 5898.204307392959890 1181.718594507830 1 1
0.062943 0.062546 -0.007057 96.4 5406939865165046016 150.56789044868 -49.60339444062 6212.310110851870377 4634.615352651369903 8488.814371527729236 1181.731997208610 1 1
0.063703 0.063323 -0.006950 96.3 5406939865165046144 150.56908862029 -49.60328659940 1547.241449836910078 1503.585559201560045 1593.457765041250013 1181.745208280650 1 1
0.061740 0.061138 -0.008604 98.0 5406939865165249536 150.56571972817 -49.60494297828 1281.813145778070066 733.228607873051033 3035.808669475390161 1181.688849493560 1 1
0.073872 0.072895 -0.011978 99.3 5406939865165251712 150.58386948658 -49.60830080205 4566.184310647109669 3459.682373500989797 6290.966247490269780 1181.817515412490 1 1
0.069796 0.069482 -0.006613 95.4 5406939865165252608 150.57859187554 -49.60294154311 6759.496876554850132 5520.354579815440047 8494.688301670699730 1181.842640486040 1 1
0.075194 0.074538 -0.009911 97.6 5406939865165253248 150.58640096537 -49.60623189777 4396.412492128450140 3804.940154130139945 5182.039013082449856 1181.871594667620 1 1
0.060416 0.059751 -0.008938 98.5 5406939865165277568 150.56358122807 -49.60527853121 2697.473084751009992 1381.402187178199938 4889.360573414260216 1181.663232483920 1 1
0.056894 0.053417 -0.019583 110.1 5406939895214173440 150.55382516214 -49.61593148509 3983.207483136180144 2756.694715434210138 5991.757322444809688 1181.416758449500 1 1
0.058376 0.057222 -0.011554 101.4 5406939895214201216 150.55968232098 -49.60789780979 3426.675253845390216 2245.773361961059891 5447.024208207940319 1181.588022769410 1 1
0.057591 0.056864 -0.009126 99.1 5406939895214210688 150.55912580053 -49.60547064376 2211.046939824730089 1220.378084394219968 4238.747947868580013 1181.617029487440 1 1
0.054959 0.053182 -0.013865 104.6 5406939895217967488 150.55345201535 -49.61021356917 4148.654654026169737 2812.359573379850190 6277.499272577840202 1181.494361170010 1 1
0.049594 0.047859 -0.013006 105.2 5406939895217971584 150.54523582185 -49.60935983147 3562.364151076390044 2638.020046984170222 5109.304245228379841 1181.426174651940 1 1
0.047900 0.047281 -0.007677 99.2 5406939895217983744 150.54433607524 -49.60403131347 4291.775185800060171 2965.083184410680133 6393.406280243360015 1181.492715396560 1 1
0.049521 0.048403 -0.010463 102.2 5406939895223145472 150.54607241214 -49.60681672480 1489.813504991949912 990.315284773756957 2708.589737384900218 1181.470352454150 1 1
0.056455 0.053604 -0.017716 108.3 5406939899516013312 150.55410953062 -49.61406377022 2335.843893215469961 1404.026926350449912 4240.697997949339879 1181.446089823840 1 1
