ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
122,1024.58,1571.03,15.1189,0.0005,1.206,0.65,0.007,0.035,0.749,1
98,1501.99,1292.83,15.2346,0.0005,0.282,0.29,0.006,0.011,0.741,1
94,984.246,780.032,14.8148,0.0004,1.277,0.967,0.009,0.051,0.709,1
186,727.572,924.326,15.9208,0.0008,0.608,0.456,0.01,0.03,0.702,1
9,1271.08,874.533,12.6035,0.0002,1.173,0.809,0.006,0.009,0.694,1
111,1040.17,620.753,15.2219,0.0005,0.621,0.19,0.007,0.014,0.677,1
97,1349.3,1163.41,14.8295,0.0004,1.281,0.951,0.008,0.035,0.655,1
318,1129.04,1034.22,16.6896,0.0008,0.664,0.119,0.013,0.043,0.639,1
170,1040.39,864.414,15.5706,0.0006,1.173,0.844,0.012,0.06,0.62,1
226,891.411,1327.24,16.0109,0.0008,0.93,0.268,0.009,0.035,0.61,1
48,941.505,1297.93,13.9573,0.0003,1.295,1.057,0.006,0.021,0.607,1
24,916.643,1022.83,13.1809,0.0003,1.405,1.23,0.004,0.015,0.538,1
88,1210.52,732.681,15.0934,0.0004,0.619,0.145,0.019,0.02,0.513,1
150,1187.52,938.31,15.6084,0.0006,0.639,0.194,0.009,0.023,0.506,1
166,1037.83,827.575,15.7223,0.0006,0.833,0.263,0.011,0.027,0.47,1
201,1015.94,790.981,15.9418,0.0007,0.764,0.139,0.011,0.029,0.469,1
217,1053.24,720.653,15.9645,0.0007,0.854,0.254,0.01,0.037,0.453,1
123,874.228,734.322,15.3184,0.0005,0.7,0.234,0.008,0.017,0.446,1
77,1039.07,647.049,14.6706,0.0004,0.928,0.377,0.008,0.015,0.439,1
148,988.48,882.599,15.4841,0.0006,0.941,0.433,0.009,0.033,0.296,1
5,908.398,804.426,10.4753,0.002,1.852,1.787,0.005,0.015,0.178,1
446,1373.1,1473.74,17.1343,0.001,0.856,0.261,0.022,0.093,0.749,0
12,1026.06,612.983,12.7696,0.0002,1.19,0.797,0.006,0.008,0.706,0
81,1187.52,891.451,14.8655,0.0004,0.712,0.136,0.008,0.016,0.669,0
381,1381.24,1285.47,16.884,0.0008,0.799,0.248,0.015,0.087,0.631,0
72,1379.85,1191.66,14.3452,0.0004,1.434,1.307,0.007,0.049,0.628,0
302,1035.96,922.922,16.4626,0.0007,0.945,0.284,0.016,0.06,0.618,0
23,1017.34,897.871,12.8095,0.0004,1.842,2.15,0.007,0.067,0.602,0
336,705.898,874.293,16.6846,0.0008,0.758,0.157,0.018,0.063,0.597,0
108,772.846,818.785,14.9694,0.0004,1.232,0.841,0.008,0.047,0.581,0
164,1279.01,913.986,15.6274,0.0006,1.064,0.732,0.011,0.048,0.552,0
126,1134.46,687.855,15.1565,0.0005,1.14,0.672,0.009,0.036,0.5,0
276,1245.3,959.744,16.3624,0.0006,0.718,0.211,0.013,0.045,0.46,0
114,839.49,1364.29,15.2924,0.001,0.722,0.217,0.009,0.014,0.424,0
87,788.73,1245.07,14.8896,0.0004,0.89,0.324,0.006,0.016,0.419,0
259,732.523,1156.1,16.2887,0.0008,0.812,0.245,0.011,0.04,0.385,0
134,1539.25,1162.81,15.4527,0.0005,0.737,0.146,0.006,0.017,0.382,0
