ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
13,1236.16,1606.28,11.7496,0.0003,1.37,0.904,0.009,0.007,0.2011,-6.711,4.052,0.028,0.055,0.054,0.657,0
7,1033.84,1219.65,11.3385,0.0005,1.581,1.611,0.004,0.011,0.3762,-8.37,6.379,0.0268,0.052,0.05,0.655,0
27,1204.78,1573.62,12.6583,0.0006,0.398,-0.057,0.009,0.007,0.2404,-6.41,4.81,0.047,0.091,0.085,0.651,0
47,1491.55,921.605,13.3833,0.0003,0.2,0.109,0.008,0.007,0.4632,-6.618,2.796,0.0223,0.043,0.042,0.65,0
147,852.195,1412.63,14.6222,0.0004,0.306,0.168,0.008,0.009,0.1267,-5.794,3.266,0.0302,0.064,0.061,0.633,0
246,1058.7,1044.65,15.0336,0.0004,0.815,0.209,0.006,0.016,1.1099,-8.901,0.79,0.0357,0.076,0.067,0.63,0
96,1278.13,1306.2,13.752,0.0002,1.222,0.831,0.006,0.014,0.2735,-6.829,2.193,0.0185,0.034,0.032,0.618,0
56,798.641,1354.97,13.1851,0.0003,1.19,0.787,0.007,0.01,0.2907,-3.543,4.371,0.0148,0.031,0.029,0.615,0
83,1282.05,864.334,13.8471,0.0003,0.377,0.053,0.011,0.009,0.1603,-6.766,4.155,0.0177,0.036,0.036,0.614,0
102,1368.69,826.763,14.0901,0.0004,0.326,0.022,0.012,0.009,-0.0021,-6.625,4.087,0.0255,0.05,0.047,0.606,0
144,911.379,965.426,14.4792,0.0003,0.664,-0.014,0.013,0.012,1.1146,-7.43,1.01,0.0215,0.047,0.041,0.6,0
84,1343.5,1644.0,13.601,0.0002,1.198,0.861,0.01,0.014,0.3403,-5.137,2.832,0.017,0.033,0.031,0.587,0
118,1146.13,823.528,14.2344,0.0003,0.632,0.064,0.014,0.011,0.4783,-8.606,4.264,0.0209,0.039,0.037,0.584,0
175,1207.22,1667.56,14.6196,0.0003,0.798,0.257,0.012,0.012,0.2583,-7.317,2.748,0.0237,0.044,0.042,0.584,0
213,945.291,855.099,14.9445,0.0005,0.363,-0.084,0.013,0.013,0.1799,-6.698,3.987,0.0238,0.048,0.047,0.583,0
477,1402.86,1268.06,15.9238,0.0006,0.705,0.053,0.009,0.026,0.2787,-1.924,-0.113,0.0354,0.068,0.065,0.581,0
85,1139.63,1491.43,13.421,0.0003,1.538,1.6,0.008,0.028,0.2305,-5.249,3.264,0.0167,0.033,0.032,0.57,0
282,1386.11,969.859,15.2608,0.0005,0.425,0.232,0.012,0.018,0.158,-6.752,4.193,0.0297,0.059,0.054,0.567,0
466,1367.83,1529.04,15.9881,0.0009,0.419,0.23,0.01,0.025,0.1571,-6.746,4.082,0.0431,0.078,0.079,0.567,0
483,1455.86,1235.25,16.0255,0.0007,0.56,0.231,0.009,0.028,0.2311,-6.312,2.732,0.0401,0.075,0.07,0.565,0
214,822.656,1566.94,14.7765,0.0004,0.931,0.474,0.012,0.019,1.3034,-9.525,5.236,0.0263,0.048,0.046,0.563,0
555,918.528,1074.28,16.1916,0.0008,0.676,0.09,0.009,0.031,0.3113,-6.985,2.867,0.0404,0.083,0.081,0.563,0
557,771.57,1200.54,16.2198,0.0007,0.636,-0.009,0.009,0.027,0.3128,-7.408,2.635,0.0445,0.101,0.08,0.563,0
49,1498.8,982.562,12.743,0.0003,1.729,1.9,0.011,0.03,0.2784,-4.311,2.242,0.0259,0.052,0.049,0.561,0
454,1135.9,1541.62,15.8481,0.0006,0.669,-0.128,0.012,0.021,0.6162,-3.973,7.015,0.0375,0.07,0.065,0.559,0
65,1281.0,1104.02,13.6955,0.0006,0.593,-0.198,0.019,0.014,0.9185,4.708,-1.118,0.028,0.051,0.052,0.557,0
434,1026.83,952.537,15.792,0.0006,0.64,-0.072,0.013,0.022,0.6257,0.67,2.699,0.0351,0.073,0.067,0.557,0
513,1042.76,1375.61,16.0526,0.0008,0.722,0.085,0.01,0.031,0.5529,-9.694,1.427,0.0405,0.079,0.073,0.556,0
227,1207.87,921.167,14.7382,0.0096,0.795,0.297,0.014,0.018,nan,nan,nan,nan,nan,nan,0.554,0
89,1319.54,1562.49,13.8178,0.0002,0.65,0.047,0.017,0.015,1.1233,-16.594,7.918,0.0194,0.036,0.033,0.553,0
604,1196.89,1325.64,16.3521,0.0007,0.502,0.28,0.01,0.028,0.2845,-6.724,3.991,0.0443,0.084,0.08,0.551,0
602,1004.59,1245.63,16.2551,0.0006,0.777,0.184,0.01,0.043,0.4199,-7.537,2.946,0.0417,0.084,0.08,0.55,0
339,1333.56,916.995,15.5743,0.0014,0.378,0.155,0.012,0.023,0.5312,-5.906,4.196,0.0677,0.131,0.122,0.549,0
371,1128.1,1659.32,15.6478,0.0005,0.473,0.291,0.014,0.02,0.1974,-5.99,3.325,0.0326,0.064,0.059,0.549,0
580,943.564,1053.19,16.3489,0.0007,0.495,0.314,0.011,0.032,0.1881,-4.844,2.554,0.0429,0.087,0.082,0.548,0
717,692.005,1231.52,16.543,0.0007,0.692,-0.007,0.011,0.038,0.4644,-2.479,1.858,0.0477,0.095,0.09,0.546,0
614,1069.51,1115.38,16.2698,0.0006,0.815,0.127,0.011,0.039,0.3592,-6.86,2.059,0.0419,0.084,0.08,0.544,0
612,967.788,1181.0,16.3795,0.0008,0.455,0.289,0.01,0.033,0.1397,-6.892,4.025,0.0458,0.092,0.089,0.544,0
151,1400.96,1579.21,14.2441,0.0003,1.336,1.017,0.01,0.032,0.2413,-5.291,2.096,0.0242,0.043,0.04,0.543,0
663,1154.46,1387.42,16.4744,0.0008,0.533,0.316,0.012,0.038,0.2751,-6.968,4.094,0.0471,0.089,0.085,0.543,0
709,745.263,1022.66,16.5265,0.0007,0.705,0.073,0.013,0.04,0.3308,-7.0,3.495,0.0485,0.095,0.094,0.543,0
468,947.74,1649.04,15.9049,0.0006,0.615,-0.036,0.014,0.025,0.352,-10.367,8.063,0.0364,0.071,0.065,0.542,0
479,868.735,1542.49,15.9953,0.0006,0.515,0.299,0.013,0.025,0.2282,-5.716,2.708,0.0412,0.08,0.07,0.542,0
697,1336.42,1309.02,16.4961,0.0007,0.67,-0.102,0.01,0.038,0.408,-6.391,5.454,0.0476,0.092,0.086,0.542,0
504,1041.34,1630.68,16.0062,0.0006,0.645,-0.006,0.014,0.024,0.3222,-6.791,4.62,0.0407,0.076,0.07,0.541,0
625,1250.21,1356.17,16.3444,0.0007,0.661,0.302,0.011,0.036,0.2432,-6.672,4.04,0.0472,0.088,0.086,0.541,0
478,1229.35,1037.1,15.8605,0.0007,0.88,0.43,0.01,0.04,0.2226,-5.426,2.008,0.0354,0.069,0.065,0.54,0
603,1541.35,1351.37,16.2941,0.0006,0.649,0.01,0.012,0.033,0.422,-6.589,4.01,0.0431,0.082,0.079,0.54,0
275,920.863,863.137,14.9586,0.0004,1.158,0.784,0.013,0.037,0.3022,-12.98,3.776,0.0238,0.047,0.046,0.539,0
596,1070.34,1158.19,16.2087,0.0006,0.813,0.645,0.011,0.057,0.1852,-5.199,3.488,0.0423,0.082,0.077,0.538,0
732,1523.33,1064.43,16.5709,0.0008,0.808,0.112,0.013,0.04,0.4195,-11.008,6.32,0.053,0.101,0.1,0.535,0
627,967.381,1171.44,16.4056,0.0007,0.417,0.3,0.013,0.038,0.184,-6.899,4.112,0.0455,0.091,0.089,0.534,0
539,1333.81,1580.99,16.1548,0.0009,0.686,0.008,0.015,0.031,0.4739,-8.299,3.102,0.0452,0.083,0.074,0.532,0
624,1163.11,1297.52,16.3624,0.0008,0.621,0.235,0.011,0.039,0.2593,-5.2,3.252,0.0452,0.085,0.082,0.532,0
640,897.284,1583.97,16.4313,0.0007,0.59,0.28,0.013,0.037,0.2741,-5.906,3.225,0.046,0.089,0.081,0.532,0
579,1402.93,1518.29,16.3306,0.0008,0.487,0.334,0.013,0.035,0.1287,-6.682,4.471,0.0505,0.089,0.086,0.531,0
752,1095.71,1370.12,16.6125,0.0008,0.605,0.036,0.012,0.035,0.189,-6.374,2.63,0.0524,0.102,0.1,0.531,0
419,1088.27,1663.72,15.6435,0.0005,0.846,0.309,0.016,0.029,1.2982,2.681,13.931,0.032,0.062,0.057,0.53,0
521,889.088,1617.3,16.0763,0.0007,0.64,-0.005,0.014,0.027,0.3251,-8.827,4.843,0.0407,0.079,0.077,0.53,0
570,841.425,1490.8,16.2148,0.0007,0.781,0.135,0.013,0.035,0.3643,-3.751,2.3,0.0427,0.08,0.071,0.53,0
594,1091.48,814.004,16.2688,0.0008,0.687,0.1,0.013,0.035,0.3064,-6.86,3.754,0.0507,0.104,0.087,0.529,0
648,1228.19,1532.12,16.447,0.0007,0.532,0.35,0.013,0.046,0.2865,-6.765,4.025,0.0539,0.104,0.092,0.529,0
598,1320.2,1675.68,16.3077,0.0007,0.52,0.315,0.014,0.039,0.2935,-6.536,4.166,0.047,0.089,0.081,0.528,0
711,1477.48,1452.04,16.5244,0.0007,0.825,0.112,0.013,0.044,0.4118,-7.888,4.889,0.0513,0.103,0.105,0.528,0
543,1388.44,1624.36,16.14,0.0009,0.641,0.13,0.014,0.032,0.2338,-7.062,3.543,0.0538,0.102,0.093,0.527,0
534,1169.03,1732.97,16.1688,0.0007,0.474,0.305,0.015,0.032,0.2468,-6.668,4.144,0.0471,0.086,0.076,0.526,0
859,751.579,1179.03,16.8083,0.0008,0.721,-0.06,0.014,0.047,0.3266,-5.354,4.486,0.0597,0.12,0.108,0.526,0
561,997.157,1683.82,16.1612,0.0007,0.702,0.127,0.013,0.039,0.284,-6.103,3.261,0.0444,0.081,0.076,0.525,0
722,1313.25,1602.88,16.6146,0.0008,0.515,0.323,0.013,0.044,0.1988,-6.773,4.094,0.0538,0.101,0.093,0.525,0
841,1060.42,1243.87,16.8216,0.001,0.612,0.225,0.013,0.051,0.2472,-6.616,4.16,0.0639,0.137,0.137,0.525,0
682,1369.7,971.582,16.4846,0.0008,0.587,0.119,0.015,0.036,0.2615,-6.271,4.272,0.0561,0.104,0.092,0.522,0
577,970.52,1697.15,16.2169,0.0006,0.645,0.445,0.014,0.046,0.1376,-6.925,4.204,0.0459,0.089,0.081,0.52,0
586,1247.79,1097.95,16.3151,0.0008,0.536,0.322,0.021,0.038,0.2688,-5.665,3.283,0.0466,0.089,0.091,0.517,0
716,1122.72,1541.96,16.5956,0.0008,0.534,0.427,0.013,0.052,0.2502,-6.711,4.137,0.0555,0.102,0.095,0.516,0
676,1201.06,1683.07,16.4265,0.0009,0.733,0.069,0.016,0.041,0.3619,-4.81,-0.641,0.057,0.112,0.096,0.512,0
675,1361.49,1687.87,16.4438,0.0008,0.647,0.109,0.015,0.037,0.3203,-6.671,2.342,0.053,0.097,0.086,0.512,0
684,914.227,940.694,16.4636,0.0007,0.75,0.051,0.016,0.043,0.4381,-8.973,-2.134,0.0479,0.095,0.092,0.509,0
852,1034.95,1248.24,16.8342,0.0012,0.698,0.024,0.013,0.05,0.4863,-9.449,3.574,0.0668,0.136,0.124,0.509,0
616,1607.56,1170.56,16.4068,0.0044,0.625,0.406,0.013,0.045,1.8745,-6.639,5.968,0.31,0.586,0.576,0.503,0
445,1305.57,1555.58,15.798,0.001,0.846,0.199,0.016,0.049,0.9347,-8.229,2.099,0.0403,0.076,0.072,0.501,0
906,1412.96,952.227,16.8472,0.001,0.686,0.202,0.016,0.049,0.4262,-7.285,2.948,0.0638,0.126,0.112,0.499,0
721,687.284,1353.59,16.5524,0.0007,0.837,0.203,0.019,0.057,0.3429,-3.291,2.543,0.0511,0.1,0.102,0.498,0
785,768.067,1378.12,16.6864,0.0036,0.799,0.096,0.014,0.055,-0.0943,-6.894,-3.333,0.5123,1.067,1.035,0.495,0
