ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr,ra,dec
1,130.058,1734.94,10.433,0.004,1.15,0.006,0.9,0.004,0.523,0.01,1.041,0.01,163.2961480053939,-54.19786307055342
2,381.291,1512.02,10.989,0.003,0.709,0.004,0.216,0.002,0.356,0.006,0.705,0.005,163.26090144071011,-54.21648535823613
3,669.11,1939.84,11.477,0.007,1.798,0.008,1.932,0.011,0.932,0.01,1.854,0.01,163.21981371074756,-54.1813488441478
4,175.325,1445.25,12.189,0.004,0.232,0.005,0.265,0.003,0.088,0.006,0.198,0.007,163.29011365732762,-54.22185979143157
5,908.398,804.426,12.295,0.002,1.852,0.005,1.787,0.015,1.421,0.01,3.324,0.004,163.1872865630054,-54.275315572161546
76,1742.59,294.306,14.925,0.008,1.27,0.021,99.0,99.0,0.666,0.012,1.303,0.012,163.06996496552958,-54.31799269095371
7,664.707,680.018,12.517,0.002,1.957,0.005,1.981,0.019,1.433,0.003,3.343,0.007,163.22198177427464,-54.28541627701211
8,1615.41,844.588,12.735,0.003,0.602,0.005,0.083,0.005,0.343,0.004,0.642,0.006,163.08724918899858,-54.27256649238116
9,1271.08,874.533,12.96,0.003,1.173,0.006,0.809,0.009,0.625,0.004,1.219,0.006,163.1358864094298,-54.26980953159807
10,932.797,281.423,12.992,0.012,1.459,0.025,99.0,99.0,0.946,0.014,1.965,0.013,163.184674454235,-54.31847451183031
11,721.918,370.488,13.11,0.003,0.572,0.005,0.43,0.006,0.327,0.004,0.669,0.006,163.21440743572794,-54.31099723219511
12,1026.06,612.983,13.144,0.003,1.19,0.006,0.797,0.008,0.636,0.004,1.253,0.005,163.17091595526202,-54.29119331328883
13,696.859,1589.79,13.205,0.004,1.953,0.005,2.234,0.04,1.13,0.004,2.378,0.005,163.21622056304312,-54.2103031825817
14,1280.76,1009.95,13.295,0.003,0.685,0.005,0.117,0.006,0.395,0.004,0.764,0.005,163.13435485767653,-54.25865033888117
15,510.069,1400.68,13.386,0.004,0.428,0.005,0.108,0.003,0.248,0.005,0.48,0.005,163.24283171769397,-54.22578449895801
16,1691.92,735.372,13.412,0.004,0.697,0.007,0.216,0.008,0.383,0.005,0.72,0.008,163.07656104235195,-54.281630512293006
17,1058.09,39.624,13.462,0.004,1.35,0.007,1.112,0.013,0.727,0.005,1.451,0.007,163.1673527754384,-54.338486704529345
18,758.946,42.353,13.493,0.004,0.569,0.006,0.078,0.006,0.309,0.005,0.622,0.007,163.20978143370638,-54.33808654869378
19,1472.81,569.666,13.548,0.004,0.475,0.006,0.146,0.007,0.267,0.006,0.526,0.008,163.10775312937028,-54.29510005874585
20,1141.68,295.624,13.549,0.003,0.603,0.006,0.148,0.007,0.342,0.005,0.675,0.007,163.15504904687538,-54.31744060440701
21,828.766,32.185,13.565,0.004,0.805,0.006,0.381,0.007,0.432,0.005,0.825,0.008,163.19989531257647,-54.33896427048715
22,1808.66,1021.95,13.609,0.004,1.076,0.006,0.841,0.01,0.581,0.006,1.11,0.007,163.05977100895245,-54.258129253415355
23,1017.34,897.871,13.644,0.004,1.842,0.007,2.15,0.067,1.022,0.005,2.032,0.006,163.1717416924298,-54.26768590814589
24,916.643,1022.83,13.677,0.002,1.405,0.004,1.23,0.015,0.759,0.003,1.475,0.004,163.18581918355187,-54.25729758396147
25,1462.61,1498.23,13.683,0.004,1.729,0.006,1.902,0.033,0.945,0.005,1.843,0.006,163.10820616797136,-54.21854086992348
26,1981.49,1655.19,13.743,0.005,0.53,0.007,0.269,0.006,0.301,0.007,0.585,0.007,163.03496312959183,-54.206130294828164
27,1574.46,76.18,13.764,0.005,0.405,0.007,0.184,0.008,0.222,0.007,0.446,0.009,163.09410282154127,-54.33582178207002
28,1789.4,1817.46,13.803,0.006,0.602,0.007,0.075,0.006,0.336,0.007,0.652,0.009,163.06195045393451,-54.19254604756419
29,934.418,922.371,13.858,0.004,0.702,0.007,0.13,0.007,0.422,0.005,0.841,0.007,163.18343893048456,-54.26560183915822
30,1928.91,934.632,13.879,0.005,0.472,0.008,0.189,0.008,0.274,0.007,0.548,0.009,163.04287445422477,-54.26543468419368
31,209.283,1746.68,13.904,0.007,0.714,0.008,0.157,0.006,0.385,0.009,0.76,0.01,163.28493728905116,-54.19695021163401
32,695.751,166.389,13.906,0.005,0.795,0.008,0.293,0.009,0.427,0.007,0.834,0.008,163.21850187339925,-54.32782034461058
33,1391.34,464.201,13.983,0.005,0.526,0.008,-0.01,0.008,0.32,0.007,0.637,0.009,163.11943038408972,-54.30372685462434
34,468.626,1688.22,13.994,0.005,0.616,0.006,0.128,0.005,0.36,0.007,0.715,0.007,163.24835773083845,-54.20198427185051
