ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr,ra,dec
1,1089.98,1330.69,8.986,0.003,2.123,0.006,1.883,0.006,1.206,0.011,99.0,99.0,154.76745222456609,-56.41708441805006
2,196.273,187.858,10.622,0.007,0.39,0.014,-0.029,0.011,0.266,0.009,0.54,0.018,154.90275859132348,-56.510742917776646
3,643.571,1896.86,11.074,0.005,1.209,0.008,1.07,0.007,0.678,0.008,1.285,0.011,154.83305425704143,-56.37012860494024
5,1799.04,1370.4,11.758,0.002,0.0,0.007,-0.062,0.006,0.046,0.004,0.067,0.005,154.6615554337887,-56.41447744805636
6,1290.82,1793.61,11.86,0.004,0.064,0.008,-0.091,0.007,0.087,0.004,0.146,0.006,154.73664157618862,-56.378948220880375
7,893.046,1478.63,11.94,0.003,0.291,0.004,0.123,0.004,0.211,0.003,0.392,0.005,154.79661504007044,-56.40475420405703
8,213.801,750.558,12.077,0.003,0.081,0.006,0.089,0.005,0.044,0.006,0.097,0.007,154.8994131327253,-56.464539147849806
9,1577.47,1474.33,12.134,0.003,0.622,0.004,0.105,0.003,0.408,0.004,0.788,0.005,154.69444335217304,-56.40562339071276
10,1084.94,95.706,12.287,0.004,0.452,0.007,-0.045,0.006,0.298,0.005,0.627,0.007,154.7697243107699,-56.51886779548934
11,876.463,1292.74,12.321,0.002,0.608,0.003,0.031,0.003,0.402,0.003,0.758,0.004,154.7994168079903,-56.420091518254516
12,949.975,39.103,12.501,0.004,0.573,0.007,0.2,0.006,0.364,0.005,0.779,0.007,154.789974369083,-56.523393536126044
13,1516.44,452.924,12.72,0.004,0.476,0.006,0.182,0.006,0.311,0.005,0.654,0.007,154.70487374516665,-56.4899344040105
14,1010.47,1353.04,12.752,0.003,0.343,0.003,-0.317,0.003,0.29,0.003,0.565,0.004,154.77929214602278,-56.41518809084108
15,1217.04,580.889,12.788,0.004,0.715,0.007,0.096,0.006,0.448,0.005,0.869,0.006,154.74949895859874,-56.47905118079102
16,641.307,954.167,12.875,0.002,0.325,0.004,0.136,0.005,0.224,0.004,0.43,0.005,154.83511722774523,-56.44789754650291
17,1183.51,1263.14,12.938,0.002,0.493,0.003,0.356,0.004,0.342,0.003,0.684,0.004,154.75359144533553,-56.42273086878253
18,673.437,1151.02,12.951,0.005,0.483,0.007,-0.007,0.005,0.342,0.007,0.684,0.008,154.83000270340884,-56.43168983116003
19,512.309,1509.83,12.967,0.003,0.237,0.004,0.137,0.004,0.177,0.004,0.33,0.006,154.85345768788693,-56.40206004335303
20,742.949,1735.59,13.034,0.004,1.417,0.006,1.092,0.01,0.811,0.005,1.578,0.006,154.81854630734793,-56.383474264120416
21,961.483,1219.37,13.047,0.002,0.413,0.003,-0.057,0.004,0.298,0.004,0.603,0.004,154.78683195122198,-56.426193328154504
22,576.255,115.932,13.185,0.005,1.522,0.01,1.32,0.015,0.825,0.006,1.65,0.007,154.8458823418577,-56.51680426730576
23,1312.81,696.345,13.189,0.004,0.431,0.007,0.313,0.007,0.279,0.006,0.583,0.008,154.73505145571085,-56.46962784863679
24,823.927,1582.19,13.251,0.004,0.375,0.005,0.012,0.004,0.273,0.005,0.531,0.007,154.80674947331013,-56.396172087722135
25,1230.67,626.704,13.336,0.005,0.348,0.008,0.062,0.006,0.255,0.006,0.484,0.009,154.7474097992817,-56.47528809845044
26,1375.36,888.124,13.376,0.005,0.401,0.007,0.252,0.007,0.269,0.007,0.527,0.009,154.72547061988735,-56.45386797647789
27,299.279,1769.41,13.42,0.005,0.595,0.007,-0.01,0.006,0.385,0.007,0.736,0.009,154.8847781446895,-56.380639578317215
28,1601.21,1904.72,13.511,0.005,2.05,0.006,2.149,0.054,1.191,0.006,2.337,0.007,154.6901371097631,-56.37000021000264
29,1107.21,1042.4,13.522,0.003,0.368,0.005,0.059,0.005,0.262,0.005,0.5,0.005,154.7653256989498,-56.44089614971229
30,608.547,248.865,13.524,0.005,0.636,0.009,0.595,0.009,0.374,0.007,0.805,0.009,154.84091393800796,-56.50590354098603
31,1154.92,1262.67,13.531,0.003,1.237,0.004,0.716,0.01,0.748,0.004,1.476,0.005,154.75786251932234,-56.42274812799526
32,1112.56,1670.15,13.546,0.004,0.487,0.005,0.382,0.005,0.314,0.005,0.63,0.006,154.76348005092112,-56.389045514283346
33,1316.69,1922.33,13.617,0.007,2.213,0.011,2.237,0.085,1.447,0.008,3.09,0.01,154.73252935724898,-56.36830924489092
34,981.478,1723.47,13.637,0.005,0.551,0.006,-0.041,0.005,0.376,0.005,0.708,0.007,154.78294772409393,-56.38456640141007
35,480.791,385.99,13.683,0.006,0.73,0.009,0.165,0.009,0.433,0.007,0.838,0.01,154.8599004308525,-56.49457272106421
36,508.073,1645.46,13.686,0.004,0.444,0.006,-0.061,0.005,0.323,0.006,0.612,0.007,154.85382418516215,-56.39086949167684
37,1703.18,1516.26,13.752,0.003,0.777,0.005,-0.051,0.005,0.524,0.005,1.08,0.006,154.67562336343158,-56.402287372661974
38,2021.15,685.639,13.778,0.007,0.501,0.011,0.326,0.01,0.515,0.009,1.177,0.011,154.62926968698352,-56.47144108441579
39,1046.87,1295.96,13.829,0.003,0.579,0.004,0.004,0.005,0.386,0.004,0.724,0.017,154.77394933178445,-56.419924041437596
40,1016.65,1283.99,13.85,0.002,0.452,0.003,-0.032,0.004,0.323,0.004,0.649,0.005,154.77848381859195,-56.42089314111394
41,667.852,755.865,13.902,0.005,0.573,0.009,-0.109,0.008,0.378,0.007,0.784,0.009,154.83142978909393,-56.464238199945946
