ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr,ra,dec
1,1735.16,1873.88,10.389,0.006,0.825,0.009,0.33,0.007,0.494,0.008,0.916,0.016,153.7875678896301,-50.67494103374245
2,957.837,1647.1,11.042,0.006,0.317,0.008,0.308,0.005,0.24,0.01,0.452,0.011,153.88920262833233,-50.69296068410972
4,941.736,1285.35,11.07,0.007,1.008,0.012,0.629,0.009,0.53,0.01,1.056,0.018,153.89182184412363,-50.72283643863343
8,438.133,1980.49,11.252,0.009,1.267,0.013,1.2,0.009,0.657,0.019,1.288,0.029,153.95639835021674,-50.66494764610102
5,1021.18,1111.33,11.74,0.002,1.824,0.005,2.211,0.012,1.019,0.006,2.174,0.015,153.88170493572974,-50.737278221124676
3,1051.77,1500.93,11.807,0.004,0.111,0.008,0.107,0.007,0.06,0.005,0.11,0.008,153.87716354439448,-50.705125520506535
6,1601.75,1405.95,12.197,0.004,0.347,0.006,0.134,0.005,0.214,0.006,0.408,0.008,153.80554249889934,-50.713490659115315
9,1870.3,736.37,12.233,0.003,1.925,0.007,2.199,0.022,1.12,0.014,2.609,0.027,153.77127480800783,-50.76903974451977
7,1213.46,1587.53,12.348,0.004,0.313,0.006,0.277,0.005,0.191,0.006,0.372,0.008,153.855959447969,-50.69811672095443
10,420.677,352.071,12.44,0.004,1.3,0.007,1.301,0.01,0.643,0.005,1.264,0.007,153.96127137512624,-50.79938957177897
11,895.874,193.825,12.664,0.004,0.649,0.006,-0.045,0.008,0.358,0.005,0.734,0.007,153.89940209020978,-50.81284209208858
12,678.104,1330.1,12.785,0.003,0.516,0.005,-0.102,0.005,0.311,0.005,0.603,0.006,153.92614011290934,-50.718909140400996
16,177.679,1299.83,12.786,0.005,1.392,0.008,1.342,0.012,0.721,0.008,1.419,0.009,153.99142967302964,-50.720994746722994
13,920.514,143.886,12.828,0.004,0.196,0.006,0.167,0.008,0.072,0.006,0.173,0.009,153.89625314947753,-50.81697889227219
14,304.097,557.427,12.844,0.004,0.517,0.007,-0.018,0.008,0.283,0.007,0.591,0.007,153.97616487108434,-50.782363440840975
15,1285.72,1423.2,12.96,0.005,0.445,0.007,0.059,0.005,0.255,0.007,0.51,0.008,153.84675617991897,-50.711763496002696
17,1802.15,1541.3,13.046,0.004,0.559,0.007,-0.004,0.007,0.352,0.007,0.68,0.008,153.7792260643563,-50.70250406452719
18,501.462,153.563,13.062,0.005,1.094,0.009,0.682,0.012,0.561,0.006,1.151,0.008,153.95103111945065,-50.81581566170655
19,1952.14,420.12,13.147,0.004,0.544,0.007,-0.103,0.01,0.321,0.008,0.652,0.007,153.76093994321675,-50.795206089371405
21,1061.43,1345.58,13.475,0.003,0.611,0.006,-0.032,0.005,0.363,0.005,0.692,0.006,153.87612201356993,-50.71796924052382
20,1072.82,1348.24,13.48,0.003,1.864,0.006,2.184,0.059,1.208,0.006,2.755,0.006,153.87463245718234,-50.717759857188135
22,626.41,1481.87,13.555,0.004,0.559,0.007,-0.104,0.006,0.337,0.006,0.655,0.008,153.93264828676854,-50.70632666797483
23,1072.83,1216.46,13.652,0.003,0.34,0.005,0.122,0.005,0.196,0.005,0.378,0.006,153.8748160595803,-50.72864417754365
27,621.171,1418.67,13.677,0.004,1.013,0.006,0.503,0.009,0.574,0.006,1.143,0.008,153.93342811036385,-50.71154385418174
24,669.776,360.747,13.682,0.006,0.499,0.009,-0.062,0.009,0.294,0.008,0.604,0.01,153.9287078972116,-50.798886383758784
25,1812.87,1018.05,13.687,0.002,0.81,0.005,0.298,0.007,0.465,0.006,0.882,0.006,153.77844732838335,-50.74573521642949
28,3.287,408.959,13.785,0.009,0.693,0.014,0.019,0.014,99.0,99.0,99.0,99.0,154.01569484598025,-50.794362976780036
30,1096.27,1619.86,13.803,0.005,0.696,0.009,0.12,0.008,0.408,0.007,0.773,0.01,153.8711949670179,-50.69533702668409
29,441.077,113.872,13.809,0.007,0.694,0.011,0.016,0.011,0.361,0.009,0.763,0.011,153.9589884276767,-50.8190346560927
31,990.768,242.311,13.861,0.007,0.62,0.011,0.038,0.009,0.354,0.009,0.714,0.012,153.88692256099782,-50.80893228730463
26,2021.35,136.252,13.931,0.007,-0.166,0.011,0.679,0.012,0.118,0.012,0.373,0.016,153.7522073549228,-50.818674579387086
32,852.871,294.949,14.006,0.007,0.483,0.011,0.262,0.01,0.271,0.009,0.583,0.012,153.90487522220994,-50.804470334503186
33,1532.19,1599.81,14.091,0.005,0.465,0.008,0.108,0.007,0.305,0.007,0.589,0.009,153.81437499654692,-50.697402976600365
38,10.784,659.369,14.096,0.006,1.135,0.011,0.665,0.015,0.578,0.011,1.235,0.011,154.01428326927132,-50.77372197569041
34,293.695,1063.19,14.114,0.003,1.361,0.007,1.332,0.028,0.7,0.007,1.364,0.006,153.9766936963032,-50.740627505019376
35,1797.74,1506.32,14.137,0.004,0.528,0.006,0.033,0.007,0.325,0.007,0.626,0.008,153.77984301769663,-50.70539052825596
36,1947.28,294.588,14.178,0.007,0.468,0.012,0.043,0.012,0.27,0.012,0.56,0.012,153.76172144687104,-50.80554945390661
40,790.469,1810.32,14.26,0.006,0.561,0.009,-0.09,0.009,0.352,0.008,0.673,0.012,153.910775060637,-50.67931932506042
130,101.701,710.647,15.646,0.019,0.781,0.031,99.0,99.0,0.414,0.027,0.874,0.031,154.0023302071621,-50.769564105320036
39,469.906,898.86,14.295,0.005,1.258,0.009,1.082,0.026,0.685,0.007,1.329,0.008,153.9539693083494,-50.754335926011294
44,290.07,295.639,14.323,0.007,0.773,0.012,0.201,0.014,0.4,0.01,0.833,0.011,153.97842764231518,-50.80393251679924
530,1563.44,1162.44,17.668,0.018,1.042,0.032,99.0,99.0,0.59,0.02,1.16,0.026,153.81084853790924,-50.73356701510817
37,587.242,449.2,14.397,0.006,1.591,0.01,1.749,0.063,0.874,0.008,1.745,0.009,153.93935550026544,-50.79152379385717
43,1089.72,1804.84,14.399,0.005,0.548,0.009,-0.065,0.008,0.35,0.007,0.671,0.01,153.87179150888136,-50.680038469327314
45,1626.66,220.643,14.465,0.007,0.73,0.013,0.064,0.013,0.411,0.011,0.842,0.012,153.80376998331576,-50.81132064177074
48,1604.86,644.82,14.538,0.007,1.164,0.013,0.704,0.021,0.644,0.012,1.287,0.013,153.80608835494985,-50.77632711262782
51,1612.46,32.957,14.571,0.007,1.241,0.012,0.934,0.025,0.646,0.011,1.286,0.013,153.80586503204293,-50.82677046677827
454,367.075,755.679,17.443,0.02,1.231,0.037,99.0,99.0,0.59,0.025,1.26,0.029,153.96761973347964,-50.76606403278166
46,1944.37,662.406,14.577,0.007,1.436,0.012,1.29,0.054,0.769,0.011,1.499,0.012,153.76167604640048,-50.775217055278354
47,1987.75,791.765,14.578,0.007,0.483,0.011,0.103,0.013,0.31,0.011,0.612,0.012,153.75585530857813,-50.76458917498619
49,1705.91,82.643,14.598,0.007,0.585,0.013,-0.081,0.014,0.343,0.012,0.713,0.013,153.79356939140226,-50.82277015528115
52,36.952,313.214,14.605,0.008,1.135,0.013,0.723,0.022,0.566,0.013,1.197,0.014,154.0114636933349,-50.802280825463754
55,1379.66,83.383,14.734,0.007,0.658,0.013,-0.011,0.017,0.361,0.012,0.747,0.012,153.83627030198934,-50.82238996140157
53,384.605,1046.21,14.748,0.003,1.332,0.007,1.243,0.04,0.697,0.005,1.358,0.006,153.96486327443324,-50.742103652759575
56,1835.51,961.394,14.765,0.005,1.083,0.01,0.584,0.02,0.612,0.01,1.215,0.01,153.77555644020404,-50.750434857040965
59,143.963,113.056,14.783,0.007,0.655,0.013,0.072,0.016,0.294,0.012,0.746,0.012,153.99782475519376,-50.8188579735003
54,245.921,1178.31,14.801,0.004,1.431,0.007,99.0,99.0,0.778,0.007,1.518,0.007,153.98273473516775,-50.731084582794296
58,19.81,1720.01,14.817,0.008,0.58,0.014,-0.003,0.015,0.351,0.013,0.704,0.016,154.01128653894304,-50.68615231046431
61,1314.05,1182.39,14.817,0.003,1.285,0.006,1.041,0.032,0.713,0.007,1.377,0.007,153.84338098118656,-50.7316809875059
63,617.3,186.04,14.829,0.006,0.787,0.011,0.186,0.016,0.422,0.01,0.85,0.011,153.93583690402875,-50.81323876648025
67,78.742,181.112,14.843,0.008,0.835,0.014,0.134,0.018,0.378,0.012,0.906,0.014,154.0062313940399,-50.81319922587993
60,934.576,1454.4,14.852,0.004,0.705,0.006,-0.004,0.01,0.418,0.005,0.81,0.008,153.89251201052136,-50.7088649735029
64,1416.17,652.022,14.869,0.006,0.604,0.011,0.021,0.016,0.352,0.011,0.696,0.012,153.83074390400586,-50.77555004230108
68,589.506,525.814,14.879,0.005,0.592,0.01,-0.021,0.012,0.34,0.008,0.693,0.009,153.93894035819568,-50.78520902116873
62,845.304,1496.2,14.882,0.004,1.271,0.007,1.087,0.031,0.68,0.006,1.302,0.009,153.9040912038585,-50.705332108597936
70,553.953,633.496,14.899,0.006,0.6,0.01,0.028,0.012,0.352,0.009,0.719,0.009,153.94341570613787,-50.77629873807413
65,360.346,628.278,14.923,0.006,1.271,0.01,1.077,0.046,0.675,0.009,1.344,0.01,153.96870472319725,-50.776566933597095
57,791.169,1282.55,14.928,0.003,1.458,0.006,1.458,0.051,0.813,0.004,1.589,0.006,153.91146603383797,-50.722934623256684
69,1738.69,1993.69,14.958,0.004,1.281,0.008,1.042,0.037,0.693,0.007,1.371,0.008,153.78696422668844,-50.665034270597324
66,1097.01,1582.66,14.981,0.011,1.121,0.023,0.656,0.044,0.618,0.014,1.198,0.017,153.87115023888177,-50.69841234771589
73,860.14,1468.0,14.999,0.004,0.679,0.007,-0.073,0.012,0.413,0.006,0.813,0.009,153.9021981866578,-50.707675297399774
71,1118.96,1860.75,15.0,0.005,1.042,0.009,0.558,0.022,0.588,0.006,1.136,0.01,153.86790374217398,-50.675441677967
72,896.66,1143.9,15.0,0.004,0.63,0.006,-0.025,0.01,0.386,0.006,0.758,0.007,153.89790786712155,-50.73447738884291
75,495.492,1389.84,15.055,0.005,0.5,0.008,-0.041,0.01,0.321,0.007,0.633,0.009,153.9498568178785,-50.71381947999863
77,1146.74,1430.79,15.062,0.004,0.732,0.007,0.16,0.012,0.425,0.006,0.799,0.007,153.86487531780102,-50.71100760354072
76,560.919,827.221,15.088,0.005,1.162,0.009,0.739,0.03,0.627,0.008,1.246,0.009,153.94220331794835,-50.76032395009255
74,901.73,1917.98,15.094,0.005,1.307,0.009,1.025,0.035,0.709,0.006,1.365,0.011,153.89612412162148,-50.67051371961229
80,1173.72,1870.41,15.097,0.005,0.572,0.009,-0.055,0.012,0.356,0.006,0.694,0.01,153.86075483266657,-50.67469287523364
81,602.648,1393.67,15.109,0.005,0.638,0.009,-0.066,0.014,0.381,0.006,0.727,0.008,153.93588138135652,-50.71359342057079
82,829.776,313.807,15.119,0.006,0.713,0.01,0.085,0.018,0.384,0.01,0.797,0.011,153.9078663063839,-50.802895582018195
79,1362.73,794.035,15.141,0.005,1.257,0.011,0.92,0.048,0.688,0.009,1.36,0.01,153.83754005583077,-50.763783408930394
84,1617.75,1185.89,15.199,0.003,0.462,0.006,-0.025,0.013,0.291,0.006,0.574,0.007,153.80372780418602,-50.73168352752217
78,1076.03,1335.89,15.202,0.004,1.514,0.007,99.0,99.0,0.825,0.005,1.607,0.009,153.87423101747217,-50.71878295176678
83,830.941,1364.42,15.21,0.003,1.059,0.006,0.872,0.038,0.669,0.004,1.23,0.006,153.9061577667417,-50.716207036335234
86,943.371,955.329,15.212,0.005,1.169,0.009,0.761,0.028,0.636,0.009,1.249,0.009,153.89208504005,-50.75008593283602
85,1923.15,628.899,15.213,0.006,1.264,0.011,1.115,0.068,0.65,0.011,1.284,0.012,153.76448993100487,-50.77795925058253
90,1244.88,887.512,15.27,0.005,0.827,0.01,0.331,0.018,0.463,0.009,0.89,0.01,153.85280948882206,-50.755958870597354
88,1614.63,1419.81,15.273,0.004,0.592,0.006,-0.066,0.012,0.375,0.006,0.738,0.007,153.80384437205038,-50.712358088645914
87,1923.47,890.309,15.277,0.006,1.192,0.011,0.892,0.044,0.652,0.011,1.276,0.011,153.76414466744149,-50.75639121784328
1801,121.374,1319.08,19.823,0.07,0.672,0.124,99.0,99.0,0.507,0.087,99.0,99.0,153.99873597654647,-50.719360175953945
91,1346.18,1439.65,15.299,0.005,0.574,0.008,-0.009,0.014,0.359,0.006,0.688,0.009,153.83884677691356,-50.710461130579205
93,462.805,1468.19,15.311,0.005,0.595,0.008,-0.011,0.014,0.358,0.007,0.693,0.009,153.9539939539355,-50.707319250360314
