ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr,ra,dec
1,1688.38,1907.08,9.241,0.007,1.102,0.01,0.816,0.007,99.0,99.0,1.363,0.008,150.3847038339388,-49.522039628322226
2,752.864,753.867,11.674,0.016,1.497,0.018,1.62,0.011,99.0,99.0,2.416,0.04,150.50477009917594,-49.61680874016554
3,342.894,1244.01,11.676,0.02,0.381,0.024,0.227,0.015,99.0,99.0,0.421,0.024,150.55643300852927,-49.57595863924149
4,997.612,1159.87,11.969,0.004,0.433,0.006,-0.071,0.005,0.276,0.007,0.512,0.006,150.47311494288027,-49.583427704427855
5,882.942,431.951,12.008,0.003,0.415,0.004,0.393,0.009,0.247,0.007,0.458,0.007,150.48858442025346,-49.6435006113791
6,1612.74,847.718,12.312,0.008,0.572,0.011,-0.14,0.012,0.367,0.011,0.67,0.013,150.39522294038002,-49.609624535887995
7,1136.41,1451.94,12.559,0.006,1.374,0.009,1.128,0.009,0.747,0.01,1.383,0.008,150.45515197523122,-49.55936726190701
8,315.312,1983.32,12.674,0.016,0.634,0.022,0.447,0.021,0.378,0.032,0.735,0.028,150.5590279635973,-49.51475876088956
9,1987.63,232.618,12.738,0.014,0.547,0.019,0.433,0.019,0.476,0.025,0.9,0.025,150.34818132408054,-49.660632916621985
10,748.797,1137.8,13.24,0.007,1.47,0.009,1.222,0.014,0.805,0.011,1.491,0.008,150.50482101885294,-49.58506974514575
11,1448.74,816.58,13.274,0.008,1.165,0.013,0.66,0.018,0.657,0.011,1.216,0.013,150.4160970397132,-49.61210181449231
12,244.809,170.516,13.307,0.022,0.494,0.028,0.38,0.027,0.267,0.031,0.488,0.029,150.57046278330415,-49.66457488161801
13,1329.88,614.085,13.337,0.007,0.741,0.01,0.189,0.013,0.46,0.01,0.847,0.012,150.43142967568616,-49.62876045987896
14,246.077,909.274,13.364,0.014,0.606,0.018,0.334,0.017,0.382,0.022,0.71,0.021,150.56923903513353,-49.60354979936778
15,375.503,1391.2,13.365,0.012,0.706,0.017,-0.037,0.016,0.44,0.02,0.78,0.019,150.55208562346132,-49.563812490137856
16,1237.03,1096.43,13.483,0.005,0.678,0.008,-0.073,0.008,0.429,0.007,0.803,0.009,150.44272691551598,-49.588835901009105
17,1153.86,434.64,13.663,0.008,0.749,0.011,0.058,0.015,0.448,0.011,0.784,0.013,150.45404582070907,-49.643468758216265
18,552.031,77.913,13.711,0.012,0.812,0.016,0.065,0.017,0.492,0.018,0.887,0.017,150.5313085051349,-49.67247829426651
19,923.63,1405.41,13.846,0.007,0.444,0.01,0.118,0.008,0.265,0.013,0.483,0.009,150.4822583046159,-49.56306758166903
20,873.031,1559.86,14.021,0.018,0.74,0.032,0.088,0.048,0.46,0.024,0.866,0.026,150.488526859069,-49.550252944950266
21,1154.96,1128.83,14.048,0.005,1.973,0.008,98.85,99.0,1.131,0.007,2.132,0.008,150.45313000393773,-49.58610268576365
22,760.424,1038.19,14.065,0.005,0.809,0.007,0.084,0.01,0.483,0.008,0.904,0.007,150.50345864398355,-49.59331422503718
23,1680.87,723.452,14.101,0.012,1.338,0.018,1.05,0.024,0.759,0.016,1.401,0.017,150.38668693887746,-49.619931911635895
24,629.562,1019.66,14.117,0.01,1.744,0.014,98.85,99.0,0.946,0.015,1.704,0.012,150.52016013803447,-49.594744663706614
