ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr,ra,dec
51,969.019,752.745,14.366,0.011,1.522,0.017,99.0,99.0,0.882,0.013,1.666,0.014,182.1258220916588,-60.70402525804303
52,1716.14,419.519,14.396,0.01,0.851,0.014,0.211,0.013,0.531,0.013,1.006,0.014,182.00038042070037,-60.73206478003356
53,743.791,137.776,14.398,0.01,0.831,0.014,0.256,0.014,0.533,0.013,1.033,0.015,182.16488976352105,-60.754615118367916
54,1267.24,1277.63,14.4,0.004,1.498,0.006,1.218,0.03,0.885,0.007,1.661,0.007,182.0748273037816,-60.660891519078746
55,970.433,621.893,14.412,0.009,0.592,0.012,0.501,0.013,0.375,0.012,0.743,0.013,182.1257973474197,-60.71483477168802
57,74.025,402.692,14.43,0.009,0.577,0.013,0.3,0.014,0.318,0.016,0.683,0.015,182.27750763632295,-60.73216015192372
58,1673.42,323.713,14.461,0.01,0.54,0.014,0.402,0.013,0.338,0.014,0.691,0.016,182.0077034226189,-60.73993229272406
59,701.957,950.872,14.47,0.008,0.562,0.011,0.262,0.012,0.388,0.011,0.767,0.012,182.17049067425418,-60.68741382177851
60,1238.43,975.935,14.511,0.008,1.701,0.013,1.777,0.055,1.008,0.011,1.894,0.011,182.08010066074215,-60.68580658359332
61,1477.02,368.58,14.537,0.01,0.767,0.015,0.545,0.016,0.498,0.013,0.997,0.015,182.04076063221754,-60.736108564739816
62,1677.71,1299.07,14.569,0.004,1.44,0.007,1.134,0.026,0.837,0.008,1.583,0.007,182.00579488022126,-60.65945655048853
63,277.777,2006.29,14.572,0.011,2.279,0.016,99.0,99.0,1.339,0.019,2.683,0.029,182.23995964856334,-60.59949415807194
64,1784.29,1646.59,14.606,0.008,1.511,0.011,1.259,0.037,0.855,0.011,1.615,0.011,181.98751498032843,-60.630812305065504
65,1430.7,892.85,14.615,0.008,0.484,0.011,0.362,0.012,0.299,0.013,0.609,0.013,182.0478485415912,-60.692821271713086
66,1864.95,345.847,14.634,0.011,1.462,0.016,1.084,0.032,0.858,0.014,1.648,0.015,181.97538770615154,-60.73822437262912
67,1483.61,1319.53,14.7,0.005,0.711,0.007,0.333,0.012,0.491,0.008,0.94,0.008,182.03839376945845,-60.65760933443845
68,1683.99,1870.18,14.713,0.01,0.746,0.015,0.138,0.013,0.505,0.012,0.964,0.014,182.00410858578277,-60.6122266087088
69,1315.71,1517.61,14.754,0.007,0.729,0.01,0.159,0.011,0.486,0.009,0.908,0.01,182.06635524811023,-60.641081421987415
70,886.273,1431.08,14.761,0.006,1.329,0.009,1.122,0.035,0.88,0.007,1.577,0.009,182.13866700965113,-60.64784617806337
71,95.947,2001.72,14.765,0.012,0.874,0.019,0.375,0.029,0.507,0.019,1.131,0.02,182.27051779714432,-60.59965618730647
943,498.408,94.324,18.537,0.026,1.166,0.049,99.0,99.0,0.775,0.034,1.423,0.039,182.206436571094,-60.75800616914522
73,923.603,829.449,14.826,0.009,0.613,0.014,0.494,0.015,0.407,0.013,0.81,0.013,182.13335036959515,-60.69764896081936
74,683.965,941.123,14.832,0.008,0.811,0.012,0.476,0.017,0.556,0.011,1.077,0.011,182.17353923970072,-60.68820366743504
75,775.307,1561.29,14.876,0.026,0.924,0.037,0.361,0.033,0.527,0.035,1.037,0.041,182.15711733862116,-60.636951873265815
76,430.738,1432.85,14.88,0.007,2.27,0.011,99.0,99.0,1.372,0.009,2.613,0.01,182.21529569301075,-60.64724086106412
77,1369.45,612.642,14.936,0.01,1.108,0.014,0.707,0.024,0.691,0.014,1.265,0.014,182.0585517855187,-60.715905008205596
78,1024.13,847.463,14.94,0.009,1.611,0.014,99.0,99.0,0.931,0.012,1.745,0.013,182.11638412008753,-60.69624521407797
79,480.814,591.117,14.94,0.008,0.781,0.012,0.125,0.016,0.497,0.013,0.957,0.012,182.2084383208623,-60.716959270264525
80,700.098,853.53,14.995,0.009,0.78,0.012,0.237,0.016,0.507,0.013,0.977,0.013,182.17097474233216,-60.69546229921015
81,1541.56,1226.38,15.018,0.003,1.588,0.006,1.357,0.062,0.941,0.007,1.76,0.006,182.02876761120737,-60.6653558521462
82,1742.71,790.576,15.019,0.009,0.918,0.013,0.208,0.016,0.596,0.014,1.178,0.014,181.99545437739476,-60.70148834381301
83,267.624,1806.4,15.03,0.012,1.613,0.017,1.291,0.054,0.964,0.016,1.838,0.018,182.24203720296026,-60.616078676545456
84,1556.78,461.246,15.033,0.012,1.475,0.02,0.836,0.044,0.93,0.017,1.804,0.017,182.02718729808805,-60.72852244376795
85,1305.59,1558.43,15.054,0.026,0.797,0.043,0.044,0.057,0.522,0.037,1.0,0.04,182.0680015379972,-60.63769415685273
86,1314.53,1825.46,15.066,0.009,1.126,0.014,1.016,0.027,0.759,0.011,1.491,0.013,182.06615284634037,-60.615592970474864
87,92.709,341.107,15.067,0.008,0.909,0.013,0.315,0.019,0.516,0.016,1.027,0.014,182.27448489867228,-60.73726893882347
88,286.708,1550.79,15.071,0.009,0.583,0.013,0.445,0.016,0.407,0.013,0.795,0.014,182.23931007950472,-60.63730775172569
89,1741.58,119.403,15.09,0.01,0.591,0.014,0.44,0.018,0.34,0.015,0.702,0.014,181.99646901284808,-60.75679920537918
90,1374.09,1219.89,15.094,0.004,0.918,0.006,0.667,0.022,0.585,0.007,1.129,0.006,182.05693655176998,-60.665755966916784
91,304.55,233.426,15.097,0.009,1.565,0.014,1.282,0.067,0.907,0.015,1.769,0.014,182.23891691201592,-60.74635801403721
92,1033.55,1116.65,15.097,0.004,0.975,0.006,0.35,0.015,0.623,0.006,1.156,0.006,182.11437840018664,-60.67400102390158
93,714.56,738.748,15.121,0.009,1.718,0.015,99.0,99.0,1.001,0.013,1.895,0.013,182.16873954089118,-60.70496440566791
94,136.82,795.57,15.158,0.008,0.903,0.011,0.225,0.018,0.568,0.014,1.099,0.013,182.26606819164172,-60.69972116204727
95,1049.88,761.872,15.158,0.008,0.604,0.013,0.505,0.019,0.377,0.013,0.754,0.012,182.11218061370084,-60.703337871533556
96,1569.99,1501.82,15.169,0.006,0.762,0.009,0.07,0.013,0.51,0.009,0.943,0.01,182.02365730349538,-60.64260773697517
97,271.058,1630.39,15.182,0.008,1.674,0.014,99.0,99.0,0.974,0.012,1.834,0.013,182.24179168630639,-60.6306878963795
98,1711.84,1387.68,15.199,0.005,0.707,0.008,0.149,0.013,0.473,0.008,0.885,0.008,181.9999597355115,-60.65216034238017
99,1707.95,1871.2,15.214,0.01,0.683,0.014,0.125,0.015,0.477,0.013,0.915,0.015,182.00008867022345,-60.61216317257161
100,691.444,1753.58,15.215,0.01,0.774,0.015,0.16,0.015,0.528,0.012,0.986,0.015,182.170899093303,-60.6209272802117
101,267.432,56.089,15.227,0.009,0.797,0.014,0.097,0.018,0.446,0.015,0.936,0.015,182.24556264225947,-60.76097003696345
102,708.337,914.733,15.254,0.008,0.993,0.013,0.517,0.025,0.591,0.012,1.094,0.012,182.1694788528986,-60.69040859421503
103,1056.19,1279.82,15.257,0.005,0.738,0.007,0.123,0.014,0.484,0.006,0.927,0.008,182.11032097411766,-60.66052427713042
104,1659.05,1106.22,15.268,0.004,1.518,0.008,1.42,0.077,0.878,0.008,1.627,0.007,182.0091568341774,-60.67537406322394
105,323.169,1576.24,15.268,0.008,0.805,0.013,0.333,0.017,0.539,0.012,1.035,0.013,182.23312812813407,-60.63523712939737
106,321.638,942.631,15.275,0.009,2.381,0.016,99.0,99.0,1.422,0.014,2.738,0.014,182.2346020243229,-60.68773292870826
107,957.442,624.171,15.286,0.008,1.105,0.012,0.549,0.034,0.691,0.013,1.329,0.011,182.12798399778697,-60.7146361219328
108,553.846,1613.57,15.306,0.008,0.697,0.012,0.354,0.016,0.46,0.011,0.877,0.011,182.19426465253412,-60.63239035724579
109,1446.25,1930.79,15.311,0.026,0.678,0.032,0.316,0.021,0.47,0.036,0.849,0.045,182.0439199135054,-60.60699197305502
110,919.859,1709.8,15.321,0.009,0.656,0.013,0.231,0.018,0.457,0.011,0.865,0.013,182.13259014440163,-60.62479126246451
111,1604.84,20.158,15.324,0.012,1.758,0.016,99.0,99.0,0.987,0.017,1.904,0.016,182.01967551494897,-60.76489062468869
112,1993.85,963.524,15.324,0.009,0.735,0.014,0.054,0.017,0.482,0.015,0.918,0.014,181.95300958607731,-60.68739016938304
113,416.117,365.865,15.349,0.008,0.863,0.013,0.206,0.022,0.524,0.014,1.015,0.013,182.21980054540987,-60.73551553687422
114,1796.37,685.182,15.365,0.008,0.811,0.013,0.173,0.017,0.518,0.015,1.029,0.013,181.98654416965894,-60.71021695635861
115,904.839,1344.16,15.375,0.006,0.776,0.009,0.079,0.015,0.521,0.008,0.972,0.008,182.135681466961,-60.65505999645925
116,29.943,1191.04,15.377,0.006,1.007,0.01,0.38,0.02,0.638,0.012,1.221,0.012,182.2832613986382,-60.66685360934959
117,1526.2,1789.66,15.377,0.009,0.952,0.013,0.423,0.022,0.591,0.012,1.078,0.013,182.03067169228734,-60.6187522557716
118,66.146,964.64,15.398,0.009,1.017,0.014,0.535,0.03,0.668,0.015,1.3,0.015,182.27763406928145,-60.68565058177778
119,1761.53,1292.3,15.419,0.004,0.657,0.007,0.198,0.014,0.444,0.008,0.853,0.007,181.99171649983722,-60.660080859980596
120,407.684,84.871,15.433,0.009,0.721,0.013,0.338,0.03,0.419,0.013,0.863,0.013,182.22179068771518,-60.758711923550514
121,703.872,36.916,15.446,0.01,0.802,0.013,0.192,0.021,0.507,0.014,0.98,0.013,182.1718218441961,-60.76290434493076
122,703.933,110.837,15.457,0.009,0.752,0.013,0.345,0.021,0.47,0.014,0.933,0.013,182.17167348304145,-60.75680672860097
123,501.057,405.426,15.481,0.008,0.705,0.013,0.269,0.02,0.449,0.013,0.899,0.013,182.20537973793478,-60.73232128092604
124,1049.81,279.628,15.484,0.011,0.753,0.015,0.642,0.025,0.459,0.015,0.936,0.014,182.112968948065,-60.74314416055575
125,1500.24,1431.56,15.486,0.006,0.588,0.009,0.325,0.018,0.396,0.009,0.769,0.01,182.03545978953036,-60.64835982355186
126,34.982,1402.53,15.496,0.009,0.898,0.013,0.196,0.023,0.568,0.014,1.11,0.015,182.28197311381334,-60.64932391080054
127,1069.11,1841.04,15.501,0.012,0.841,0.018,0.12,0.019,0.552,0.015,1.041,0.017,182.10733074231257,-60.61406418082126
128,401.41,445.278,15.505,0.009,0.606,0.012,0.341,0.02,0.372,0.013,0.754,0.013,182.22212609086733,-60.728941209572845
129,553.305,844.154,15.515,0.007,0.779,0.012,0.385,0.023,0.494,0.012,0.961,0.012,182.19573517741347,-60.69610341708894
130,1186.79,1036.97,15.532,0.005,0.887,0.008,0.175,0.016,0.549,0.007,1.043,0.008,182.0887048347359,-60.68072002022444
131,1751.04,1166.88,15.542,0.004,0.642,0.008,0.277,0.018,0.437,0.009,0.842,0.007,181.993619231565,-60.670433209670286
132,928.522,629.026,15.55,0.009,0.932,0.013,0.314,0.028,0.574,0.013,1.075,0.012,182.13285220881355,-60.71421159137712
133,1265.93,1587.79,15.556,0.007,0.84,0.012,0.16,0.017,0.553,0.009,1.026,0.011,182.0746251674606,-60.635228014699535
134,1280.59,429.654,15.564,0.01,0.709,0.014,0.413,0.025,0.438,0.014,0.874,0.014,182.07379810195758,-60.73093696492261
135,797.496,1475.11,15.592,0.007,0.898,0.012,0.648,0.03,0.611,0.009,1.211,0.01,182.15352609447788,-60.644113294167134
136,1117.68,1005.9,15.619,0.012,0.89,0.017,0.153,0.02,0.558,0.017,1.068,0.02,182.10038483962035,-60.68323001491303
137,107.529,1934.15,15.624,0.019,0.64,0.043,0.459,0.051,0.399,0.027,0.845,0.028,182.26870291579587,-60.605283335084984
138,905.024,1070.81,15.634,0.005,2.356,0.012,99.0,99.0,1.406,0.007,2.671,0.007,182.13608692535067,-60.67767794849601
139,1425.51,1050.58,15.636,0.004,1.442,0.009,99.0,99.0,0.842,0.008,1.582,0.007,182.04851160788076,-60.67978958503306
140,1149.65,76.02,15.666,0.008,1.006,0.014,0.417,0.036,0.618,0.014,1.198,0.013,182.09644488703177,-60.7600020040941
141,1420.22,855.778,15.668,0.01,1.5,0.015,99.0,99.0,0.994,0.015,1.827,0.014,182.04966294481676,-60.695874340379596
142,756.036,1488.89,15.675,0.007,0.942,0.012,0.225,0.045,0.608,0.009,1.145,0.011,182.16047582917116,-60.64293070709736
143,1132.5,255.865,15.705,0.01,0.752,0.014,0.311,0.033,0.469,0.015,0.939,0.015,182.0990510998334,-60.74516389656275
144,98.398,1720.43,15.738,0.012,0.682,0.017,0.402,0.023,0.446,0.017,0.904,0.019,182.27065803674682,-60.62301896351289
145,238.587,100.869,15.758,0.008,1.002,0.014,0.495,0.039,0.563,0.015,1.118,0.016,182.25034485949757,-60.75724796353464
146,1449.43,984.729,15.776,0.01,1.007,0.014,0.482,0.032,0.598,0.015,1.129,0.014,182.04457357313032,-60.685247923390854
147,333.261,349.732,15.78,0.009,0.864,0.013,0.19,0.02,0.497,0.013,1.001,0.012,182.2338272215657,-60.736775360775574
148,1639.2,1059.37,15.787,0.005,0.819,0.008,0.106,0.018,0.539,0.008,1.021,0.008,182.0125512835632,-60.67922825827824
149,1787.02,1376.1,15.8,0.006,1.876,0.013,99.0,99.0,1.088,0.009,2.03,0.009,181.98734257857265,-60.65317624735042
359,1314.7,790.318,17.045,0.011,0.821,0.018,99.0,99.0,0.518,0.014,1.037,0.019,182.06752349911244,-60.70119855161661
151,70.425,661.294,15.822,0.009,1.522,0.014,99.0,99.0,0.877,0.015,1.682,0.014,182.27755665624585,-60.71076716061457
152,1652.33,662.295,15.829,0.007,1.003,0.014,0.438,0.036,0.621,0.013,1.175,0.012,182.01082828521552,-60.71200813186179
153,1957.77,726.718,15.84,0.01,0.753,0.015,0.55,0.038,0.477,0.016,0.953,0.015,181.95932660690013,-60.70689617045915
154,839.62,1791.98,15.84,0.01,0.681,0.015,0.315,0.025,0.45,0.012,0.858,0.015,182.14594333117185,-60.61789813761536
155,1157.64,1464.89,15.852,0.006,0.808,0.01,0.158,0.02,0.54,0.008,1.005,0.01,182.0929917561247,-60.6453017606205
156,761.182,653.54,15.853,0.008,1.895,0.013,99.0,99.0,1.128,0.013,2.116,0.012,182.16102826932874,-60.71204652017118
157,1470.58,1388.96,15.873,0.006,0.936,0.01,0.364,0.028,0.605,0.008,1.127,0.009,182.04049675166434,-60.651857771698495
158,1146.54,1535.38,15.881,0.007,0.871,0.011,0.764,0.037,0.593,0.009,1.173,0.01,182.094757432851,-60.63945669054935
159,998.275,48.226,15.885,0.008,1.506,0.016,99.0,99.0,0.873,0.013,1.686,0.013,182.12205825210737,-60.76218790445017
160,1479.69,328.498,15.892,0.01,0.865,0.014,0.187,0.031,0.544,0.015,1.056,0.015,182.04036614377787,-60.73941420493836
161,877.514,14.999,15.913,0.007,0.896,0.013,0.441,0.03,0.568,0.012,1.123,0.011,182.14251858432957,-60.76484072808603
162,1387.71,1938.94,15.914,0.01,0.629,0.014,0.383,0.029,0.433,0.012,0.836,0.013,182.05373077602067,-60.606261658757525
163,690.903,483.802,15.915,0.009,0.872,0.013,0.254,0.033,0.554,0.013,1.072,0.013,182.17318728788362,-60.726009147919335
164,1060.73,524.868,15.926,0.01,0.844,0.014,0.718,0.053,0.546,0.014,1.084,0.013,182.11072845009664,-60.722916921147174
165,1320.02,710.235,15.938,0.009,0.918,0.015,0.41,0.03,0.601,0.014,1.166,0.014,182.0667416275852,-60.707814024015995
166,1306.07,1046.25,15.941,0.004,1.78,0.011,99.0,99.0,1.038,0.008,1.971,0.006,182.0686160961213,-60.68005149289139
167,906.116,34.32,15.944,0.009,0.853,0.014,0.056,0.028,0.55,0.013,1.088,0.013,182.137651712524,-60.7632684966367
168,1409.29,1146.15,15.945,0.004,0.913,0.007,0.211,0.024,0.598,0.008,1.118,0.008,182.05111394972852,-60.67187977837611
169,1875.02,757.87,15.951,0.01,0.689,0.015,0.394,0.032,0.43,0.015,0.858,0.015,181.97322088456,-60.70427442741399
170,452.783,524.448,15.952,0.007,0.79,0.012,0.215,0.025,0.496,0.013,0.977,0.015,182.21329789553258,-60.72244444592324
628,552.577,1742.58,17.817,0.033,1.747,0.062,99.0,99.0,1.088,0.037,2.042,0.041,182.19425467591805,-60.621691243645756
172,800.028,728.563,15.974,0.011,0.992,0.018,0.464,0.042,0.638,0.015,1.213,0.016,182.15434785126314,-60.705880479321344
173,151.555,1412.82,15.977,0.009,0.9,0.012,-0.02,0.065,0.573,0.014,1.104,0.014,182.26232479415063,-60.64860045411345
1051,1873.61,1371.14,18.722,0.031,1.153,0.053,99.0,99.0,0.745,0.035,1.363,0.042,181.9728023724235,-60.65365240056151
175,1709.21,700.228,15.98,0.007,0.901,0.014,99.0,99.0,0.588,0.014,1.16,0.013,182.00120258596283,-60.70891807322093
176,1960.89,1362.48,15.985,0.005,2.449,0.015,99.0,99.0,1.59,0.009,3.181,0.008,181.95815118371686,-60.65443306889204
177,1336.24,1718.79,16.005,0.009,0.874,0.014,0.221,0.027,0.58,0.011,1.089,0.013,182.0626449921518,-60.62444713377511
178,1973.6,1333.56,16.021,0.006,0.894,0.01,0.256,0.032,0.576,0.009,1.068,0.009,181.95604464252608,-60.65683117150319
179,1340.44,1474.74,16.034,0.006,0.648,0.01,0.338,0.024,0.448,0.008,0.846,0.01,182.06225638646686,-60.64465059282953
180,1205.02,571.865,16.049,0.009,1.101,0.013,0.723,0.052,0.683,0.013,1.229,0.013,182.08632624974874,-60.71914817097988
181,39.31,374.121,16.049,0.009,1.203,0.016,0.848,0.076,0.667,0.017,1.311,0.016,182.28343548542657,-60.73448939394056
182,293.103,1834.44,16.054,0.023,1.376,0.035,0.811,0.071,0.799,0.027,1.655,0.035,182.237702052104,-60.61378046800935
183,268.459,144.081,16.061,0.007,0.941,0.014,0.582,0.051,0.562,0.014,1.143,0.016,182.24520331235692,-60.753705486644066
184,1332.12,498.195,16.067,0.008,1.328,0.014,99.0,99.0,0.798,0.014,1.524,0.013,182.0650082460126,-60.725320148282044
185,1433.74,1426.66,16.073,0.009,0.796,0.012,0.06,0.022,0.537,0.011,1.022,0.015,182.04664021086083,-60.64870875491957
723,589.664,53.262,18.045,0.023,2.301,0.072,99.0,99.0,1.336,0.028,2.547,0.028,182.19109304325747,-60.761467443619054
187,1091.09,126.067,16.083,0.009,1.71,0.017,99.0,99.0,1.021,0.015,2.001,0.014,182.1062522407474,-60.75583639859506
188,1728.3,496.791,16.086,0.011,1.761,0.018,99.0,99.0,1.031,0.016,1.992,0.015,181.9982354500146,-60.725704139736315
189,1923.91,549.069,16.086,0.011,0.723,0.015,0.562,0.043,0.457,0.017,0.918,0.015,181.9652213310397,-60.72151758522055
733,719.672,316.802,18.075,0.021,1.105,0.039,99.0,99.0,0.716,0.027,1.377,0.029,182.16863542288027,-60.739822294207315
191,581.606,1131.02,16.106,0.005,0.855,0.009,0.227,0.027,0.551,0.008,1.069,0.008,182.1904449422156,-60.67239382946325
192,1676.73,1570.02,16.111,0.009,0.755,0.012,0.27,0.025,0.521,0.011,0.978,0.012,182.0056535305308,-60.63705628951427
193,525.931,1827.83,16.115,0.012,1.966,0.019,99.0,99.0,1.164,0.015,2.192,0.016,182.19858561684052,-60.614590581096635
194,1322.69,1371.74,16.133,0.006,0.806,0.01,0.14,0.027,0.553,0.008,1.032,0.009,182.0653762250697,-60.65315584643703
195,672.53,413.777,16.139,0.009,0.997,0.014,0.361,0.044,0.605,0.012,1.187,0.014,182.17641619392072,-60.7317770026083
196,1615.12,773.456,16.157,0.009,0.873,0.014,0.25,0.041,0.541,0.014,1.048,0.014,182.01695507228962,-60.70281204214573
197,2015.18,165.814,16.161,0.011,0.871,0.017,0.851,0.084,0.79,0.016,1.754,0.016,181.95026688024467,-60.753129242380986
198,1662.72,1989.48,16.175,0.009,0.783,0.013,0.105,0.031,0.539,0.011,1.025,0.013,182.00754881728662,-60.60233002652717
199,1603.31,1602.93,16.183,0.007,1.973,0.015,99.0,99.0,1.175,0.01,2.202,0.011,182.01794394321217,-60.63427251283225
200,1299.22,660.09,16.187,0.009,0.676,0.014,0.552,0.039,0.418,0.013,0.855,0.015,182.07031850802213,-60.711937438776424
201,1182.47,1277.82,16.189,0.006,0.819,0.01,0.059,0.027,0.558,0.014,1.037,0.009,182.08908342169346,-60.66080213050799
202,1917.75,1138.05,16.199,0.006,1.01,0.011,0.503,0.04,0.672,0.01,1.275,0.009,181.96562566467207,-60.67293506773064
569,383.858,1887.29,17.685,0.019,1.007,0.03,99.0,99.0,0.624,0.027,1.19,0.028,182.22235352599256,-60.60949736387697
204,58.342,575.68,16.217,0.01,0.886,0.016,0.164,0.042,0.514,0.018,1.037,0.018,182.27978094078082,-60.717838541099034
205,876.65,1157.98,16.224,0.006,0.886,0.009,0.645,0.046,0.546,0.008,1.107,0.01,182.14072259563983,-60.670441353527394
