ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,Vrerr,VI,VIerr,ra,dec
1,2354.38,3153.4,8.5,0.004,0.078,0.004,99.0,99.0,,99,0.11,0.011,175.7049471487807,-62.56543691365796
2,2370.31,1524.68,8.554,0.01,0.035,0.009,-0.997,0.047,,99,0.065,0.018,175.70678668632968,-62.43484695368556
3,1786.09,2049.63,8.716,0.009,0.088,0.008,-0.554,0.005,,99,0.153,0.021,175.6056702769934,-62.477106949449386
4,2161.47,3210.82,9.495,0.006,1.658,0.005,99.0,99.0,,99,1.753,0.011,175.67148753347698,-62.57008099881754
5,1760.19,3289.16,9.654,0.012,1.049,0.01,0.652,0.003,,99,1.137,0.017,175.60190362888721,-62.576411072614675
6,3299.36,3396.34,10.368,0.037,0.127,0.033,99.0,99.0,,99,99.0,99.0,175.86957647901775,-62.58454385548626
7,170.453,3654.49,10.44,0.011,0.375,0.012,99.0,99.0,,99,99.0,99.0,175.32694608102435,-62.60538720428168
8,3710.52,569.716,10.565,0.033,0.672,0.031,99.0,99.0,,99,0.844,0.051,175.93938229169262,-62.35734404060886
9,1380.72,2770.01,10.683,0.002,0.199,0.002,-0.267,0.002,,99,0.302,0.006,175.53577899310025,-62.534858974108104
10,3633.21,1965.08,10.813,0.015,0.172,0.014,99.0,99.0,,99,0.249,0.026,175.92652128988988,-62.46951265115959
11,171.599,3671.63,10.849,0.01,0.381,0.01,99.0,99.0,,99,99.0,99.0,175.32715533102945,-62.606757637713024
12,799.08,2075.79,10.948,0.005,1.868,0.005,2.164,0.004,,99,2.127,0.021,175.43486244245298,-62.47923661315389
13,1234.95,2350.78,10.999,0.002,0.193,0.002,-0.277,0.002,,99,0.244,0.008,175.51033848727945,-62.50128466323595
14,958.524,2009.97,11.1,0.002,0.22,0.002,-0.131,0.002,,99,0.291,0.006,175.46240829441663,-62.47397785072912
15,1153.59,2076.61,11.116,0.002,0.214,0.002,-0.135,0.002,,99,0.284,0.012,175.49616331970307,-62.47932227298639
16,829.378,1181.97,11.124,0.007,1.161,0.006,0.858,0.003,,99,1.104,0.016,175.43999904752397,-62.40762686293976
17,889.702,2374.79,11.187,0.003,0.111,0.003,-0.413,0.002,,99,0.106,0.007,175.45061947902292,-62.50318951512273
18,597.948,1333.12,11.224,0.008,1.261,0.008,1.216,0.004,,99,1.156,0.016,175.40003492258424,-62.41972276110226
19,829.322,524.736,11.314,0.008,1.489,0.009,1.467,0.007,,99,1.53,0.042,175.44007712798077,-62.354932913364564
20,1004.65,1107.69,11.437,0.007,0.139,0.006,-0.334,0.003,,99,0.187,0.01,175.47027894742862,-62.401673948886824
21,370.298,1173.75,11.473,0.01,1.282,0.009,1.035,0.005,,99,99.0,99.0,175.36076127324432,-62.40692213873559
22,229.764,1927.31,11.558,0.014,0.211,0.015,0.051,0.008,,99,0.321,0.024,175.33652217203198,-62.46724403450579
23,3945.99,978.521,11.558,0.029,0.24,0.028,99.0,99.0,,99,0.282,0.049,175.9804911858815,-62.390009767817205
24,1217.68,2756.36,11.601,0.003,1.339,0.003,1.165,0.004,,99,1.395,0.01,175.50753740895053,-62.53376388580798
25,1318.09,2601.97,11.62,0.003,0.4,0.003,-0.321,0.002,,99,0.563,0.004,175.52484412388955,-62.5214026011722
26,883.73,2088.31,11.638,0.003,0.196,0.003,-0.304,0.002,,99,0.235,0.007,175.44949771611672,-62.480247360401655
27,303.068,2239.42,11.69,0.012,1.176,0.012,99.0,99.0,,99,1.201,0.03,175.34922636368287,-62.49224679178154
28,3715.69,1662.52,11.711,0.021,0.32,0.02,99.0,99.0,,99,0.489,0.034,175.94070379484546,-62.44515553476481
29,530.682,1212.36,11.712,0.008,0.217,0.007,0.04,0.004,,99,0.085,0.013,175.38842974712776,-62.410038775219256
30,3838.2,3974.55,11.749,0.009,1.209,0.009,99.0,99.0,,99,99.0,99.0,175.9642242353569,-62.63059122640461
31,1556.7,1817.53,11.81,0.002,0.334,0.002,0.213,0.002,,99,0.358,0.003,175.56585645298148,-62.4585369982201
32,2759.02,3307.24,11.818,0.004,1.763,0.004,99.0,99.0,,99,1.997,0.018,175.77542497840642,-62.57763791154213
33,1183.14,537.511,11.941,0.012,1.131,0.012,0.735,0.007,,99,1.162,0.019,175.50117778982857,-62.35593636327309
34,1680.74,1534.15,12.014,0.002,0.361,0.002,0.279,0.002,,99,0.435,0.003,175.58726547521334,-62.43579888058441
35,3443.45,494.435,12.026,0.027,0.213,0.026,99.0,99.0,,99,0.219,0.035,175.8929213272697,-62.35150260673088
36,1745.19,1167.1,12.037,0.002,1.352,0.002,1.317,0.004,,99,1.381,0.007,175.59836753943392,-62.406347819624365
37,1219.74,3014.81,12.075,0.002,0.283,0.002,-0.103,0.003,,99,0.281,0.006,175.50804107876263,-62.554454840674
38,1068.06,2105.07,12.097,0.002,0.417,0.002,0.244,0.002,,99,0.52,0.004,175.4813766892336,-62.48160045858508
39,845.956,1407.64,12.102,0.005,0.146,0.005,-0.282,0.003,,99,0.179,0.009,175.44286429993244,-62.425713731145194
40,1311.09,2422.85,12.108,0.012,0.603,0.011,99.0,99.0,,99,0.726,0.025,175.5235488263658,-62.50705679321504
41,3179.58,737.643,12.109,0.008,0.935,0.009,99.0,99.0,,99,0.921,0.016,175.847100840125,-62.371234689518985
42,277.239,790.936,12.257,0.008,0.197,0.008,0.004,0.005,,99,99.0,99.0,175.3447787334778,-62.37623161617645
43,2530.97,1142.19,12.283,0.002,1.186,0.002,0.837,0.006,,99,1.275,0.009,175.73456074766676,-62.40408413055084
44,2314.05,691.567,12.365,0.002,1.352,0.003,99.0,99.0,,99,1.433,0.007,175.6968836858961,-62.368001347321865
45,2669.49,2967.06,12.371,0.002,1.335,0.002,99.0,99.0,,99,1.368,0.008,175.7595582274799,-62.55040689271502
46,2462.77,735.283,12.431,0.002,0.73,0.003,99.0,99.0,,99,0.84,0.008,175.72267117554657,-62.37144625070197
47,2824.05,2947.95,12.501,0.001,0.17,0.002,99.0,99.0,,99,0.2,0.003,175.78641868307776,-62.548815796463025
48,73.012,329.768,12.597,0.009,1.348,0.009,1.256,0.007,,99,99.0,99.0,175.3097387832336,-62.33923253896339
49,3198.51,3229.74,12.599,0.005,0.19,0.005,99.0,99.0,,99,0.205,0.008,175.85184200427048,-62.57123822836128
50,483.704,2394.57,12.605,0.007,1.616,0.007,1.876,0.008,,99,1.678,0.015,175.38045896869863,-62.50470809951498
51,1041.5,2850.07,12.631,0.002,1.326,0.002,1.18,0.006,,99,1.355,0.006,175.47709039527527,-62.54125481170136
52,2843.95,1406.67,12.637,0.002,0.191,0.002,-0.14,0.003,,99,0.249,0.004,175.7889701110831,-62.4251637505369
53,3696.06,501.169,12.656,0.03,1.528,0.029,99.0,99.0,,99,1.509,0.051,175.9368528712379,-62.35184485330464
54,2769.05,3827.27,12.658,0.008,1.245,0.009,99.0,99.0,,99,1.279,0.019,175.77769955443821,-62.61929759138041
55,3648.47,3054.57,12.663,0.006,0.154,0.006,99.0,99.0,,99,0.179,0.01,175.93006930090243,-62.556937861949905
56,3134.68,3450.71,12.663,0.007,1.323,0.008,99.0,99.0,,99,1.322,0.016,175.84094888274714,-62.58898178669457
57,2934.19,838.317,12.664,0.004,0.213,0.005,99.0,99.0,,99,0.281,0.01,175.80449325423334,-62.37947520795884
58,1359.63,2237.29,12.688,0.003,1.201,0.004,0.924,0.004,,99,1.301,0.004,175.53187614737715,-62.49219111596162
59,2679.13,2953.81,12.691,0.002,1.871,0.002,99.0,99.0,,99,2.32,0.009,175.7612234185089,-62.549341358200536
60,1355.84,240.444,12.723,0.021,1.322,0.019,1.116,0.009,,99,99.0,99.0,175.53108394839575,-62.33207498731422
61,1524.77,1817.5,12.732,0.001,0.354,0.002,-0.19,0.002,,99,0.519,0.003,175.5603279332786,-62.45853847375954
62,307.07,945.096,12.736,0.007,0.477,0.007,0.215,0.004,,99,99.0,99.0,175.34988950048302,-62.3885904407519
63,3680.59,2314.93,12.756,0.012,0.121,0.011,99.0,99.0,,99,0.163,0.015,175.9350200605064,-62.49756588751405
64,2626.0,1831.68,12.775,0.002,0.887,0.002,0.482,0.003,,99,0.95,0.003,175.75128525648196,-62.45937561940005
65,2517.44,783.833,12.783,0.002,0.385,0.003,99.0,99.0,,99,0.434,0.007,175.73215710112058,-62.375319339854876
66,3710.38,666.195,12.786,0.029,0.305,0.028,99.0,99.0,,99,0.3,0.036,175.93937989916785,-62.36510042751261
67,2263.79,1550.82,12.801,0.002,1.27,0.003,0.947,0.004,,99,1.377,0.003,175.68831670827444,-62.43698261741865
68,2650.51,1221.28,12.811,0.002,1.214,0.002,1.015,0.006,,99,1.257,0.004,175.75532514762222,-62.410377698576504
69,122.91,3639.19,12.825,0.008,0.189,0.008,99.0,99.0,,99,99.0,99.0,175.3187225890479,-62.604145237046026
70,651.564,2277.89,12.827,0.005,1.177,0.005,0.862,0.004,,99,1.187,0.011,175.4094242805676,-62.49539965637942
71,1542.81,1770.18,12.828,0.002,1.195,0.002,0.897,0.003,,99,1.284,0.003,175.56343852942845,-62.45474323792763
72,838.994,1484.76,12.831,0.004,0.654,0.004,-0.195,0.003,,99,0.929,0.009,175.4416658887411,-62.43189331057732
73,3658.12,1591.64,12.836,0.011,0.524,0.012,99.0,99.0,,99,0.601,0.019,175.9306404698668,-62.439505219546724
74,613.712,3438.18,12.836,0.008,1.248,0.008,99.0,99.0,,99,1.316,0.027,175.40342759518694,-62.58823648199783
75,1151.82,3647.9,12.855,0.009,0.959,0.009,99.0,99.0,,99,1.05,0.024,175.4967231580049,-62.60511110183522
76,2322.83,3640.59,12.855,0.008,1.219,0.008,99.0,99.0,,99,1.226,0.02,175.6999034063541,-62.604467946213255
77,942.958,1862.24,12.875,0.002,0.241,0.002,-0.078,0.002,,99,0.27,0.006,175.45968357190912,-62.462142873372535
78,1474.99,288.756,12.88,0.012,2.294,0.013,99.0,99.0,,99,99.0,99.0,175.55166791764694,-62.33592924875798
79,3263.09,1072.44,12.881,0.007,0.561,0.008,99.0,99.0,,99,0.539,0.014,175.86169698576276,-62.39807664184277
80,1614.16,3935.16,12.887,0.008,1.511,0.009,99.0,99.0,,99,1.474,0.022,175.57713124910714,-62.62812136672667
81,717.671,879.699,12.887,0.006,1.349,0.007,1.27,0.007,,99,1.421,0.011,175.42073737287768,-62.38339264093629
82,3891.38,2315.98,12.901,0.008,0.183,0.009,99.0,99.0,,99,0.179,0.015,175.97175806240475,-62.49749788623477
83,3136.22,768.677,12.901,0.007,0.433,0.008,99.0,99.0,,99,0.571,0.014,175.83957285682726,-62.37375646777686
84,3224.06,2731.99,12.908,0.004,0.706,0.004,99.0,99.0,,99,0.798,0.007,175.85584250241016,-62.53131059241732
85,3667.92,2795.4,12.91,0.006,0.225,0.006,99.0,99.0,,99,0.241,0.01,175.93321349942838,-62.53613340158576
86,2383.72,2933.54,12.931,0.002,0.663,0.002,99.0,99.0,,99,0.972,0.003,175.70986989995458,-62.54781234538442
87,2411.34,32.762,12.944,0.018,0.596,0.018,99.0,99.0,,99,99.0,99.0,175.71378302162955,-62.31504343301018
88,632.321,238.058,12.97,0.008,0.198,0.009,-0.023,0.006,,99,0.235,0.011,175.40617116548523,-62.33193925523135
89,1311.9,2551.35,12.975,0.002,0.529,0.002,0.369,0.004,,99,0.654,0.003,175.52374773601002,-62.51734866200439
1545,3131.71,257.373,16.582,0.018,1.797,0.028,99.0,99.0,,99,2.065,0.028,175.83873460749297,-62.33267076989489
91,1378.7,2412.99,13.065,0.002,1.313,0.002,1.09,0.003,,99,1.383,0.003,175.53525067450414,-62.50626537872083
92,575.365,1307.94,13.071,0.008,0.654,0.008,0.168,0.004,,99,0.775,0.013,175.39613725846678,-62.4177026402788
93,3369.98,929.622,13.102,0.015,0.92,0.015,99.0,99.0,,99,0.973,0.035,175.8802397938663,-62.386530022607495
94,1241.73,2206.42,13.117,0.002,0.332,0.002,0.073,0.002,,99,0.41,0.003,175.51145712588936,-62.48972108552098
95,2307.33,3504.18,13.121,0.008,1.939,0.009,99.0,99.0,,99,2.395,0.019,175.697080019331,-62.593546921448066
96,3154.12,158.694,13.133,0.019,0.407,0.019,99.0,99.0,,99,0.451,0.029,175.84262513721978,-62.32472324865464
97,2725.3,2197.81,13.139,0.002,1.994,0.003,2.103,0.005,,99,3.003,0.008,175.76872281055722,-62.488704478647044
98,155.047,1350.81,13.147,0.009,0.252,0.009,0.139,0.006,,99,0.321,0.016,175.3236241609807,-62.4210624167326
99,2223.58,127.98,13.147,0.016,1.291,0.017,99.0,99.0,,99,1.311,0.039,175.6812390431571,-62.32277961130526
100,233.123,1127.36,13.147,0.008,1.282,0.008,1.097,0.005,,99,99.0,99.0,175.33711000307045,-62.40318043450065
101,1462.7,3933.24,13.166,0.008,0.185,0.008,99.0,99.0,,99,0.245,0.014,175.5508566080926,-62.62796366994876
102,1586.71,3566.02,13.168,0.007,1.487,0.008,99.0,99.0,,99,1.511,0.022,175.5720373196388,-62.59858197191054
103,1991.51,1284.98,13.185,0.002,0.562,0.002,0.077,0.004,,99,0.676,0.003,175.6410494247084,-62.41574134712758
104,1206.71,3781.95,13.188,0.008,0.383,0.008,99.0,99.0,,99,0.472,0.014,175.50634404887595,-62.615840731674375
105,2276.32,2483.21,13.233,0.003,0.254,0.003,99.0,99.0,,99,0.292,0.004,175.6909130292658,-62.51174976485466
106,2196.35,1289.61,13.233,0.002,0.608,0.002,0.223,0.003,,99,0.728,0.003,175.676554534697,-62.416048259417195
107,3435.36,2381.7,13.236,0.008,0.305,0.008,99.0,99.0,,99,0.332,0.015,175.89235605242962,-62.503085577525056
108,1859.81,3974.93,13.254,0.009,0.858,0.009,99.0,99.0,,99,0.997,0.014,175.61980568852908,-62.63129683463276
109,970.527,1152.07,13.257,0.004,1.187,0.005,0.926,0.005,,99,1.246,0.008,175.4643822385315,-62.405232185888835
110,2746.6,44.742,13.262,0.019,1.192,0.019,99.0,99.0,,99,1.186,0.03,175.77190466451765,-62.31582513706627
111,1611.51,99.975,13.267,0.013,0.25,0.014,0.145,0.008,,99,0.258,0.022,175.57531649154953,-62.320743213715396
112,2208.86,3630.9,13.267,0.008,1.327,0.008,99.0,99.0,,99,1.332,0.013,175.68009027970479,-62.60371477359046
