ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr,ra,dec
1,1364.51,1383.14,11.357,0.001,0.436,0.002,-0.571,0.003,0.335,0.01,0.54,0.003,151.09594166769725,-55.38759738825244
2,2018.69,937.063,11.792,0.003,0.958,0.005,1.033,0.007,0.59,0.011,1.25,0.006,151.0015246914998,-55.42505960855437
8,1535.02,1845.6,12.141,0.003,1.972,0.004,2.137,0.018,1.097,0.008,2.074,0.006,151.07072422579452,-55.34960542379815
3,222.478,1029.81,12.216,0.004,0.252,0.006,0.202,0.005,0.15,0.006,0.276,0.008,151.26243560689264,-55.415820955140376
4,1936.96,1800.25,12.28,0.003,0.82,0.005,0.296,0.004,0.48,0.006,0.833,0.006,151.0125980748159,-55.35371547936799
5,909.82,1261.94,12.425,0.001,0.381,0.002,0.216,0.003,0.23,0.003,0.4,0.003,151.16210154101245,-55.39720716628992
7,853.392,1355.71,12.538,0.002,0.48,0.003,-0.106,0.003,0.305,0.003,0.589,0.003,151.17015988122174,-55.38941993197685
9,1675.3,1951.38,12.582,0.002,0.568,0.003,0.512,0.004,0.349,0.005,0.693,0.004,151.05032221141747,-55.341014600462884
6,987.672,242.896,12.646,0.002,0.261,0.003,0.21,0.004,0.131,0.004,0.23,0.006,151.15235993490057,-55.48153248000963
10,165.203,519.073,12.693,0.005,0.632,0.007,0.321,0.006,0.36,0.007,0.756,0.01,151.2717699715707,-55.45799147262662
12,39.58,400.503,12.735,0.006,0.919,0.009,0.396,0.009,0.497,0.009,0.948,0.011,151.2903423854284,-55.46770392165801
11,659.436,1935.85,12.769,0.005,0.626,0.007,-0.007,0.011,0.389,0.007,0.718,0.009,151.1974639544125,-55.34142786907787
13,1169.25,749.433,12.913,0.003,0.693,0.005,0.064,0.005,0.431,0.005,0.789,0.007,151.12513905963343,-55.43977664131869
14,855.632,1436.68,12.992,0.002,0.467,0.003,-0.034,0.004,0.3,0.003,0.577,0.003,151.16971685447433,-55.38274024355625
15,1915.74,1031.78,13.035,0.002,1.186,0.004,0.987,0.009,0.661,0.007,1.195,0.004,151.01636688098242,-55.41712998377178
18,660.353,837.083,13.164,0.004,0.705,0.006,0.077,0.005,0.436,0.005,0.863,0.007,151.1990404421078,-55.43209371099913
16,1034.22,1328.76,13.177,0.001,0.506,0.003,-0.183,0.004,0.351,0.003,0.667,0.003,151.1439420164288,-55.39179699622178
17,616.505,264.72,13.274,0.004,1.141,0.006,0.528,0.01,0.732,0.005,1.485,0.007,151.20643678979283,-55.4794056438686
21,54.272,229.939,13.34,0.007,0.708,0.01,0.126,0.009,0.373,0.01,0.788,0.013,151.28855854091714,-55.48183203502945
19,1231.82,1886.26,13.38,0.003,0.367,0.004,-0.224,0.004,0.295,0.005,0.536,0.005,151.11458400431235,-55.345987265840805
20,1967.48,1026.12,13.396,0.008,0.556,0.011,0.05,0.008,0.358,0.013,0.669,0.016,151.00886712205602,-55.417648101654336
23,223.889,556.803,13.512,0.005,0.649,0.007,0.088,0.007,0.393,0.007,0.756,0.009,151.2631364064149,-55.45491646343365
22,287.207,1908.05,13.569,0.005,0.512,0.007,-0.042,0.006,0.317,0.008,0.635,0.009,151.25149678720575,-55.34343098687891
24,262.917,1785.35,13.595,0.004,0.663,0.006,0.109,0.007,0.414,0.007,0.835,0.008,151.25522420050456,-55.35352177009464
25,1701.19,691.574,13.621,0.005,0.575,0.007,0.102,0.007,0.375,0.008,0.668,0.008,151.04788791534526,-55.445052593681716
26,1140.64,1350.44,13.662,0.002,0.573,0.003,0.05,0.005,0.355,0.005,0.681,0.004,151.12846507199114,-55.39009924174785
27,493.781,793.898,13.724,0.005,0.663,0.007,0.071,0.007,0.414,0.007,0.76,0.009,151.22336449020924,-55.435527082816535
