ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr,ra,dec
93,1338.7,1907.06,15.002,0.005,0.754,0.007,0.126,0.012,0.486,0.007,0.943,0.01,150.3188181218713,-55.06472353552441
94,468.345,1001.29,15.003,0.044,1.248,0.055,0.133,0.03,0.886,0.047,1.814,0.051,150.4460576358416,-55.138753238989516
95,917.758,1055.86,15.016,0.003,0.66,0.005,0.529,0.017,0.391,0.004,0.817,0.005,150.3810563254393,-55.134676623532556
97,1735.44,814.979,15.056,0.007,1.662,0.012,98.88,99.0,0.945,0.012,1.879,0.013,150.26332056761348,-55.15502082855312
98,967.98,1633.38,15.078,0.005,2.074,0.009,98.88,99.0,1.211,0.007,2.417,0.01,150.3728386808617,-55.087047919568015
99,1473.69,694.229,15.097,0.007,0.776,0.011,0.247,0.021,0.504,0.011,1.046,0.012,150.3013000070162,-55.16488649679887
100,1068.55,1783.7,15.102,0.008,0.981,0.011,0.248,0.017,0.634,0.011,1.318,0.016,150.35804811215064,-55.07472118162902
101,1622.64,1583.26,15.106,0.005,0.698,0.007,0.168,0.014,0.456,0.008,0.89,0.009,150.27839623341623,-55.09158050717554
103,1898.39,320.826,15.113,0.008,0.635,0.012,-0.034,0.015,0.388,0.013,0.785,0.015,150.24045688278648,-55.195850315250055
104,1890.31,260.896,15.119,0.007,0.535,0.011,0.486,0.022,0.294,0.012,0.646,0.013,150.24169990034073,-55.20079602892614
105,1885.2,1319.97,15.123,0.004,0.749,0.006,-0.17,0.012,0.486,0.007,1.026,0.006,150.2409216295935,-55.11338837929866
106,287.187,184.645,15.133,0.007,0.665,0.011,0.286,0.017,0.386,0.011,0.829,0.013,150.47341734292897,-55.20599621715884
107,839.552,1414.37,15.146,0.004,0.715,0.006,0.395,0.016,0.433,0.006,0.852,0.007,150.39176433965824,-55.10501589271046
108,741.994,987.085,15.197,0.006,0.631,0.01,0.02,0.015,0.394,0.01,0.753,0.011,150.40655178090668,-55.14020162649716
109,1115.54,664.241,15.204,0.007,0.921,0.01,0.514,0.024,0.561,0.012,1.196,0.013,150.35307699766645,-55.167156580268404
110,624.271,373.901,15.207,0.007,1.61,0.012,98.88,99.0,0.919,0.011,1.859,0.015,150.42445649669844,-55.19072518904277
111,1748.23,1317.96,15.216,0.004,0.585,0.006,0.402,0.015,0.373,0.007,0.768,0.008,150.26070300543097,-55.11351628948877
112,1140.15,1423.79,15.218,0.004,0.948,0.006,0.617,0.024,0.604,0.006,1.255,0.007,150.3483378740046,-55.10447475182858
113,1693.42,145.999,15.224,0.008,2.362,0.014,98.88,99.0,1.359,0.013,2.739,0.017,150.27028579528684,-55.2102318185292
114,1361.35,657.638,15.225,0.007,1.038,0.011,0.139,0.021,0.651,0.012,1.376,0.013,150.31757896047867,-55.167851125238165
115,840.374,244.044,15.225,0.006,0.763,0.01,0.107,0.019,0.458,0.01,0.889,0.012,150.39340670600149,-55.20164577953044
116,315.333,208.892,15.23,0.007,0.649,0.011,0.037,0.02,0.389,0.011,0.786,0.012,150.4693180381608,-55.20402595617456
719,1161.78,1303.57,17.857,0.015,0.998,0.031,98.88,99.0,0.642,0.019,1.29,0.022,150.34541435007182,-55.1144117906694
118,512.296,1313.25,15.254,0.005,0.781,0.007,0.221,0.021,0.484,0.006,0.962,0.008,150.43919952130554,-55.11304384014805
119,1342.22,453.714,15.27,0.007,0.795,0.01,0.51,0.026,0.481,0.012,0.987,0.013,150.32062468347883,-55.18467669793207
120,1304.87,547.629,15.324,0.007,0.744,0.011,0.436,0.025,0.457,0.012,0.942,0.013,150.32589172554137,-55.1769023007255
121,591.746,1894.6,15.34,0.01,0.884,0.014,0.259,0.023,0.537,0.013,1.084,0.019,150.42669156577432,-55.06514060616596
122,823.023,2002.96,15.348,0.005,0.644,0.007,0.416,0.019,0.39,0.006,0.801,0.01,150.39309302776675,-55.0564242067835
123,1375.74,1600.46,15.351,0.006,0.934,0.008,0.556,0.023,0.584,0.008,1.227,0.009,150.31401662321883,-55.09004259991842
124,104.703,1401.51,15.356,0.006,0.673,0.01,-0.064,0.015,0.424,0.01,0.837,0.01,150.4979194509265,-55.10526730325375
125,1042.57,1323.6,15.357,0.004,1.625,0.008,98.88,99.0,0.939,0.006,1.842,0.006,150.36259722881954,-55.11267346059625
126,1058.05,150.338,15.372,0.007,0.843,0.011,0.286,0.026,0.511,0.011,1.061,0.013,150.36207648183674,-55.209552042737435
127,1022.92,1867.38,15.373,0.006,0.893,0.009,0.409,0.025,0.566,0.008,1.077,0.012,150.36448392924112,-55.06778104118368
128,24.945,966.445,15.383,0.007,1.319,0.012,98.88,99.0,0.843,0.011,1.613,0.012,150.51016604020958,-55.141087245550864
129,1389.93,262.64,15.389,0.007,1.994,0.015,98.88,99.0,1.122,0.011,2.258,0.014,150.31398409437267,-55.200477808586626
130,315.266,385.554,15.393,0.006,1.02,0.01,0.476,0.039,0.608,0.011,1.265,0.012,150.46908780341704,-55.18943259202946
458,1786.82,1388.96,17.155,0.009,0.967,0.017,98.88,99.0,0.599,0.011,1.25,0.016,150.25501529467243,-55.107669786805126
132,965.186,1135.09,15.422,0.004,2.03,0.01,98.88,99.0,1.175,0.005,2.366,0.006,150.37408034296303,-55.12817420572762
133,996.894,1452.68,15.426,0.004,1.968,0.009,98.88,99.0,1.2,0.006,2.426,0.007,150.3689766260248,-55.101984513225936
134,1332.37,653.455,15.426,0.007,1.884,0.012,98.88,99.0,1.074,0.012,2.133,0.014,150.3217710012594,-55.16818076710157
135,1274.99,1289.8,15.441,0.005,0.85,0.007,0.367,0.023,0.53,0.007,1.11,0.007,150.3290877106625,-55.115620991919315
136,1114.34,1484.19,15.445,0.004,1.301,0.007,0.832,0.047,0.767,0.006,1.496,0.007,150.35196260902612,-55.09947172758385
137,1631.57,1186.31,15.466,0.005,0.611,0.008,0.435,0.02,0.379,0.009,0.757,0.008,150.27775946185318,-55.124338881670504
138,905.808,851.715,15.468,0.008,0.973,0.011,0.633,0.037,0.599,0.011,1.25,0.013,150.38309722713393,-55.15152076156048
139,1938.0,1914.45,15.477,0.005,-0.035,0.008,0.178,0.017,0.446,0.007,0.898,0.009,150.2322847368428,-55.06435764185444
140,723.633,376.377,15.482,0.006,0.863,0.01,0.595,0.036,0.507,0.011,1.033,0.011,150.41009707266434,-55.19061441269564
141,1101.06,1101.77,15.484,0.003,0.887,0.006,0.379,0.025,0.548,0.006,1.153,0.006,150.35450903571447,-55.13102651245544
142,1225.46,1156.92,15.498,0.004,0.945,0.006,-0.038,0.015,0.587,0.006,1.227,0.007,150.33645498424357,-55.126557645210625
143,1105.01,1387.01,15.513,0.005,0.99,0.007,0.615,0.031,0.624,0.006,1.292,0.008,150.35347427705503,-55.10748555654057
144,887.113,529.018,15.522,0.006,0.726,0.01,0.057,0.025,0.463,0.01,0.907,0.011,150.38626752307533,-55.17815044689301
145,1361.06,992.655,15.525,0.008,0.739,0.011,0.078,0.018,0.447,0.012,0.879,0.013,150.31712719870302,-55.140195969110806
146,1097.69,73.572,15.527,0.007,1.514,0.013,98.88,99.0,0.833,0.012,1.669,0.014,150.35644519189205,-55.215919114006034
147,517.667,1361.11,15.528,0.004,2.188,0.011,98.88,99.0,1.271,0.005,2.517,0.007,150.43834278395602,-55.109098433026176
148,1866.73,1676.86,15.551,0.005,1.474,0.01,98.88,99.0,0.885,0.008,1.753,0.009,150.24299321230646,-55.083939298303804
149,1176.42,1183.84,15.557,0.004,0.908,0.007,0.395,0.025,0.559,0.006,1.165,0.006,150.34349446075683,-55.124303872288735
150,719.132,1166.8,15.558,0.004,0.979,0.006,0.394,0.028,0.604,0.005,1.203,0.006,150.40956761006433,-55.12534304530272
151,1055.52,48.822,15.569,0.008,1.43,0.014,0.161,0.038,0.961,0.013,2.01,0.016,150.36256890426063,-55.21793425746957
152,151.366,163.203,15.58,0.008,0.938,0.014,0.439,0.036,0.529,0.013,1.152,0.013,150.4930726463278,-55.20760269686512
402,1376.88,1825.26,16.948,0.009,0.93,0.016,98.88,99.0,0.583,0.011,1.204,0.016,150.3134546187154,-55.07149457512807
154,1451.29,1152.04,15.589,0.005,0.745,0.008,0.507,0.025,0.453,0.008,0.889,0.008,150.30384839508537,-55.12708775960068
155,1870.18,81.23,15.598,0.008,0.799,0.013,0.05,0.046,0.46,0.013,0.927,0.013,150.24482822268953,-55.215624593284225
156,1336.87,1828.63,15.616,0.006,0.742,0.008,0.072,0.019,0.492,0.008,0.95,0.011,150.31922519985068,-55.07119347841616
157,536.66,1497.82,15.616,0.006,0.597,0.009,0.389,0.021,0.35,0.008,0.723,0.01,150.43536424402524,-55.0978329553139
158,233.28,917.727,15.621,0.007,0.894,0.011,0.306,0.033,0.54,0.011,1.042,0.013,150.48014621163725,-55.14538073128452
159,897.562,1594.8,15.623,0.005,0.742,0.007,0.22,0.021,0.469,0.006,0.925,0.009,150.38307525397587,-55.090173669336046
160,1304.82,986.675,15.624,0.007,1.074,0.013,0.903,0.058,0.644,0.011,1.356,0.013,150.3252590566217,-55.140657996102426
161,1755.52,1422.16,15.636,0.005,0.912,0.008,0.206,0.025,0.58,0.009,1.155,0.01,150.2594802754911,-55.10492080368092
162,2011.17,1001.95,15.644,0.006,0.604,0.01,0.507,0.034,0.527,0.009,1.08,0.011,150.2232245545419,-55.13965358577825
163,478.43,1285.33,15.645,0.005,0.97,0.008,0.104,0.023,0.622,0.006,1.299,0.008,150.44413785233365,-55.11531215994728
