ID,MP,sel
3550,0.933,1
4230,0.929,1
5673,0.928,1
4986,0.925,1
3796,0.919,1
1889,0.918,1
2477,0.911,1
1732,0.904,1
2188,0.9,1
2325,0.899,1
3314,0.897,1
4725,0.896,1
5356,0.895,1
1903,0.894,1
2310,0.891,1
5038,0.891,1
5395,0.89,1
6770,0.89,1
6560,0.89,1
1215,0.889,1
3356,0.887,1
2468,0.885,1
4390,0.884,1
4335,0.882,1
7358,0.882,1
4601,0.88,1
4801,0.88,1
7988,0.88,1
8428,0.879,1
2725,0.878,1
1319,0.876,1
636,0.874,1
4639,0.874,1
1137,0.873,1
6708,0.87,1
8099,0.87,1
4506,0.867,1
96,0.864,1
1022,0.864,1
6102,0.863,1
63,0.86,1
6361,0.86,1
9216,0.86,1
33,0.859,1
160,0.859,1
2611,0.859,1
78,0.852,1
1380,0.852,1
6447,0.85,1
8789,0.85,1
8481,0.85,1
511,0.846,1
4895,0.846,1
4856,0.846,1
1478,0.844,1
7780,0.844,1
293,0.842,1
4874,0.842,1
272,0.841,1
242,0.84,1
333,0.84,1
3250,0.839,1
3080,0.838,1
5321,0.838,1
407,0.835,1
424,0.833,1
171,0.832,1
51,0.83,1
6763,0.83,1
370,0.828,1
1684,0.827,1
3406,0.825,1
4299,0.823,1
29,0.822,1
703,0.822,1
52,0.82,1
236,0.82,1
319,0.82,1
8386,0.82,1
9027,0.82,1
10292,0.82,1
606,0.815,1
657,0.815,1
598,0.813,1
6241,0.81,1
25,0.804,1
513,0.803,1
406,0.802,1
718,0.8,1
1327,0.8,1
1787,0.8,1
687,0.796,1
371,0.792,1
144,0.791,1
9515,0.79,1
1062,0.788,1
705,0.779,1
238,0.776,1
239,0.773,1
8132,0.77,1
1760,0.769,1
392,0.768,1
93,0.765,1
1253,0.765,1
94,0.764,1
1055,0.764,1
7882,0.76,1
226,0.758,1
1463,0.758,1
82,0.754,1
139,0.75,1
7373,0.75,1
449,0.74,1
8448,0.74,1
1370,0.737,1
1960,0.737,1
1443,0.734,1
541,0.721,1
1223,0.72,1
11014,0.72,1
102,0.709,1
10209,0.7,1
1164,0.695,1
252,0.694,1
7353,0.69,1
8403,0.69,1
520,0.688,1
984,0.688,1
971,0.687,1
175,0.682,1
6483,0.68,1
9059,0.68,1
5327,0.675,1
8040,0.67,1
5804,0.668,1
676,0.661,1
11128,0.66,1
134,0.655,1
3,0.647,1
562,0.646,1
1812,0.64,1
8329,0.64,1
418,0.637,1
415,0.637,1
378,0.63,1
10312,0.63,1
198,0.629,1
416,0.624,1
1648,0.622,1
7688,0.62,1
4458,0.608,1
6670,0.59,1
7505,0.59,1
8713,0.59,1
221,0.58,1
8808,0.58,1
9096,0.58,1
10575,0.58,1
10307,0.58,1
10289,0.58,1
11267,0.58,1
8635,0.57,1
8845,0.57,1
9384,0.57,1
7999,0.56,1
11798,0.56,1
9401,0.55,1
10243,0.55,1
10775,0.55,1
11098,0.55,1
6818,0.543,1
275,0.542,1
4724,0.541,1
10181,0.54,1
10729,0.54,1
10732,0.54,1
11561,0.54,1
11195,0.54,1
11914,0.54,1
12135,0.54,1
5941,0.531,1
6647,0.53,1
5579,0.53,1
10739,0.53,1
11393,0.53,1
11565,0.53,1
11776,0.53,1
12026,0.53,1
12073,0.53,1
895,0.525,1
6406,0.524,1
5487,0.523,1
7162,0.52,1
8047,0.52,1
8805,0.52,1
9740,0.52,1
10865,0.52,1
10995,0.52,1
11144,0.52,1
11120,0.52,1
11374,0.52,1
4703,0.51,1
7490,0.51,1
8874,0.51,1
8989,0.51,1
10887,0.51,1
10941,0.51,1
11788,0.51,1
11984,0.51,1
5029,0.508,1
4212,0.5,1
5894,0.5,1
7214,0.5,1
7104,0.5,1
7896,0.5,1
7576,0.5,1
7017,0.5,1
7775,0.5,1
8848,0.5,1
9556,0.5,1
9080,0.5,1
8538,0.5,1
9528,0.5,1
10716,0.5,1
10681,0.5,1
10768,0.5,1
11041,0.5,1
10891,0.5,1
11404,0.5,1
11414,0.5,1
10962,0.5,1
7218,0.499,1
5468,0.494,1
7069,0.494,1
5189,0.49,1
7494,0.49,1
8094,0.49,1
8191,0.49,1
8717,0.49,1
10113,0.49,1
10251,0.49,1
9757,0.49,1
10532,0.49,1
11206,0.49,1
11841,0.49,1
5648,0.482,1
7634,0.48,1
10857,0.48,1
10455,0.48,1
10977,0.48,1
10727,0.48,1
11443,0.48,1
11859,0.48,1
4611,0.479,1
137,0.476,1
6756,0.47,1
7392,0.47,1
9931,0.47,1
9711,0.47,1
11377,0.47,1
11512,0.47,1
4621,0.469,1
1044,0.468,1
5027,0.465,1
5396,0.464,1
87,0.463,1
6450,0.463,1
6472,0.46,1
8750,0.46,1
9418,0.46,1
10781,0.46,1
10860,0.46,1
10910,0.46,1
11282,0.46,1
11415,0.46,1
5886,0.459,1
5795,0.458,1
5531,0.457,1
193,0.454,1
2961,0.45,1
7878,0.45,1
9549,0.45,1
9236,0.45,1
9288,0.45,1
10232,0.45,1
10850,0.45,1
11310,0.45,1
7249,0.446,1
1420,0.44,1
7714,0.44,1
4814,0.44,1
9133,0.44,1
10900,0.44,1
11191,0.44,1
11474,0.44,1
11238,0.44,1
11645,0.44,1
796,0.437,1
1173,0.436,1
1988,0.434,1
1441,0.43,1
10954,0.43,1
11341,0.43,1
11200,0.43,1
1406,0.429,1
59,0.427,1
659,0.42,1
8831,0.42,1
11162,0.42,1
10696,0.42,1
11143,0.42,1
2052,0.417,1
2284,0.413,1
725,0.41,1
6036,0.41,1
8552,0.41,1
10818,0.41,1
10742,0.41,1
289,0.407,1
1363,0.406,1
983,0.402,1
2359,0.4,1
10808,0.4,1
1007,0.398,1
283,0.395,1
1036,0.392,1
957,0.391,1
10520,0.39,1
8498,0.39,1
11036,0.39,1
11354,0.39,1
11172,0.39,1
11408,0.39,1
394,0.389,1
1841,0.388,1
1097,0.387,1
1413,0.386,1
1095,0.384,1
7960,0.38,1
8357,0.38,1
1621,0.375,1
2138,0.375,1
1493,0.37,1
5291,0.37,1
11102,0.37,1
11397,0.37,1
11326,0.37,1
539,0.368,1
215,0.364,1
1201,0.361,1
6044,0.36,1
7241,0.36,1
10370,0.36,1
11769,0.36,1
1748,0.359,1
903,0.355,1
10165,0.35,1
1148,0.345,1
1855,0.34,1
9792,0.34,1
10302,0.34,1
11848,0.34,1
1923,0.333,1
10404,0.33,1
10703,0.33,1
11194,0.33,1
11153,0.32,1
10706,0.32,1
11469,0.32,1
12132,0.32,1
9569,0.31,1
11287,0.31,1
10412,0.3,1
11148,0.3,1
11946,0.3,1
596,0.296,1
10634,0.29,1
10743,0.29,1
10528,0.28,1
1024,0.273,1
7618,0.25,1
496,0.248,1
11140,0.24,1
2004,0.844,0
2568,0.842,0
3362,0.819,0
2187,0.79,0
2605,0.773,0
2380,0.772,0
3141,0.753,0
2319,0.729,0
3070,0.68,0
40,0.66,0
616,0.623,0
3234,0.582,0
906,0.553,0
885,0.549,0
10230,0.54,0
2275,0.531,0
8366,0.53,0
10680,0.53,0
177,0.52,0
9511,0.52,0
10324,0.52,0
10143,0.52,0
722,0.518,0
2673,0.511,0
