ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
335,1679.13,1137.02,16.5116,0.0006,1.147,nan,0.015,nan,0.47,-1
342,1520.04,1220.18,16.3323,0.0008,1.591,nan,0.017,nan,0.68,-1
344,1078.75,1195.44,16.6409,0.0006,0.933,nan,0.015,nan,0.66,-1
357,1770.69,1081.43,16.5488,0.0014,1.327,nan,0.019,nan,0.5,-1
360,1608.3,948.216,16.6468,0.0007,1.036,nan,0.022,nan,0.58,-1
369,1190.32,1263.11,16.6224,0.0006,1.242,nan,0.019,nan,0.67,-1
370,1567.42,1220.43,16.7357,0.0008,1.073,nan,0.016,nan,0.29,-1
375,1370.15,1427.1,16.7353,0.0007,1.071,nan,0.016,nan,0.43,-1
377,1474.69,1260.69,16.8174,0.0009,1.001,nan,0.016,nan,0.2,-1
382,1700.94,1167.72,16.6943,0.001,1.147,nan,0.017,nan,0.35,-1
398,1555.19,845.421,16.7148,0.0007,1.13,nan,0.019,nan,0.47,-1
424,1745.97,970.322,16.8356,0.0018,1.165,nan,0.023,nan,0.64,-1
426,1276.69,1517.36,16.2273,0.0007,2.028,nan,0.028,nan,0.64,-1
956,1626.41,1056.98,18.0949,0.0019,1.355,nan,0.05,nan,0.48,-1
437,1315.01,1130.22,16.9941,0.0022,1.02,nan,0.018,nan,0.17,-1
438,1711.39,984.68,16.8649,0.0007,1.015,nan,0.026,nan,0.3,-1
445,1571.15,1441.48,16.9978,0.0008,1.026,nan,0.024,nan,0.6,-1
453,1400.91,1054.6,16.9874,0.0011,1.046,nan,0.02,nan,0.38,-1
461,1219.99,1260.67,17.0218,0.0009,0.996,nan,0.018,nan,0.39,-1
466,1159.21,843.361,16.1384,0.0006,2.346,nan,0.056,nan,0.67,-1
484,1259.66,1070.34,16.9397,0.0007,1.214,nan,0.018,nan,0.58,-1
493,1340.72,1125.81,17.1334,0.0017,1.019,nan,0.019,nan,0.57,-1
497,1093.53,1165.54,17.1191,0.0008,1.012,nan,0.02,nan,0.5,-1
506,1282.42,1221.98,17.1766,0.0011,0.891,nan,0.019,nan,0.66,-1
513,1582.67,885.679,16.5498,0.0007,1.969,nan,0.038,nan,0.46,-1
1156,1492.24,816.595,18.4197,0.0019,1.345,nan,0.076,nan,0.79,-1
525,1403.48,953.003,17.2359,0.001,0.987,nan,0.026,nan,0.67,-1
531,1170.38,1241.15,17.2687,0.0009,0.964,nan,0.023,nan,0.66,-1
532,1318.26,1038.63,17.1601,0.002,1.331,nan,0.025,nan,0.65,-1
536,1202.03,1135.48,17.1285,0.001,1.181,nan,0.022,nan,0.76,-1
539,1699.26,984.857,17.2675,0.0013,1.064,nan,0.032,nan,0.37,-1
552,1383.23,1466.3,17.1756,0.0009,1.128,nan,0.022,nan,0.43,-1
562,1312.72,769.726,17.2956,0.0011,1.01,nan,0.029,nan,0.68,-1
573,1327.72,880.337,17.1391,0.0012,1.324,nan,0.026,nan,0.17,-1
583,1392.41,812.906,17.311,0.001,1.039,nan,0.026,nan,0.58,-1
591,1479.41,1207.45,17.34,0.0011,0.966,nan,0.025,nan,0.64,-1
594,1397.71,1021.82,17.4122,0.0011,1.02,nan,0.024,nan,0.46,-1
609,1628.18,1326.38,17.4089,0.0011,1.036,nan,0.024,nan,0.18,-1
631,1306.43,1013.02,17.3983,0.0011,1.081,nan,0.026,nan,0.67,-1
640,1147.84,1082.99,17.5893,0.0017,1.101,nan,0.027,nan,0.46,-1
695,1723.31,980.14,17.4525,0.001,1.268,nan,0.037,nan,0.42,-1
697,1356.41,917.164,17.7426,0.0017,1.104,nan,0.041,nan,0.5,-1
704,1683.37,879.892,17.3643,0.0009,1.354,nan,0.034,nan,0.69,-1
708,1287.66,806.604,17.5914,0.0012,1.167,nan,0.032,nan,0.66,-1
709,1061.24,1239.8,17.3548,0.0011,1.364,nan,0.033,nan,0.62,-1
711,1319.29,765.443,17.5822,0.001,1.167,nan,0.036,nan,0.47,-1
729,1348.61,1312.92,17.5945,0.0013,1.158,nan,0.034,nan,0.42,-1
734,1512.88,910.883,17.5045,0.0011,1.256,nan,0.041,nan,0.57,-1
735,1040.44,1222.84,17.6116,0.0011,1.13,nan,0.031,nan,0.13,-1
737,1332.38,1161.01,17.4074,0.0013,1.454,nan,0.039,nan,0.55,-1
738,1781.01,1106.08,18.2453,0.0016,1.732,nan,0.085,nan,0.68,-1
747,1123.04,920.361,17.6032,0.0014,1.083,nan,0.037,nan,0.68,-1
750,1257.2,1121.63,17.3243,0.0012,1.747,nan,0.038,nan,0.66,-1
762,1305.11,1500.89,17.6604,0.0014,1.209,nan,0.035,nan,0.56,-1
772,1379.73,940.04,17.5896,0.0011,1.211,nan,0.032,nan,0.5,-1
778,1390.25,1042.55,17.7579,0.0011,0.992,nan,0.032,nan,0.18,-1
779,1311.01,750.081,17.5867,0.0012,1.476,nan,0.056,nan,0.52,-1
780,1480.71,1343.28,17.6072,0.0013,1.228,nan,0.036,nan,0.7,-1
785,1669.98,1372.4,17.8306,0.0014,0.942,nan,0.033,nan,0.74,-1
806,1351.51,1369.08,17.7818,0.0014,1.042,nan,0.034,nan,0.17,-1
814,1618.65,832.077,17.5881,0.0013,1.329,nan,0.046,nan,0.75,-1
818,1594.17,1196.08,17.6523,0.0015,1.229,nan,0.033,nan,0.7,-1
825,1455.42,1379.5,17.8888,0.0016,1.139,nan,0.04,nan,0.39,-1
835,1282.92,838.384,17.6527,0.0013,1.274,nan,0.039,nan,0.68,-1
839,1567.61,818.674,17.8535,0.0014,1.029,nan,0.044,nan,0.2,-1
840,1328.02,1312.53,17.8682,0.0015,1.051,nan,0.037,nan,0.67,-1
847,1380.17,1195.85,17.7412,0.0015,1.385,nan,0.049,nan,0.65,-1
859,1719.7,1111.51,17.7691,0.0018,1.335,nan,0.042,nan,0.49,-1
862,1791.9,1121.9,17.9648,0.0015,1.095,nan,0.034,nan,0.73,-1
863,1239.21,1389.76,17.873,0.0014,1.094,nan,0.037,nan,0.2,-1
864,1289.86,1177.97,18.0989,0.0016,1.091,nan,0.039,nan,0.67,-1
866,1467.02,1181.25,17.9514,0.0016,1.103,nan,0.041,nan,0.71,-1
875,1640.0,1091.65,17.8752,0.0016,1.198,nan,0.042,nan,0.71,-1
880,1426.54,1463.93,17.6859,0.0013,1.502,nan,0.05,nan,0.45,-1
881,1477.71,1357.74,17.861,0.0015,1.166,nan,0.044,nan,0.77,-1
894,1298.73,855.8,17.6788,0.0013,1.537,nan,0.056,nan,0.75,-1
896,1501.18,784.607,17.8722,0.0015,1.167,nan,0.05,nan,0.71,-1
905,1726.15,1246.27,17.8946,0.0014,1.44,nan,0.05,nan,0.67,-1
915,1412.17,1303.01,18.0337,0.0023,1.186,nan,0.045,nan,0.64,-1
918,1466.29,781.232,17.9501,0.0012,1.235,nan,0.05,nan,0.65,-1
933,1063.39,1289.46,17.7362,0.0013,1.576,nan,0.064,nan,0.73,-1
949,1296.17,835.701,18.0557,0.0016,1.224,nan,0.059,nan,0.15,-1
971,1417.87,1374.92,18.1967,0.0018,1.134,nan,0.049,nan,0.33,-1
978,1128.44,1264.48,17.9065,0.0012,1.641,nan,0.068,nan,0.23,-1
981,1282.28,1089.85,18.0368,0.002,1.405,nan,0.054,nan,0.21,-1
991,1651.34,1247.83,18.1354,0.0018,1.146,nan,0.051,nan,0.48,-1
992,1294.77,1382.48,18.1478,0.0016,1.116,nan,0.051,nan,0.54,-1
1014,1362.37,990.57,18.0676,0.0016,1.161,nan,0.053,nan,0.45,-1
1037,1306.21,1184.02,18.0639,0.002,1.336,nan,0.055,nan,0.31,-1
1042,1587.43,1475.4,18.1544,0.0018,1.111,nan,0.052,nan,0.74,-1
1050,1535.36,1125.81,18.0937,0.0017,1.259,nan,0.057,nan,0.58,-1
1057,1525.0,1437.96,18.1681,0.0017,1.316,nan,0.063,nan,0.16,-1
1063,1305.03,928.734,18.088,0.0015,1.283,nan,0.06,nan,0.52,-1
1073,1310.47,1297.69,18.1299,0.0015,1.381,nan,0.062,nan,0.48,-1
1074,1493.91,1105.54,18.2692,0.0018,1.139,nan,0.054,nan,0.75,-1
1081,1044.75,1123.71,18.1443,0.0013,1.341,nan,0.064,nan,0.6,-1
1089,1552.31,1006.87,18.3731,0.0019,0.957,nan,0.049,nan,0.76,-1
1091,1591.31,965.593,18.2628,0.0018,1.08,nan,0.058,nan,0.67,-1
1100,1631.07,1251.67,18.275,0.0019,1.323,nan,0.062,nan,0.68,-1
1109,1497.74,825.388,18.3553,0.0027,1.138,nan,0.06,nan,0.53,-1
1116,1023.54,1109.15,18.321,0.0015,1.318,nan,0.062,nan,0.15,-1
1117,1282.96,1126.78,18.3222,0.0018,1.168,nan,0.06,nan,0.46,-1
1121,1701.37,1037.35,18.4124,0.0018,1.181,nan,0.06,nan,0.49,-1
1124,1193.9,1378.91,18.3372,0.0017,1.254,nan,0.06,nan,0.85,-1
1130,1282.07,758.774,18.322,0.0018,1.257,nan,0.063,nan,0.68,-1
1135,1414.8,1406.04,18.2942,0.002,1.452,nan,0.071,nan,0.36,-1
1145,1736.43,959.983,18.4139,0.002,1.15,nan,0.086,nan,0.17,-1
1159,1044.18,1289.25,18.4923,0.0019,1.251,nan,0.058,nan,0.17,-1
1164,1682.6,1029.62,18.5203,0.002,1.034,nan,0.054,nan,0.6,-1
1169,1116.24,1141.07,18.3738,0.0018,1.34,nan,0.072,nan,0.74,-1
1175,1482.19,1413.29,18.5625,0.0022,1.181,nan,0.062,nan,0.73,-1
1184,1107.87,1153.89,18.3117,0.002,1.273,nan,0.066,nan,0.52,-1
1187,1038.01,1064.43,18.4943,0.002,1.171,nan,0.068,nan,0.54,-1
1196,1315.48,1274.56,18.5692,0.0019,1.207,nan,0.075,nan,0.57,-1
1197,1525.53,1155.99,18.4979,0.002,1.27,nan,0.07,nan,0.77,-1
1208,1252.04,987.044,18.3654,0.0018,1.381,nan,0.085,nan,0.71,-1
1209,1673.68,1230.01,18.586,0.0022,1.188,nan,0.07,nan,0.68,-1
1218,1747.57,1220.83,18.6387,0.0026,1.08,nan,0.075,nan,0.15,-1
1229,1096.33,1260.42,18.4339,0.0022,1.291,nan,0.094,nan,0.74,-1
1236,1581.09,1220.29,18.6785,0.0027,1.233,nan,0.081,nan,0.73,-1
1249,1309.07,1116.6,18.7327,0.0023,1.205,nan,0.087,nan,0.07,-1
1253,1067.07,1249.89,18.6693,0.0021,1.116,nan,0.073,nan,0.62,-1
1267,1721.81,1216.34,18.9937,0.0031,1.075,nan,0.098,nan,0.21,-1
435,1623.88,1066.69,16.9571,0.0009,1.025,nan,0.016,nan,0.59,-1
523,1489.44,825.184,17.238,0.001,1.053,nan,0.023,nan,0.68,-1
