ID,x,y,Gmag,e_Gmag,VI,BV,UB,VIerr,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
6,1487.26,1075.66,11.7458,0.0002,0.896,0.692,-0.037,0.006,0.005,0.004,2.7751,-26.142,5.596,0.1054,0.159,0.13,0.764,1
21,1581.06,1260.31,12.6148,0.0002,1.203,1.0,0.524,0.006,0.005,0.005,0.3619,-7.629,2.223,0.0312,0.048,0.044,0.762,1
14,977.643,1294.63,12.6049,0.0004,0.382,0.212,-0.111,0.007,0.005,0.004,0.2779,-5.898,2.441,0.0276,0.043,0.043,0.748,1
29,1364.62,1030.16,13.089,0.0004,0.747,0.584,0.211,0.007,0.005,0.005,0.784,-8.985,4.341,0.0251,0.037,0.036,0.748,1
17,1796.48,1230.56,12.7638,0.0002,0.395,0.258,-0.086,0.007,0.005,0.004,0.3079,-6.311,2.303,0.0307,0.048,0.043,0.745,1
50,1755.37,1113.77,13.6878,0.0004,0.439,0.263,-0.494,0.007,0.005,0.004,0.1761,-5.554,2.197,0.0199,0.031,0.027,0.745,1
11,1415.9,1409.09,12.3533,0.0002,0.409,0.252,-0.119,0.007,0.006,0.005,0.2333,-6.095,2.147,0.0274,0.045,0.04,0.739,1
2,791.579,1284.09,11.2126,0.0004,0.338,0.248,0.102,0.007,0.009,0.005,1.2127,-9.573,5.657,0.0299,0.05,0.045,0.737,1
99,1088.44,1250.88,14.4685,0.0003,0.478,0.351,0.112,0.006,0.005,0.006,0.1734,-5.729,2.348,0.0213,0.034,0.031,0.735,1
86,1085.76,1105.65,14.3232,0.0003,0.451,0.304,-0.098,0.007,0.006,0.006,0.302,-6.137,1.907,0.0225,0.035,0.031,0.732,1
31,1407.87,1276.52,12.8396,0.0002,1.386,1.184,0.579,0.006,0.005,0.006,0.1747,-7.921,2.4,0.0302,0.045,0.044,0.73,1
20,1506.12,1360.66,12.7686,0.0002,0.764,0.568,0.133,0.008,0.007,0.006,1.0407,-8.666,4.351,0.0331,0.048,0.043,0.727,1
4,1082.75,1607.9,11.4088,0.0005,0.352,0.211,-0.232,0.008,0.009,0.007,0.2236,-6.851,2.023,0.0399,0.059,0.055,0.726,1
13,1330.83,1586.62,12.6227,0.0002,0.368,0.264,0.067,0.009,0.007,0.005,0.6211,-6.566,2.438,0.0669,0.113,0.105,0.725,1
108,1201.7,1371.34,14.4617,0.0003,0.95,0.754,0.098,0.007,0.006,0.008,0.4888,-7.877,5.949,0.0245,0.038,0.033,0.725,1
129,1510.63,1055.7,14.814,0.0005,0.561,0.439,0.295,0.008,0.005,0.009,0.2113,-6.902,2.413,0.0312,0.045,0.045,0.715,1
44,1749.47,1395.08,13.52,0.0002,0.663,0.512,0.224,0.008,0.006,0.006,0.5516,-10.071,2.164,0.0189,0.031,0.027,0.709,1
163,1272.03,1284.8,14.9261,0.0003,1.053,0.852,0.056,0.007,0.006,0.012,0.8501,-14.818,-3.253,0.0305,0.044,0.04,0.704,1
196,1237.26,1042.29,15.1339,0.0003,1.048,0.806,0.363,0.006,0.006,0.016,0.2169,-6.675,2.132,0.0319,0.046,0.04,0.703,1
30,1234.29,1541.82,13.1078,0.0002,0.738,0.581,0.368,0.008,0.007,0.006,0.3419,-6.441,2.733,0.017,0.026,0.024,0.7,1
146,1660.12,1475.6,14.9561,0.0003,0.509,0.364,0.254,0.008,0.008,0.011,0.2182,-6.316,2.868,0.0251,0.041,0.037,0.694,1
98,1326.53,1657.94,14.3566,0.0003,0.849,0.673,0.04,0.011,0.01,0.009,0.6149,-3.757,1.865,0.0243,0.037,0.032,0.693,1
115,1838.95,1508.86,14.5078,0.0003,1.037,0.855,0.116,0.009,0.008,0.01,0.6238,2.109,-1.107,0.0213,0.035,0.033,0.69,1
8,1339.9,1248.19,11.0843,0.0022,2.533,1.829,2.123,0.011,0.006,0.013,0.1343,-6.427,1.824,0.0485,0.075,0.069,0.689,1
35,1162.55,1776.33,13.3458,0.0002,0.391,0.277,0.123,0.011,0.009,0.008,0.3856,-6.081,2.735,0.0163,0.026,0.024,0.689,1
154,1810.07,1253.86,14.8555,0.0003,1.018,0.816,0.164,0.008,0.007,0.013,0.4244,-7.546,4.301,0.0249,0.04,0.036,0.689,1
119,1081.06,1548.08,14.6363,0.0003,0.838,0.67,0.021,0.01,0.009,0.008,0.6744,-8.715,2.908,0.0224,0.036,0.034,0.686,1
232,1715.24,1313.24,15.3822,0.0004,0.844,0.654,0.17,0.009,0.007,0.02,0.3886,-5.253,0.413,0.0308,0.049,0.043,0.68,1
34,1120.54,1544.37,12.8958,0.0002,1.447,1.391,1.156,0.008,0.007,0.012,0.4297,-7.962,2.588,0.0244,0.04,0.037,0.679,1
42,1528.83,1625.7,13.2277,0.0002,1.284,1.184,0.732,0.009,0.008,0.009,0.8978,-27.141,-1.112,0.0157,0.025,0.024,0.679,1
26,899.835,1313.18,12.7563,0.0002,1.401,1.336,0.923,0.006,0.005,0.036,0.3834,-8.617,3.385,0.0281,0.046,0.042,0.678,1
41,939.91,1680.63,13.0129,0.0004,1.591,1.49,1.297,0.009,0.008,0.015,0.298,-8.156,0.888,0.0188,0.031,0.03,0.674,1
237,1248.68,1627.2,15.5021,0.0005,0.479,0.347,0.067,0.013,0.01,0.013,0.2995,-6.047,2.064,0.0313,0.05,0.046,0.672,1
280,754.478,1359.32,15.5458,0.0004,1.01,0.833,0.138,0.009,0.008,0.017,0.5734,-2.704,1.447,0.0314,0.057,0.05,0.672,1
431,1746.76,1422.53,16.2227,0.0006,0.566,0.455,0.276,0.01,0.009,0.019,0.2433,-5.531,2.031,0.051,0.085,0.07,0.67,1
336,1222.67,1203.77,15.7477,0.0005,1.014,0.8,0.083,0.009,0.009,0.023,0.6311,-6.747,4.406,0.0415,0.059,0.058,0.668,1
371,1524.07,1368.66,15.9125,0.0005,0.96,0.757,0.103,0.01,0.009,0.02,0.3705,-10.33,2.683,0.0431,0.065,0.057,0.662,1
252,1086.04,1265.25,15.4399,0.0004,0.894,0.684,0.177,0.009,0.009,0.017,0.3138,-7.768,3.7,0.03,0.048,0.043,0.661,1
219,1590.53,1601.56,15.2214,0.0005,1.067,0.868,0.207,0.011,0.009,0.016,0.2937,-5.713,2.624,0.0276,0.045,0.041,0.66,1
289,1734.33,1395.72,15.5883,0.0005,0.939,0.713,0.043,0.009,0.009,0.018,0.4351,-7.715,3.15,0.0368,0.059,0.055,0.66,1
300,1470.36,1470.69,15.6858,0.0004,0.829,0.651,0.156,0.01,0.009,0.019,0.2841,-6.662,2.306,0.0405,0.061,0.051,0.659,1
332,1821.13,1388.22,15.7244,0.0005,1.056,0.816,0.1,0.009,0.009,0.023,0.1494,-6.653,2.857,0.0519,0.084,0.072,0.659,1
206,1099.47,1699.91,15.1512,0.0004,1.042,0.916,0.314,0.011,0.011,0.018,0.5537,-6.591,5.104,0.0274,0.046,0.04,0.657,1
329,1605.58,1604.36,15.7179,0.0005,1.0,0.797,0.05,0.012,0.011,0.019,0.628,-5.977,1.323,0.0345,0.056,0.05,0.656,1
37,1121.34,1808.37,13.0467,0.0003,1.376,1.344,1.185,0.011,0.01,0.013,0.3655,-5.614,0.104,0.0159,0.025,0.024,0.654,1
53,1521.0,1952.03,13.3697,0.0002,1.48,1.452,1.228,0.01,0.01,0.019,0.1742,-6.181,1.948,0.0175,0.027,0.024,0.653,1
427,1248.6,998.355,16.1778,0.0005,0.718,0.584,0.345,0.011,0.009,0.03,0.1736,-6.837,2.322,0.0498,0.079,0.065,0.652,1
476,1222.64,1285.0,16.2111,0.0009,0.981,0.752,0.122,0.011,0.009,0.028,0.3301,-4.653,2.002,0.0588,0.091,0.08,0.651,1
97,1488.16,1228.31,14.1269,0.0002,1.38,1.315,1.011,0.007,0.006,0.022,0.2915,-4.447,1.6,0.0197,0.031,0.028,0.65,1
301,896.816,1529.0,15.7233,0.0004,0.664,0.52,0.257,0.01,0.009,0.02,0.2294,-5.765,1.78,0.033,0.056,0.048,0.65,1
308,835.722,1423.01,15.7307,0.0007,0.688,0.52,0.164,0.011,0.009,0.026,0.2719,-4.822,1.533,0.0395,0.068,0.066,0.648,1
302,1515.03,1610.36,15.6096,0.0005,0.977,0.77,0.13,0.011,0.01,0.021,0.2964,-8.829,3.586,0.032,0.051,0.047,0.647,1
120,1027.26,1421.19,14.3365,0.0003,1.495,1.427,1.231,0.008,0.008,0.034,0.2532,-5.452,1.356,0.0195,0.033,0.029,0.644,1
234,1678.58,1874.44,15.4819,0.0004,0.821,0.619,0.162,0.014,0.012,0.016,0.141,-5.396,2.65,0.0302,0.053,0.053,0.643,1
299,1078.41,1475.07,15.5994,0.0004,1.023,0.833,0.072,0.009,0.009,0.02,0.6545,-11.829,2.695,0.037,0.057,0.051,0.643,1
365,1275.54,1242.61,15.8217,0.0005,1.122,0.95,0.287,0.011,0.01,0.034,0.3864,-6.729,2.396,0.043,0.064,0.058,0.643,1
296,913.833,1945.97,15.6126,0.0004,0.93,0.764,0.04,0.014,0.012,0.017,0.637,-11.13,5.206,0.0331,0.053,0.048,0.642,1
406,1440.28,1552.0,15.9705,0.0005,1.007,0.82,0.102,0.012,0.011,0.028,0.6437,-13.0,2.132,0.0406,0.063,0.057,0.642,1
224,1233.57,1401.78,15.4124,0.001,0.66,0.489,0.315,0.015,0.012,0.019,0.206,-5.814,2.975,0.0472,0.075,0.07,0.641,1
370,1632.6,1787.65,15.9906,0.0006,0.589,0.444,0.114,0.015,0.012,0.018,0.1616,-6.804,3.237,0.0412,0.065,0.061,0.636,1
437,1408.82,1478.21,16.1204,0.0006,0.887,0.682,0.282,0.012,0.011,0.037,0.2799,-6.304,2.219,0.0474,0.074,0.062,0.634,1
273,1266.47,1594.47,15.4332,0.0004,1.109,0.935,0.276,0.011,0.009,0.024,1.0491,-10.02,2.714,0.0318,0.051,0.046,0.633,1
325,1768.86,1750.84,15.7073,0.0004,0.941,0.722,0.058,0.014,0.013,0.018,0.4472,-6.967,4.835,0.034,0.054,0.049,0.632,1
91,1191.36,1629.43,13.9945,0.0003,1.504,1.445,1.315,0.011,0.009,0.031,0.2551,-6.777,2.965,0.0182,0.03,0.029,0.627,1
330,1124.3,1493.76,15.8056,0.0005,0.862,0.692,0.106,0.015,0.013,0.02,0.3511,-7.028,1.758,0.0398,0.064,0.055,0.627,1
251,1130.29,1959.35,15.4184,0.0004,0.94,0.782,0.15,0.013,0.011,0.021,0.4195,-8.351,2.379,0.0323,0.056,0.048,0.626,1
474,1340.66,1287.67,16.2067,0.0007,0.952,0.717,0.43,0.011,0.011,0.035,0.1152,-6.311,2.423,0.0536,0.085,0.07,0.626,1
407,1414.68,1821.43,15.9556,0.0007,1.03,0.835,0.071,0.014,0.014,0.025,0.2484,-6.566,2.7,0.0545,0.089,0.081,0.625,1
473,1150.71,1700.32,16.1228,0.0006,1.092,0.89,0.051,0.014,0.013,0.034,0.2531,-9.54,-0.023,0.0428,0.07,0.061,0.625,1
527,1759.02,1228.5,16.2922,0.0007,1.147,0.943,0.274,0.012,0.013,0.047,0.4245,-6.528,5.024,0.052,0.086,0.075,0.624,1
164,1670.19,1423.43,14.7406,0.0009,1.523,1.4,1.034,0.01,0.01,0.043,0.2379,-6.589,1.908,0.0505,0.086,0.071,0.622,1
463,1626.17,1233.73,16.1713,0.0013,1.018,0.769,0.082,0.012,0.011,0.028,0.588,-5.577,1.509,0.1362,0.209,0.182,0.622,1
343,992.911,1795.58,15.7863,0.0014,1.04,0.842,0.121,0.017,0.013,0.022,0.1425,-4.973,0.741,0.0699,0.118,0.106,0.62,1
577,1179.72,1553.38,16.4809,0.0007,0.94,0.763,0.093,0.014,0.013,0.038,0.4159,-5.853,2.923,0.0596,0.094,0.075,0.62,1
586,1140.97,1332.43,16.5026,0.0007,0.953,0.755,0.176,0.012,0.011,0.093,0.3384,-5.027,1.236,0.0552,0.095,0.076,0.62,1
583,1282.94,1338.35,16.5122,0.0008,0.909,0.708,0.168,0.011,0.011,0.043,0.185,-5.74,2.091,0.0681,0.099,0.084,0.62,1
517,867.906,1322.85,16.3314,0.0006,0.92,0.73,0.077,0.012,0.011,0.029,0.3314,-8.381,2.869,0.0502,0.085,0.069,0.619,1
555,1654.68,1104.85,16.431,0.0007,0.983,0.768,0.107,0.012,0.013,0.04,0.356,-7.543,3.376,0.0562,0.09,0.075,0.619,1
429,1489.33,2003.54,16.0782,0.0006,0.962,0.719,0.161,0.012,0.011,0.036,0.2283,-5.794,2.222,0.0395,0.065,0.058,0.618,1
126,1500.74,1573.66,14.392,0.0003,1.479,1.401,1.14,0.012,0.01,0.034,0.2339,-6.712,4.146,0.0203,0.032,0.031,0.617,1
