ID,x,y,Gmag,e_Gmag,VI,BV,UB,VIerr,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
810,1810.94,2075.73,15.1837,0.0004,2.215,1.792,0.871,0.013,0.022,0.079,0.199,-5.43,5.333,0.0343,0.062,0.054,0.461,1
470,1940.74,1986.78,14.3604,0.0003,2.182,1.945,1.179,0.01,0.017,0.065,0.3076,-10.768,9.008,0.027,0.049,0.044,0.46,1
504,2184.73,2144.32,14.5534,0.0004,2.234,2.033,1.164,0.01,0.019,0.074,0.1453,-3.176,0.463,0.0324,0.055,0.048,0.459,1
2894,2020.49,2143.07,17.0185,0.0016,1.574,1.243,0.241,0.027,0.041,0.099,0.1628,-1.428,5.976,0.0967,0.167,0.153,0.583,0
3732,2287.8,2218.17,17.3819,0.0009,1.227,0.952,0.528,0.035,0.046,0.111,0.2157,-4.902,3.293,0.0892,0.149,0.144,0.579,0
3420,1860.99,2150.94,17.1428,0.0008,1.429,1.338,0.425,0.031,0.046,0.131,0.6941,-3.73,2.422,0.0839,0.153,0.141,0.565,0
3061,2175.25,1834.09,17.0271,0.0008,1.534,1.214,0.559,0.026,0.043,0.122,0.1742,-5.942,3.951,0.0704,0.135,0.114,0.551,0
3154,1944.17,2319.5,17.0782,0.0008,1.54,1.435,0.505,0.031,0.056,0.157,0.3323,-8.687,4.75,0.0726,0.129,0.118,0.55,0
2028,2139.43,2227.03,16.4484,0.0007,1.461,1.139,0.347,0.02,0.031,0.061,0.66,-8.358,9.257,0.0612,0.11,0.096,0.537,0
2632,2298.73,1943.56,16.8524,0.0007,1.4,1.16,0.313,0.02,0.034,0.073,0.2912,-8.828,7.602,0.0711,0.123,0.099,0.536,0
1899,1852.31,2132.81,16.3445,0.0007,1.459,1.224,0.398,0.016,0.026,0.063,0.4611,-1.626,3.851,0.0528,0.103,0.085,0.532,0
2613,1922.91,2116.03,16.8061,0.0008,1.471,1.243,0.309,0.024,0.036,0.085,0.3793,-2.966,0.32,0.0687,0.123,0.112,0.531,0
1826,2101.43,1972.56,16.3129,0.0007,1.688,1.401,0.443,0.016,0.031,0.089,0.2508,-4.145,4.343,0.048,0.088,0.073,0.516,0
1514,1871.73,2010.19,16.0235,0.0006,1.363,1.139,0.234,0.015,0.021,0.04,0.635,-7.728,5.55,0.0417,0.077,0.068,0.507,0
1389,1987.72,2246.63,15.9104,0.0006,1.42,1.207,0.278,0.017,0.025,0.047,0.4849,-2.009,1.775,0.045,0.077,0.075,0.506,0
867,2235.64,2128.4,16.0923,0.002,1.268,0.826,0.388,0.031,0.034,0.03,0.5748,-5.284,4.4,0.0531,0.094,0.083,0.505,0
1772,2218.57,2170.03,16.2807,0.0007,1.223,1.089,0.285,0.018,0.025,0.046,0.5248,-6.963,5.297,0.0514,0.089,0.077,0.501,0
1892,2215.37,1923.78,16.3237,0.0007,1.308,1.116,0.323,0.017,0.023,0.053,0.6823,-6.23,2.536,0.0512,0.092,0.078,0.493,0
1275,1980.47,2301.16,15.8111,0.0007,1.318,1.077,0.355,0.016,0.021,0.035,0.553,-7.773,-1.164,0.0404,0.068,0.063,0.472,0
697,2318.39,2168.99,15.1553,0.0004,1.011,0.833,0.312,0.01,0.012,0.017,0.289,-4.821,4.375,0.0308,0.051,0.045,0.451,0
819,1948.5,2288.24,15.3008,0.0005,1.116,0.908,0.424,0.012,0.015,0.023,0.4135,-5.609,2.22,0.0371,0.062,0.059,0.449,0
463,2264.12,1876.24,14.3486,0.0003,2.005,1.856,1.274,0.008,0.014,0.048,0.2602,-5.061,2.267,0.0251,0.049,0.038,0.443,0
844,2036.1,1832.4,15.261,0.0007,1.306,1.086,0.461,0.01,0.015,0.028,0.2847,-5.694,4.816,0.0305,0.056,0.047,0.432,0
658,1790.34,2080.94,15.0229,0.0004,0.992,0.899,0.318,0.01,0.013,0.019,1.3069,-5.124,-2.471,0.0272,0.049,0.044,0.426,0
445,2102.15,1813.33,14.2623,0.0003,1.913,1.711,1.051,0.007,0.011,0.037,0.2758,-8.161,6.13,0.0241,0.044,0.039,0.425,0
48,2178.59,1976.11,11.99,0.0002,0.855,0.734,0.1,0.005,0.004,0.005,1.3461,-7.055,-0.061,0.0325,0.059,0.048,0.409,0
579,1953.14,1865.45,14.9682,0.0004,0.962,0.713,0.114,0.009,0.011,0.014,0.3287,-4.741,3.499,0.0273,0.055,0.045,0.38,0
380,2298.2,2091.74,14.3509,0.0002,0.875,0.849,0.307,0.008,0.009,0.011,1.3365,-9.194,0.86,0.0235,0.041,0.034,0.363,0
3584,1970.43,1797.17,17.2868,0.0009,1.351,1.2,0.168,0.029,0.044,0.118,0.2588,-3.572,2.024,0.083,0.157,0.136,0.563,0
2297,2055.71,1936.04,16.7055,0.0008,1.754,1.004,0.831,0.029,0.042,0.121,0.6146,-6.996,1.924,0.0641,0.114,0.099,0.538,0
528,2126.42,2230.88,14.9586,0.0006,3.107,2.646,nan,0.016,0.046,nan,0.0266,-4.308,3.131,0.0587,0.099,0.086,0.53,-1
700,2240.08,2192.47,15.0467,0.0011,2.067,1.912,nan,0.012,0.022,nan,0.029,-7.035,3.455,0.1029,0.176,0.156,0.6,-1
724,2164.64,2023.78,15.1926,0.0005,2.259,1.956,nan,0.012,0.026,nan,0.2389,-6.458,4.417,0.0413,0.077,0.061,0.52,-1
752,2156.36,2013.51,15.3867,0.0006,2.651,2.312,nan,0.014,0.044,nan,0.1226,-5.593,5.365,0.0415,0.075,0.06,0.5,-1
1118,2141.3,2152.85,15.8926,0.0011,2.137,1.699,nan,0.02,0.034,nan,0.1379,-3.451,2.558,0.0519,0.089,0.083,0.54,-1
1444,2027.07,2156.59,16.2202,0.0009,2.298,1.851,nan,0.019,0.046,nan,-0.0363,-3.545,2.233,0.0838,0.133,0.119,0.58,-1
1550,2047.15,2094.28,16.1951,0.0008,2.264,1.342,nan,0.024,0.058,nan,0.1259,-3.353,2.178,0.0508,0.091,0.079,0.53,-1
1559,2141.23,1932.71,16.253,0.0008,2.25,1.995,nan,0.019,0.052,nan,0.1491,-3.75,2.271,0.0561,0.105,0.091,0.55,-1
1648,2065.7,2091.66,16.2921,0.0009,2.155,1.73,nan,0.024,0.049,nan,0.0314,-3.38,2.129,0.0576,0.102,0.089,0.56,-1
1769,1966.59,1786.62,16.382,0.0008,2.18,1.95,nan,0.016,0.058,nan,0.1103,-3.571,2.971,0.0522,0.099,0.085,0.55,-1
1779,1887.64,1894.72,16.4155,0.0008,2.224,1.962,nan,0.019,0.051,nan,0.067,-4.596,3.117,0.0537,0.1,0.089,0.55,-1
1832,2340.1,2075.17,16.5645,0.0008,2.486,2.107,nan,0.028,0.077,nan,0.1108,-2.387,1.486,0.0637,0.115,0.093,0.56,-1
1886,1835.83,1993.79,16.3278,0.0009,1.663,1.39,nan,0.019,0.032,nan,0.0465,-4.201,4.262,0.0497,0.091,0.082,0.57,-1
1889,2246.83,2222.92,16.4969,0.0008,2.134,1.729,nan,0.022,0.046,nan,0.1863,-3.396,3.011,0.0587,0.098,0.087,0.53,-1
1900,2137.81,2099.15,16.6117,0.001,2.18,1.767,nan,0.025,0.058,nan,0.0911,-3.514,2.261,0.0652,0.124,0.108,0.56,-1
1909,1929.76,2211.82,16.6299,0.0015,2.23,1.73,nan,0.028,0.06,nan,0.1147,-3.792,1.508,0.1031,0.175,0.162,0.63,-1
1934,2030.81,1905.09,16.5692,0.0008,2.282,1.821,nan,0.023,0.06,nan,-0.0101,-3.594,2.146,0.0576,0.108,0.099,0.55,-1
1947,1833.9,2046.43,16.6128,0.0009,2.654,2.417,nan,0.024,0.134,nan,0.1293,-4.335,3.23,0.0687,0.121,0.108,0.56,-1
2076,1952.23,1990.61,16.4709,0.0008,1.622,1.233,nan,0.018,0.028,nan,0.2676,-6.647,4.516,0.1069,0.197,0.177,0.63,-1
2237,1992.47,2198.89,16.7498,0.0009,2.203,2.04,nan,0.026,0.075,nan,0.2083,-6.871,9.173,0.0727,0.123,0.115,0.58,-1
2245,2135.06,1951.41,16.5829,0.0008,1.584,1.303,nan,0.02,0.034,nan,0.1145,-3.347,2.42,0.0549,0.101,0.084,0.55,-1
2266,2047.92,1808.4,16.6175,0.0041,1.648,1.409,nan,0.022,0.039,nan,0.6864,-12.298,8.897,0.0664,0.123,0.103,0.58,-1
2354,2131.51,2274.42,16.681,0.0007,1.587,1.381,nan,0.022,0.037,nan,0.4758,-8.192,7.842,0.0615,0.101,0.096,0.56,-1
2419,2272.35,1996.88,16.9549,0.0009,2.344,1.951,nan,0.033,0.099,nan,0.0355,-3.025,2.846,0.0738,0.136,0.11,0.56,-1
2600,2376.27,2119.42,16.8457,0.0008,1.364,1.128,nan,0.023,0.038,nan,-0.0148,-5.505,3.857,0.0677,0.123,0.105,0.58,-1
2725,2051.74,2075.3,16.9635,0.0025,1.642,1.42,nan,0.029,0.044,nan,0.9279,-8.806,-0.721,0.1336,0.253,0.21,0.63,-1
2765,2008.8,2221.28,16.9257,0.0009,1.689,1.301,nan,0.026,0.044,nan,0.1756,-4.028,2.54,0.072,0.13,0.123,0.59,-1
2867,2177.55,2116.74,16.9623,0.0008,1.342,1.257,nan,0.023,0.041,nan,0.5806,-6.5,2.929,0.0721,0.134,0.106,0.58,-1
3028,2145.15,2085.75,17.1094,0.0009,2.151,1.576,nan,0.033,0.083,nan,1.9171,-8.008,6.333,0.0801,0.156,0.123,0.6,-1
3105,2062.05,1777.92,17.2252,0.0012,1.445,1.286,nan,0.027,0.042,nan,0.2849,-7.564,6.129,0.1456,0.257,0.209,0.64,-1
3156,2276.35,1901.03,17.0512,0.0009,1.454,1.291,nan,0.025,0.042,nan,0.4303,-6.17,2.64,0.0964,0.202,0.14,0.62,-1
3198,1835.05,1962.74,17.2846,0.0012,1.597,1.26,nan,0.027,0.043,nan,0.1964,-3.024,5.111,0.0905,0.168,0.179,0.62,-1
3211,1923.63,2300.17,17.1543,0.0008,1.242,1.033,nan,0.034,0.045,nan,0.3905,-4.198,3.277,0.0776,0.142,0.134,0.6,-1
3357,2345.62,1927.29,17.1982,0.001,1.422,1.128,nan,0.027,0.041,nan,0.0353,-3.547,2.282,0.0824,0.15,0.12,0.59,-1
3449,1859.19,2052.39,17.2006,0.0008,1.631,1.155,nan,0.03,0.051,nan,0.0947,-3.565,3.442,0.0824,0.148,0.13,0.58,-1
3490,1961.34,1811.49,17.2018,0.0008,1.416,1.207,nan,0.027,0.046,nan,0.5002,-6.137,6.337,0.0773,0.147,0.127,0.59,-1
3573,1840.33,2080.03,17.2371,0.0009,1.68,1.265,nan,0.03,0.051,nan,0.1446,-3.78,2.266,0.0797,0.149,0.131,0.59,-1
3585,2247.22,2162.22,17.6035,0.0016,2.146,1.548,nan,0.045,0.098,nan,0.048,-2.038,3.485,0.1336,0.237,0.218,0.64,-1
3589,1982.34,2111.93,17.5651,0.0081,1.71,1.28,nan,0.028,0.054,nan,nan,nan,nan,nan,nan,nan,0.8,-1
3597,2298.52,1928.96,17.2789,0.0009,1.442,1.131,nan,0.031,0.045,nan,0.0227,-3.576,2.226,0.0961,0.174,0.144,0.61,-1
3725,2361.6,2053.88,17.2746,0.001,1.433,1.364,nan,0.034,0.05,nan,0.5685,-6.509,5.151,0.092,0.169,0.133,0.62,-1
3789,2037.76,1996.92,18.4772,0.0034,1.699,1.112,nan,0.041,0.061,nan,-0.5508,-3.999,1.181,0.2571,0.549,0.446,0.86,-1
3899,1949.3,2185.61,17.4095,0.0011,1.387,1.145,nan,0.035,0.049,nan,-0.0538,-4.188,2.189,0.0942,0.169,0.144,0.61,-1
3911,1966.73,2143.33,17.3772,0.0009,1.568,1.181,nan,0.036,0.056,nan,0.2534,-3.893,2.098,0.1094,0.174,0.158,0.62,-1
4002,2146.35,2144.4,17.4431,0.001,1.485,0.999,nan,0.042,0.095,nan,0.7176,-6.167,4.998,0.0929,0.165,0.148,0.61,-1
4010,2119.67,1904.87,17.3806,0.0009,1.51,1.306,nan,0.034,0.059,nan,0.4646,-9.08,4.561,0.0855,0.165,0.133,0.61,-1
4047,2180.46,1913.3,17.5091,0.001,1.711,1.168,nan,0.035,0.07,nan,0.1245,-3.312,2.591,0.1076,0.194,0.158,0.64,-1
4061,2110.88,2297.56,17.4048,0.001,1.695,1.4,nan,0.033,0.06,nan,0.5127,-4.707,4.973,0.0934,0.157,0.148,0.59,-1
4203,2091.69,1850.44,17.4681,0.001,1.607,1.26,nan,0.037,0.066,nan,0.4111,-7.178,4.381,0.0942,0.186,0.158,0.61,-1
4235,2044.53,2044.67,17.4382,0.0011,nan,1.619,nan,nan,0.134,nan,0.1074,-3.733,2.259,0.0921,0.187,0.15,0.61,-1
4254,2036.49,1915.77,17.7773,0.0015,1.657,1.144,nan,0.047,0.063,nan,-0.3036,-4.331,2.933,0.1769,0.313,0.27,0.86,-1
4255,2207.36,2256.68,17.8656,0.0013,1.643,-0.393,nan,0.046,0.057,nan,0.6365,-6.701,5.8,0.117,0.206,0.174,0.63,-1
4271,2045.71,2107.49,17.5328,0.0014,1.538,1.332,nan,0.034,0.056,nan,0.1394,-3.081,2.349,0.1207,0.223,0.183,0.87,-1
4279,2068.16,2061.52,17.4743,0.001,1.465,1.223,nan,0.037,0.059,nan,0.0898,-3.585,2.287,0.0941,0.176,0.15,0.62,-1
4283,2012.89,1824.39,17.482,0.001,1.504,1.297,nan,0.038,0.06,nan,0.316,-5.275,2.845,0.0901,0.175,0.153,0.61,-1
4299,2151.29,2140.77,17.5408,0.0011,1.558,1.373,nan,0.038,0.128,nan,0.4313,-4.555,2.335,0.1108,0.196,0.178,0.86,-1
4302,2141.59,1856.86,17.5223,0.001,1.752,1.271,nan,0.032,0.061,nan,0.3083,-3.832,3.02,0.101,0.206,0.164,0.62,-1
4311,2047.92,2121.88,17.5391,0.001,1.465,1.419,nan,0.038,0.072,nan,0.1804,-3.305,2.188,0.0973,0.177,0.16,0.93,-1
4315,2082.3,2046.21,17.4901,0.0011,1.428,1.446,nan,0.04,0.077,nan,0.1975,-3.753,2.386,0.101,0.188,0.161,0.62,-1
4441,2163.26,2104.0,17.568,0.0011,1.44,1.095,nan,0.04,0.058,nan,0.4234,-4.514,3.167,0.1076,0.214,0.158,0.63,-1
4457,2074.61,2015.33,17.6227,0.0012,1.599,1.396,nan,0.036,0.076,nan,0.2321,-3.423,2.498,0.103,0.207,0.165,0.85,-1
4528,2345.24,1911.32,18.2314,0.0044,1.589,0.587,nan,0.058,0.115,nan,0.4285,-1.651,2.529,0.1793,0.333,0.318,0.66,-1
4536,2127.99,2095.92,17.7299,0.0013,1.481,1.043,nan,0.044,0.062,nan,-0.115,-3.687,2.589,0.1208,0.224,0.189,0.83,-1
4619,2013.21,2052.2,17.6177,0.0011,1.565,1.294,nan,0.039,0.068,nan,0.0735,-3.094,2.442,0.1016,0.203,0.165,0.85,-1
4625,1790.04,2002.14,17.579,0.0011,1.636,1.424,nan,0.046,0.085,nan,0.5553,-12.124,7.167,0.1019,0.186,0.159,0.82,-1
4745,2145.89,1899.51,17.6253,0.0011,1.549,1.385,nan,0.041,0.072,nan,0.3075,-7.104,7.055,0.0989,0.192,0.169,0.62,-1
4838,1946.33,1881.84,17.7525,0.0011,2.002,1.688,nan,0.054,0.136,nan,1.0402,-2.368,4.273,0.1047,0.199,0.173,0.62,-1
4872,2046.34,2152.16,17.6605,0.0012,1.562,1.619,nan,0.041,0.104,nan,0.8196,-11.874,7.843,0.1155,0.207,0.197,0.62,-1
4942,1878.81,2165.9,17.7746,0.0013,1.77,1.202,nan,0.045,0.078,nan,0.0154,-3.221,3.016,0.1141,0.212,0.184,0.85,-1
4944,2103.43,2070.01,17.6821,0.0013,1.343,1.383,nan,0.043,0.071,nan,0.0105,-3.913,2.374,0.112,0.207,0.176,0.62,-1
4963,1997.25,2106.03,17.7093,0.0011,1.535,1.319,nan,0.037,0.068,nan,0.1862,-3.449,2.141,0.1066,0.202,0.171,0.58,-1
4986,2003.41,2213.87,17.7796,0.0012,1.826,1.438,nan,0.044,0.102,nan,0.6895,-15.608,8.793,0.1168,0.213,0.195,0.64,-1
4994,1864.93,2034.47,17.6944,0.0015,1.667,1.519,nan,0.039,0.086,nan,0.5709,-4.522,1.759,0.1018,0.196,0.17,0.61,-1
5087,2034.34,2132.04,18.2301,0.0019,1.935,0.675,nan,0.053,0.073,nan,-0.1361,-3.854,1.971,0.1635,0.291,0.301,0.65,-1
5096,2027.95,1965.33,17.7381,0.0011,1.511,1.297,nan,0.044,0.069,nan,0.0984,-3.572,2.376,0.1044,0.2,0.173,0.79,-1
5153,1965.71,1894.23,17.7792,0.0012,1.548,1.365,nan,0.042,0.084,nan,0.3686,-5.436,5.532,0.1081,0.206,0.187,0.64,-1
5223,2239.47,1856.61,17.7601,0.0011,1.706,1.376,nan,0.04,0.079,nan,0.2921,-5.281,3.013,0.1159,0.222,0.179,0.62,-1
5273,2187.31,2023.58,18.279,0.002,1.909,-0.496,nan,0.08,0.087,nan,0.673,-6.561,4.924,0.1755,0.343,0.343,0.64,-1
5347,2117.73,1973.78,17.8117,0.0011,1.56,1.348,nan,0.039,0.079,nan,0.2646,-3.38,2.519,0.1083,0.209,0.169,0.62,-1
5381,2090.97,1928.13,17.9195,0.0013,1.534,1.431,nan,0.05,0.1,nan,-0.0131,-3.47,2.349,0.1212,0.23,0.184,0.85,-1
5404,2282.14,2120.43,17.8771,0.0012,1.403,1.075,nan,0.044,0.07,nan,0.0566,-3.725,2.467,0.1206,0.227,0.188,0.63,-1
5509,2387.34,2081.14,17.9235,0.0013,1.446,1.126,nan,0.048,0.081,nan,0.0894,-3.458,2.272,0.1255,0.234,0.188,0.85,-1
5650,2238.14,2307.74,18.0142,0.0013,1.335,1.109,nan,0.047,0.074,nan,0.0984,-4.845,4.014,0.1371,0.224,0.191,0.73,-1
5758,1921.13,1831.69,18.0179,0.0027,1.694,1.413,nan,0.049,0.111,nan,0.2688,-4.686,3.681,0.1285,0.249,0.208,0.76,-1
5785,1842.08,2021.25,18.4547,0.0039,1.691,1.639,nan,0.056,0.131,nan,-0.9482,-6.671,3.731,0.3539,0.783,0.537,0.68,-1
5802,2075.9,1968.68,17.9644,0.0012,1.505,1.221,nan,0.074,0.079,nan,0.179,-3.444,1.957,0.1194,0.233,0.201,0.62,-1
5883,2152.2,2043.0,18.0554,0.0015,1.663,1.126,nan,0.055,0.083,nan,0.418,-3.307,2.457,0.147,0.29,0.283,0.86,-1
5931,1871.24,1940.37,18.0788,0.0014,1.498,1.157,nan,0.049,0.093,nan,0.2232,-3.441,2.582,0.1307,0.252,0.247,0.63,-1
6006,2045.0,2082.02,18.0943,0.0015,1.477,1.267,nan,0.053,0.092,nan,0.1449,-3.175,2.069,0.1431,0.277,0.257,0.74,-1
6017,2206.18,2281.46,18.0709,0.0014,1.743,1.662,nan,0.052,0.139,nan,-0.021,-5.024,4.709,0.1486,0.246,0.273,0.63,-1
6041,2225.74,2108.02,18.1384,0.0015,1.191,1.126,nan,0.058,0.083,nan,0.2424,-4.017,1.629,0.1505,0.28,0.273,0.65,-1
6080,2062.37,2271.37,18.0854,0.0013,1.456,1.327,nan,0.054,0.095,nan,0.1933,-6.218,4.333,0.1402,0.25,0.256,0.63,-1
6177,2059.3,2127.94,18.0558,0.0014,1.586,1.458,nan,0.061,0.115,nan,0.3175,-3.519,2.447,0.1441,0.249,0.266,0.86,-1
6217,1951.43,2209.36,18.1182,0.0014,1.629,1.056,nan,0.064,0.166,nan,0.26,-4.365,3.318,0.1414,0.256,0.258,0.73,-1
6374,2327.86,2156.34,18.1438,0.0014,1.5,1.319,nan,0.056,0.112,nan,0.2646,-4.499,4.158,0.1519,0.265,0.265,0.68,-1
6464,1992.22,1833.38,18.1332,0.0015,1.597,1.276,nan,0.059,0.117,nan,0.2041,-3.715,3.192,0.135,0.263,0.258,0.67,-1
6470,2071.83,2050.07,18.1061,0.0017,1.495,1.019,nan,0.061,0.101,nan,0.0501,-3.809,2.808,0.1408,0.27,0.262,0.8,-1
6529,2019.16,2089.77,18.1849,0.0015,1.456,1.365,nan,0.057,0.113,nan,-0.0072,-3.678,2.041,0.1474,0.284,0.271,0.64,-1
6599,2195.22,2187.94,18.1934,0.0016,nan,1.248,nan,nan,0.1,nan,0.4188,-6.141,4.939,0.1469,0.264,0.272,0.62,-1
6752,2027.7,1928.9,18.2624,0.0014,1.583,1.236,nan,0.063,0.115,nan,-0.0488,-3.952,2.152,0.1459,0.283,0.275,0.65,-1
6797,1958.93,2129.6,18.2145,0.0019,1.66,1.411,nan,0.07,0.123,nan,0.2738,-5.474,4.639,0.154,0.27,0.278,0.65,-1
6808,1990.43,2345.41,18.2634,0.0016,1.773,1.189,nan,0.072,0.137,nan,0.2159,-6.28,1.929,0.1526,0.259,0.284,0.66,-1
6810,1879.12,2252.0,18.2799,0.0015,1.967,1.289,nan,0.068,0.134,nan,0.3244,-3.9,4.889,0.1519,0.268,0.243,0.63,-1
6979,2092.67,2021.6,18.3168,0.0016,1.558,1.382,nan,0.064,0.143,nan,0.2001,-4.169,2.137,0.1769,0.367,0.313,0.65,-1
7450,1917.95,1915.3,18.4073,0.0019,1.58,1.314,nan,0.076,0.134,nan,0.2243,-6.551,6.691,0.1654,0.319,0.315,0.67,-1
7454,2007.12,2110.93,18.3433,0.0017,1.477,0.966,nan,0.075,0.111,nan,0.3057,-3.603,2.325,0.161,0.31,0.3,0.66,-1
7502,2028.87,2198.26,18.4793,0.002,1.484,1.364,nan,0.08,0.136,nan,0.4306,-2.975,2.112,0.1858,0.354,0.361,0.9,-1
7612,2120.57,2350.09,18.4334,0.0018,1.619,1.227,nan,0.075,0.146,nan,0.5052,-5.69,2.837,0.1701,0.29,0.319,0.64,-1
7640,2159.85,1772.42,18.3858,0.0017,1.622,1.376,nan,0.075,0.143,nan,0.0616,-0.759,-0.483,0.1571,0.307,0.306,0.65,-1
7821,2107.56,2024.12,18.4914,0.0017,nan,1.424,nan,nan,0.171,nan,0.4269,-4.232,3.115,0.1952,0.383,0.373,0.85,-1
7847,2019.23,2128.58,18.5089,0.0017,nan,1.208,nan,nan,0.105,nan,0.1435,-4.043,2.681,0.1813,0.327,0.33,0.63,-1
8461,2266.01,2256.95,18.7284,0.0022,nan,0.869,nan,nan,0.138,nan,0.0283,-4.054,1.76,0.2089,0.362,0.392,0.62,-1
