ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
12 949.975 39.103 12.501 0.004 0.573 0.007 0.2 0.006 0.364 0.005 0.779 0.007 154.789974369083 -56.523393536126044 0.9800 0.080118 0.005847 -0.079904 175.8 "Gaia DR2 5354889976828176896" 154.79019172412 0.0824 -56.52363792945 0.0944 1635721458409799680 5354889976828176896 390581363 2015.5 0.0151 0.0981 0.1543 -7.336 0.172 6.452 0.201 0.1858 -0.2132 -0.0919 0.1609 0.0817 0.1515 -0.2146 0.0614 -0.0151 0.3016 221 212 207 14 53.0529 4240.28 0.446 73.0 31 0 4.4332 1.5673 0.0237 -0.051 25 15 0.11619 0 40 0 320 219200.0 44.66 4907.553 12.3365 0.0002 39 117700.0 97.07 1212.686 12.6743 0.0009 38 151900.0 85.56 1775.207 11.8081 0.0006 1.23 0 0.8662 0.3378 0.5284 "" "" 0 "" "" "" NOT_AVAILABLE 283.04735101164 0.35152663827 193.11110270102 -59.17526592002 100001 5745.0 5488.8 6353.19 "" "" "" "" "" "" "" "" "" "" "" "" "" 154.790248986 2.6603 -56.5236657103 3.1151
13 1516.44 452.924 12.72 0.004 0.476 0.006 0.182 0.006 0.311 0.005 0.654 0.007 154.70487374516665 -56.4899344040105 0.1039 0.061948 -0.041226 -0.046238 221.7 "Gaia DR2 5354867544228911744" 154.70491789815 0.027 -56.48994987746 0.0257 1635721458409799680 5354867544228911744 229621038 2015.5 0.5794 0.0298 19.4432 -6.475 0.053 4.171 0.051 -0.1043 -0.1971 -0.3837 0.18 0.1723 0.2183 -0.2472 0.1142 0.0729 -0.0123 220 220 219 1 4.8279 329.34 0.0 0.0 31 1 243.4945 1.6319 0.0079 -0.073 25 15 0.039342 0 38 0 314 173400.0 37.32 4645.017 12.5909 0.0002 38 98750.0 104.9 940.975 12.8651 0.0012 36 111200.0 77.74 1430.198 12.1468 0.0008 1.211 0 0.7183 0.2741 0.4442 "" "" 0 "" "" "" NOT_AVAILABLE 282.98952274084 0.35382787804 192.99953789867 -59.18432359777 100001 6302.0 6095.47 6795.0 "" "" "" "" "" "" 200111 3.75 3.23 4.01 20.014 18.36 21.667 154.704968395 0.8214 -56.4899678364 0.7893
14 1010.47 1353.04 12.752 0.003 0.343 0.003 -0.317 0.003 0.29 0.003 0.565 0.004 154.77929214602278 -56.41518809084108 0.0835 0.028564 -0.000181 0.028564 359.6 "Gaia DR2 5354891699126230016" 154.77926500293 0.0241 -56.41517042727 0.0243 1635721458409799680 5354891699126230016 392557675 2015.5 0.4574 0.0296 15.4517 -5.912 0.049 3.483 0.047 -0.0388 -0.2632 -0.2523 0.1242 0.2398 0.2001 -0.1709 0.2807 0.0334 0.0907 241 241 240 1 3.5077 318.72 0.0 0.0 31 0 234.0017 1.6668 0.0072 -0.021 27 16 0.036247 0 38 0 329 166700.0 156.6 1063.944 12.6337 0.001 34 101500.0 295.5 343.531 12.8349 0.0032 34 99960.0 239.0 418.225 12.2624 0.0026 1.209 0 0.5725 0.2012 0.3713 "" "" 0 "" "" "" NOT_AVAILABLE 282.98277075059 0.43888348145 192.95436953577 -59.10220566468 100001 7004.23 6700.0 7328.25 "" "" "" "" "" "" 200111 3.78 3.45 4.13 30.932 27.708 34.155 154.779311019 0.7623 -56.4151854241 0.7246
15 1217.04 580.889 12.788 0.004 0.715 0.007 0.096 0.006 0.448 0.005 0.869 0.006 154.74949895859874 -56.47905118079102 0.9619 0.039031 -0.016858 -0.035203 205.6 "Gaia DR2 5354890290376934656" 154.74906524299 0.0256 -56.47893275771 0.0278 1635721458409799680 5354890290376934656 1337259960 2015.5 3.6059 0.032 112.7086 -71.242 0.051 59.928 0.054 -0.0112 -0.2843 -0.3046 0.1243 0.179 0.2285 -0.2364 0.2708 0.1735 0.1037 222 222 222 0 1.717 254.03 0.0 0.0 31 0 248.7953 1.5763 0.0081 -0.085 25 14 0.038773 0 38 0 317 174300.0 35.28 4941.127 12.5849 0.0002 36 88210.0 84.74 1040.965 12.9876 0.001 36 123400.0 109.1 1131.539 12.0334 0.001 1.214 0 0.9541 0.4027 0.5515 48.94 1.78 5 5500.0 4.5 0.0 NOT_AVAILABLE 283.003833879 0.37642860029 193.01832867462 -59.15936636296 100001 5392.73 5364.0 5457.67 0.0945 0.0085 0.1771 0.045 0.0053 0.084 200111 0.85 0.83 0.86 0.548 0.54 0.556 154.749620686 0.7939 -56.4791907791 0.8418
16 641.307 954.167 12.875 0.002 0.325 0.004 0.136 0.005 0.224 0.004 0.43 0.005 154.83511722774523 -56.44789754650291 0.4893 0.030861 0.03059 -0.004083 97.6 "Gaia DR2 5354890668334078336" 154.83493852001 0.0242 -56.44780416385 0.0241 1635721458409799680 5354890668334078336 246954155 2015.5 0.8629 0.0297 29.0146 -9.646 0.049 6.037 0.048 0.0114 -0.3386 -0.2803 0.0618 0.1641 0.1505 -0.2409 0.3068 0.1095 0.1473 241 205 240 1 9.612 509.93 0.0 0.0 31 0 189.8749 1.6832 0.0071 -0.026 27 16 0.038846 0 38 0 309 143000.0 28.64 4992.924 12.8 0.0002 35 89220.0 94.86 940.525 12.9753 0.0012 36 80680.0 54.67 1475.813 12.495 0.0007 1.188 0 0.4803 0.1753 0.305 "" "" 0 "" "" "" NOT_AVAILABLE 283.02641255968 0.42848625373 193.04167301756 -59.10390180509 100001 7473.67 7220.25 7679.0 0.9595 0.7193 1.1721 0.51 0.4019 0.585 200111 1.64 1.55 1.76 7.57 7.131 8.009 154.83501366 0.7587 -56.4478301554 0.7386
17 1183.51 1263.14 12.938 0.002 0.493 0.003 0.356 0.004 0.342 0.003 0.684 0.004 154.75359144533553 -56.42273086878253 0.0460 0.025451 -0.01439 0.020993 325.6 "Gaia DR2 5354891591735875328" 154.75357314976 0.0238 -56.42273867915 0.0224 1635721458409799680 5354891591735875328 736959377 2015.5 0.3852 0.0272 14.1675 -5.948 0.048 3.517 0.048 0.1573 -0.3838 0.0417 0.3512 0.0931 0.3362 0.0758 0.1031 -0.1445 0.3412 220 112 218 2 4.7872 326.98 0.0 0.0 31 1 166.9716 1.6211 0.0065 -0.068 25 15 0.04819 0 37 0 323 130000.0 121.1 1073.509 12.9038 0.001 35 71960.0 170.8 421.328 13.2087 0.0026 35 87180.0 212.0 411.309 12.4108 0.0026 1.224 0 0.7979 0.305 0.4929 "" "" 0 "" "" "" NOT_AVAILABLE 282.97504942859 0.4247553737 192.94495772196 -59.11756375722 100001 5986.57 5720.0 6432.37 1.772 1.5566 2.021 0.869 0.793 1.0141 200111 5.44 4.71 5.96 34.233 29.516 38.951 154.753619453 0.743 -56.4227538198 0.7406
18 673.437 1151.02 12.951 0.005 0.483 0.007 -0.007 0.005 0.342 0.007 0.684 0.008 154.83000270340884 -56.43168983116003 0.6248 0.030342 0.027788 0.012185 66.3 "Gaia DR2 5354890874492511488" 154.82984835421 0.0225 -56.4315386955 0.0236 1635721458409799680 5354890874492511488 761037040 2015.5 0.4072 0.0294 13.8415 -5.941 0.047 3.365 0.044 0.0303 -0.2655 -0.2306 0.0932 0.2868 0.2514 -0.1437 0.3914 0.1923 0.2049 231 143 230 1 3.8769 316.83 0.0 0.0 31 0 173.1335 1.6189 0.0065 -0.012 26 15 0.041383 0 38 0 312 131300.0 48.5 2706.411 12.8931 0.0004 37 76130.0 329.9 230.759 13.1476 0.0047 37 89540.0 423.0 211.663 12.3819 0.0051 1.262 0 0.7657 0.2545 0.5112 "" "" 0 "" "" "" NOT_AVAILABLE 283.01514095876 0.44054618398 193.01556243692 -59.09427494112 100001 6203.1 5592.81 7643.03 1.803 1.3537 2.03 0.897 0.6853 1.0261 200111 4.8 3.16 5.9 30.735 26.678 34.792 154.829894613 0.7282 -56.4315531827 0.6875
19 512.309 1509.83 12.967 0.003 0.237 0.004 0.137 0.004 0.177 0.004 0.33 0.006 154.85345768788693 -56.40206004335303 1.0543 0.058509 0.040801 0.041935 44.2 "Gaia DR2 5354892420680885888" 154.85332453354 0.0307 -56.40177659429 0.031 1635721458409799680 5354892420680885888 1402178208 2015.5 0.9083 0.0372 24.4327 -8.08 0.062 4.166 0.058 -0.0516 -0.2376 -0.3296 0.1223 0.2635 0.2436 -0.1925 0.283 0.1612 0.1517 210 114 208 2 13.8689 628.88 0.13 5.2 31 0 40.7178 1.7241 0.0081 0.043 24 16 0.051409 0 34 0 284 130500.0 47.78 2730.605 12.8997 0.0004 33 85170.0 85.67 994.201 13.0256 0.0011 30 69180.0 91.58 755.395 12.662 0.0014 1.183 0 0.3637 0.1259 0.2377 "" "" 0 "" "" "" NOT_AVAILABLE 283.00968710144 0.47255667986 192.99301085472 -59.06394133537 100001 8005.5 7775.0 8197.25 0.3277 0.101 0.4391 0.1655 0.0499 0.2161 "" "" "" "" "" "" "" 154.853387405 0.9674 -56.401794532 0.8984
20 742.949 1735.59 13.034 0.004 1.417 0.006 1.092 0.01 0.811 0.005 1.578 0.006 154.81854630734793 -56.383474264120416 0.4701 0.064127 0.021597 0.06038 19.7 "Gaia DR2 5354892489399980288" 154.81860213836 0.0271 -56.3833473886 0.0261 1635721458409799680 5354892489399980288 1291249481 2015.5 0.5802 0.0325 17.8612 -5.081 0.056 5.068 0.052 -0.0365 -0.2564 -0.3298 0.0806 0.1717 0.1611 -0.2199 0.2995 0.1076 0.0559 227 227 223 4 10.274 509.42 0.0 0.0 31 0 258.9337 1.4432 0.0076 0.017 26 16 0.04013 0 41 0 348 192500.0 67.32 2859.628 12.4772 0.0004 38 66900.0 79.02 846.594 13.2878 0.0013 38 184800.0 138.2 1337.376 11.5949 0.0008 1.308 0 1.6929 0.8106 0.8823 -21.87 0.43 3 5000.0 3.0 0.0 NOT_AVAILABLE 282.98350947046 0.47743294037 192.94121861201 -59.06424579755 100001 4248.33 4089.7 4285.0 1.0195 0.8053 1.2331 0.521 0.3997 0.7571 200111 10.53 10.35 11.37 32.561 29.716 35.406 154.818641656 0.8737 -56.3833692084 0.8036
21 961.483 1219.37 13.047 0.002 0.413 0.003 -0.057 0.004 0.298 0.004 0.603 0.004 154.78683195122198 -56.426193328154504 0.1702 0.01801 0.003965 0.017568 12.7 "Gaia DR2 5354890835821631616" 154.78676276726 0.022 -56.42616557241 0.0216 1635721458409799680 5354890835821631616 1193805283 2015.5 0.3746 0.0272 13.7635 -5.799 0.044 3.49 0.042 -0.0029 -0.2832 -0.2477 0.0698 0.1722 0.1517 -0.2022 0.3396 0.1017 0.1385 222 124 221 1 3.4884 296.1 0.0 0.0 31 1 167.2838 1.6352 0.0064 -0.073 25 16 0.039538 0 38 0 313 128800.0 38.44 3350.581 12.9137 0.0003 30 76040.0 121.1 627.94 13.1488 0.0017 31 80060.0 80.36 996.352 12.5033 0.0011 1.212 0 0.6455 0.2351 0.4104 "" "" 0 "" "" "" NOT_AVAILABLE 282.99227249997 0.43196883369 192.97513805803 -59.10714212607 100001 6485.97 6180.0 6776.5 1.603 1.44 1.803 0.808 0.717 0.909 200111 4.72 4.32 5.2 35.507 30.565 40.448 154.786807913 0.6851 -56.4261806003 0.6492
22 576.255 115.932 13.185 0.005 1.522 0.01 1.32 0.015 0.825 0.006 1.65 0.007 154.8458823418577 -56.51680426730576 0.4897 0.081861 0.036611 -0.073218 153.4 "Gaia DR2 5354887090610153600" 154.84595321619 0.0256 -56.51693455776 0.0252 1635721458409799680 5354887090610153600 1289888070 2015.5 0.5741 0.0296 19.3688 -13.703 0.048 9.721 0.049 -0.0777 -0.3543 -0.3489 0.0889 0.0916 0.1427 -0.2862 0.2046 0.0784 0.0605 232 232 231 1 3.9255 319.31 0.0 0.0 31 1 241.7643 1.4291 0.0077 -0.097 26 16 0.035898 0 41 1 343 170800.0 41.57 4107.864 12.6075 0.0003 41 56820.0 67.6 840.58 13.465 0.0013 41 167000.0 116.9 1428.387 11.7053 0.0008 1.311 0 1.7597 0.8575 0.9022 22.89 0.67 10 5000.0 3.0 0.0 NOT_AVAILABLE 283.06939631875 0.37400238247 193.14464157779 -59.14889251669 100001 4069.78 3915.73 4337.12 1.0187 0.9329 1.14 0.506 0.4546 0.565 200111 11.5 10.13 12.42 32.699 29.982 35.417 154.846060162 0.7478 -56.5169764128 0.7612
23 1312.81 696.345 13.189 0.004 0.431 0.007 0.313 0.007 0.279 0.006 0.583 0.008 154.73505145571085 -56.46962784863679 0.2359 0.03578 -0.024617 -0.025966 223.5 "Gaia DR2 5354891046291347840" 154.73502603213 0.0176 -56.46969185914 0.0185 1635721458409799680 5354891046291347840 192914100 2015.5 0.5793 0.022 26.32 -7.289 0.036 4.209 0.037 -0.0011 -0.2742 -0.2232 0.1602 0.1179 0.2288 -0.2309 0.2929 0.1238 0.1186 223 0 222 1 4.3068 318.79 0.096 2.3 31 0 59.6583 1.6554 0.0053 -0.075 25 15 0.045249 0 36 0 300 110400.0 35.64 3096.302 13.0814 0.0004 34 64500.0 48.47 1330.851 13.3275 0.0008 33 68220.0 50.61 1347.902 12.6771 0.0008 1.203 0 0.6503 0.246 0.4043 "" "" 0 "" "" "" NOT_AVAILABLE 282.99227782748 0.37989015057 192.99490400869 -59.15822392681 100001 6591.0 6334.0 6993.0 "" "" "" "" "" "" 200111 2.74 2.43 2.96 12.719 11.444 13.994 154.735082848 0.5637 -56.4697099826 0.5728
24 823.927 1582.19 13.251 0.004 0.375 0.005 0.012 0.004 0.273 0.005 0.531 0.007 154.80674947331013 -56.396172087722135 0.2843 0.049956 0.015043 0.047637 17.5 "Gaia DR2 5354892455040484736" 154.80677328067 0.0168 -56.39609422907 0.0159 1635721458409799680 5354892455040484736 1047192326 2015.5 0.8905 0.0188 47.4883 -3.658 0.033 2.654 0.031 -0.1165 -0.2038 -0.3912 0.1736 0.142 0.2465 -0.3209 0.2199 0.1723 0.0349 215 0 212 3 -0.1476 203.35 0.0 0.0 31 0 131.325 1.6552 0.0045 0.052 24 15 0.042617 0 39 0 314 104500.0 38.28 2730.146 13.1405 0.0004 35 63520.0 75.44 841.939 13.3442 0.0013 33 61570.0 51.6 1193.196 12.7885 0.0009 1.197 0 0.5557 0.2037 0.352 "" "" 0 "" "" "" NOT_AVAILABLE 282.98502663486 0.46318325847 192.94949389405 -59.07793026562 100001 7109.0 6871.0 7299.75 "" "" "" "" "" "" 200111 1.49 1.42 1.6 5.128 4.829 5.428 154.806801737 0.5168 -56.3961056551 0.4783
