ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
2 791.579 1284.09 11.301 0.006 0.248 0.009 0.102 0.005 0.192 0.007 0.338 0.007 163.3066313059799 -62.32568914127156 0.7241 0.029193 0.01791 0.023053 37.8 "Gaia DR2 5241755869673650560" 163.30701303758 0.0262 -62.32578413804 0.0251 1635721458409799680 5241755869673650560 321007044 2015.5 1.2127 0.0299 40.574 -9.573 0.05 5.657 0.045 0.0636 -0.2251 -0.5367 -0.1114 0.3 -0.0039 -0.3445 0.359 -0.0304 0.0918 268 268 255 13 12.7353 655.31 0.0 1.8e-15 31 0 419.1228 1.6916 0.0062 -0.036 31 17 0.038176 0 36 1 269 617000.0 250.4 2464.532 11.2126 0.0004 32 401200.0 580.9 690.605 11.3431 0.0016 30 326300.0 334.0 976.697 10.978 0.0011 1.179 0 0.3651 0.1304 0.2346 "" "" 0 "" "" "" NOT_AVAILABLE 289.67619931809 -2.53594585589 207.32621234835 -59.95030149446 100001 8093.25 7826.0 8354.5 "" "" "" "" "" "" "" "" "" "" "" "" "" 163.307101781 0.769 -62.325808494 0.6984
3 998.997 98.467 11.431 0.009 0.15 0.013 -0.086 0.009 0.166 0.015 0.349 0.011 163.27242072071613 -62.42396225900249 0.6398 0.075043 0.001688 -0.075024 178.7 "Gaia DR2 5241731607356457088" 163.27209738858 0.0348 -62.42386641925 0.0331 1635721458409799680 5241731607356457088 1374017554 2015.5 0.7545 0.039 19.3483 -9.238 0.062 4.228 0.054 0.0064 -0.2616 -0.4665 -0.0626 0.3498 0.0318 -0.3191 0.2259 0.0629 0.0713 210 210 201 9 14.6677 651.96 0.083 2.4 31 1 93.9356 1.6751 0.0104 -0.036 24 17 0.043066 0 27 0 221 556200.0 211.6 2628.361 11.3252 0.0004 26 372100.0 782.9 475.303 11.4247 0.0023 24 286300.0 424.0 675.201 11.1198 0.0016 1.184 0 0.3049 0.0995 0.2054 "" "" 0 "" "" "" NOT_AVAILABLE 289.70480829251 -2.63115843379 207.45460284254 -60.02618491241 100001 8766.0 8536.0 8931.0 "" "" "" "" "" "" "" "" "" "" "" "" "" 163.27218331 0.9613 -62.4238846236 0.8431
4 1082.75 1607.9 11.503 0.005 0.211 0.009 -0.232 0.007 0.192 0.008 0.352 0.008 163.25466579493707 -62.29941640874744 0.4294 0.049943 -0.006363 0.049536 352.7 "Gaia DR2 5241756071483170816" 163.25476218874 0.0304 -62.29930587517 0.0339 1635721458409799680 5241756071483170816 1395401158 2015.5 0.2236 0.0399 5.6092 -6.851 0.059 2.023 0.055 0.1357 -0.0332 -0.4179 -0.0173 0.47 0.1521 -0.1594 0.3682 0.0466 0.1468 277 277 268 9 19.3666 1002.5 0.108 4.4 31 0 60.3669 1.7149 0.008 -0.002 32 16 0.041489 0 35 0 290 515000.0 259.0 1988.428 11.4088 0.0005 32 342300.0 552.0 620.06 11.5155 0.0018 32 276000.0 295.1 935.225 11.1597 0.0012 1.2 0 0.3558 0.1067 0.2491 "" "" 0 "" "" "" NOT_AVAILABLE 289.64271820761 -2.52284124834 207.25451677584 -59.95158810215 100001 8066.99 7542.95 8511.5 "" "" "" "" "" "" "" "" "" "" "" "" "" 163.254825644 0.9201 -62.2993145833 0.8601
5 1795.44 1165.63 11.773 0.009 1.531 0.01 1.465 0.007 0.865 0.011 1.586 0.013 163.1289798500425 -62.33603160776195 1.1205 0.066022 -0.064839 0.012442 280.9 "Gaia DR2 5241920143578706560" 163.12879522547 0.0424 -62.33633082972 0.0414 1635721458409799680 5241920143578706560 747737749 2015.5 0.7134 0.0494 14.4312 -11.487 0.082 2.516 0.079 0.0021 -0.2213 -0.4219 0.0483 0.2416 0.1679 -0.0539 0.3006 0.05 0.2102 246 246 235 11 21.6767 1076.65 0.192 12.0 31 0 22.9708 1.4134 0.0118 0.043 29 19 0.054923 0 33 0 253 618800.0 424.9 1456.081 11.2096 0.0007 30 206200.0 320.9 642.413 12.0659 0.0017 28 597200.0 513.1 1163.759 10.3217 0.0009 1.298 0 1.7442 0.8564 0.8879 8.4 0.42 7 4500.0 2.0 0.0 NOT_AVAILABLE 289.60648507206 -2.58187687268 207.23499817466 -60.02014549545 100001 4109.84 3997.37 4263.8 0.8337 0.59 1.028 0.4025 0.2969 0.4991 200111 17.07 15.86 18.04 74.858 67.709 82.008 163.128901749 1.271 -62.3363416625 1.2217
6 1487.26 1075.66 11.973 0.004 0.692 0.005 -0.037 0.004 0.473 0.006 0.896 0.006 163.18367296978064 -62.34333557614167 0.7684 0.039761 -0.039409 0.005276 277.6 "Gaia DR2 5241920074859380224" 163.18354757237 0.0894 -62.34354093284 0.0817 1635721458409799680 5241920074859380224 62708524 2015.5 2.7751 0.1054 26.3177 -26.142 0.159 5.596 0.13 0.0386 -0.0854 -0.4988 -0.0391 0.5256 0.136 -0.1946 0.3151 0.0255 0.1153 259 259 256 3 58.5957 5178.09 0.419 70.0 31 0 4.8875 1.5224 0.0206 0.052 30 16 0.091183 0 34 0 277 377600.0 55.97 6745.823 11.7458 0.0002 32 190300.0 217.4 875.32 12.1526 0.0012 32 271300.0 171.7 1580.547 11.1782 0.0007 1.223 0 0.9745 0.4069 0.5676 -11.9 2.68 5 6750.0 4.5 0.0 NOT_AVAILABLE 289.63250103367 -2.57712605244 207.2789356134 -60.00545609398 100001 5351.0 5320.0 5376.25 1.267 1.1069 1.4701 0.633 0.5509 0.701 200111 1.65 1.64 1.67 2.014 1.923 2.106 163.18379006 2.4714 -62.3435650274 2.0094
7 1631.92 367.261 12.026 0.005 0.371 0.011 0.214 0.01 0.225 0.007 0.432 0.009 163.1590944638934 -62.4018927374997 1.0848 0.073647 -0.050733 -0.053386 223.5 "Gaia DR2 5241731847874625408" 163.15893839938 0.0252 -62.40218527627 0.0254 1635721458409799680 5241731847874625408 1518816551 2015.5 1.2678 0.0297 42.6611 -1.675 0.046 1.015 0.042 0.0238 -0.1167 -0.447 -0.0767 0.3691 0.0142 -0.3421 0.2088 0.0968 0.0362 245 245 244 1 5.739 386.79 0.0 0.0 31 1 365.9319 1.6862 0.0064 -0.08 28 17 0.03475 0 31 0 268 310500.0 51.76 5998.628 11.9582 0.0002 29 192200.0 205.6 935.133 12.1419 0.0012 29 176300.0 176.3 1000.321 11.6461 0.0011 1.187 0 0.4958 0.1837 0.3121 "" "" 0 "" "" "" NOT_AVAILABLE 289.64815338963 -2.63478795587 207.35361605076 -60.05211999815 100001 7459.0 7116.33 7623.5 0.9943 0.6853 1.1721 0.5023 0.3847 0.585 200111 1.65 1.58 1.81 7.608 7.321 7.894 163.158953964 0.72 -62.4021896468 0.6521
8 1339.9 1248.19 12.207 0.004 1.829 0.006 2.123 0.013 1.361 0.01 2.533 0.011 163.2095691297609 -62.32908203511893 0.4084 0.033642 -0.027315 0.019638 305.7 "Gaia DR2 5241732539409175424" 163.20963133989 0.0399 -62.32919173332 0.0414 1635721458409799680 5241732539409175424 469717553 2015.5 0.1343 0.0485 2.7689 -6.427 0.075 1.824 0.069 0.064 -0.1383 -0.4835 -0.0786 0.3819 0.0517 -0.2788 0.291 0.1111 0.1307 242 242 235 7 23.1654 1168.5 0.163 10.0 31 0 30.4575 1.3294 0.0105 0.011 28 17 0.049798 0 32 0 274 694400.0 1378.0 503.899 11.0843 0.0022 31 130900.0 1249.0 104.819 12.559 0.0104 31 887500.0 6017.0 147.486 9.8915 0.0074 1.466 0 2.6674 1.4747 1.1927 "" "" 0 "" "" "" NOT_AVAILABLE 289.63704871414 -2.55890749374 207.27278137106 -59.98693354265 100001 3812.67 3662.5 3978.71 "" "" "" "" "" "" "" "" "" "" "" "" "" 163.209690926 1.166 -62.3291995884 1.0638
9 424.992 1454.81 12.226 0.006 1.815 0.007 1.58 0.011 1.403 0.011 3.143 0.012 163.3712459995628 -62.311224346978705 1.0335 0.060918 0.048031 0.03747 52.0 "Gaia DR2 5241755491716561792" 163.37181726302 0.0449 -62.31133370343 0.0499 1635721458409799680 5241755491716561792 253832145 2015.5 0.4401 0.0537 8.1989 -7.953 0.086 4.342 0.086 0.1798 0.011 -0.4614 -0.091 0.252 -0.0119 -0.3355 0.2794 -0.0103 0.175 288 288 282 6 34.635 2150.83 0.25 26.0 31 0 13.506 1.2512 0.0136 -0.015 33 17 0.057223 0 38 1 323 1099000.0 1369.0 802.765 10.586 0.0014 36 138400.0 801.0 172.76 12.4987 0.0063 35 1523000.0 6999.0 217.665 9.3049 0.005 1.512 0 3.1937 1.9127 1.2811 -34.6 0.32 6 4000.0 3.0 0.0 NOT_AVAILABLE 289.6969262694 -2.50974737542 207.34328184663 -59.91802143215 100001 3299.75 3282.25 3475.22 1.14 0.79 1.5326 0.6525 0.4519 0.8906 "" "" "" "" "" "" "" 163.371890955 1.3274 -62.3113523969 1.3263
10 571.877 1262.74 12.434 0.004 1.74 0.005 1.73 0.011 0.978 0.007 1.815 0.006 163.34559203053055 -62.32719407974631 0.9860 0.041972 0.036058 0.021482 59.2 "Gaia DR2 5241755075050759552" 163.34609238759 0.0253 -62.32733904428 0.0243 1635721458409799680 5241755075050759552 1022619772 2015.5 0.2511 0.0272 9.2472 -7.231 0.047 2.208 0.042 -0.0138 -0.183 -0.5825 0.0194 0.3293 0.1139 -0.3939 0.3018 0.0035 0.0413 265 265 262 3 5.4992 402.02 0.0 0.0 31 0 376.7982 1.4041 0.0064 -0.047 30 17 0.036988 0 33 0 286 380500.0 88.61 4294.342 11.7375 0.0003 32 112300.0 193.7 579.815 12.7256 0.0019 31 395300.0 404.6 976.946 10.7697 0.0011 1.334 0 1.9558 0.9881 0.9678 "" "" 0 "" "" "" NOT_AVAILABLE 289.69320487255 -2.52937284233 207.3520916002 -59.9375020184 100001 4081.19 3993.14 4202.72 "" "" "" "" "" "" 200111 38.9 36.68 40.63 378.172 310.3 446.044 163.346159426 0.7213 -62.3273485507 0.6552
11 1415.9 1409.09 12.488 0.004 0.252 0.006 -0.119 0.005 0.229 0.006 0.409 0.007 163.19594476068292 -62.31592499930046 0.1987 0.047059 -0.033701 0.032845 314.3 "Gaia DR2 5241943680002148352" 163.19591177327 0.0235 -62.31597803626 0.0233 1635721458409799680 5241943680002148352 563691739 2015.5 0.2333 0.0274 8.5041 -6.095 0.045 2.147 0.04 0.0023 -0.1437 -0.4642 -0.0105 0.3926 0.1196 -0.2293 0.3037 0.0656 0.092 273 273 272 1 4.0431 370.92 0.0 0.0 31 0 292.1287 1.6866 0.006 -0.019 31 19 0.034818 0 35 1 299 215800.0 38.49 5605.931 12.3533 0.0002 31 139400.0 267.8 520.74 12.4905 0.0021 30 120300.0 174.0 691.076 12.0615 0.0016 1.204 0 0.4289 0.1371 0.2918 "" "" 0 "" "" "" NOT_AVAILABLE 289.62549245452 -2.5498559476 207.24441133163 -59.98321655645 100001 7700.19 7380.0 8207.0 1.254 1.057 1.3744 0.63 0.5389 0.6996 200111 7.07 6.22 7.7 158.289 127.512 189.066 163.195968261 0.6942 -62.3159872784 0.6174
12 1120.21 1291.71 12.567 0.004 0.617 0.005 0.306 0.004 0.399 0.005 0.734 0.006 163.24841713829824 -62.32536118978551 0.4160 0.025152 -0.009219 0.023402 338.5 "Gaia DR2 5241755934044218624" 163.24860068754 0.0224 -62.32543918246 0.0223 1635721458409799680 5241755934044218624 1649491460 2015.5 0.6086 0.0257 23.6885 -7.341 0.041 2.645 0.037 0.083 -0.109 -0.5243 -0.0746 0.3487 0.0264 -0.3649 0.2887 0.002 0.0777 300 300 298 2 6.0204 463.33 0.0 0.0 31 0 283.5864 1.6169 0.0056 -0.038 34 17 0.033239 0 37 0 319 208300.0 24.6 8464.514 12.3919 0.0001 36 111700.0 118.3 944.386 12.7308 0.0011 36 140100.0 86.71 1615.207 11.8961 0.0007 1.209 0 0.8347 0.339 0.4958 "" "" 0 "" "" "" NOT_AVAILABLE 289.65165850734 -2.54756721933 207.29052958983 -59.9707232477 100001 5774.0 5747.0 5818.0 "" "" "" "" "" "" 200111 4.71 4.64 4.75 22.211 20.624 23.798 163.24866874 0.6393 -62.3254505705 0.5805
13 1330.83 1586.62 12.708 0.005 0.264 0.007 0.067 0.005 0.199 0.006 0.368 0.009 163.2108315451334 -62.301341298526296 0.3348 0.054613 -0.026818 0.047575 330.6 "Gaia DR2 5241943714361909888" 163.21075437757 0.0565 -62.30125549195 0.0565 1635721458409799680 5241943714361909888 1601300196 2015.5 0.6211 0.0669 9.2796 -6.566 0.113 2.438 0.105 0.0902 -0.0898 -0.3463 0.0561 0.3292 0.1557 -0.0864 0.2981 0.0546 0.163 303 285 291 12 43.9823 3151.26 0.341 45.0 31 0 7.4289 1.7298 0.0144 0.003 35 19 0.06963 0 36 0 305 168400.0 31.61 5326.437 12.6227 0.0002 35 108700.0 145.5 746.808 12.7609 0.0015 34 91720.0 69.91 1311.911 12.3558 0.0008 1.19 0 0.4052 0.1382 0.2669 "" "" 0 "" "" "" NOT_AVAILABLE 289.62519379312 -2.53360049762 207.23096039229 -59.96841687445 100001 8131.75 7799.33 8612.0 "" "" "" "" "" "" "" "" "" "" "" "" "" 163.2108152 1.7473 -62.3012659869 1.6295
14 977.643 1294.63 12.714 0.004 0.212 0.005 -0.111 0.004 0.21 0.006 0.382 0.007 163.27365984721737 -62.325003316309235 0.5355 0.023898 0.002547 0.023762 6.1 "Gaia DR2 5241755762245526528" 163.27393379078 0.0235 -62.32508038908 0.026 1635721458409799680 5241755762245526528 1323251887 2015.5 0.2779 0.0276 10.0587 -5.898 0.043 2.441 0.043 0.1577 -0.0783 -0.5311 -0.1525 0.4203 -0.0419 -0.4734 0.2408 -0.0841 0.1443 289 280 289 0 7.8368 513.72 0.0 0.0 31 0 226.7206 1.7112 0.0059 -0.023 33 16 0.03608 0 36 0 316 171200.0 66.72 2565.186 12.6049 0.0004 35 111800.0 208.6 536.032 12.7301 0.002 34 92610.0 120.2 770.335 12.3452 0.0014 1.195 0 0.3848 0.1251 0.2597 "" "" 0 "" "" "" NOT_AVAILABLE 289.66207668151 -2.54206784173 207.30523302428 -59.96153580688 100001 7895.0 7478.0 8342.0 0.915 0.465 1.147 0.4655 0.273 0.585 200111 5.07 4.54 5.65 89.969 75.08 104.857 163.273988466 0.6693 -62.3250909002 0.662
