ID,x,y,Gmag,e_Gmag,VI,BV,VIerr,BVerr,MP,sel
3550,1320.01,2150.44,16.8515,0.0009,1.141,0.958,0.007,0.007,0.933,1
4230,1447.15,2114.69,17.1033,0.001,1.14,0.973,0.009,0.008,0.929,1
5673,1804.9,2296.87,17.5413,0.0014,1.197,1.045,0.01,0.01,0.928,1
4986,1713.06,1932.14,17.3358,0.0011,1.152,1.003,0.01,0.009,0.925,1
3796,2119.23,2448.58,16.9649,0.0008,1.085,0.933,0.009,0.007,0.919,1
1889,1494.49,1872.49,16.0309,0.0006,0.959,0.782,0.007,0.005,0.918,1
2477,1623.25,2063.29,16.3534,0.0006,0.995,0.84,0.007,0.006,0.911,1
1732,1632.8,2663.87,15.9205,0.0005,0.907,0.768,0.006,0.005,0.904,1
2188,2311.8,2541.59,16.1671,0.0006,0.969,0.839,0.006,0.005,0.9,1
2325,1628.95,2070.97,16.242,0.0007,0.972,0.834,0.007,0.006,0.899,1
3314,1969.58,2009.18,16.7007,0.0007,1.092,0.896,0.009,0.007,0.897,1
4725,1838.95,2077.18,17.2699,0.0011,1.146,1.003,0.01,0.009,0.896,1
5356,2015.82,1733.09,17.5623,0.0016,1.091,0.984,0.012,0.029,0.895,1
1903,1623.12,2017.7,16.0068,0.0006,0.964,0.778,0.007,0.005,0.894,1
2310,2234.1,1705.41,16.2739,0.0006,0.986,0.795,0.009,0.006,0.891,1
5038,1458.33,2182.39,17.3711,0.0012,1.171,0.979,0.009,0.009,0.891,1
5395,1816.14,2086.06,17.4315,0.0012,1.163,1.049,0.01,0.009,0.89,1
6770,1656.54,2208.23,17.817,0.0015,1.28,1.152,0.012,0.011,0.89,1
6560,1359.21,2424.14,17.8357,0.0013,1.246,1.122,0.011,0.012,0.89,1
1215,2412.65,2190.8,15.4491,0.0004,0.895,0.707,0.008,0.005,0.889,1
3356,1619.92,2048.98,16.7442,0.0008,1.039,0.899,0.008,0.007,0.887,1
2468,1800.71,1827.56,16.3191,0.0007,1.052,0.84,0.009,0.007,0.885,1
4390,2021.49,1663.47,17.1512,0.001,1.132,0.961,0.011,0.009,0.884,1
4335,2420.83,2235.59,17.1233,0.001,1.096,0.964,0.009,0.007,0.882,1
7358,2300.46,2187.6,17.9657,0.0014,1.273,1.173,0.014,0.012,0.882,1
4601,1691.8,2749.79,17.2313,0.0011,1.068,0.986,0.008,0.008,0.88,1
