#ID  Gmag   (Vmag-Imag)   (Bmag-Vmag)   e_Gmag   e_(Vmag-Imag)   e_(Bmag-Vmag)   Mini
20      14.2319 0.8274  0.6737  0.0004  0.0066  0.0055  3.5952  
11      18.0899 1.4590  1.2068  0.0017  0.0423  0.0708  0.9806  
22      15.0144 1.0408  0.8431  0.0005  0.0083  0.0086  3.0156  
23      15.5194 1.1609  0.9461  0.0006  0.0100  0.0119  2.7140  
14      17.1955 1.3736  1.1891  0.0011  0.0238  0.0373  1.1520  
15      16.6809 1.2296  1.0084  0.0009  0.0177  0.0260  1.2673  
26      15.8286 1.2190  1.0014  0.0006  0.0114  0.0146  2.5487  
17      16.1784 1.1431  0.9219  0.0007  0.0135  0.0184  1.3988  
18      18.2315 1.5140  1.2735  0.0019  0.0465  0.0784  0.9564  
19      18.3319 1.6358  1.4597  0.0020  0.0497  0.0840  0.9403  
110     16.7657 1.2623  1.0508  0.0009  0.0185  0.0276  1.2464  
211     14.2482 0.8318  0.6738  0.0004  0.0066  0.0055  3.5543  
112     13.4631 0.6215  0.4721  0.0003  0.0057  0.0037  2.7247  
213     15.2879 1.0891  0.8775  0.0005  0.0091  0.0103  2.8371  
114     17.9999 1.4811  1.2598  0.0017  0.0398  0.0663  0.9967  
115     14.5100 0.7137  0.5842  0.0004  0.0071  0.0064  2.0433  
216     13.2856 0.6757  0.5288  0.0003  0.0055  0.0034  4.5981  
217     12.0239 0.6021  0.4429  0.0002  0.0049  0.0022  6.2990  
218     14.3747 0.8766  0.7153  0.0004  0.0068  0.0059  3.4772  
119     16.5420 1.2202  1.0044  0.0008  0.0164  0.0236  1.3028  
120     12.5172 0.5999  0.4379  0.0003  0.0051  0.0025  3.3411  
221     14.8425 1.0295  0.8393  0.0004  0.0078  0.0078  3.1463  
222     16.2987 1.2952  1.0768  0.0008  0.0144  0.0200  2.3017  
123     16.9342 1.2841  1.0714  0.0010  0.0204  0.0311  1.2087  
124     14.6781 0.7491  0.6175  0.0004  0.0074  0.0070  1.9543  
225     10.6432 1.6397  1.3031  0.0002  0.0046  0.0017  7.5639  
226     17.0748 1.4727  1.2698  0.0011  0.0221  0.0343  2.0274  
227     17.2922 1.4828  1.2580  0.0012  0.0253  0.0400  1.9543  
128     13.9588 0.6499  0.5116  0.0003  0.0062  0.0047  2.3842  
229     16.8405 1.4253  1.2243  0.0010  0.0193  0.0291  2.0901  
130     13.3867 0.6098  0.4620  0.0003  0.0056  0.0036  2.7772  
131     14.2529 0.7004  0.5648  0.0004  0.0066  0.0055  2.1941  
132     15.9556 1.0971  0.8804  0.0007  0.0121  0.0159  1.4632  
133     12.4485 0.5840  0.4292  0.0003  0.0050  0.0025  3.3788  
134     18.0919 1.5087  1.2900  0.0017  0.0423  0.0708  0.9806  
135     16.7850 1.2592  1.0447  0.0009  0.0187  0.0280  1.2416  
236     17.0719 1.4106  1.1737  0.0011  0.0221  0.0343  2.0274  
137     9.2063  3.2529  2.1218  0.0002  0.0045  0.0015  4.0813  
138     14.0015 0.6545  0.5171  0.0003  0.0063  0.0048  2.3557  
239     15.7936 1.2195  1.0040  0.0006  0.0113  0.0142  2.5729  
140     16.4496 1.2006  0.9823  0.0008  0.0156  0.0222  1.3264  
141     16.0662 1.1366  0.9228  0.0007  0.0128  0.0171  1.4310  
142     18.1879 1.5879  1.4063  0.0018  0.0451  0.0758  0.9645  
243     17.9067 1.6234  1.3669  0.0016  0.0374  0.0620  1.7506  
144     12.1642 0.5944  0.4326  0.0002  0.0049  0.0023  3.5258  
