ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
199,1181.68,1438.09,15.9751,0.0005,0.656,0.096,0.008,0.024,0.3432,-5.841,2.25,0.0496,0.075,0.062,0.297,0
217,1053.24,720.653,15.9645,0.0007,0.854,0.254,0.01,0.037,0.4154,-8.694,3.242,0.0594,0.091,0.067,0.296,0
123,874.228,734.322,15.3184,0.0005,0.7,0.234,0.008,0.017,0.3869,-8.649,2.874,0.0453,0.07,0.051,0.291,0
12,1026.06,612.983,12.7696,0.0002,1.19,0.797,0.006,0.008,0.454,-6.485,2.991,0.0451,0.064,0.051,0.287,0
161,822.24,1495.51,15.6767,0.0006,0.909,0.532,0.008,0.035,0.6586,-11.631,4.245,0.0449,0.067,0.06,0.284,0
81,1187.52,891.451,14.8655,0.0004,0.712,0.136,0.008,0.016,0.614,-6.004,1.866,0.037,0.053,0.046,0.281,0
111,1040.17,620.753,15.2219,0.0005,0.621,0.19,0.007,0.014,0.4761,-6.459,2.589,0.0494,0.065,0.053,0.279,0
77,1039.07,647.049,14.6706,0.0004,0.928,0.377,0.008,0.015,0.5601,-7.09,0.305,0.0369,0.053,0.042,0.269,0
94,984.246,780.032,14.8148,0.0004,1.277,0.967,0.009,0.051,0.1495,-7.443,3.472,0.0382,0.054,0.043,0.268,0
115,774.18,1377.12,15.2349,0.0005,0.807,0.354,0.006,0.021,0.6683,-12.059,5.576,0.0363,0.054,0.046,0.268,0
108,772.846,818.785,14.9694,0.0004,1.232,0.841,0.008,0.047,0.1511,-4.8,1.714,0.0397,0.056,0.045,0.266,0
134,1539.25,1162.81,15.4527,0.0005,0.737,0.146,0.006,0.017,0.8724,-6.503,-2.988,0.0392,0.058,0.049,0.261,0
97,1349.3,1163.41,14.8295,0.0004,1.281,0.951,0.008,0.035,0.2315,-5.021,2.022,0.0344,0.048,0.04,0.26,0
48,941.505,1297.93,13.9573,0.0003,1.295,1.057,0.006,0.021,0.2142,-6.382,3.197,0.026,0.04,0.034,0.242,0
87,788.73,1245.07,14.8896,0.0004,0.89,0.324,0.006,0.016,0.482,-5.707,5.153,0.0315,0.047,0.04,0.232,0
88,1210.52,732.681,15.0934,0.0004,0.619,0.145,0.019,0.02,0.3129,-7.948,2.793,0.0394,0.059,0.048,0.232,0
24,916.643,1022.83,13.1809,0.0003,1.405,1.23,0.004,0.015,0.3186,-3.624,2.121,0.025,0.035,0.029,0.228,0
14,1280.76,1009.95,13.1263,0.0003,0.685,0.117,0.005,0.006,1.9323,-12.698,3.468,0.0225,0.033,0.028,0.225,0
201,1015.94,790.981,15.9418,0.0007,0.764,0.139,0.011,0.029,0.4426,-8.656,4.618,0.0595,0.083,0.067,0.332,0
73,1060.04,768.872,14.1619,0.0004,1.725,nan,0.009,nan,0.1311,-5.993,0.676,0.0357,0.049,0.039,0.27,-1
124,1187.62,852.53,14.8776,0.0004,1.606,nan,0.012,nan,0.0523,-4.996,2.302,0.0372,0.053,0.045,0.25,-1
149,1221.86,1351.62,15.4162,0.0006,1.157,nan,0.012,nan,0.0921,-9.689,3.041,0.0402,0.064,0.051,0.27,-1
159,1189.15,761.479,15.459,0.0005,1.234,nan,0.011,nan,0.1354,-4.475,0.976,0.0439,0.063,0.051,0.28,-1
160,1069.98,940.141,15.4282,0.0005,1.367,nan,0.012,nan,0.0928,-6.077,2.401,0.0452,0.063,0.054,0.3,-1
181,1413.0,1109.83,15.6545,0.0006,1.274,nan,0.015,nan,0.1878,-4.894,2.508,0.0436,0.065,0.055,0.28,-1
191,819.423,737.225,15.8839,0.0006,0.767,nan,0.011,nan,0.3574,-2.237,-0.041,0.0631,0.094,0.069,0.33,-1
208,1460.29,1432.09,15.7079,0.0006,1.327,nan,0.01,nan,0.222,-6.241,0.791,0.0444,0.065,0.055,0.32,-1
229,1022.97,1052.74,16.0564,0.0007,0.955,nan,0.011,nan,0.893,-5.694,4.823,0.0599,0.083,0.074,0.34,-1
243,1018.75,1068.38,16.1983,0.0008,0.698,nan,0.009,nan,0.2757,-6.412,3.555,0.1229,0.184,0.166,0.37,-1
252,763.829,968.998,16.1003,0.0009,1.192,nan,0.025,nan,0.2972,-5.309,1.75,0.065,0.099,0.083,0.29,-1
260,1347.37,897.803,15.933,0.0006,1.437,nan,0.014,nan,0.0203,-3.723,0.691,0.0534,0.08,0.064,0.3,-1
266,1251.24,981.688,15.9838,0.0006,1.456,nan,0.016,nan,-0.0291,-3.644,2.276,0.0536,0.079,0.067,0.3,-1
283,1533.04,858.339,16.3806,0.0006,0.743,nan,0.016,nan,0.446,-5.218,-1.266,0.0607,0.094,0.076,0.31,-1
292,1263.89,1062.01,16.4261,0.0007,0.935,nan,0.013,nan,0.7367,-12.471,2.321,0.0658,0.094,0.078,0.33,-1
295,868.822,747.057,16.4127,0.0009,0.777,nan,0.014,nan,0.3003,-11.88,5.467,0.0742,0.113,0.083,0.34,-1
303,778.077,1353.26,16.3154,0.0007,1.257,nan,0.014,nan,0.1263,-6.107,3.222,0.0576,0.085,0.073,0.3,-1
309,1464.81,898.893,16.5539,0.0007,0.823,nan,0.015,nan,0.3928,-6.428,4.624,0.0675,0.103,0.083,0.31,-1
313,964.933,720.095,16.4845,0.001,1.055,nan,0.016,nan,0.1385,-6.701,0.171,0.089,0.15,0.099,0.35,-1
316,800.991,1022.6,16.4453,0.0008,1.138,nan,0.016,nan,0.0882,-5.899,2.331,0.0659,0.1,0.082,0.34,-1
327,1169.03,993.918,16.5588,0.0008,1.082,nan,0.018,nan,0.6243,-11.171,2.755,0.0719,0.105,0.094,0.33,-1
330,1547.95,1163.31,16.677,0.0008,0.891,nan,0.016,nan,0.4968,-7.944,4.242,0.0709,0.105,0.088,0.33,-1
332,751.082,1129.78,16.3345,0.0006,1.511,nan,0.02,nan,0.1251,-4.98,2.017,0.0634,0.098,0.08,0.32,-1
333,1377.67,826.851,16.6471,0.0007,0.887,nan,0.018,nan,0.4872,-14.811,2.38,0.0707,0.111,0.09,0.33,-1
337,1213.6,1113.08,16.5032,0.0007,1.198,nan,0.016,nan,0.0281,-5.024,1.261,0.0658,0.095,0.084,0.33,-1
338,1270.35,1198.24,16.6926,0.0013,0.882,nan,0.014,nan,0.4045,-7.559,2.003,0.2043,0.282,0.234,0.39,-1
341,657.981,1182.74,16.6976,0.0008,0.884,nan,0.016,nan,0.0251,-4.688,2.522,0.0762,0.116,0.091,0.33,-1
342,733.22,1227.3,16.7204,0.0008,0.853,nan,0.015,nan,0.4129,-12.245,6.372,0.0743,0.108,0.092,0.33,-1
348,707.622,1062.19,16.7505,0.001,0.76,nan,0.019,nan,0.4261,-5.389,-2.51,0.0968,0.134,0.105,0.34,-1
353,1486.75,905.313,16.7291,0.0008,0.944,nan,0.016,nan,0.4838,-11.602,1.933,0.0748,0.113,0.091,0.34,-1
355,697.126,1142.17,16.7096,0.0011,1.046,nan,0.017,nan,0.4732,-7.029,1.058,0.096,0.145,0.119,0.35,-1
357,759.248,1019.22,16.8175,0.0008,0.838,nan,0.016,nan,0.3165,-9.231,3.593,0.0928,0.142,0.113,0.35,-1
358,1208.59,1475.29,16.5606,0.0007,1.376,nan,0.018,nan,-0.0096,-5.322,1.783,0.0638,0.099,0.081,0.33,-1
375,1489.93,1135.44,16.6254,0.0007,1.368,nan,0.019,nan,0.0373,-4.569,2.552,0.0685,0.102,0.087,0.32,-1
376,1108.59,966.67,16.7852,0.0009,1.055,nan,0.02,nan,0.8249,-19.294,8.747,0.0851,0.12,0.11,0.33,-1
379,1068.35,865.135,16.7551,0.0008,0.841,nan,0.016,nan,-0.0506,1.789,1.0,0.0783,0.114,0.093,0.34,-1
383,1549.03,1070.34,16.9576,0.0009,0.759,nan,0.016,nan,0.3027,-7.084,3.333,0.0821,0.124,0.119,0.35,-1
403,1247.99,831.583,16.9064,0.0009,1.002,nan,0.021,nan,0.2809,-5.221,-1.34,0.0838,0.123,0.107,0.35,-1
407,837.462,679.427,17.0136,0.0009,0.769,nan,0.019,nan,0.2762,-5.449,1.71,0.1088,0.15,0.116,0.35,-1
412,1147.75,1377.92,16.9532,0.0016,0.784,nan,0.016,nan,0.0052,-6.197,2.627,0.1185,0.19,0.149,0.37,-1
415,1387.64,1317.87,16.9997,0.0008,0.942,nan,0.02,nan,0.4794,-3.358,0.139,0.0827,0.123,0.103,0.33,-1
422,1080.74,1154.09,17.0648,0.0009,0.782,nan,0.017,nan,0.2058,-7.591,0.341,0.0895,0.152,0.117,0.35,-1
427,1223.01,1402.99,17.1008,0.001,0.793,nan,0.018,nan,0.2769,-5.725,2.444,0.0878,0.155,0.118,0.36,-1
429,1264.36,1266.63,17.0986,0.001,0.779,nan,0.019,nan,0.2328,-7.952,1.655,0.089,0.138,0.109,0.33,-1
435,1328.65,1178.97,17.1097,0.0009,0.866,nan,0.018,nan,0.1817,-4.639,-0.088,0.0902,0.137,0.109,0.34,-1
438,1216.54,1379.96,17.159,0.0015,0.735,nan,0.023,nan,0.4273,-4.724,3.761,0.1023,0.177,0.133,0.35,-1
439,915.418,1355.03,17.2923,0.0011,0.867,nan,0.039,nan,0.6461,-5.587,2.092,0.0993,0.156,0.133,0.32,-1
445,1371.25,1454.58,17.0948,0.0009,1.184,nan,0.03,nan,0.0345,-3.329,0.051,0.0881,0.141,0.115,0.31,-1
447,1029.95,837.084,17.1092,0.0009,0.78,nan,0.022,nan,0.2627,-7.067,2.645,0.1207,0.177,0.124,0.34,-1
449,1373.5,703.172,16.8994,0.0028,1.405,nan,0.026,nan,-0.0712,-4.64,1.837,0.1014,0.146,0.12,0.35,-1
458,1271.46,1339.91,17.1945,0.001,0.963,nan,0.021,nan,0.2851,-3.655,2.006,0.0918,0.15,0.116,0.35,-1
459,993.159,849.908,17.9175,0.0026,0.94,nan,0.038,nan,0.2043,-6.765,0.733,0.2316,0.336,0.287,0.26,-1
471,1010.39,1525.08,16.904,0.0009,1.417,nan,0.029,nan,1.2442,-14.221,3.023,0.0798,0.121,0.102,0.34,-1
473,982.535,718.509,17.1903,0.0011,0.806,nan,0.024,nan,0.4001,-5.441,10.234,0.1066,0.186,0.123,0.37,-1
476,1524.96,1305.79,17.1966,0.001,0.972,nan,0.022,nan,0.5586,-14.833,10.83,0.1052,0.164,0.13,0.39,-1
480,1210.76,1419.53,17.287,0.001,0.728,nan,0.022,nan,0.1942,-5.815,2.462,0.0995,0.157,0.122,0.35,-1
483,909.701,944.802,17.1641,0.0011,1.014,nan,0.024,nan,0.1734,-8.163,2.26,0.0996,0.157,0.124,0.37,-1
488,1574.91,1161.52,17.2722,0.0011,0.936,nan,0.024,nan,0.6052,-5.914,2.483,0.095,0.155,0.121,0.36,-1
492,1013.17,1401.27,17.2481,0.0009,0.825,nan,0.022,nan,0.2928,-6.083,1.436,0.0928,0.15,0.119,0.33,-1
493,1109.12,649.883,17.3181,0.0021,0.936,nan,0.025,nan,-0.4579,-5.43,1.342,0.2336,0.342,0.26,0.4,-1
498,1414.28,1207.64,17.2635,0.0012,0.91,nan,0.02,nan,0.416,-5.971,1.966,0.1038,0.159,0.127,0.38,-1
500,1131.78,1331.1,17.4237,0.0024,1.006,nan,0.052,nan,0.0886,-16.666,3.173,0.2087,0.319,0.248,0.4,-1
501,1098.8,1439.96,17.2807,0.0011,0.869,nan,0.022,nan,0.1154,-6.679,3.594,0.0925,0.151,0.119,0.35,-1
507,1078.81,1199.73,17.3122,0.001,0.895,nan,0.022,nan,0.4483,-7.489,2.45,0.1021,0.178,0.137,0.34,-1
510,1398.6,1108.7,17.3154,0.0011,0.978,nan,0.025,nan,0.5485,-9.168,4.425,0.1003,0.16,0.125,0.33,-1
514,1146.9,1101.3,17.3361,0.0012,0.866,nan,0.024,nan,0.3707,-15.507,-4.25,0.1103,0.179,0.141,0.35,-1
515,1107.83,1587.56,17.1233,0.0012,1.122,nan,0.025,nan,1.0763,-7.273,2.602,0.0873,0.134,0.108,0.33,-1
529,700.18,1204.7,17.291,0.001,1.15,nan,0.027,nan,0.5774,-5.39,0.442,0.1069,0.165,0.134,0.34,-1
534,1096.56,1075.16,17.2508,0.001,1.103,nan,0.029,nan,0.0535,-4.112,2.198,0.1014,0.156,0.132,0.33,-1
537,776.732,1001.43,17.3469,0.0011,0.904,nan,0.026,nan,0.1161,-7.629,1.706,0.108,0.171,0.136,0.37,-1
539,1045.43,1472.34,17.4266,0.0011,0.861,nan,0.024,nan,0.1236,-6.277,0.585,0.1102,0.178,0.148,0.36,-1
546,1547.57,1001.57,17.4403,0.0012,0.898,nan,0.023,nan,0.1293,-3.7,4.166,0.1009,0.17,0.138,0.34,-1
559,1377.74,1070.7,17.5029,0.0012,0.829,nan,0.027,nan,0.4965,-3.699,3.803,0.1128,0.18,0.141,0.37,-1
561,1449.1,910.228,17.2915,0.0011,1.1,nan,0.028,nan,0.193,-7.267,1.883,0.0987,0.162,0.126,0.35,-1
565,695.251,1277.01,17.5259,0.0012,0.923,nan,0.027,nan,0.1586,-5.598,2.505,0.1134,0.182,0.143,0.62,-1
567,1295.44,1014.67,17.4975,0.0012,0.956,nan,0.028,nan,0.2562,-6.131,2.113,0.1279,0.19,0.15,0.23,-1
569,1567.68,991.08,17.46,0.001,0.987,nan,0.035,nan,0.2367,-5.764,3.702,0.1086,0.175,0.144,0.33,-1
573,1170.01,1238.71,17.5326,0.0013,0.871,nan,0.027,nan,0.3653,-6.122,2.09,0.12,0.182,0.143,0.63,-1
579,673.635,1265.84,17.4523,0.0011,1.051,nan,0.03,nan,0.3036,-2.098,-0.473,0.1144,0.18,0.14,0.35,-1
587,875.033,834.219,17.9099,0.0031,0.826,nan,0.039,nan,1.5086,-4.387,3.577,0.3334,0.455,0.365,0.44,-1
592,678.738,1287.19,17.5157,0.0014,0.875,nan,0.027,nan,0.075,-8.024,2.041,0.1132,0.18,0.142,0.35,-1
593,1011.35,812.822,17.682,0.0064,1.135,nan,0.041,nan,nan,nan,nan,nan,nan,nan,0.52,-1
597,1175.76,1020.66,17.5737,0.0013,0.855,nan,0.029,nan,0.1581,-8.735,-0.905,0.1186,0.189,0.148,0.35,-1
601,1039.0,1040.17,17.5404,0.0013,1.003,nan,0.031,nan,0.0605,-8.519,3.727,0.1184,0.186,0.156,0.36,-1
619,1022.21,1080.11,17.5418,0.0013,1.009,nan,0.029,nan,0.3878,-12.067,3.81,0.1232,0.209,0.17,0.36,-1
634,1094.12,1365.47,17.6223,0.0012,0.927,nan,0.033,nan,0.0846,-7.306,2.593,0.1116,0.183,0.145,0.36,-1
636,1095.13,952.845,17.635,0.0014,0.948,nan,0.034,nan,0.2805,-7.515,3.012,0.1494,0.221,0.185,0.37,-1
640,791.599,826.086,17.5872,0.0013,0.793,nan,0.033,nan,-0.0501,-8.719,6.983,0.1347,0.207,0.154,0.35,-1
645,888.885,886.087,17.5858,0.0014,1.147,nan,0.044,nan,0.1367,-4.935,2.08,0.1423,0.222,0.171,0.36,-1
647,999.527,1436.21,17.6797,0.0012,0.809,nan,0.032,nan,0.1681,-6.075,3.925,0.1306,0.213,0.169,0.34,-1
651,1441.19,781.797,17.7434,0.0015,0.882,nan,0.031,nan,0.0757,-5.918,2.36,0.133,0.218,0.166,0.32,-1
653,921.13,823.076,17.6675,0.0027,0.993,nan,0.032,nan,0.2432,-7.588,2.586,0.1909,0.292,0.233,0.54,-1
660,1159.68,1387.9,17.7808,0.0014,0.752,nan,0.031,nan,-0.009,-8.236,2.942,0.138,0.219,0.171,0.48,-1
661,1309.97,797.987,17.7362,0.0014,0.707,nan,0.03,nan,0.4493,-6.735,3.544,0.1425,0.229,0.179,0.37,-1
663,1163.6,1264.88,17.7502,0.0019,1.052,nan,0.032,nan,0.2346,-6.636,2.936,0.1297,0.221,0.169,0.35,-1
666,939.595,656.411,17.5213,0.0012,1.269,nan,0.048,nan,0.108,-5.331,1.316,0.1268,0.193,0.147,0.35,-1
667,779.766,1291.32,17.7789,0.0015,0.857,nan,0.033,nan,0.1179,-4.696,1.229,0.1312,0.207,0.162,0.34,-1
668,864.114,716.746,17.6554,0.0016,0.95,nan,0.04,nan,0.3526,-6.916,4.607,0.1375,0.243,0.159,0.37,-1
669,1064.06,1215.34,17.7691,0.0014,0.824,nan,0.031,nan,-0.1666,-8.369,1.17,0.1315,0.213,0.168,0.37,-1
671,728.993,967.355,17.7146,0.0015,0.776,nan,0.034,nan,0.1623,-4.704,1.952,0.126,0.205,0.159,0.34,-1
676,1536.72,1008.28,17.81,0.0016,0.812,nan,0.031,nan,0.2384,-5.693,1.575,0.1245,0.212,0.168,0.36,-1
678,988.883,804.56,17.6343,0.0023,1.162,nan,0.055,nan,0.9367,-5.475,4.195,0.1756,0.269,0.201,0.38,-1
679,1509.21,898.203,18.0292,0.0039,0.871,nan,0.044,nan,0.9515,-7.654,7.002,0.3145,0.48,0.377,0.49,-1
680,717.826,1402.08,17.7756,0.0013,0.895,nan,0.034,nan,-0.1084,-7.597,3.419,0.1241,0.201,0.161,0.46,-1
688,1228.31,1470.82,17.8422,0.0016,0.898,nan,0.032,nan,-0.1339,-7.417,3.72,0.1633,0.265,0.206,0.37,-1
699,1269.73,1305.46,17.8133,0.0014,0.999,nan,0.039,nan,0.2404,-5.076,2.938,0.132,0.212,0.165,0.35,-1
703,1301.28,1005.43,17.9113,0.0014,0.712,nan,0.033,nan,0.4015,-6.616,3.0,0.1413,0.214,0.175,0.34,-1
707,1528.33,1338.04,17.8166,0.0014,0.992,nan,0.036,nan,0.2544,-12.373,3.846,0.1349,0.203,0.179,0.37,-1
710,1033.66,1066.02,17.7073,0.0014,1.22,nan,0.045,nan,0.0453,-5.454,2.322,0.1367,0.222,0.185,0.37,-1
711,1275.79,1103.78,18.0317,0.002,0.77,nan,0.037,nan,0.1903,-3.038,3.73,0.1783,0.253,0.21,0.36,-1
724,735.027,831.734,17.8753,0.0017,0.84,nan,0.041,nan,0.1997,-5.351,1.544,0.191,0.266,0.212,0.36,-1
726,991.003,971.756,17.6601,0.0013,1.285,nan,0.049,nan,0.6071,-14.699,8.794,0.1277,0.204,0.161,0.37,-1
733,1130.48,1234.1,17.719,0.0011,1.178,nan,0.046,nan,-0.0973,-4.031,0.817,0.1271,0.223,0.168,0.34,-1
739,1003.79,1020.5,17.9295,0.0015,0.868,nan,0.038,nan,0.357,-6.795,2.498,0.1479,0.217,0.195,0.36,-1
740,875.037,1245.25,17.9704,0.0015,0.85,nan,0.036,nan,0.1846,-6.132,2.011,0.1424,0.222,0.194,0.36,-1
748,1430.72,1209.24,18.4541,0.0042,0.992,nan,0.059,nan,-1.2405,-4.862,2.814,0.516,0.746,0.613,0.63,-1
758,714.092,1321.23,17.9751,0.0014,0.787,nan,0.039,nan,0.176,-5.935,3.86,0.1434,0.248,0.188,0.31,-1
763,842.617,1021.87,17.9604,0.0014,0.842,nan,0.039,nan,0.2025,-7.29,2.603,0.146,0.222,0.182,0.35,-1
782,963.827,948.292,17.6974,0.0014,1.325,nan,0.057,nan,0.5222,-16.159,4.682,0.1351,0.207,0.161,0.35,-1
784,897.957,1548.48,17.9691,0.0014,0.955,nan,0.042,nan,0.1862,-4.213,2.509,0.1402,0.209,0.177,0.34,-1
785,1113.01,1177.84,17.9354,0.0016,0.996,nan,0.041,nan,0.1913,-4.291,-1.282,0.1472,0.236,0.191,0.36,-1
788,1421.45,1094.17,18.0034,0.0015,1.022,nan,0.046,nan,-0.3963,-6.644,0.778,0.1741,0.258,0.213,0.36,-1
791,1117.77,1342.9,18.0539,0.0016,0.926,nan,0.042,nan,0.2619,-7.573,2.123,0.158,0.24,0.2,0.82,-1
803,983.398,1023.86,18.1374,0.0017,1.012,nan,0.047,nan,0.4258,-6.149,3.973,0.1603,0.252,0.207,0.22,-1
804,1123.61,952.739,18.0611,0.0043,0.933,nan,0.046,nan,0.5816,-7.176,4.611,0.4485,0.631,0.556,0.84,-1
806,965.989,1388.18,18.0745,0.0015,0.762,nan,0.041,nan,-0.1535,-5.882,1.507,0.1731,0.263,0.225,0.66,-1
807,1000.06,1482.95,18.0321,0.0016,0.964,nan,0.039,nan,0.1034,-8.913,4.986,0.146,0.215,0.183,0.36,-1
819,968.2,816.098,17.747,0.0014,1.38,nan,0.063,nan,0.6303,-3.24,-1.168,0.1508,0.224,0.172,0.38,-1
820,1293.27,1212.32,18.0627,0.0016,0.935,nan,0.046,nan,0.28,-7.448,2.421,0.1527,0.229,0.188,0.82,-1
832,726.1,1002.93,18.0573,0.0023,0.903,nan,0.041,nan,0.2394,-3.143,0.641,0.1554,0.24,0.196,0.36,-1
837,822.926,764.142,18.0462,0.0016,0.805,nan,0.06,nan,0.0526,-5.27,3.118,0.185,0.259,0.206,0.5,-1
840,1134.52,1432.59,17.8876,0.0014,1.474,nan,0.057,nan,0.2322,-5.194,3.643,0.132,0.207,0.168,0.34,-1
846,1109.13,766.701,18.0759,0.0018,0.775,nan,0.052,nan,0.3522,-5.111,2.616,0.1644,0.243,0.198,0.66,-1
848,1338.98,1096.95,18.1936,0.0017,0.776,nan,0.043,nan,0.1365,-6.999,1.957,0.1709,0.25,0.207,0.81,-1
857,1394.35,1302.37,18.0614,0.0015,1.098,nan,0.055,nan,-0.0462,-4.327,1.256,0.1524,0.229,0.192,0.37,-1
862,1122.56,1051.05,18.0169,0.0018,1.176,nan,0.056,nan,0.6161,-5.481,5.736,0.1664,0.235,0.214,0.39,-1
871,1098.11,1206.25,18.2175,0.0017,0.779,nan,0.044,nan,0.0452,-5.694,2.127,0.1651,0.269,0.218,0.47,-1
876,1180.97,1149.41,18.0729,0.0015,1.116,nan,0.059,nan,0.3851,-7.125,3.183,0.1614,0.254,0.209,0.36,-1
878,1143.21,871.98,18.1638,0.002,0.825,nan,0.049,nan,0.1657,-9.67,-3.957,0.2021,0.29,0.251,0.3,-1
884,1263.25,742.635,18.1847,0.0017,0.834,nan,0.042,nan,0.2944,-6.111,1.859,0.175,0.262,0.228,0.82,-1
895,1105.81,1406.39,18.1224,0.0017,1.028,nan,0.051,nan,0.7049,-6.241,2.159,0.164,0.246,0.2,0.26,-1
898,1135.23,1397.33,17.9335,0.0017,1.339,nan,0.061,nan,0.4505,-10.055,5.275,0.1387,0.215,0.176,0.36,-1
905,1133.74,604.631,18.1254,0.0017,1.148,nan,0.062,nan,0.7429,-8.477,-1.413,0.2026,0.29,0.228,0.37,-1
911,753.089,1446.19,18.2219,0.0016,1.034,nan,0.053,nan,0.0728,-5.513,2.699,0.1661,0.245,0.225,0.44,-1
916,1404.35,1151.87,18.3197,0.0017,0.604,nan,0.038,nan,-0.0522,-5.761,1.836,0.1732,0.267,0.223,0.53,-1
