radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
153.625913,0.419,-63.14631,0.233,15.077,0.043,6,16.7,0.061,6,NA,NA,0,15.827,0.026,7,14.486,0.024,7,13.858,0.041,7,13.292,0.189,2,NA,NA,0
153.627377,0.732,-63.099424,0.489,16.37,0.032,2,17.088,0.211,2,NA,NA,0,16.698,0.074,4,16.146,0.138,4,15.971,0.186,1,NA,NA,0,NA,NA,0
153.629034,0.428,-63.163875,0.362,14.742,0.019,6,16.1,0.037,6,NA,NA,0,15.35,0.022,7,14.321,0.021,7,13.876,0.035,7,13.843,0.138,3,NA,NA,0
153.629307,0.368,-63.13009,0.833,16.906,0.137,3,17.534,0.119,3,NA,NA,0,17.017,0.041,2,16.644,0.144,2,NA,NA,0,NA,NA,0,NA,NA,0
153.629775,0.091,-63.143261,0.175,NA,NA,0,NA,NA,0,NA,NA,0,17.71,0.06,2,16.793,0.069,2,NA,NA,0,NA,NA,0,NA,NA,0
153.631092,0.466,-63.104007,0.468,17.107,0.162,1,17.827,0.207,1,NA,NA,0,17.375,0.08,3,16.941,0.057,3,NA,NA,0,NA,NA,0,NA,NA,0
153.633483,0.682,-63.088019,0.613,NA,NA,0,NA,NA,0,NA,NA,0,17.544,0.102,3,16.775,0.123,3,NA,NA,0,NA,NA,0,NA,NA,0
153.633583,0.355,-63.108774,0.189,16.274,0.075,5,17.728,0.173,5,NA,NA,0,16.808,0.109,7,15.881,0.102,7,15.6,0.095,7,NA,NA,0,NA,NA,0
153.635301,0.294,-63.120377,0.158,16.987,0.157,1,18.267,0.325,1,NA,NA,0,17.483,0.172,3,16.916,0.094,3,NA,NA,0,NA,NA,0,NA,NA,0
153.636171,0.398,-63.180146,0.256,16.458,0.081,5,17.317,0.155,5,NA,NA,0,16.737,0.054,7,16.163,0.099,7,15.892,0.122,4,NA,NA,0,NA,NA,0
153.636363,0.345,-63.123213,0.309,17.221,0.198,1,17.935,0.249,1,NA,NA,0,17.709,0.052,2,16.996,0.192,2,NA,NA,0,NA,NA,0,NA,NA,0
153.636475,0.272,-63.176681,0.386,15.556,0.063,6,16.439,0.087,6,NA,NA,0,15.947,0.073,7,15.277,0.025,7,15.05,0.064,7,NA,NA,0,NA,NA,0
153.636726,0.589,-63.203858,0.659,14.137,0.027,6,15.621,0.059,6,NA,NA,0,14.859,0.021,7,13.6,0.017,7,13.051,0.055,6,12.806,0.029,5,NA,NA,0
153.637066,0.028,-63.09968,0.159,NA,NA,0,NA,NA,0,NA,NA,0,17.628,0.132,1,17.059,0.18,1,NA,NA,0,NA,NA,0,NA,NA,0
153.637311,0.148,-63.164852,0.223,16.799,0.141,1,17.654,0.193,1,NA,NA,0,17.39,0.116,1,16.67,0.15,1,NA,NA,0,NA,NA,0,NA,NA,0
153.638187,0.504,-63.208994,0.278,16.247,0.097,4,17.074,0.107,4,NA,NA,0,16.534,0.124,4,15.986,0.049,5,15.743,0.152,4,NA,NA,0,NA,NA,0
153.638489,0.302,-63.05835,0.289,14.033,0.036,6,14.53,0.025,6,NA,NA,0,14.223,0.01,7,13.904,0.025,7,13.771,0.046,7,13.502,0.081,3,NA,NA,0
153.638931,0.414,-63.150938,0.419,13.907,0.031,6,14.351,0.036,6,NA,NA,0,14.058,0.018,7,13.82,0.031,7,13.764,0.057,7,15.201,NA,1,NA,NA,0
153.640908,0.585,-63.213418,0.609,16.683,0.158,3,17.355,0.168,3,NA,NA,0,16.973,0.053,6,16.431,0.121,6,NA,NA,0,NA,NA,0,NA,NA,0
153.641032,0.204,-63.189065,0.281,14.959,0.027,6,16.658,0.178,6,NA,NA,0,15.73,0.022,7,14.39,0.028,7,13.775,0.076,7,13.812,0.24,1,NA,NA,0
153.644379,0.332,-63.135661,0.426,14.909,0.102,6,15.784,0.088,6,NA,NA,0,15.289,0.055,7,14.605,0.07,7,14.353,0.088,7,NA,NA,0,NA,NA,0
153.645223,0.534,-63.227674,0.61,16.708,0.13,2,17.523,0.077,2,NA,NA,0,17.104,0.047,2,16.495,0.085,2,NA,NA,0,NA,NA,0,NA,NA,0
153.645984,0.423,-63.069775,0.235,NA,NA,0,NA,NA,0,NA,NA,0,17.216,0.097,1,16.516,0.114,1,NA,NA,0,NA,NA,0,NA,NA,0
153.646235,0.119,-63.208673,0.723,16.75,0.147,1,18.018,0.3,1,NA,NA,0,16.999,0.035,2,16.587,0.051,2,NA,NA,0,NA,NA,0,NA,NA,0
153.646433,0.332,-63.195115,0.421,17.061,0.188,1,18.116,0.278,1,NA,NA,0,17.22,0.041,2,16.841,0.036,2,NA,NA,0,NA,NA,0,NA,NA,0
153.646513,0.413,-63.129121,0.327,16.706,0.055,2,17.874,0.065,2,NA,NA,0,17.279,0.07,6,16.485,0.115,6,16.215,0.147,3,NA,NA,0,NA,NA,0
153.646889,0.379,-63.049874,0.175,17.035,0.161,1,17.844,0.228,1,NA,NA,0,17.433,0.01,2,16.87,0.172,2,NA,NA,0,NA,NA,0,NA,NA,0
153.64721,0.367,-63.184039,0.357,15.752,0.058,6,16.552,0.047,6,NA,NA,0,16.145,0.069,7,15.488,0.063,7,15.283,0.13,7,NA,NA,0,NA,NA,0
153.647948,0.588,-63.098339,0.327,16.429,0.085,4,17.554,0.105,4,NA,NA,0,16.893,0.08,5,15.994,0.078,4,15.699,0.158,5,NA,NA,0,NA,NA,0
153.648001,0.397,-63.120683,0.504,NA,NA,0,NA,NA,0,NA,NA,0,17.67,0.094,3,16.771,0.13,3,NA,NA,0,NA,NA,0,NA,NA,0
153.648161,0.593,-63.069743,0.077,16.516,0.14,1,17.591,0.213,1,NA,NA,0,16.961,0.074,2,16.455,0.074,2,16.008,0.189,1,NA,NA,0,NA,NA,0
153.648742,0.629,-63.112928,0.424,14.526,0.036,6,15.097,0.02,6,NA,NA,0,14.748,0.019,7,14.35,0.026,6,14.209,0.044,7,NA,NA,0,NA,NA,0
153.648901,0.796,-63.038061,0.329,15.975,0.049,5,16.75,0.059,5,NA,NA,0,16.297,0.077,6,15.811,0.081,6,15.653,0.243,5,NA,NA,0,NA,NA,0
153.650055,0.217,-63.173933,0.378,NA,NA,0,NA,NA,0,NA,NA,0,17.374,0.042,4,16.524,0.088,4,15.852,0.179,1,NA,NA,0,NA,NA,0
153.650124,0.213,-63.154744,0.232,15.241,0.062,6,16.581,0.077,6,NA,NA,0,15.85,0.021,7,14.808,0.042,7,14.338,0.055,7,NA,NA,0,NA,NA,0
153.650755,0.317,-63.220733,0.182,12.853,0.028,6,12.964,0.026,6,NA,NA,0,12.832,0.015,7,12.912,0.011,7,13.064,0.07,7,13.333,0.154,4,NA,NA,0
153.652034,0.166,-63.142388,0.226,NA,NA,0,NA,NA,0,NA,NA,0,17.598,0.079,3,17.017,0.143,3,NA,NA,0,NA,NA,0,NA,NA,0
153.653066,0.383,-63.124796,0.34,16.097,0.031,5,17.198,0.134,5,NA,NA,0,16.592,0.101,7,15.879,0.076,7,15.696,0.08,6,NA,NA,0,NA,NA,0
153.653261,0.557,-63.194081,0.351,17.106,0.092,2,18.387,0.065,2,NA,NA,0,17.711,0.063,2,16.67,0.044,2,16.443,0.051,2,NA,NA,0,NA,NA,0
153.653452,0.341,-63.053322,0.303,16.843,0.096,2,17.82,0.086,2,NA,NA,0,17.225,0.076,4,16.758,0.114,4,NA,NA,0,NA,NA,0,NA,NA,0
153.654453,1.434,-63.075543,0.343,17.039,0.068,3,18.053,0.105,3,NA,NA,0,17.297,0.167,5,16.797,0.083,5,NA,NA,0,NA,NA,0,NA,NA,0
153.654672,0.374,-63.079487,0.337,16.876,0.13,4,17.92,0.448,4,NA,NA,0,17.274,0.129,4,16.827,0.23,4,16.695,0.193,2,NA,NA,0,NA,NA,0
153.654932,0.131,-63.253691,0.211,NA,NA,0,NA,NA,0,NA,NA,0,17.588,0.144,1,16.534,0.11,1,NA,NA,0,NA,NA,0,NA,NA,0
153.655402,0.453,-63.063465,0.386,17.202,0.104,2,17.912,0.132,2,NA,NA,0,17.413,0.042,4,17.056,0.161,4,NA,NA,0,NA,NA,0,NA,NA,0
153.655627,0.572,-63.105395,0.473,16.693,0.136,1,17.71,0.106,2,NA,NA,0,17.188,0.054,5,16.229,0.082,4,15.923,0.16,4,NA,NA,0,NA,NA,0
153.65605,0.304,-63.198176,0.249,17.106,0.184,1,18.153,0.274,1,NA,NA,0,17.467,0.132,1,16.969,0.195,1,NA,NA,0,NA,NA,0,NA,NA,0
153.656159,0.507,-63.147117,0.851,16.603,0.13,1,17.817,0.206,1,NA,NA,0,16.993,0.1,3,16.086,0.071,3,15.632,0.116,2,NA,NA,0,NA,NA,0
153.656664,0.747,-63.245263,0.705,14.572,0.06,3,16.006,0.009,3,NA,NA,0,15.256,0.037,3,14.107,0.037,3,13.665,0.003,2,13.54,0.29,4,NA,NA,0
153.657628,0.4,-63.168859,0.276,16.145,0.058,6,17.04,0.101,6,NA,NA,0,16.546,0.074,7,15.822,0.081,7,15.673,0.239,7,NA,NA,0,NA,NA,0
153.65807,0.315,-63.240457,0.261,16.021,0.062,6,16.741,0.071,6,NA,NA,0,16.266,0.039,7,15.738,0.057,7,15.564,0.141,7,NA,NA,0,NA,NA,0
153.658771,0.476,-63.181446,0.357,14.442,0.061,6,15.969,0.065,6,NA,NA,0,15.179,0.029,7,13.834,0.022,7,13.17,0.051,7,12.816,0.063,4,NA,NA,0
153.658908,0.323,-63.027233,0.325,17.023,0.257,3,17.522,0.114,3,NA,NA,0,17.116,0.093,4,16.779,0.081,4,NA,NA,0,NA,NA,0,NA,NA,0
153.659047,0.191,-63.019312,0.172,13.147,0.025,6,13.625,0.021,6,NA,NA,0,13.328,0.012,7,13.041,0.025,7,12.953,0.055,7,12.976,0.18,5,NA,NA,0
153.659558,0.505,-63.227211,0.449,16.556,0.09,3,17.314,0.11,3,NA,NA,0,16.782,0.096,4,16.323,0.121,4,15.978,0.199,1,NA,NA,0,NA,NA,0
153.660474,0.622,-63.042764,0.448,16.706,0.119,3,17.624,0.094,4,NA,NA,0,17.025,0.044,3,16.455,0.092,3,16.061,0.181,1,NA,NA,0,NA,NA,0
153.66079,0.487,-63.247448,0.395,15.312,0.02,2,16.137,0.055,3,NA,NA,0,15.622,0.024,3,15.02,0.019,2,14.632,0.06,1,NA,NA,0,NA,NA,0
153.661315,0.35,-63.132283,0.164,NA,NA,0,NA,NA,0,NA,NA,0,17.59,0.125,1,17.364,0.255,1,NA,NA,0,NA,NA,0,NA,NA,0
153.661762,0.283,-63.235808,0.239,16.452,0.088,2,17.399,0.027,2,NA,NA,0,17.005,0.158,2,16.297,0.047,2,NA,NA,0,NA,NA,0,NA,NA,0
153.662651,0.005,-63.24773,0.015,15.289,0.059,1,NA,NA,0,NA,NA,0,NA,NA,0,15,0.049,1,NA,NA,0,NA,NA,0,NA,NA,0
153.663493,0.422,-63.106164,0.413,16.478,0.014,2,17.612,0.009,2,NA,NA,0,16.958,0.083,6,15.975,0.074,6,15.539,0.089,6,NA,NA,0,NA,NA,0
153.663857,0.289,-63.140857,0.285,14.766,0.044,6,15.668,0.025,6,NA,NA,0,15.161,0.022,7,14.465,0.034,7,14.147,0.062,7,NA,NA,0,NA,NA,0
153.664639,0.108,-63.091403,0.527,NA,NA,0,NA,NA,0,NA,NA,0,17.677,0.099,2,16.914,0.019,2,NA,NA,0,NA,NA,0,NA,NA,0
153.664739,0.679,-63.071428,0.309,16.021,0.061,5,17.316,0.094,5,NA,NA,0,16.581,0.059,7,15.617,0.037,7,15.309,0.172,7,NA,NA,0,NA,NA,0
153.665084,0.601,-63.210222,0.389,16.855,0.09,2,17.627,0.144,2,NA,NA,0,17.273,0.138,5,16.617,0.116,5,NA,NA,0,NA,NA,0,NA,NA,0
153.66537,0.357,-63.084788,0.24,15.704,0.077,6,16.438,0.05,6,NA,NA,0,16.012,0.053,7,15.472,0.065,7,15.23,0.076,7,NA,NA,0,NA,NA,0
153.665846,0.37,-63.259692,0.353,14.266,0.026,6,14.93,0.015,6,NA,NA,0,14.538,0.01,6,14.08,0.016,6,13.875,0.058,6,NA,NA,0,NA,NA,0
153.665973,0.248,-63.151579,0.293,15.758,0.072,6,16.543,0.079,6,NA,NA,0,16.08,0.034,7,15.551,0.056,7,15.392,0.101,7,NA,NA,0,NA,NA,0
153.66622,0.363,-63.08183,0.261,15.821,0.089,5,17.088,0.125,5,NA,NA,0,16.421,0.048,7,15.287,0.066,7,14.8,0.072,7,NA,NA,0,NA,NA,0
153.666324,0.166,-63.230269,0.211,NA,NA,0,NA,NA,0,NA,NA,0,17.301,0.154,1,16.603,0.194,1,NA,NA,0,NA,NA,0,NA,NA,0
153.666716,0.687,-63.245372,0.291,15.647,0.113,4,16.868,0.073,4,NA,NA,0,16.143,0.087,5,15.267,0.078,5,14.731,0.093,4,NA,NA,0,NA,NA,0
153.666783,0.897,-63.025248,0.842,16.465,0.073,4,17.281,0.107,4,NA,NA,0,16.854,0.113,5,16.208,0.123,6,15.879,0.142,1,NA,NA,0,NA,NA,0
153.666788,0.398,-63.047501,0.517,NA,NA,0,NA,NA,0,NA,NA,0,17.1,0.109,1,16.996,0.203,1,NA,NA,0,NA,NA,0,NA,NA,0
153.667226,0.046,-63.111718,0.137,NA,NA,0,NA,NA,0,NA,NA,0,18.212,0.2,1,16.963,0.152,1,NA,NA,0,NA,NA,0,NA,NA,0
153.667273,0.346,-63.248105,0.216,16.063,0.08,1,17.161,0.129,1,NA,NA,0,16.714,0.064,1,NA,NA,0,15.133,0.104,1,NA,NA,0,NA,NA,0
153.667388,0.493,-63.201851,0.303,16.063,0.134,5,16.974,0.046,5,NA,NA,0,16.441,0.093,7,15.651,0.092,7,15.421,0.112,7,NA,NA,0,NA,NA,0
153.667738,0.783,-63.115954,0.454,16.23,0.017,2,17.376,0.003,2,NA,NA,0,16.813,0.071,3,15.891,0.033,3,NA,NA,0,NA,NA,0,NA,NA,0
153.667846,0.517,-63.233897,0.476,14.411,0.037,6,15.699,0.055,6,NA,NA,0,14.986,0.017,7,13.989,0.013,7,13.598,0.053,7,13.435,0.057,4,NA,NA,0
153.668376,0.572,-63.118391,0.466,16.898,0.159,1,17.619,0.164,1,NA,NA,0,17.397,0.154,2,16.294,0.078,2,NA,NA,0,NA,NA,0,NA,NA,0
153.668466,1.517,-63.043981,0.602,16.363,0.081,5,17.626,0.087,4,NA,NA,0,16.917,0.089,7,15.973,0.076,7,15.646,0.129,5,NA,NA,0,NA,NA,0
153.668486,0.479,-63.013361,0.331,14.638,0.043,2,15.398,0.017,2,NA,NA,0,14.972,0.02,1,14.616,0.025,1,NA,NA,0,NA,NA,0,NA,NA,0
153.669886,0.078,-63.025786,0.047,NA,NA,0,NA,NA,0,NA,NA,0,16.857,0.048,2,16.173,0.089,1,NA,NA,0,NA,NA,0,NA,NA,0
153.66989,0.382,-63.197591,0.533,15.876,0.086,5,16.654,0.072,5,NA,NA,0,16.19,0.06,7,15.614,0.147,7,15.474,0.131,7,NA,NA,0,NA,NA,0
153.66994,0.464,-63.169092,0.418,14.605,0.022,5,15.304,0.028,5,NA,NA,0,14.899,0.022,7,14.385,0.031,7,14.217,0.072,7,14.076,6.418,1,NA,NA,0
153.67003,0.392,-63.094328,0.204,15.96,0.037,6,16.907,0.173,6,NA,NA,0,16.38,0.058,7,15.746,0.06,6,15.492,0.123,7,NA,NA,0,NA,NA,0
153.670608,0.272,-63.188965,0.186,15.582,0.069,6,16.793,0.031,6,NA,NA,0,16.105,0.082,7,15.109,0.054,7,14.695,0.117,7,NA,NA,0,NA,NA,0
153.671197,0.297,-63.031518,0.179,13.488,0.03,6,14.182,0.014,6,NA,NA,0,13.805,0.012,7,13.302,0.019,7,13.11,0.064,7,13.192,0.13,5,NA,NA,0
153.67139,0.522,-63.276879,0.508,14.77,0.05,6,15.42,0.037,6,NA,NA,0,15.026,0.023,7,14.603,0.025,7,14.406,0.098,7,NA,NA,0,NA,NA,0
153.671479,0.122,-63.175887,0.016,NA,NA,0,NA,NA,0,NA,NA,0,17.872,0.151,1,17.446,0.251,1,NA,NA,0,NA,NA,0,NA,NA,0
153.671749,0.217,-63.085729,0.179,16.857,0.116,1,17.276,0.125,1,NA,NA,0,17.237,0.093,1,16.723,0.119,1,NA,NA,0,NA,NA,0,NA,NA,0
153.672001,0.297,-63.036319,0.223,15.089,0.055,6,15.812,0.039,6,NA,NA,0,15.39,0.036,7,14.902,0.042,7,14.764,0.048,7,NA,NA,0,NA,NA,0
153.67226,1.614,-63.012849,0.884,14.476,0.09,4,15.136,0.036,4,NA,NA,0,14.661,0.083,4,14.172,0.043,4,13.881,0.112,3,13.638,0.22,1,NA,NA,0
153.673042,0.555,-63.108273,0.285,16.272,0.066,6,17.058,0.099,6,NA,NA,0,16.601,0.097,7,16.052,0.075,7,15.815,0.136,3,NA,NA,0,NA,NA,0
153.673571,0.408,-63.060467,0.418,15.403,0.056,5,16.021,0.055,5,NA,NA,0,15.655,0.017,5,15.177,0.055,5,14.937,0.09,5,NA,NA,0,NA,NA,0
153.673679,0.326,-63.260209,0.335,16.384,0.096,2,17.075,0.194,2,NA,NA,0,16.761,0.069,1,16.257,0.096,1,NA,NA,0,NA,NA,0,NA,NA,0
153.675248,0.417,-63.010076,0.427,14.761,0.029,6,15.284,0.033,6,NA,NA,0,14.985,0.034,7,14.592,0.037,7,14.417,0.098,7,NA,NA,0,NA,NA,0
153.675487,1.432,-63.220758,0.901,16.657,0.163,3,17.913,0.247,3,NA,NA,0,17.139,0.107,5,16.307,0.107,5,15.961,0.213,3,NA,NA,0,NA,NA,0
153.675663,0.513,-63.04157,0.318,15.991,0.1,6,16.747,0.183,6,NA,NA,0,16.247,0.034,7,15.673,0.074,7,15.473,0.136,7,NA,NA,0,NA,NA,0
153.676944,0.174,-63.063774,0.384,NA,NA,0,NA,NA,0,NA,NA,0,17.046,0.079,1,16.311,0.091,1,NA,NA,0,NA,NA,0,NA,NA,0
153.677208,1.289,-63.078545,0.206,NA,NA,0,NA,NA,0,NA,NA,0,17.673,0.018,2,16.806,0.042,2,NA,NA,0,NA,NA,0,NA,NA,0
153.678567,0.371,-63.13896,0.407,15.405,0.042,6,15.976,0.051,6,NA,NA,0,15.624,0.016,7,15.279,0.058,7,15.255,0.055,6,NA,NA,0,NA,NA,0
153.679434,0.652,-63.001488,0.438,16.767,0.194,4,17.389,0.136,4,NA,NA,0,16.972,0.056,6,16.474,0.105,6,16.038,0.023,2,NA,NA,0,NA,NA,0
153.679459,0.165,-63.18277,0.063,NA,NA,0,NA,NA,0,NA,NA,0,17.732,0.169,1,17.196,0.242,1,NA,NA,0,NA,NA,0,NA,NA,0
153.680306,0.816,-63.144867,1.551,16.719,0.099,2,17.196,0.09,2,NA,NA,0,16.609,0.151,3,16.39,0.004,2,16.039,0.183,3,NA,NA,0,NA,NA,0
153.681095,0.312,-63.088603,0.284,13.272,0.029,6,13.494,0.02,6,NA,NA,0,13.31,0.02,7,13.309,0.02,7,13.385,0.061,7,13.465,0.155,5,NA,NA,0
153.681876,0.336,-63.173487,0.357,16.32,0.094,4,17.24,0.231,5,NA,NA,0,16.59,0.056,6,16.096,0.11,5,15.813,0.085,4,NA,NA,0,NA,NA,0
153.68249,0.292,-63.060897,0.248,15.113,0.044,5,16.358,0.076,5,NA,NA,0,15.672,0.036,6,14.749,0.022,6,14.305,0.029,6,13.936,0.262,1,NA,NA,0
153.682635,0.53,-63.142972,0.266,16.751,0.154,1,17.388,0.147,1,NA,NA,0,16.819,0.002,2,16.383,0.12,2,NA,NA,0,NA,NA,0,NA,NA,0
153.683498,0.48,-63.20919,0.157,NA,NA,0,NA,NA,0,NA,NA,0,18.045,0.317,1,17.165,0.307,1,NA,NA,0,NA,NA,0,NA,NA,0
153.683569,0.195,-63.276588,0.244,15.07,0.058,6,16.271,0.047,6,NA,NA,0,15.622,0.027,7,14.649,0.034,7,14.256,0.042,7,NA,NA,0,NA,NA,0
153.684162,0.269,-63.133679,0.271,13.744,0.026,6,14.506,0.031,6,NA,NA,0,14.082,0.021,7,13.512,0.021,7,13.29,0.054,7,13.318,0.019,5,NA,NA,0
153.684821,0.476,-63.18979,0.331,13.018,0.022,6,13.784,0.019,6,NA,NA,0,13.359,0.013,7,12.81,0.02,7,12.6,0.053,7,12.612,0.048,5,NA,NA,0
153.684977,0.245,-63.24836,0.209,15.686,0.045,6,16.91,0.107,6,NA,NA,0,16.266,0.03,7,15.252,0.045,5,14.807,0.095,7,NA,NA,0,NA,NA,0
153.685482,0.273,-63.154407,0.246,13.565,0.029,6,14.913,0.03,6,NA,NA,0,14.188,0.012,7,13.079,0.015,7,12.608,0.059,7,12.321,0.123,6,NA,NA,0
153.685696,0.41,-63.074414,0.277,16.187,0.122,4,17.671,0.165,4,NA,NA,0,16.836,0.058,7,15.906,0.068,7,15.484,0.135,7,NA,NA,0,NA,NA,0
153.685954,0.243,-63.215347,0.383,15.467,0.077,5,16.093,0.074,5,NA,NA,0,15.685,0.019,6,15.262,0.051,6,15.183,0.101,6,NA,NA,0,NA,NA,0
153.68601,0.38,-63.177427,0.501,16.634,0.08,4,17.226,0.118,4,NA,NA,0,16.778,0.149,3,16.32,0.066,3,NA,NA,0,NA,NA,0,NA,NA,0
153.686023,0.3,-63.014886,0.298,15.823,0.138,5,16.656,0.056,5,NA,NA,0,16.165,0.064,7,15.492,0.049,7,15.352,0.149,6,NA,NA,0,NA,NA,0
153.686031,1.148,-62.977933,0.299,15.939,0.027,3,16.721,0.161,3,NA,NA,0,16.141,0.068,7,15.719,0.076,7,15.584,0.111,6,NA,NA,0,NA,NA,0
153.686447,0.565,-63.174453,0.269,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,15.694,0.095,2,15.457,0.119,3,NA,NA,0,NA,NA,0
153.68767,0.145,-63.043347,0.163,NA,NA,0,NA,NA,0,NA,NA,0,17.21,0.007,2,16.834,0.109,2,NA,NA,0,NA,NA,0,NA,NA,0
153.688008,0.615,-63.077612,0.323,16.241,0.042,4,17.373,0.093,4,NA,NA,0,16.713,0.031,7,15.882,0.076,6,15.657,0.185,7,NA,NA,0,NA,NA,0
153.688297,0.044,-62.97036,0.081,NA,NA,0,NA,NA,0,NA,NA,0,17.686,0.129,1,16.981,0.168,1,NA,NA,0,NA,NA,0,NA,NA,0
153.688442,0.479,-63.242444,0.2,15.558,0.066,2,16.545,0.022,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
153.688683,0.298,-63.228386,0.99,NA,NA,0,NA,NA,0,NA,NA,0,13.865,0.045,5,12.617,0.028,5,NA,NA,0,11.212,0.077,6,NA,NA,0
153.688908,0.674,-63.106924,0.377,16.582,0.077,3,17.5,0.192,3,NA,NA,0,16.902,0.078,6,16.447,0.109,6,NA,NA,0,NA,NA,0,NA,NA,0
153.689267,0.136,-63.199456,0.146,12.425,0.026,6,13.002,0.018,6,NA,NA,0,12.664,0.014,7,12.28,0.011,7,12.138,0.057,7,12.191,0.067,5,NA,NA,0
153.689301,0.563,-63.17506,0.246,16.175,0.087,6,17.085,0.154,6,NA,NA,0,16.577,0.05,6,15.778,0.075,4,15.448,0.129,1,NA,NA,0,NA,NA,0
153.689715,0.363,-62.992405,0.256,16.656,0.13,3,17.77,0.076,3,NA,NA,0,17.085,0.062,5,16.283,0.077,5,15.925,0.134,5,NA,NA,0,NA,NA,0
153.690527,0.166,-63.30408,0.172,12.952,0.024,6,14.515,0.029,6,NA,NA,0,13.68,0.014,7,12.407,0.018,7,11.857,0.06,7,11.542,0.089,6,NA,NA,0
153.690762,0.494,-63.124779,0.592,16.455,0.125,5,17.261,0.144,5,NA,NA,0,16.802,0.022,4,16.126,0.053,4,16.091,0.183,2,NA,NA,0,NA,NA,0
153.690901,1.544,-63.10377,0.213,16.586,0.045,3,17.717,0.039,3,NA,NA,0,16.997,0.117,3,16.446,0.116,3,NA,NA,0,NA,NA,0,NA,NA,0
153.691011,0.193,-63.255175,0.273,16.963,0.155,1,17.731,0.212,1,NA,NA,0,17.082,0.088,1,16.663,0.14,1,NA,NA,0,NA,NA,0,NA,NA,0
153.691105,0.394,-63.297192,0.197,16.112,0.128,5,17.374,0.054,5,NA,NA,0,16.685,0.043,5,15.591,0.064,5,15.213,0.074,5,NA,NA,0,NA,NA,0
