radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
162.151051,0.797,-62.306638,0.817,14.569,0.048,1,15.491,0.06,1,NA,NA,0,15.032,0.069,4,14.462,0.144,4,14.131,0.097,2,NA,NA,0,NA,NA,0
162.151381,0.55,-62.354408,0.198,NA,NA,0,NA,NA,0,NA,NA,0,17.195,0.008,2,16.098,0.003,2,15.957,0.006,2,NA,NA,0,NA,NA,0
162.153083,0.554,-62.326934,0.313,14.507,0.093,4,14.967,0.081,4,NA,NA,0,14.735,0.045,6,14.456,0.137,6,14.149,0.165,3,NA,NA,0,NA,NA,0
162.154855,0.326,-62.318168,0.734,14.285,0.082,4,15.385,0.018,4,NA,NA,0,14.811,0.042,6,13.961,0.143,6,13.568,0.14,6,13.241,0.146,1,NA,NA,0
162.155554,0.341,-62.310406,0.466,15.461,0.133,2,16.542,0.073,2,NA,NA,0,15.916,0.086,5,15.03,0.136,5,14.638,0.203,4,NA,NA,0,NA,NA,0
162.156458,0.377,-62.349162,0.306,NA,NA,0,NA,NA,0,NA,NA,0,17.062,0.064,3,15.965,0.08,3,15.552,0.344,3,NA,NA,0,NA,NA,0
162.156467,0.042,-62.285922,0.185,NA,NA,0,NA,NA,0,NA,NA,0,17.333,0.172,1,16.316,0.156,1,NA,NA,0,NA,NA,0,NA,NA,0
162.159216,0.597,-62.293841,0.284,16.442,0.14,1,17.154,0.145,1,NA,NA,0,16.62,0.002,2,15.907,0.044,2,15.783,0.011,2,NA,NA,0,NA,NA,0
162.15995,0.585,-62.2905,0.404,15.629,0.018,2,16.478,0.035,2,NA,NA,0,15.999,0.051,1,15.488,0.12,4,15.509,0.108,2,NA,NA,0,NA,NA,0
162.160138,0.148,-62.259914,0.37,NA,NA,0,NA,NA,0,NA,NA,0,17.022,0.121,1,16.131,0.122,1,15.548,0.149,1,NA,NA,0,NA,NA,0
162.162004,0.51,-62.290849,0.409,NA,NA,0,NA,NA,0,NA,NA,0,16.172,0.085,1,NA,NA,0,15.663,0.213,1,NA,NA,0,NA,NA,0
162.162607,0.351,-62.397495,0.281,15.147,0.059,4,15.937,0.086,4,NA,NA,0,15.531,0.075,6,14.983,0.139,6,14.818,0.165,6,NA,NA,0,NA,NA,0
162.163171,1.073,-62.368512,0.674,14.757,0.075,3,16.335,0.139,3,NA,NA,0,15.615,0.134,5,14.242,0.142,6,13.602,0.143,6,13.373,0.269,2,NA,NA,0
162.163397,0.243,-62.26723,0.112,NA,NA,0,NA,NA,0,NA,NA,0,17.163,0.133,1,16.162,0.127,1,NA,NA,0,NA,NA,0,NA,NA,0
162.164386,0.834,-62.342682,0.95,15.52,0.094,1,16.69,0.18,1,NA,NA,0,16.041,0.077,3,15.124,0.206,3,14.972,0.056,2,NA,NA,0,NA,NA,0
162.166891,0.261,-62.300722,0.418,NA,NA,0,NA,NA,0,NA,NA,0,17.105,0.165,1,16.535,0.197,1,NA,NA,0,NA,NA,0,NA,NA,0
162.167388,0.011,-62.402112,0.483,16.949,0.185,1,17.406,0.16,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
162.167639,0.236,-62.38503,0.254,14.242,0.113,4,14.866,0.082,4,NA,NA,0,14.531,0.037,6,14.115,0.122,6,14.003,0.158,6,NA,NA,0,NA,NA,0
162.167783,0.268,-62.262711,0.342,14.904,0.12,2,15.675,0.023,2,NA,NA,0,15.3,0.045,4,14.688,0.036,4,14.482,0.063,4,NA,NA,0,NA,NA,0
162.167909,0.179,-62.315657,0.491,NA,NA,0,NA,NA,0,NA,NA,0,16.982,0.168,1,16.006,0.137,1,NA,NA,0,NA,NA,0,NA,NA,0
162.168241,0.251,-62.31039,0.261,16.075,0.129,2,16.676,0.106,2,NA,NA,0,16.367,0.042,5,15.939,0.077,5,15.69,0.174,1,NA,NA,0,NA,NA,0
162.168802,0.474,-62.359399,0.663,NA,NA,0,NA,NA,0,NA,NA,0,16.238,0.063,5,15.287,0.143,4,14.925,0.132,4,NA,NA,0,NA,NA,0
162.169247,0.344,-62.275259,0.448,NA,NA,0,NA,NA,0,NA,NA,0,16.785,0.058,5,15.183,0.179,5,14.309,0.2,4,NA,NA,0,NA,NA,0
162.169659,0.473,-62.259527,0.312,15.516,0.087,2,16.104,0.008,2,NA,NA,0,15.752,0.022,4,15.39,0.056,4,15.157,0.103,3,NA,NA,0,NA,NA,0
162.169934,0.671,-62.241333,0.243,15.047,0.122,4,15.424,0.091,4,NA,NA,0,15.223,0.061,6,15.067,0.15,6,15.042,0.135,6,NA,NA,0,NA,NA,0
162.171343,1.21,-62.325047,0.224,13.881,0.072,4,14.856,0.065,4,NA,NA,0,14.373,0.05,6,13.566,0.137,6,13.165,0.184,6,12.858,0.109,2,NA,NA,0
162.171931,0.432,-62.295107,0.278,15.792,0.126,3,16.732,0.106,3,NA,NA,0,16.238,0.109,6,15.611,0.157,6,15.495,0.207,5,NA,NA,0,NA,NA,0
162.172119,0.316,-62.256411,0.218,16.197,0.112,1,16.85,0.119,1,NA,NA,0,16.503,0.053,4,16.113,0.089,4,NA,NA,0,NA,NA,0,NA,NA,0
162.172498,0.463,-62.420944,0.361,15.136,0.075,4,17.006,0.216,4,NA,NA,0,15.964,0.027,5,14.575,0.185,5,13.931,0.173,5,NA,NA,0,NA,NA,0
162.172516,0.571,-62.336715,0.38,14.854,0.091,4,15.944,0.071,4,NA,NA,0,15.338,0.067,5,14.535,0.103,5,14.141,0.137,5,NA,NA,0,NA,NA,0
162.172787,0.225,-62.283836,0.055,NA,NA,0,NA,NA,0,NA,NA,0,17.203,0.133,1,16.025,0.106,1,NA,NA,0,NA,NA,0,NA,NA,0
162.175544,0.506,-62.374962,0.369,NA,NA,0,NA,NA,0,NA,NA,0,16.892,0.059,2,16.089,0.146,2,15.826,0.132,2,NA,NA,0,NA,NA,0
162.17582,0.55,-62.219903,0.41,14.002,0.105,4,14.3,0.041,4,NA,NA,0,14.13,0.049,6,14.009,0.101,6,14.015,0.133,6,NA,NA,0,NA,NA,0
162.176157,0.395,-62.413122,0.509,15.994,0.078,3,16.958,0.107,3,NA,NA,0,16.578,0.245,5,15.673,0.069,5,15.361,0.312,4,NA,NA,0,NA,NA,0
162.176834,1.049,-62.320964,0.376,NA,NA,0,NA,NA,0,NA,NA,0,16.413,0.082,2,15.844,0.147,2,NA,NA,0,NA,NA,0,NA,NA,0
162.178137,0.198,-62.308036,0.283,14.176,0.103,4,14.713,0.054,4,NA,NA,0,14.419,0.044,6,14.083,0.113,6,13.938,0.147,6,13.417,0.163,1,NA,NA,0
162.178721,0.434,-62.241906,0.273,15.267,0.077,4,15.987,0.143,4,NA,NA,0,15.628,0.066,6,15.078,0.174,6,14.897,0.156,6,NA,NA,0,NA,NA,0
162.179827,0.254,-62.342005,0.258,16.636,0.151,1,17.436,0.192,1,NA,NA,0,16.851,0.054,2,16.33,0.01,2,NA,NA,0,NA,NA,0,NA,NA,0
162.179983,0.572,-62.371489,0.451,15.214,0.147,3,15.982,0.006,3,NA,NA,0,15.504,0.053,5,14.861,0.123,5,14.634,0.206,4,NA,NA,0,NA,NA,0
162.180601,0.513,-62.36489,0.327,12.85,0.08,4,14.349,0.072,4,NA,NA,0,13.574,0.047,6,12.364,0.145,6,11.84,0.14,6,11.618,0.116,3,NA,NA,0
162.18137,0.415,-62.26464,0.22,15.007,0.058,4,15.742,0.051,4,NA,NA,0,15.329,0.046,6,14.876,0.134,6,14.603,0.22,6,NA,NA,0,NA,NA,0
