radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
153.875723,0.291,-56.410411,0.208,NA,NA,0,NA,NA,0,NA,NA,0,18.642,0.417,1,17.404,0.239,1,NA,NA,0,NA,NA,0,NA,NA,0
153.880478,0.197,-56.401026,0.252,16.1,0.036,4,17.063,0.044,4,NA,NA,0,16.604,0.042,4,15.941,0.051,4,15.58,0.13,3,NA,NA,0,NA,NA,0
153.881871,1.397,-56.443059,1.011,15.99,0.024,2,16.999,0.058,2,NA,NA,0,16.497,0.031,4,15.666,0.156,4,14.989,0.146,3,NA,NA,0,NA,NA,0
153.883204,0.392,-56.462744,0.22,NA,NA,0,NA,NA,0,NA,NA,0,17.828,0.144,3,16.622,0.032,3,16.222,0.166,3,NA,NA,0,NA,NA,0
153.884056,0.358,-56.420237,0.264,NA,NA,0,NA,NA,0,NA,NA,0,17.314,0.081,4,15.843,0.078,4,15.088,0.072,3,NA,NA,0,NA,NA,0
153.886065,0.391,-56.366866,0.293,16.546,0.138,3,17.348,0.083,3,NA,NA,0,16.984,0.05,3,16.074,0.135,3,15.733,0.079,3,NA,NA,0,NA,NA,0
153.886517,0.427,-56.415811,0.187,14.369,0.023,4,14.94,0.06,4,NA,NA,0,14.611,0.021,4,14.222,0.008,4,14.191,0.489,4,NA,NA,0,NA,NA,0
153.888609,0.329,-56.376933,0.128,15.58,0.07,3,16.426,0.079,3,NA,NA,0,15.966,0.042,4,15.332,0.017,4,15.049,0.03,3,NA,NA,0,NA,NA,0
153.891845,1.297,-56.382333,0.49,14.281,0.011,4,16.21,0.031,4,NA,NA,0,15.202,0.048,4,13.616,0.075,4,12.919,0.468,4,12.379,0.007,2,NA,NA,0
153.893728,0.358,-56.367323,0.223,15.685,0.039,4,16.563,0.117,4,NA,NA,0,16.085,0.014,4,15.424,0.07,4,15.104,0.036,3,NA,NA,0,NA,NA,0
153.893749,0.352,-56.374727,0.309,16.639,0.016,2,17.717,0.207,2,NA,NA,0,17.104,0.118,3,16.05,0.078,3,15.505,0.037,3,NA,NA,0,NA,NA,0
153.89652,0.454,-56.40578,0.047,NA,NA,0,NA,NA,0,NA,NA,0,18.205,0.214,1,16.8,0.15,1,NA,NA,0,NA,NA,0,NA,NA,0
153.898565,0.204,-56.383352,0.191,14.902,0.017,3,15.791,0.065,3,NA,NA,0,15.34,0.005,2,14.61,0.002,2,14.198,0.004,2,NA,NA,0,NA,NA,0
153.899237,0.486,-56.513534,0.419,NA,NA,0,NA,NA,0,NA,NA,0,17.92,0.2,3,16.685,0.072,3,16.284,0.133,2,NA,NA,0,NA,NA,0
153.899735,0.45,-56.304547,0.271,NA,NA,0,NA,NA,0,NA,NA,0,17.407,0.135,1,NA,NA,0,15.168,0.085,1,NA,NA,0,NA,NA,0
153.90015,0.285,-56.351325,0.224,16.998,0.169,1,17.963,0.252,1,NA,NA,0,17.397,0.016,3,16.42,0.043,3,15.737,0.104,3,NA,NA,0,NA,NA,0
153.900319,0.375,-56.499006,0.331,NA,NA,0,NA,NA,0,NA,NA,0,17.868,0.191,1,17.115,0.159,1,NA,NA,0,NA,NA,0,NA,NA,0
153.900395,0.467,-56.327276,0.4,NA,NA,0,NA,NA,0,NA,NA,0,17.523,0.071,3,16.466,0.18,2,15.868,0.156,2,NA,NA,0,NA,NA,0
153.903335,0.415,-56.423363,0.422,14.251,0.028,4,14.924,0.066,4,NA,NA,0,14.595,0.021,4,14.044,0.034,4,13.942,0.52,4,13.551,0.226,1,NA,NA,0
153.903827,0.298,-56.457911,0.242,15.933,0.031,4,16.739,0.152,4,NA,NA,0,16.32,0.044,4,15.635,0.03,4,15.298,0.352,4,NA,NA,0,NA,NA,0
153.904071,0.271,-56.392619,0.473,16.727,0.131,1,17.811,0.231,1,NA,NA,0,17.589,0.174,2,16.143,0.003,2,15.58,0.042,2,NA,NA,0,NA,NA,0
153.904488,0.665,-56.496539,0.273,16.14,0.103,4,17.226,0.087,4,NA,NA,0,16.723,0.06,4,15.759,0.078,4,15.33,0.116,3,NA,NA,0,NA,NA,0
153.907999,0.256,-56.482052,0.099,NA,NA,0,NA,NA,0,NA,NA,0,18.569,0.277,1,17.202,0.2,1,16.491,0.271,1,NA,NA,0,NA,NA,0
153.908737,0.326,-56.542881,0.245,16.493,0.082,4,17.436,0.208,4,NA,NA,0,16.882,0.075,4,16.255,0.093,4,15.906,0.159,3,NA,NA,0,NA,NA,0
153.908803,0.362,-56.427736,0.224,NA,NA,0,NA,NA,0,NA,NA,0,17.577,0.13,3,16.371,0.086,3,15.631,0.129,3,NA,NA,0,NA,NA,0
153.90966,0.614,-56.340694,0.136,NA,NA,0,NA,NA,0,NA,NA,0,17.683,0.12,1,16.615,0.11,1,NA,NA,0,NA,NA,0,NA,NA,0
153.910048,0.495,-56.362003,0.302,14.024,0.012,4,14.541,0.064,4,NA,NA,0,14.227,0.02,4,13.931,0.037,4,14.005,0.526,4,NA,NA,0,NA,NA,0
153.91056,0.153,-56.513736,0.119,15.104,0.013,4,15.986,0.034,4,NA,NA,0,15.481,0.028,4,14.861,0.063,4,14.701,0.388,4,NA,NA,0,NA,NA,0
153.911334,0.476,-56.337219,0.185,15.35,0.051,4,15.94,0.028,4,NA,NA,0,15.629,0.031,4,15.219,0.047,4,15.189,0.39,3,NA,NA,0,NA,NA,0
153.911819,0.166,-56.30315,0.194,11.324,0.014,4,12.199,0.052,4,NA,NA,0,13.33,2.735,4,11.066,0.064,4,10.49,0.79,4,9.534,0.87,2,NA,NA,0
153.911942,0.204,-56.282115,0.369,NA,NA,0,NA,NA,0,NA,NA,0,18.246,0.276,1,16.528,0.109,1,15.536,0.111,1,NA,NA,0,NA,NA,0
153.912761,0.356,-56.548905,0.266,16.103,0.018,3,17.542,0.125,3,NA,NA,0,16.934,0.032,4,15.536,0.072,4,14.854,0.455,4,NA,NA,0,NA,NA,0
153.914458,0.226,-56.418777,0.313,14.277,0.023,4,15.639,0.077,4,NA,NA,0,14.996,0.018,4,13.717,0.038,4,13.261,0.466,4,12.884,3.692,1,NA,NA,0
