radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
150.194262,0.373,-55.424506,0.256,16.788,0.126,1,17.803,0.188,1,NA,NA,0,17.397,0.08,4,16.485,0.064,4,16.176,0.005,2,NA,NA,0,NA,NA,0
150.195781,0.435,-55.456731,0.487,14.777,0.003,2,15.518,0.037,2,NA,NA,0,15.107,0.033,6,14.552,0.031,6,14.303,0.059,6,NA,NA,0,NA,NA,0
150.196111,0.244,-55.466904,0.201,15.494,0.001,2,16.271,0.017,2,NA,NA,0,15.821,0.057,6,15.301,0.071,6,15.132,0.114,6,NA,NA,0,NA,NA,0
150.198338,0.339,-55.483701,0.32,NA,NA,0,NA,NA,0,NA,NA,0,17.969,0.151,1,16.878,0.149,1,NA,NA,0,NA,NA,0,NA,NA,0
150.199013,1.682,-55.384879,0.355,14.796,0.027,1,15.699,0.036,1,NA,NA,0,15.219,0.089,5,14.525,0.07,5,14.217,0.041,2,13.956,5.792,1,NA,NA,0
150.199296,0.341,-55.439482,0.279,16.511,0.098,1,17.553,0.151,1,NA,NA,0,17.11,0.082,5,16.03,0.083,5,15.567,0.073,5,NA,NA,0,NA,NA,0
150.200142,0.506,-55.417168,0.334,NA,NA,0,NA,NA,0,NA,NA,0,17.757,0.074,2,16.83,0.149,2,NA,NA,0,NA,NA,0,NA,NA,0
150.200452,0.324,-55.400433,0.279,14.662,0.01,2,16.265,0.053,2,NA,NA,0,15.493,0.034,6,13.995,0.028,6,13.105,0.031,6,12.52,0.129,6,NA,NA,0
150.20231,1.263,-55.449895,0.278,16.156,0.032,2,17.734,0.025,2,NA,NA,0,16.739,0.071,3,15.741,0.091,3,15.13,0.065,3,NA,NA,0,NA,NA,0
150.207023,0.885,-55.439771,0.424,NA,NA,0,NA,NA,0,NA,NA,0,17.89,0.094,2,16.61,0.045,2,NA,NA,0,NA,NA,0,NA,NA,0
150.207092,0.224,-55.392215,0.165,15.3,0.001,2,16.14,0.001,2,NA,NA,0,15.692,0.045,6,15.089,0.068,6,14.774,0.118,6,NA,NA,0,NA,NA,0
150.207327,0.259,-55.38498,0.303,16.318,0.016,2,17.42,0.067,2,NA,NA,0,16.743,0.078,2,15.923,0.058,2,15.426,0.015,2,NA,NA,0,NA,NA,0
150.207443,0.521,-55.485589,0.323,NA,NA,0,NA,NA,0,NA,NA,0,17.891,0.208,3,16.114,0.038,3,15.139,0.143,3,NA,NA,0,NA,NA,0
150.208018,0.371,-55.498533,0.353,NA,NA,0,NA,NA,0,NA,NA,0,17.43,0.068,5,16.354,0.088,5,15.843,0.053,4,NA,NA,0,NA,NA,0
150.208676,0.325,-55.370914,0.481,12.621,0.01,2,13.466,0.017,2,NA,NA,0,13.063,0.058,6,12.369,0.053,6,12.056,0.043,6,11.908,0.087,6,NA,NA,0
150.210889,0.341,-55.454786,0.357,14.747,0,2,15.447,0.018,2,NA,NA,0,15.053,0.028,6,14.567,0.024,6,14.366,0.077,6,NA,NA,0,NA,NA,0
150.212433,0.55,-55.464898,0.309,16.35,0.119,2,17.284,0.038,2,NA,NA,0,16.745,0.063,5,16.026,0.082,5,15.754,0.223,4,NA,NA,0,NA,NA,0
150.212693,0.499,-55.430312,0.283,NA,NA,0,NA,NA,0,NA,NA,0,18.262,0.031,2,15.87,0.014,2,14.542,0.058,2,NA,NA,0,NA,NA,0
150.213377,0.342,-55.366716,0.269,14.082,0.01,2,15.931,0.026,2,NA,NA,0,15,0.018,6,13.454,0.03,6,12.59,0.034,6,12.168,0.12,6,NA,NA,0
150.214674,1.359,-55.41359,0.256,NA,NA,0,NA,NA,0,NA,NA,0,17.921,0.153,2,16.883,0.001,2,NA,NA,0,NA,NA,0,NA,NA,0
150.214985,0.981,-55.49059,0.133,NA,NA,0,NA,NA,0,NA,NA,0,17.971,0.206,1,16.705,0.121,1,NA,NA,0,NA,NA,0,NA,NA,0
150.215502,0.408,-55.504478,0.439,NA,NA,0,NA,NA,0,NA,NA,0,17.72,0.064,3,16.525,0.034,3,16.007,0.229,2,NA,NA,0,NA,NA,0
150.215577,0.348,-55.41966,0.272,NA,NA,0,NA,NA,0,NA,NA,0,17.899,0.09,3,17.183,0.079,3,16.075,0.219,1,NA,NA,0,NA,NA,0
150.215938,0.235,-55.445498,0.141,11.936,0.005,2,12.561,0.009,2,NA,NA,0,13.864,2.679,7,11.774,0.046,7,11.452,0.554,7,11.27,0.951,6,NA,NA,0
150.217268,0.235,-55.406544,0.453,NA,NA,0,NA,NA,0,NA,NA,0,17.389,0.012,2,16.518,0.028,2,NA,NA,0,NA,NA,0,NA,NA,0
150.217487,0.567,-55.436201,0.423,NA,NA,0,NA,NA,0,NA,NA,0,18.006,0.209,3,17.138,0.16,3,16.047,0.167,3,NA,NA,0,NA,NA,0
150.217621,0.332,-55.396699,0.315,13.7,0.001,2,14.282,0.017,2,NA,NA,0,13.952,0.017,6,13.554,0.031,6,13.43,0.036,6,13.484,0.169,6,NA,NA,0
150.217675,0.603,-55.469708,0.261,15.826,0.002,2,16.75,0.011,2,NA,NA,0,16.303,0.056,6,15.508,0.041,6,14.84,0.04,3,NA,NA,0,NA,NA,0
150.219984,0.413,-55.374329,0.339,15.121,0.014,2,16.03,0.072,2,NA,NA,0,15.557,0.043,6,14.929,0.065,6,14.512,0.054,6,NA,NA,0,NA,NA,0
