radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
149.696375,0.445,-49.558757,0.21,15.686,0.067,2,17.421,0.131,1,NA,NA,0,16.482,0.053,3,15.222,0.033,3,14.736,0.092,3,NA,NA,0,NA,NA,0
149.699747,0.383,-49.547148,0.177,16.249,0.075,1,17.798,0.183,1,NA,NA,0,17.025,0.027,4,15.952,0.125,4,15.533,0.15,4,NA,NA,0,NA,NA,0
149.70063,0.463,-49.553622,0.312,14.535,0.005,2,16.127,0.038,2,NA,NA,0,15.301,0.049,4,14.026,0.038,4,13.458,0.058,4,12.945,0.341,3,NA,NA,0
149.700838,0.265,-49.567939,0.255,15.384,0.004,2,16.8,0,2,NA,NA,0,16.05,0.079,4,14.97,0.045,4,14.506,0.051,4,NA,NA,0,NA,NA,0
149.701172,0.38,-49.516192,0.395,15.761,0.043,2,16.632,0.06,2,NA,NA,0,16.228,0.071,4,15.526,0.058,4,15.353,0.156,4,NA,NA,0,NA,NA,0
149.70321,0.387,-49.589605,0.391,16.487,0.001,2,17.525,0.004,2,NA,NA,0,16.994,0.053,3,16.297,0.017,3,16.014,0.056,2,NA,NA,0,NA,NA,0
149.703546,0.201,-49.503439,0.168,13.568,0.009,2,15.075,0.011,2,NA,NA,0,14.331,0.049,4,13.104,0.064,4,12.56,0.078,4,12.189,0.138,3,NA,NA,0
149.705368,0.559,-49.530992,0.545,16.52,0.061,2,17.816,0.129,2,NA,NA,0,17.072,0.107,3,16.141,0.064,3,15.951,0.2,3,NA,NA,0,NA,NA,0
149.706562,1.448,-49.510971,0.531,15.824,0.084,2,16.542,0.038,2,NA,NA,0,16.152,0.038,3,15.683,0.025,3,15.462,0.118,3,NA,NA,0,NA,NA,0
149.706722,0.378,-49.649056,0.264,16.673,0.022,2,17.573,0.243,2,NA,NA,0,17.084,0.123,4,16.333,0.096,4,16.021,0.037,2,NA,NA,0,NA,NA,0
149.7069,0.5,-49.520561,0.211,16.9,0.138,1,17.678,0.161,1,NA,NA,0,17.328,0.097,4,16.753,0.035,4,16.599,0.237,1,NA,NA,0,NA,NA,0
149.70829,0.858,-49.610819,0.233,15.204,0.026,2,16.149,0.013,2,NA,NA,0,15.575,0.06,4,14.92,0.04,4,14.64,0.067,4,NA,NA,0,NA,NA,0
149.708473,0.434,-49.606896,0.703,14.012,0.015,2,14.877,0.01,2,NA,NA,0,14.446,0.064,4,13.8,0.039,4,13.526,0.045,4,13.401,0.083,2,NA,NA,0
149.709192,0.71,-49.488039,0.468,16.23,0.027,2,17.466,0.004,2,NA,NA,0,16.823,0.063,4,16.107,0.067,4,15.693,0.122,4,NA,NA,0,NA,NA,0
149.70961,0.294,-49.552313,0.171,15.556,0.042,2,16.598,0.023,2,NA,NA,0,16.056,0.086,4,15.34,0.043,4,15.006,0.074,4,NA,NA,0,NA,NA,0
149.71003,0.36,-49.555696,0.223,16.895,0.15,1,18.036,0.241,1,NA,NA,0,17.527,0.027,4,16.392,0.079,4,15.733,0.081,4,NA,NA,0,NA,NA,0
149.711131,0.463,-49.589869,0.299,16.666,0.142,2,17.282,0.045,2,NA,NA,0,17.049,0.085,4,16.43,0.041,4,16.261,0.133,2,NA,NA,0,NA,NA,0
