radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
181.003192,0.662,-60.712954,1.089,14.389,0.017,3,15.59,0.024,3,NA,NA,0,14.992,0.018,3,13.928,0.008,3,13.37,0.019,2,NA,NA,0,NA,NA,0
181.004565,0.398,-60.710017,0.115,15.248,0.013,2,16.663,0.048,2,NA,NA,0,16.002,0.029,1,14.771,0.026,1,14.24,0.04,1,NA,NA,0,NA,NA,0
181.004864,0.563,-60.695746,0.242,15.98,0.115,2,17.186,0.019,2,NA,NA,0,16.659,0.055,1,15.785,0.073,1,NA,NA,0,NA,NA,0,NA,NA,0
181.005008,0.351,-60.752172,0.33,16.111,0.014,2,17.556,0.011,2,NA,NA,0,16.931,0.086,5,15.489,0.048,5,14.895,0.065,5,NA,NA,0,NA,NA,0
181.006915,0.374,-60.72122,0.259,16.062,0.102,2,17.07,0.026,2,NA,NA,0,16.458,0.052,1,15.739,0.068,1,15.378,0.107,1,NA,NA,0,NA,NA,0
181.00868,0.332,-60.767789,0.235,15.122,0.038,5,15.903,0.052,5,NA,NA,0,15.482,0.02,5,14.886,0.036,5,14.704,0.144,5,NA,NA,0,NA,NA,0
181.008933,0.196,-60.771721,0.224,14.846,0.032,5,15.401,0.05,5,NA,NA,0,15.083,0.033,5,14.693,0.037,5,14.637,0.062,5,NA,NA,0,NA,NA,0
181.008981,1.771,-60.696005,0.231,15.756,0.038,3,17.002,0.166,3,NA,NA,0,16.318,0.099,5,15.268,0.08,5,14.871,0.049,4,NA,NA,0,NA,NA,0
181.010657,0.591,-60.713831,0.467,14.615,0.04,3,15.207,0.052,3,NA,NA,0,14.906,0.014,3,14.398,0.027,3,14.172,0.056,2,NA,NA,0,NA,NA,0
181.010844,0.517,-60.682972,0.363,13.784,0.026,5,15.289,0.066,5,NA,NA,0,14.566,0.053,2,13.26,0.029,2,NA,NA,0,12.2,0.065,1,NA,NA,0
181.012733,0.361,-60.671578,0.387,14.682,0.029,5,15.53,0.053,5,NA,NA,0,15.09,0.024,5,14.348,0.03,5,14.04,0.051,5,NA,NA,0,NA,NA,0
181.013771,0.277,-60.743856,0.189,14.26,0.027,5,15.92,0.045,5,NA,NA,0,15.134,0.039,5,13.566,0.031,5,12.783,0.02,5,12.156,0.063,1,NA,NA,0
181.014636,0.243,-60.707301,0.228,14.561,0.017,5,15.899,0.059,5,NA,NA,0,15.246,0.016,5,14.067,0.027,5,13.631,0.042,5,NA,NA,0,NA,NA,0
181.015463,0.209,-60.675853,0.459,17.023,0.163,1,17.859,0.195,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
181.016207,0.961,-60.682212,0.307,14.243,0.092,4,14.965,0.062,4,NA,NA,0,14.455,0.015,1,13.835,0.018,1,NA,NA,0,NA,NA,0,NA,NA,0
181.016627,0.88,-60.787567,0.508,16.538,0.142,1,17.824,0.259,1,NA,NA,0,17.119,0.058,2,16.463,0.046,2,16.018,0.014,2,NA,NA,0,NA,NA,0
181.016629,0.21,-60.723615,0.023,NA,NA,0,NA,NA,0,NA,NA,0,17.262,0.114,1,16.369,0.125,1,NA,NA,0,NA,NA,0,NA,NA,0
181.018021,0.43,-60.802544,0.25,14.81,0.031,2,15.528,0.02,2,NA,NA,0,15.138,0.014,3,14.561,0.035,3,14.326,0.055,3,NA,NA,0,NA,NA,0
181.019526,0.316,-60.666681,0.229,15.785,0.01,2,17.107,0.01,2,NA,NA,0,16.394,0.044,4,15.403,0.09,4,15.017,0.08,4,NA,NA,0,NA,NA,0
181.020671,0.264,-60.738823,0.201,15.201,0.032,5,16.138,0.088,5,NA,NA,0,15.689,0.06,4,14.854,0.031,3,14.579,0.035,4,NA,NA,0,NA,NA,0
181.020784,0.278,-60.799486,0.419,13.55,0.003,2,13.854,0.003,2,NA,NA,0,13.649,0.011,3,13.508,0.011,3,13.527,0.051,3,13.489,0.201,1,NA,NA,0
181.022604,0.151,-60.778468,0.118,12.109,0.011,5,12.371,0.008,5,NA,NA,0,12.183,0.014,5,12.112,0.03,5,12.207,0.054,5,12.102,0.06,1,NA,NA,0
181.023362,0.77,-60.726661,0.209,16.46,0.063,2,17.486,0.032,2,NA,NA,0,16.972,0.063,3,16.111,0.065,3,15.902,0.223,2,NA,NA,0,NA,NA,0
181.023369,0.4,-60.72216,0.196,15.957,0.111,4,16.677,0.068,4,NA,NA,0,16.326,0.098,5,15.784,0.059,5,15.514,0.067,5,NA,NA,0,NA,NA,0
181.023868,0.189,-60.704631,0.233,16.48,0.099,1,17.644,0.162,1,NA,NA,0,17.076,0.034,2,15.944,0.08,2,15.495,0.092,2,NA,NA,0,NA,NA,0
181.02388,0.312,-60.638353,0.447,14.895,0.11,5,15.973,0.054,5,NA,NA,0,15.523,0.056,5,14.277,0.135,5,12.558,0.215,5,11.013,0.028,1,NA,NA,0
181.024657,0.146,-60.654002,0.136,12.09,0.014,5,12.576,0.01,5,NA,NA,0,12.301,0.015,5,11.964,0.013,5,11.899,0.044,5,11.741,0.044,1,NA,NA,0
181.025449,0.218,-60.663699,0.119,17.569,0.277,1,18.149,0.256,1,NA,NA,0,17.853,0.163,1,16.986,0.203,1,NA,NA,0,NA,NA,0,NA,NA,0
181.025797,0.134,-60.626145,0.245,NA,NA,0,NA,NA,0,NA,NA,0,17.193,0.088,1,16.382,0.11,1,NA,NA,0,NA,NA,0,NA,NA,0
181.028824,0.312,-60.817418,0.141,13.275,0.017,5,13.936,0.009,5,NA,NA,0,13.582,0.01,5,13.073,0.023,5,12.913,0.044,5,12.626,0.098,1,NA,NA,0
181.029348,0.221,-60.701289,0.244,14.38,0.043,5,15.142,0.034,5,NA,NA,0,14.747,0.025,5,14.137,0.026,5,13.918,0.037,5,13.257,0.173,1,NA,NA,0
181.02958,0.855,-60.79446,0.379,15.793,0.114,5,16.836,0.088,5,NA,NA,0,16.339,0.084,5,15.518,0.044,5,15.137,0.096,5,NA,NA,0,NA,NA,0
181.031264,0.308,-60.623284,0.21,15.177,0.072,5,15.659,0.051,5,NA,NA,0,15.372,0.02,5,14.966,0.038,5,14.885,0.067,5,NA,NA,0,NA,NA,0
181.031298,0.23,-60.760912,0.282,14.044,0.048,4,15.494,0.026,4,NA,NA,0,14.733,0.013,5,13.536,0.024,5,13.053,0.034,5,12.718,0.102,1,NA,NA,0
181.031784,0.202,-60.617334,0.218,14.904,0.032,5,16.205,0.047,5,NA,NA,0,15.54,0.017,5,14.432,0.046,5,13.981,0.042,5,NA,NA,0,NA,NA,0
181.032438,0.5,-60.646816,0.139,16.752,0.036,2,17.88,0.028,2,NA,NA,0,17.21,0.094,1,16.47,0.136,1,NA,NA,0,NA,NA,0,NA,NA,0
181.032916,0.45,-60.824285,0.372,15.641,0.075,3,16.677,0.154,3,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
181.033289,0.419,-60.737969,0.302,16.139,0.078,1,17.399,0.136,1,NA,NA,0,16.832,0.09,4,15.667,0.11,4,15.078,0.105,4,NA,NA,0,NA,NA,0
181.034105,0.38,-60.710771,0.503,15.884,0.043,2,17.052,0.079,2,NA,NA,0,16.477,0.115,5,15.482,0.057,5,15.053,0.047,5,NA,NA,0,NA,NA,0
181.034136,0.367,-60.658106,0.243,16.179,0.078,2,17.483,0.028,2,NA,NA,0,16.734,0.031,3,15.696,0.016,3,15.429,0.007,2,NA,NA,0,NA,NA,0
181.034238,0.394,-60.60692,0.233,16.263,0.099,2,16.867,0.147,2,NA,NA,0,16.445,0.115,1,15.983,0.138,1,NA,NA,0,NA,NA,0,NA,NA,0
181.035024,0.202,-60.633709,0.357,15.702,0.148,5,16.61,0.125,5,NA,NA,0,16.069,0.061,5,15.357,0.053,5,15.115,0.058,4,NA,NA,0,NA,NA,0
