radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
162.320948,0.351,-54.244152,0.271,16.068,0.094,6,16.856,0.094,6,NA,NA,0,16.431,0.063,6,15.86,0.173,6,15.492,0.13,5,NA,NA,0,NA,NA,0
162.321035,0.299,-54.217823,0.207,15.631,0.074,3,17.462,0.292,3,NA,NA,0,16.498,0.086,6,15.012,0.046,6,14.389,0.069,6,NA,NA,0,NA,NA,0
162.32181,0.518,-54.249032,0.334,16.44,0.201,5,17.069,0.084,5,NA,NA,0,16.707,0.07,6,16.165,0.107,6,15.948,0.127,4,NA,NA,0,NA,NA,0
162.323578,0.262,-54.188602,0.3,15.784,0.027,4,17.033,0.149,4,NA,NA,0,16.373,0.053,6,15.349,0.03,6,14.93,0.065,6,NA,NA,0,NA,NA,0
162.326641,0.466,-54.203443,0.21,16.526,0.089,2,17.656,0.043,2,NA,NA,0,16.916,0.09,6,16.262,0.139,5,15.997,0.196,4,NA,NA,0,NA,NA,0
162.326932,0.433,-54.286767,0.324,16.658,0.145,1,17.61,0.241,1,NA,NA,0,17.155,0.068,2,16.084,0.061,2,15.913,0.122,2,NA,NA,0,NA,NA,0
162.327248,0.642,-54.255374,0.261,15.824,0.093,6,16.685,0.221,6,NA,NA,0,16.17,0.075,6,15.55,0.039,5,15.376,0.119,5,NA,NA,0,NA,NA,0
162.32735,0.206,-54.262474,0.096,12.21,0.024,6,13.246,0.021,6,NA,NA,0,12.687,0.012,6,11.877,0.031,6,11.603,0.042,6,11.416,0.072,3,NA,NA,0
162.327957,1.69,-54.232348,0.246,15.291,0.125,5,16.417,0.129,5,NA,NA,0,15.802,0.148,3,14.868,0.081,3,14.425,0.042,2,NA,NA,0,NA,NA,0
162.328342,0.353,-54.301166,0.269,16.155,0.194,6,17.045,0.066,6,NA,NA,0,16.47,0.114,6,15.752,0.064,6,15.607,0.208,5,NA,NA,0,NA,NA,0
162.329318,0.564,-54.268693,0.275,15.854,0.032,3,16.829,0.119,3,NA,NA,0,16.427,0.027,4,15.616,0.098,4,15.247,0.065,3,NA,NA,0,NA,NA,0
162.330932,0.134,-54.295988,0.28,NA,NA,0,NA,NA,0,NA,NA,0,18.092,0.296,1,16.799,0.2,1,NA,NA,0,NA,NA,0,NA,NA,0
162.331014,0.458,-54.186443,0.288,16.232,0.063,5,16.978,0.094,5,NA,NA,0,16.533,0.078,5,16.03,0.084,5,15.827,0.143,4,NA,NA,0,NA,NA,0
162.331102,0.59,-54.232354,0.151,15.578,0.05,1,16.777,0.107,1,NA,NA,0,16.032,0.106,1,15.109,0.064,1,NA,NA,0,NA,NA,0,NA,NA,0
162.331528,0.635,-54.278568,0.274,16.632,0.127,1,17.618,0.207,1,NA,NA,0,17.013,0.128,4,16.44,0.065,4,16.188,0.182,2,NA,NA,0,NA,NA,0
162.331551,0.253,-54.306308,0.182,16.605,0.056,2,17.194,0.05,2,NA,NA,0,16.863,0.069,4,16.236,0.077,4,16.129,0.183,2,NA,NA,0,NA,NA,0
162.3325,0.572,-54.314279,0.225,15.946,0.063,6,16.665,0.125,6,NA,NA,0,16.255,0.037,5,15.825,0.053,5,15.616,0.07,4,NA,NA,0,NA,NA,0
162.332569,0.93,-54.155643,0.438,16.747,0.146,1,17.372,0.203,1,NA,NA,0,17.395,0.086,4,16.196,0.084,4,15.232,0.107,4,NA,NA,0,NA,NA,0
162.333071,0.495,-54.323895,0.336,16.429,0.062,3,17.365,0.056,3,NA,NA,0,16.791,0.13,6,16.167,0.106,6,16.156,0.069,2,NA,NA,0,NA,NA,0
162.333695,0.364,-54.249438,0.344,16.332,0.007,2,17.306,0.169,4,NA,NA,0,16.826,0.076,4,16.221,0.017,2,15.863,0.181,1,NA,NA,0,NA,NA,0
