radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
153.357114,0.379,-58.706856,0.266,15.596,0.058,7,16.573,0.123,7,NA,NA,0,16.183,0.097,8,15.362,0.139,8,15.028,0.144,8,NA,NA,0,NA,NA,0
153.358794,0.345,-58.725701,0.238,NA,NA,0,NA,NA,0,NA,NA,0,17.949,0.069,3,16.047,0.05,3,15.086,0.133,3,NA,NA,0,NA,NA,0
153.35953,0.476,-58.714124,0.732,13.771,0.036,5,14.717,0.07,5,NA,NA,0,14.238,0.017,2,13.859,0.013,1,13.429,0.184,2,13.036,0.271,5,NA,NA,0
153.359792,0.302,-58.672042,0.048,NA,NA,0,NA,NA,0,NA,NA,0,17.927,0.165,1,17.378,0.211,1,NA,NA,0,NA,NA,0,NA,NA,0
153.360872,0.63,-58.711486,0.01,15.304,0.078,1,15.981,0.128,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
153.361371,0.328,-58.73943,0.371,16.289,0.089,6,17.323,0.106,6,NA,NA,0,16.78,0.15,6,16.065,0.162,6,15.895,0.123,5,NA,NA,0,NA,NA,0
153.365267,0.345,-58.62924,0.18,15.441,0.04,5,16.124,0.08,5,NA,NA,0,15.816,0.146,6,15.363,0.148,6,15.271,0.298,6,NA,NA,0,NA,NA,0
153.367479,0.372,-58.77912,0.18,9.977,0.148,8,10.979,0.053,6,NA,NA,0,13.285,3.378,5,9.565,0.235,4,8.79,0.611,4,8.586,0.942,5,NA,NA,0
153.367762,0.053,-58.64112,0.053,16.633,0.127,1,17.434,0.149,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
153.369787,0.36,-58.73707,0.243,16.717,0.226,3,17.395,0.058,3,NA,NA,0,17.032,0.115,5,16.258,0.021,5,16.128,0.174,3,NA,NA,0,NA,NA,0
153.370151,0.393,-58.750233,0.254,14.781,0.082,7,15.362,0.039,7,NA,NA,0,15.097,0.102,7,14.682,0.13,7,14.556,0.157,7,NA,NA,0,NA,NA,0
153.373942,0.277,-58.761358,0.193,15.44,0.082,7,16.278,0.072,7,NA,NA,0,15.894,0.147,7,15.31,0.177,7,15.098,0.197,7,NA,NA,0,NA,NA,0
153.374537,0.687,-58.666033,0.832,14.212,0.053,5,14.907,0.059,5,NA,NA,0,14.619,0.106,6,14.118,0.196,5,13.962,0.175,6,13.51,5.055,1,NA,NA,0
153.374594,0.533,-58.636069,0.414,15.84,0.128,3,16.752,0.027,3,NA,NA,0,16.332,0.217,6,15.594,0.146,6,15.388,0.08,5,NA,NA,0,NA,NA,0
153.377355,0.241,-58.685576,0.43,15.457,0.031,5,16.391,0.081,5,NA,NA,0,15.983,0.123,6,15.339,0.197,6,15.151,0.074,5,NA,NA,0,NA,NA,0
153.377388,0.241,-58.798893,0.24,14.718,0.052,7,15.268,0.049,7,NA,NA,0,15.022,0.108,7,14.616,0.132,7,14.569,0.184,7,NA,NA,0,NA,NA,0
153.377499,0.355,-58.706775,0.255,14.373,0.071,7,14.914,0.032,7,NA,NA,0,14.665,0.103,8,14.301,0.111,8,14.251,0.116,8,NA,NA,0,NA,NA,0
153.377879,0.504,-58.629657,0.235,15.956,0.131,4,16.55,0.165,4,NA,NA,0,16.322,0.234,5,15.851,0.094,5,15.691,0.182,5,NA,NA,0,NA,NA,0
153.378068,0.021,-58.775665,0.146,14.863,0.027,1,15.455,0.033,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
153.379541,0.335,-58.756633,0.209,16.767,0.147,1,17.8,0.21,1,NA,NA,0,17.08,0.061,4,16.455,0.169,4,NA,NA,0,NA,NA,0,NA,NA,0
153.379686,0.484,-58.640558,0.378,14.501,0.041,5,15.103,0.031,5,NA,NA,0,14.855,0.097,6,14.444,0.138,6,14.325,0.169,6,NA,NA,0,NA,NA,0
153.380046,0.519,-58.691171,0.125,16.056,0.08,1,16.86,0.108,1,NA,NA,0,16.433,0.167,2,15.553,0.015,2,15.312,0.107,1,NA,NA,0,NA,NA,0
153.38007,0.407,-58.746627,0.219,12.668,0.059,7,12.929,0.036,7,NA,NA,0,12.805,0.107,7,12.716,0.139,7,12.807,0.157,7,12.887,0.074,6,NA,NA,0
153.38083,0.736,-58.609607,0.286,16.226,0.048,3,17.025,0.054,3,NA,NA,0,16.594,0.014,4,15.943,0.057,4,15.7,0.092,4,NA,NA,0,NA,NA,0
153.38084,0.266,-58.590771,0.303,NA,NA,0,NA,NA,0,NA,NA,0,18.287,0.328,1,16.892,0.17,1,NA,NA,0,NA,NA,0,NA,NA,0
153.381027,0.391,-58.633655,0.281,16.628,0.092,2,17.479,0.011,2,NA,NA,0,17.066,0.146,4,16.291,0.077,4,15.865,0.162,4,NA,NA,0,NA,NA,0
153.38153,0.613,-58.596475,0.179,NA,NA,0,NA,NA,0,NA,NA,0,18.33,0.246,1,17.227,0.214,1,NA,NA,0,NA,NA,0,NA,NA,0
153.381562,0.45,-58.620461,0.386,16.243,0.088,4,17.58,0.214,4,NA,NA,0,16.852,0.103,6,15.767,0.102,5,15.414,0.177,6,NA,NA,0,NA,NA,0
153.382879,0.641,-58.703449,0.341,15.902,0.056,6,16.893,0.07,6,NA,NA,0,16.483,0.119,8,15.662,0.204,8,15.354,0.183,8,NA,NA,0,NA,NA,0
153.383052,0.246,-58.824307,0.248,14.589,0.069,7,15.317,0.045,7,NA,NA,0,14.965,0.104,7,14.432,0.147,7,14.295,0.119,7,NA,NA,0,NA,NA,0
153.383724,0.865,-58.794415,0.31,16.291,0.122,5,17.103,0.077,5,NA,NA,0,16.643,0.046,6,16.017,0.365,6,15.826,0.26,5,NA,NA,0,NA,NA,0
153.384895,0.307,-58.72725,0.461,16.909,0.136,1,18.167,0.283,1,NA,NA,0,17.263,0.103,4,16.707,0.111,4,NA,NA,0,NA,NA,0,NA,NA,0
153.386213,0.618,-58.692619,0.429,15.045,0.042,5,15.795,0.092,5,NA,NA,0,15.526,0.171,6,14.85,0.046,6,14.642,0.062,6,NA,NA,0,NA,NA,0
153.38631,0.732,-58.62392,0.35,16.053,0.1,4,17.05,0.114,4,NA,NA,0,16.532,0.038,4,15.682,0.038,4,15.582,0.142,1,NA,NA,0,NA,NA,0
153.386454,0.524,-58.738001,0.335,13.807,0.057,7,14.305,0.04,7,NA,NA,0,14.07,0.109,7,13.726,0.123,7,13.668,0.137,7,13.892,0.256,3,NA,NA,0
153.38787,0.926,-58.647181,0.306,15.214,0.043,4,16.12,0.08,4,NA,NA,0,15.736,0.2,5,15.029,0.03,5,14.82,0.056,5,NA,NA,0,NA,NA,0
153.388039,0.422,-58.578485,0.412,14.717,0.043,4,15.816,0.03,4,NA,NA,0,15.272,0.03,5,14.33,0.157,5,13.861,0.17,5,13.581,4.869,1,NA,NA,0
153.388837,0.129,-58.761968,0.103,NA,NA,0,NA,NA,0,NA,NA,0,17.287,0.111,1,16.716,0.142,1,NA,NA,0,NA,NA,0,NA,NA,0
153.389074,0.499,-58.751853,0.377,14.22,0.046,6,16.105,0.065,6,NA,NA,0,15.219,0.105,6,13.546,0.133,6,12.755,0.128,6,12.213,0.105,6,NA,NA,0
153.390325,0.324,-58.76588,0.276,14.09,0.048,7,15.049,0.054,7,NA,NA,0,14.592,0.112,7,13.845,0.138,7,13.585,0.133,7,13.524,0.097,3,NA,NA,0
153.392293,0.279,-58.598163,0.254,13.98,0.052,4,14.672,0.044,4,NA,NA,0,14.297,0.017,5,13.85,0.165,5,13.746,0.174,5,13.616,4.884,1,NA,NA,0
153.393319,0.241,-58.586095,0.204,14.941,0.041,4,15.758,0.065,4,NA,NA,0,15.315,0.03,5,14.7,0.182,5,14.456,0.243,5,NA,NA,0,NA,NA,0
153.393364,0.66,-58.694999,0.481,13.484,0.042,6,14.763,0.026,6,NA,NA,0,14.158,0.117,8,13.153,0.148,8,12.73,0.089,7,12.601,0.219,5,NA,NA,0
153.393403,0.232,-58.712111,0.247,15.156,0.032,7,16.08,0.052,7,NA,NA,0,15.612,0.156,7,14.9,0.026,6,14.708,0.102,7,NA,NA,0,NA,NA,0
153.394498,0.357,-58.704248,0.208,15.514,0.067,7,16.137,0.098,7,NA,NA,0,15.835,0.111,8,15.375,0.163,8,15.202,0.122,8,NA,NA,0,NA,NA,0
153.394842,0.597,-58.64752,0.267,15.524,0.059,4,16.162,0.102,4,NA,NA,0,15.884,0.101,5,15.323,0.038,5,15.123,0.106,5,NA,NA,0,NA,NA,0
153.395599,0.458,-58.774605,0.455,16.36,0.149,5,17.219,0.196,5,NA,NA,0,16.544,0.116,3,16.008,0.052,3,NA,NA,0,NA,NA,0,NA,NA,0
153.396498,0.386,-58.778018,0.448,15.922,0.083,1,17.454,0.163,1,NA,NA,0,16.625,0.089,1,NA,NA,0,14.751,0.071,1,NA,NA,0,NA,NA,0
153.396841,0.472,-58.801691,0.425,16.986,0.144,1,17.746,0.208,1,NA,NA,0,17.112,0.088,5,16.39,0.04,4,16.053,0.22,1,NA,NA,0,NA,NA,0
153.397116,0.28,-58.691052,0.181,15.516,0.058,7,16.15,0.112,7,NA,NA,0,15.883,0.136,7,15.31,0.14,7,15.112,0.083,6,NA,NA,0,NA,NA,0
153.397436,0.015,-58.780227,0.117,15.861,0.077,1,17.08,0.114,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
153.397515,0.409,-58.779454,0.363,15.727,0.084,1,16.797,0.1,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
