radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
174.520272,0.447,-62.478444,0.333,15.742,0.103,5,16.64,0.056,5,NA,NA,0,16.201,0.091,5,15.505,0.053,5,15.497,0.202,5,NA,NA,0,NA,NA,0
174.522898,0.312,-62.467387,0.235,15.018,0.031,4,15.693,0.037,4,NA,NA,0,15.315,0.024,4,14.74,0.048,4,14.58,0.074,4,NA,NA,0,NA,NA,0
174.52484,0.081,-62.496839,0.167,NA,NA,0,NA,NA,0,NA,NA,0,17.374,0.189,1,16.975,0.304,1,NA,NA,0,NA,NA,0,NA,NA,0
174.525593,0.314,-62.450057,0.271,15.334,0.026,5,16.12,0.097,5,NA,NA,0,15.715,0.029,5,15.151,0.069,5,15.02,0.2,5,NA,NA,0,NA,NA,0
174.526479,1.556,-62.536435,0.808,15.866,0.111,4,16.748,0.182,3,NA,NA,0,16.349,0.092,5,15.469,0.097,5,15.134,0.082,5,NA,NA,0,NA,NA,0
174.527154,0.22,-62.436246,0.161,NA,NA,0,NA,NA,0,NA,NA,0,14.578,0.013,1,13.745,0.014,1,13.41,0.023,1,NA,NA,0,NA,NA,0
174.530339,0.559,-62.421554,0.249,16.663,0.161,1,17.72,0.285,1,NA,NA,0,17.094,0.084,5,16.244,0.091,4,NA,NA,0,NA,NA,0,NA,NA,0
174.532284,0.423,-62.47018,0.848,13.57,0.017,3,14.061,0.03,4,NA,NA,0,13.776,0.021,4,13.473,0.012,4,13.364,0.084,4,NA,NA,0,NA,NA,0
174.532626,0.489,-62.563162,0.164,16.186,0.101,1,16.901,0.165,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
174.532936,1.236,-62.534782,0.61,16.295,0.016,2,17.332,0.202,2,NA,NA,0,16.798,0.037,5,15.938,0.097,5,15.293,0.06,3,NA,NA,0,NA,NA,0
174.534501,0.48,-62.444294,0.181,14.848,0.019,4,15.558,0.028,4,NA,NA,0,15.184,0.052,5,14.613,0.025,5,14.501,0.193,5,NA,NA,0,NA,NA,0
174.53477,1.397,-62.499991,0.377,15.614,0.093,5,16.838,0.186,5,NA,NA,0,16.198,0.05,5,15.011,0.023,5,14.121,0.071,5,NA,NA,0,NA,NA,0
174.535393,0.589,-62.572428,0.382,15.333,0.078,3,17.039,0.087,3,NA,NA,0,16.173,0.043,5,14.506,0.04,5,13.804,0.047,5,NA,NA,0,NA,NA,0
174.537622,0.44,-62.448239,0.271,16.165,0.101,1,16.796,0.135,1,NA,NA,0,16.508,0.006,3,15.928,0.044,3,15.511,0.134,1,NA,NA,0,NA,NA,0
174.538686,0.218,-62.452382,0.18,13.026,0.027,4,13.597,0.009,4,NA,NA,0,13.279,0.022,4,12.903,0.019,4,12.778,0.015,4,NA,NA,0,NA,NA,0
174.539135,0.081,-62.488267,0.138,11.216,0.026,4,12.551,0.017,4,NA,NA,0,11.852,0.003,4,10.811,0.038,4,10.377,0.016,4,NA,NA,0,NA,NA,0
174.540151,0.43,-62.531567,0.523,16.65,0.123,2,17.549,0.079,2,NA,NA,0,16.995,0.031,3,16.544,0.253,3,NA,NA,0,NA,NA,0,NA,NA,0
174.540401,0.322,-62.565504,0.305,16.95,0.217,1,17.763,0.384,1,NA,NA,0,17.211,0.057,2,16.328,0.128,2,NA,NA,0,NA,NA,0,NA,NA,0
174.541143,0.222,-62.423655,0.331,NA,NA,0,NA,NA,0,NA,NA,0,17.469,0.144,1,16.785,0.179,1,NA,NA,0,NA,NA,0,NA,NA,0
174.542205,0.376,-62.554697,0.415,15.272,0.071,4,16.141,0.109,4,NA,NA,0,15.748,0.049,5,15.009,0.051,5,14.758,0.136,5,NA,NA,0,NA,NA,0
174.54321,0.736,-62.595004,0.342,16.244,0.142,4,17.111,0.202,4,NA,NA,0,16.713,0.122,4,15.995,0.034,4,15.758,0.196,4,NA,NA,0,NA,NA,0
174.54336,0.129,-62.37945,0.373,13.433,0.037,4,14.159,0.007,4,NA,NA,0,13.754,0.013,4,13.206,0.036,4,12.981,0.019,4,NA,NA,0,NA,NA,0
174.545376,0.387,-62.384243,0.281,15.087,0.06,4,15.949,0.111,4,NA,NA,0,15.491,0.016,4,14.84,0.054,4,14.546,0.028,4,NA,NA,0,NA,NA,0
174.545582,0.644,-62.577315,0.48,16.523,0.14,1,17.342,0.243,1,NA,NA,0,16.984,0.01,2,16.008,0.016,2,NA,NA,0,NA,NA,0,NA,NA,0
174.545757,0.375,-62.514229,0.385,13.976,0.054,4,14.308,0.02,4,NA,NA,0,14.097,0.019,4,13.994,0.04,4,14.024,0.06,4,NA,NA,0,NA,NA,0
174.545848,0.267,-62.44049,0.33,16.015,0.083,4,16.982,0.037,4,NA,NA,0,16.461,0.035,4,15.853,0.094,4,15.551,0.064,3,NA,NA,0,NA,NA,0
174.546433,0.358,-62.581184,0.22,16.637,0.177,1,17.389,0.266,1,NA,NA,0,16.831,0.037,3,16.066,0.033,3,15.611,0.018,2,NA,NA,0,NA,NA,0
174.548592,0.297,-62.465463,0.382,14.281,0.038,4,15.019,0.028,4,NA,NA,0,14.651,0.025,4,14.057,0.039,4,13.798,0.009,4,NA,NA,0,NA,NA,0
174.548612,0.171,-62.524919,0.277,14.034,0.042,4,14.914,0.015,4,NA,NA,0,14.449,0.01,4,13.773,0.045,4,13.497,0.011,3,NA,NA,0,NA,NA,0
174.548945,1.411,-62.389212,0.265,16.311,0.109,1,17.49,0.242,1,NA,NA,0,16.903,0.135,4,15.839,0.1,4,15.296,0.179,4,NA,NA,0,NA,NA,0
174.549423,0.262,-62.476002,0.171,14.737,0.053,4,16.737,0.146,4,NA,NA,0,15.743,0.028,4,13.961,0.037,4,12.934,0.031,4,NA,NA,0,NA,NA,0
174.551098,0.268,-62.366962,0.142,14.723,0.012,3,15.333,0.018,3,NA,NA,0,15.011,0.017,3,14.509,0.025,3,14.329,0.045,3,NA,NA,0,NA,NA,0
174.551501,0.177,-62.374055,0.082,14.867,0.04,4,15.71,0.058,4,NA,NA,0,15.229,0.015,4,14.609,0.03,4,14.377,0.041,4,NA,NA,0,NA,NA,0
174.552729,0.493,-62.405811,0.549,15.412,0.026,3,16.254,0.15,3,NA,NA,0,15.802,0.067,4,15.16,0.022,4,14.942,0.074,4,NA,NA,0,NA,NA,0
174.553499,0.48,-62.540113,0.41,15.78,0.184,3,16.6,0.095,3,NA,NA,0,16.059,0.046,4,15.5,0.085,4,15.111,0.031,2,NA,NA,0,NA,NA,0
174.553877,0.269,-62.438985,0.836,15.888,0.116,1,NA,NA,0,NA,NA,0,16.697,0.132,1,16.116,0.122,1,NA,NA,0,NA,NA,0,NA,NA,0
174.554626,0.18,-62.507805,0.113,11.675,0.02,4,12.031,0.012,4,NA,NA,0,11.808,0.014,4,11.668,0.022,4,11.692,0.015,4,NA,NA,0,NA,NA,0
174.554656,0.542,-62.400021,0.424,16.029,0.085,1,16.743,0.119,1,NA,NA,0,16.443,0.028,2,15.692,0.025,2,15.384,0.041,2,NA,NA,0,NA,NA,0
174.554669,0.289,-62.456629,0.319,16.605,0.038,2,17.175,0.048,2,NA,NA,0,16.87,0.039,4,16.103,0.065,4,15.559,0.133,3,NA,NA,0,NA,NA,0
174.555624,0.096,-62.417784,0.151,NA,NA,0,NA,NA,0,NA,NA,0,17.447,0.147,1,16.803,0.187,1,NA,NA,0,NA,NA,0,NA,NA,0
174.55673,0.416,-62.586391,0.527,13.209,0.033,4,13.466,0.028,4,NA,NA,0,13.294,0.012,4,13.172,0.03,4,NA,NA,0,NA,NA,0,NA,NA,0
