radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
154.946835,0.418,-60.132019,0.301,16.252,0.163,4,17.103,0.155,4,NA,NA,0,16.669,0.135,5,15.975,0.149,5,15.924,0.058,3,NA,NA,0,NA,NA,0
154.948215,0.41,-60.160585,0.255,13.212,0.044,6,13.574,0.029,6,NA,NA,0,13.374,0.111,6,13.2,0.049,6,13.219,0.063,6,13.222,0.149,3,NA,NA,0
154.950444,0.443,-60.112693,0.771,14.389,0.072,6,15.085,0.045,6,NA,NA,0,14.749,0.122,6,14.229,0.071,6,14.089,0.109,6,NA,NA,0,NA,NA,0
154.950468,0.752,-60.181888,0.276,14.661,0.053,6,15.301,0.017,6,NA,NA,0,14.986,0.132,6,14.481,0.051,6,14.314,0.067,6,NA,NA,0,NA,NA,0
154.952511,0.213,-60.081612,0.397,16.663,0.162,1,17.329,0.206,1,NA,NA,0,17.206,0.109,3,16.59,0.211,3,NA,NA,0,NA,NA,0,NA,NA,0
154.952551,0.581,-60.13901,0.423,16.584,0.132,1,17.461,0.194,1,NA,NA,0,17.22,0.125,1,16.348,0.127,1,NA,NA,0,NA,NA,0,NA,NA,0
154.952833,0.271,-60.142429,0.603,15.048,0.039,6,15.741,0.05,6,NA,NA,0,15.397,0.104,5,14.81,0.067,5,14.434,0.033,3,NA,NA,0,NA,NA,0
154.952893,0.928,-60.118839,0.236,15.109,0.07,6,16.686,0.182,6,NA,NA,0,15.913,0.106,5,14.485,0.025,5,13.831,0.069,5,13.408,0.167,1,NA,NA,0
154.953752,0.206,-60.128761,0.173,15.008,0.056,6,15.595,0.073,6,NA,NA,0,15.338,0.15,6,14.929,0.081,6,14.817,0.156,6,NA,NA,0,NA,NA,0
154.954588,0.583,-60.148101,0.519,NA,NA,0,NA,NA,0,NA,NA,0,16.783,0.111,2,15.312,0.018,2,NA,NA,0,NA,NA,0,NA,NA,0
154.95539,0.389,-60.155727,0.348,16.453,0.073,3,17.179,0.06,3,NA,NA,0,16.795,0.094,3,15.926,0.014,3,15.702,0.177,1,NA,NA,0,NA,NA,0
154.956727,0.301,-60.091988,0.217,16.997,0.02,2,17.867,0.199,2,NA,NA,0,17.214,0.029,4,16.525,0.085,4,16.343,0.304,1,NA,NA,0,NA,NA,0
154.956791,0.265,-60.100726,0.28,15.671,0.065,6,16.331,0.079,6,NA,NA,0,15.975,0.145,6,15.596,0.069,6,15.487,0.133,6,NA,NA,0,NA,NA,0
154.95725,0.172,-60.181868,0.326,16.092,0.086,1,17.025,0.121,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
