#ID  Gmag   (Vmag-Imag)   (Bmag-Vmag)   e_Gmag   e_(Vmag-Imag)   e_(Bmag-Vmag)   Mini
20      18.7918 1.4088  1.1385  0.0028  0.0450  0.0513  1.7154  
21      18.5522 1.3222  1.0597  0.0023  0.0416  0.0472  1.7962  
22      18.3240 1.2899  1.0340  0.0019  0.0387  0.0435  1.9174  
23      18.3270 1.3538  1.1059  0.0019  0.0387  0.0435  1.9174  
24      18.3272 1.3566  1.1090  0.0019  0.0387  0.0435  1.9174  
25      18.3238 1.2866  1.0303  0.0019  0.0387  0.0435  1.9174  
16      18.5671 1.1697  0.9067  0.0023  0.0418  0.0474  1.1054  
27      18.3329 1.3576  1.0894  0.0019  0.0388  0.0436  1.9176  
28      18.0591 1.2516  0.9948  0.0015  0.0356  0.0397  2.0967  
29      17.9281 1.2226  0.9538  0.0014  0.0342  0.0379  2.0425  
210     18.0001 1.2350  0.9748  0.0014  0.0350  0.0389  2.0528  
111     18.3672 1.1880  0.9330  0.0019  0.0392  0.0442  1.1497  
112     18.1031 1.1768  0.9300  0.0016  0.0361  0.0403  1.2108  
113     18.3679 1.2016  0.9483  0.0019  0.0392  0.0442  1.1497  
214     17.9264 1.1800  0.9066  0.0014  0.0342  0.0379  2.0425  
115     18.1050 1.2213  0.9797  0.0016  0.0361  0.0403  1.2108  
116     17.9010 1.0366  0.7874  0.0013  0.0340  0.0376  1.2582  
117     18.0348 1.1583  0.9136  0.0015  0.0354  0.0393  1.2269  
118     18.0353 1.1692  0.9256  0.0015  0.0354  0.0393  1.2269  
219     17.1900 1.0848  0.8405  0.0008  0.0276  0.0295  2.4952  
220     17.1906 1.1014  0.8582  0.0008  0.0276  0.0295  2.4952  
221     17.0940 1.1128  0.8825  0.0008  0.0269  0.0286  2.5360  
122     17.4483 0.9741  0.7727  0.0010  0.0297  0.0322  1.3863  
223     17.1334 1.0355  0.8044  0.0008  0.0272  0.0290  2.4952  
124     17.3823 0.9498  0.7572  0.0009  0.0291  0.0315  1.4067  
225     17.0927 1.0677  0.8346  0.0008  0.0269  0.0286  2.5360  
126     17.2565 0.8308  0.6513  0.0009  0.0281  0.0302  1.4475  
127     17.1989 0.8754  0.7092  0.0009  0.0277  0.0296  1.4678  
128     17.3198 0.9147  0.7303  0.0009  0.0286  0.0308  1.4271  
229     16.6970 0.9456  0.7524  0.0007  0.0241  0.0250  2.7522  
130     17.0837 0.8259  0.6743  0.0008  0.0268  0.0285  1.5086  
231     16.3800 0.8552  0.6919  0.0006  0.0223  0.0226  2.9764  
232     16.4397 0.8583  0.6902  0.0006  0.0226  0.0230  2.9357  
233     16.2777 0.8261  0.6805  0.0006  0.0217  0.0218  3.0580  
134     16.6735 0.6977  0.5704  0.0007  0.0240  0.0249  1.6921  
135     16.6748 0.7473  0.6218  0.0007  0.0240  0.0249  1.6921  
136     16.6731 0.6827  0.5549  0.0007  0.0240  0.0249  1.6921  
137     16.4971 0.6591  0.5330  0.0006  0.0229  0.0235  1.7940  
138     16.4981 0.6943  0.5689  0.0006  0.0229  0.0235  1.7940  
239     15.9795 0.7183  0.5877  0.0005  0.0202  0.0199  3.3230  
140     16.4660 0.6769  0.5512  0.0006  0.0227  0.0232  1.8144  
141     16.3739 0.6229  0.4960  0.0006  0.0222  0.0225  1.8755  
142     16.3748 0.6581  0.5317  0.0006  0.0222  0.0225  1.8755  
143     16.1782 0.6474  0.5149  0.0005  0.0212  0.0212  2.0182  
244     15.7239 0.6461  0.5152  0.0005  0.0190  0.0183  3.6084  
245     15.7466 0.6820  0.5315  0.0005  0.0191  0.0185  3.5676  
246     15.7465 0.6763  0.5260  0.0005  0.0191  0.0185  3.5676  
147     15.9483 0.5785  0.4417  0.0005  0.0200  0.0197  2.2017  
248     15.2936 0.6005  0.4658  0.0004  0.0173  0.0160  4.2403  
149     15.8514 0.5372  0.3999  0.0005  0.0196  0.0191  2.2832  
150     15.8758 0.5638  0.4261  0.0005  0.0197  0.0192  2.2628  
151     15.7400 0.5979  0.4566  0.0005  0.0191  0.0184  2.3851  
252     15.2653 0.6325  0.4923  0.0004  0.0172  0.0159  4.2193  
253     15.0938 0.6012  0.4627  0.0004  0.0166  0.0151  4.5124  
154     15.4973 0.5716  0.4305  0.0005  0.0181  0.0171  2.6185  
255     14.7803 0.5886  0.4451  0.0004  0.0157  0.0138  5.1472  
156     15.2102 0.5356  0.3960  0.0004  0.0170  0.0156  2.9233  
157     15.2111 0.5694  0.4270  0.0004  0.0170  0.0156  2.9233  
258     14.4809 0.5591  0.4174  0.0004  0.0148  0.0126  5.7766  
259     14.4807 0.5535  0.4126  0.0004  0.0148  0.0126  5.7766  
260     14.4134 0.5587  0.4158  0.0004  0.0146  0.0124  5.8465  
161     14.7063 0.5421  0.3986  0.0004  0.0154  0.0135  3.5435  
162     14.5517 0.5054  0.3676  0.0004  0.0150  0.0129  3.7561  
163     14.4106 0.5248  0.3825  0.0004  0.0146  0.0124  3.9629  
164     14.2110 0.4939  0.3554  0.0004  0.0142  0.0117  4.2679  
265     13.5831 0.4893  0.3535  0.0004  0.0129  0.0099  7.9942  
266     13.4014 0.4852  0.3487  0.0004  0.0125  0.0094  8.6249  
167     13.6152 0.4820  0.3430  0.0004  0.0129  0.0100  5.2760  
268     12.7706 0.4979  0.3518  0.0004  0.0116  0.0081  10.7807 
269     12.0938 0.4623  0.3028  0.0004  0.0108  0.0070  13.3343 
170     12.5667 0.4654  0.2980  0.0004  0.0113  0.0077  7.1849  
271     8.8181  2.1471  1.7431  0.0004  0.0090  0.0042  17.9061 
