ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS_1 e_RA_ICRS DE_ICRS_1 e_DE_ICRS SolID Source_1 RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 d_arcsec1 _r_2 _x_2 _y_2 _p_2 Source_2 RA_ICRS_2 DE_ICRS_2 rest b_rest B_rest rlen ResFlag ModFlag
696 1211.41 1698.19 17.985 0.019 0.905 0.031 99.0 99.0 0.534 0.022 0.978 0.027 153.8560766289529 -50.688967650636044 0.1283 0.059232 -0.01674 0.056818 343.6 "Gaia DR2 5358609697695100416" 153.85602769754 0.0927 -50.68895005478 0.0899 1635721458409799680 5358609697695100416 605427152 2015.5 0.2402 0.1173 2.0472 -5.953 0.184 3.954 0.162 -0.0017 -0.1945 -0.3737 0.0507 0.3011 0.1541 -0.2568 0.3429 -0.0191 0.1431 220 0 219 1 1.0684 236.16 0.046 0.028 31 0 1.3422 1.5113 0.0244 -0.006 25 15 0.17591 0 38 0 332 1529.0 2.015 758.521 17.7276 0.0014 32 699.5 10.7 65.383 18.2394 0.0166 35 1169.0 8.251 141.696 17.0923 0.0077 1.222 0 1.1471 0.5117 0.6354 "" "" 0 "" "" "" NOT_AVAILABLE 279.3422643885 4.89656843935 185.18941871305 -55.1762296611 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.856068158 2.855 -50.6889670773 2.5065 0.0 0.059000 -0.016657 0.056599 343.6 5358609697695100416 153.85602769754 -50.68895005478 3281.835888584590066 2392.269268283670044 4812.434271222419738 1178.030829221140 1 1
719 924.593 666.38 17.988 0.021 0.9 0.033 99.0 99.0 0.518 0.024 0.919 0.036 153.89495661845177 -50.77391002623156 0.5502 0.029213 0.007758 -0.028164 164.6 "Gaia DR2 5358606944606103168" 153.89471800267 0.084 -50.77393427406 0.083 1635721458409799680 5358606944606103168 1146700771 2015.5 0.088 0.1032 0.8533 -8.733 0.169 2.961 0.156 -0.1092 -0.2797 -0.3537 0.182 0.2974 0.2749 -0.223 0.2857 0.0262 0.0786 269 0 269 0 -1.0418 240.15 0.0 0.0 31 0 1.3435 1.5296 0.0214 0.005 31 16 0.16088 0 44 0 381 1551.0 1.44 1077.082 17.7118 0.001 40 708.5 7.584 93.425 18.2255 0.0116 39 1183.0 8.127 145.538 17.0797 0.0075 1.219 0 1.1458 0.5137 0.6321 "" "" 0 "" "" "" NOT_AVAILABLE 279.4105224875 4.8400314647 185.31608076694 -55.22719018029 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.89477746 2.6178 -50.7739470229 2.4199 0.0 0.029445 0.007840 -0.028383 164.6 5358606944606103168 153.89471800267 -50.77393427406 4661.742911601279957 3390.926224219019787 6652.241708010929869 1175.890652274490 1 1
723 1135.11 192.384 17.994 0.02 0.677 0.031 99.0 99.0 0.424 0.028 0.866 0.032 153.8681162689829 -50.81317883431907 0.6052 0.068109 -0.009208 -0.067483 187.8 "Gaia DR2 5358606433503016576" 153.86787772784 0.1058 -50.81325331865 0.0944 1635721458409799680 5358606433503016576 1672251479 2015.5 0.3817 0.1276 2.9908 -6.252 0.211 5.286 0.181 -0.092 -0.3459 -0.1836 0.1852 0.3045 0.2918 -0.1177 0.2793 0.0842 0.1625 220 0 218 2 0.9966 233.53 0.264 0.85 31 0 1.1446 1.5803 0.0241 -0.042 26 16 0.19816 0 38 0 322 1518.0 1.875 809.379 17.7354 0.0013 17 793.0 15.29 51.873 18.1033 0.0209 16 1139.0 16.72 68.114 17.1207 0.0159 1.273 0 0.9826 0.3679 0.6147 "" "" 0 "" "" "" NOT_AVAILABLE 279.41860536626 4.7979723856 185.33610234863 -55.26846468375 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.867920333 3.2656 -50.8132760797 2.8069 0.0 0.068314 -0.009126 -0.067702 187.7 5358606433503016576 153.86787772784 -50.81325331865 2420.937009280500206 1804.627023437860089 3523.957127357739864 1174.704493394790 1 1
727 1043.66 1674.81 17.997 0.018 0.779 0.026 99.0 99.0 0.455 0.022 0.906 0.029 153.87797645264536 -50.69074717421481 0.1540 0.055096 -0.002877 0.055021 357.0 "Gaia DR2 5358608971831136128" 153.87790909704 0.1004 -50.69075018843 0.0936 1635721458409799680 5358608971831136128 275081063 2015.5 0.3689 0.1241 2.9729 -6.162 0.195 1.714 0.167 -0.037 -0.2755 -0.4443 0.0461 0.3256 0.1579 -0.3018 0.3826 -0.0733 0.1404 211 0 211 0 -0.7443 190.62 0.0 1.4e-15 31 0 1.3065 1.6005 0.0268 -0.024 24 15 0.18829 0 37 0 320 1467.0 1.667 879.964 17.7723 0.0012 35 702.2 8.061 87.109 18.2352 0.0125 34 1086.0 7.077 153.521 17.1719 0.0071 1.219 0 1.0633 0.4629 0.6004 "" "" 0 "" "" "" NOT_AVAILABLE 279.35478742742 4.90287084304 185.21033163129 -55.16896635762 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.877950977 3.0237 -50.6907575687 2.591 0.0 0.054873 -0.002795 0.054802 357.1 5358608971831136128 153.87790909704 -50.69075018843 2486.876150718720055 1855.825755767280043 3610.628662201570023 1178.070092180250 1 1
837 90.524 221.402 17.997 0.048 0.973 0.066 99.0 99.0 0.144 0.057 0.647 0.066 154.00462310249682 -50.80988895647187 0.7128 0.100238 0.077003 -0.064173 129.8 "Gaia DR2 5358595610202609664" 154.00431003528 0.1194 -50.80988096957 0.1141 1635721458409799680 5358595610202609664 835780201 2015.5 0.4607 0.1503 3.066 -5.444 0.245 1.663 0.23 0.0393 -0.3556 -0.2702 0.1094 0.1928 0.1747 -0.0939 0.3222 -0.0164 0.202 250 0 247 3 4.9197 366.29 0.534 2.9 31 0 0.6981 1.6599 0.0301 -0.007 28 16 0.23552 0 40 0 350 1139.0 1.98 575.303 18.0469 0.0019 37 853.7 27.38 31.179 18.0231 0.0348 38 1183.0 19.84 59.635 17.0793 0.0182 1.788 0 0.9438 -0.0238 0.9676 "" "" 0 "" "" "" NOT_AVAILABLE 279.48831534585 4.84913923488 185.45021942041 -55.21180745493 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 154.004347128 3.7969 -50.8098881311 3.5697 0.0 0.100441 0.077084 -0.064392 129.9 5358595610202609664 154.00431003528 -50.80988096957 2087.084756769790147 1530.976726069309962 3135.991370280190040 1175.347405118920 1 1
722 944.972 1032.26 17.998 0.019 0.76 0.028 99.0 99.0 0.476 0.025 0.951 0.029 153.89176484483988 -50.74373733566747 0.3573 0.006158 0.005801 0.002066 70.4 "Gaia DR2 5358608529447159808" 153.89161698766 0.095 -50.74370420976 0.0916 1635721458409799680 5358608529447159808 353813852 2015.5 0.1555 0.1204 1.292 -3.093 0.196 2.549 0.169 -0.0806 -0.2803 -0.3313 0.1499 0.3153 0.2956 -0.1744 0.3833 0.1112 0.1318 247 0 243 4 1.1778 263.92 0.171 0.38 31 0 1.1859 1.6115 0.0244 0.037 28 15 0.18788 0 42 0 363 1459.0 1.757 830.599 17.778 0.0013 40 721.9 9.989 72.268 18.2052 0.015 34 1119.0 18.37 60.919 17.1399 0.0178 1.261 0 1.0653 0.4272 0.6381 "" "" 0 "" "" "" NOT_AVAILABLE 279.39185257788 4.86394031344 185.28022115825 -55.20484733996 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.891638036 3.0444 -50.7437151827 2.6173 0.0 0.006166 0.005883 0.001848 72.6 5358608529447159808 153.89161698766 -50.74370420976 3882.320519365419841 2773.600306703920069 5720.708402588819808 1176.700238255920 1 1
687 1024.1 1623.02 17.999 0.02 0.847 0.031 99.0 99.0 0.565 0.023 1.068 0.031 153.88059918894712 -50.69501048416522 0.1872 0.050764 -0.001223 0.050749 358.6 "Gaia DR2 5358608971831133696" 153.88051895122 0.3821 -50.6950215242 0.361 1635721458409799680 5358608971831133696 1520537593 2015.5 -2.0344 0.4725 -4.3055 -2.874 0.751 0.23 0.665 -0.0325 -0.1959 -0.4157 0.0407 0.265 0.1196 -0.2668 0.2799 -0.097 0.1581 200 0 200 0 45.8336 3218.6 3.233 140.0 31 0 0.0874 1.8146 0.0863 -0.061 23 14 0.70503 0 36 1 307 1469.0 4.772 307.93 17.7705 0.0035 34 738.7 10.35 71.344 18.1802 0.0152 34 1261.0 7.423 169.897 17.0101 0.0064 1.361 0 1.1701 0.4097 0.7605 "" "" 0 "" "" "" NOT_AVAILABLE 279.35856893749 4.90026657105 185.21726711804 -55.17126569939 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.880538483 11.6465 -50.695022513 10.3148 0.0 0.050544 -0.001141 0.050531 358.7 5358608971831133696 153.88051895122 -50.69502152420 4793.083948266160405 3140.071068669929900 7208.528864768690255 1177.966338791010 1 1
713 482.286 784.79 17.999 0.019 0.907 0.033 99.0 99.0 0.529 0.024 1.035 0.034 153.95253438532012 -50.763758332804514 0.5542 0.047703 0.044176 -0.018002 112.2 "Gaia DR2 5358596675354246528" 153.9522911961 0.0944 -50.76375242429 0.0849 1635721458409799680 5358596675354246528 1085107595 2015.5 0.4198 0.1144 3.6701 -5.801 0.184 2.828 0.162 -0.038 -0.4382 -0.3586 0.1384 0.256 0.2533 -0.1636 0.3618 0.0195 0.2171 249 0 249 0 1.0609 267.49 0.147 0.32 31 0 1.3379 1.5374 0.0225 -0.03 28 16 0.17983 0 42 0 370 1602.0 1.754 912.859 17.6771 0.0012 42 711.5 8.468 84.02 18.221 0.0129 39 1254.0 11.31 110.869 17.0165 0.0098 1.227 0 1.2045 0.5439 0.6606 "" "" 0 "" "" "" NOT_AVAILABLE 279.43502953948 4.86889708295 185.35466242633 -55.19644987181 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.952330685 2.8536 -50.7637646012 2.5173 0.0 0.047862 0.044258 -0.018221 112.4 5358596675354246528 153.95229119610 -50.76375242429 2241.963678807950146 1743.333241888909924 3078.056018122059868 1176.399550709760 1 1
794 149.19 324.577 17.999 0.04 0.996 0.064 99.0 99.0 0.27 0.042 0.805 0.052 153.99678381669207 -50.80143348800911 0.7820 0.091056 0.072046 -0.055683 127.7 "Gaia DR2 5358596400460327936" 153.99644469377 0.1016 -50.80139814841 0.095 1635721458409799680 5358596400460327936 1645735961 2015.5 0.4275 0.1216 3.516 -9.025 0.206 7.625 0.185 -0.004 -0.3378 -0.3311 0.1365 0.2004 0.2265 -0.1708 0.2969 0.037 0.2177 249 0 245 4 0.8717 258.91 0.0 0.0 31 0 1.0597 1.4875 0.026 0.009 28 15 0.19879 0 41 0 354 1301.0 1.4 928.93 17.9028 0.0012 38 809.5 21.29 38.016 18.0809 0.0286 40 1368.0 23.26 58.803 16.922 0.0185 1.674 0 1.1589 0.1781 0.9808 "" "" 0 "" "" "" NOT_AVAILABLE 279.47941301903 4.85337949047 185.43411430372 -55.20831101762 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.996506173 3.1912 -50.8014309796 2.8644 0.0 0.091254 0.072127 -0.055901 127.8 5358596400460327936 153.99644469377 -50.80139814841 2209.529756384590200 1694.984343256149941 3096.709957035220214 1175.548668289700 1 1
724 439.643 1069.04 18.001 0.016 0.78 0.027 99.0 99.0 0.477 0.021 0.92 0.028 153.95764725610346 -50.74026465358655 0.5631 0.047779 0.047454 0.005564 83.3 "Gaia DR2 5358596877202929920" 153.95743625604 0.092 -50.74018321658 0.0865 1635721458409799680 5358596877202929920 1182083985 2015.5 0.2246 0.1184 1.8973 -10.271 0.19 6.22 0.165 0.022 -0.3541 -0.3764 0.0352 0.2078 0.1551 -0.2022 0.4393 0.0759 0.1853 240 0 240 0 -0.8175 217.09 0.0 0.0 31 0 1.2755 1.5458 0.0249 0.071 27 16 0.18462 0 40 0 352 1476.0 1.61 916.961 17.7653 0.0012 39 711.7 9.148 77.803 18.2206 0.014 38 1091.0 8.66 125.954 17.1675 0.0086 1.221 0 1.0531 0.4553 0.5977 "" "" 0 "" "" "" NOT_AVAILABLE 279.42446441402 4.89023459557 185.33326590545 -55.17603210585 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.957506138 2.9448 -50.7402099986 2.5556 0.0 0.047835 0.047536 0.005345 83.6 5358596877202929920 153.95743625604 -50.74018321658 3387.055311560270184 2453.761533508240063 4988.089462287190145 1177.059481573580 1 1
746 295.223 1874.22 18.001 0.017 0.651 0.03 99.0 99.0 0.359 0.021 0.753 0.035 153.97517297764912 -50.673620047855884 0.1582 0.093023 0.058727 0.072142 39.1 "Gaia DR2 5358609177989652864" 153.97511881926 0.0955 -50.67359258301 0.0874 1635721458409799680 5358609177989652864 1207546483 2015.5 0.0869 0.1132 0.768 -6.829 0.189 3.002 0.164 -0.0378 -0.1829 -0.3987 0.0556 0.195 0.1341 -0.2819 0.3149 0.0701 0.1233 256 0 254 2 1.9469 294.28 0.26 0.89 31 0 1.1249 1.6291 0.0254 0.072 29 15 0.1803 0 42 0 368 1404.0 1.539 912.056 17.8202 0.0012 40 705.2 8.51 82.875 18.2306 0.0131 39 964.3 7.149 134.891 17.3014 0.008 1.189 0 0.9292 0.4103 0.5189 "" "" 0 "" "" "" NOT_AVAILABLE 279.39628322577 4.95164612221 185.27567910037 -55.11706885111 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.975165214 2.9384 -50.6736055074 2.5424 0.0 0.092906 0.058810 0.071923 39.3 5358609177989652864 153.97511881926 -50.67359258301 4512.205734369230413 3240.331675240970071 6523.205260689460374 1178.913700292480 1 1
708 453.173 724.235 18.003 0.019 0.877 0.029 99.0 99.0 0.56 0.023 0.995 0.028 153.95643112369788 -50.76872944343999 0.5626 0.051981 0.046634 -0.022962 116.2 "Gaia DR2 5358596675354244992" 153.95618598814 0.0876 -50.76870986218 0.0821 1635721458409799680 5358596675354244992 612954245 2015.5 0.1304 0.107 1.2184 -5.45 0.177 4.136 0.159 0.0355 -0.361 -0.3068 0.1192 0.2042 0.2125 -0.1584 0.3191 0.0423 0.252 256 0 256 0 1.3291 281.25 0.0 0.0 31 0 1.3682 1.555 0.0214 -0.013 29 16 0.17363 0 43 0 361 1599.0 1.443 1108.253 17.6787 0.001 39 739.7 6.389 115.788 18.1787 0.0094 39 1233.0 10.55 116.824 17.0349 0.0093 1.233 0 1.1439 0.5001 0.6438 "" "" 0 "" "" "" NOT_AVAILABLE 279.43986724009 4.86617500822 185.36346640961 -55.19877266689 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.956223091 2.7391 -50.7687276721 2.4722 0.0 0.052151 0.046716 -0.023181 116.4 5358596675354244992 153.95618598814 -50.76870986218 4226.647029599719644 3074.915126511819835 6076.025908008439728 1176.280251487000 1 1
731 515.765 1205.12 18.005 0.018 0.625 0.025 99.0 99.0 0.391 0.02 0.804 0.03 153.9475034784133 -50.72909301042088 0.4442 0.044346 0.041072 0.016723 67.8 "Gaia DR2 5358596877202993024" 153.94733572243 0.0972 -50.72903015229 0.0886 1635721458409799680 5358596877202993024 1639496734 2015.5 0.204 0.1192 1.7116 -5.911 0.199 3.851 0.17 -0.0264 -0.324 -0.4102 0.0482 0.2352 0.1596 -0.2241 0.3938 0.0355 0.1655 241 0 241 0 0.5873 248.3 0.0 0.0 31 0 1.1875 1.6051 0.0241 0.061 28 16 0.19196 0 41 0 354 1402.0 1.544 908.101 17.8213 0.0012 36 733.7 7.073 103.733 18.1877 0.0105 33 973.4 10.52 92.499 17.2912 0.0117 1.217 0 0.8965 0.3664 0.5301 "" "" 0 "" "" "" NOT_AVAILABLE 279.41287320485 4.89588080023 185.31231355799 -55.17133311537 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.947375929 3.0924 -50.7290467335 2.636 0.0 0.044340 0.041154 0.016504 68.1 5358596877202993024 153.94733572243 -50.72903015229 3532.134051143570105 2541.681566182519873 5220.857357891170068 1177.320160285810 1 1
741 1254.07 447.786 18.006 0.023 1.084 0.039 99.0 99.0 0.532 0.03 1.052 0.046 153.8522069013835 -50.79223870947852 0.5038 0.050344 -0.01925 -0.046519 202.5 "Gaia DR2 5358607086354936064" 153.85199831685 0.1148 -50.79228560001 0.1064 1635721458409799680 5358607086354936064 1059125827 2015.5 0.64 0.1371 4.668 -3.744 0.229 2.578 0.216 -0.0952 -0.2759 -0.1772 0.1008 0.2237 0.1494 -0.1132 0.1856 0.033 0.0709 237 0 237 0 5.218 362.63 0.627 4.6 31 0 0.768 1.4762 0.0286 -0.098 27 15 0.20922 0 42 0 349 1410.0 1.916 735.935 17.8153 0.0015 39 694.7 12.46 55.743 18.2469 0.0195 38 1414.0 22.53 62.748 16.8861 0.0173 1.495 0 1.3608 0.4316 0.9292 "" "" 0 "" "" "" NOT_AVAILABLE 279.39844903921 4.80967415496 185.29931641058 -55.25841453088 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.852023818 3.5492 -50.7922967014 3.3564 0.0 0.050515 -0.019168 -0.046737 202.3 5358607086354936064 153.85199831685 -50.79228560001 1540.718441323590014 1239.424104693549907 2021.528664467690078 1175.216877711020 1 1
688 167.765 1471.03 18.008 0.016 1.005 0.031 99.0 99.0 0.563 0.02 1.139 0.024 153.99243629093894 -50.70684473547293 0.4270 0.079753 0.069583 0.038971 60.7 "Gaia DR2 5358597328189309312" 153.99232636899 0.0902 -50.70674869329 0.0788 1635721458409799680 5358597328189309312 1104083485 2015.5 0.2105 0.1068 1.9706 -5.98 0.179 2.337 0.152 -0.0277 -0.3232 -0.3855 0.065 0.1959 0.1496 -0.2361 0.3678 0.0241 0.1833 239 0 238 1 -0.5298 221.11 0.0 0.0 31 0 1.4428 1.535 0.0229 0.033 27 16 0.17325 0 40 0 349 1585.0 1.478 1072.646 17.6881 0.001 34 669.4 8.039 83.268 18.2872 0.013 32 1282.0 6.102 210.006 16.9926 0.0052 1.231 0 1.2946 0.599 0.6955 "" "" 0 "" "" "" NOT_AVAILABLE 279.424002505 4.93030354434 185.32681430997 -55.13613041011 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.992367023 2.7812 -50.706758755 2.3597 0.0 0.079718 0.069665 0.038752 60.9 5358597328189309312 153.99232636899 -50.70674869329 3559.043766631119979 2614.679327233040112 5147.781176878899714 1178.098615964940 1 1
745 723.831 947.459 18.009 0.023 0.689 0.039 99.0 99.0 0.401 0.029 0.748 0.045 153.9207541889203 -50.75054176154015 0.4079 0.024593 0.024122 -0.00479 101.2 "Gaia DR2 5358608490794446848" 153.92057621526 0.0974 -50.75055447581 0.0912 1635721458409799680 5358608490794446848 644608485 2015.5 -0.0574 0.1112 -0.5164 -5.58 0.186 3.375 0.172 -0.2362 -0.3708 -0.4595 0.2422 0.2782 0.3143 -0.3405 0.3039 -0.0432 -0.0313 267 0 267 0 1.1024 287.34 0.0 0.0 31 0 1.1734 1.6262 0.0235 -0.032 30 16 0.18468 0 45 0 387 1399.0 1.528 915.207 17.8241 0.0012 39 785.2 8.729 89.948 18.114 0.0121 32 1023.0 11.98 85.41 17.2369 0.0127 1.293 0 0.8771 0.2899 0.5872 "" "" 0 "" "" "" NOT_AVAILABLE 279.41092999762 4.86856180341 185.31277451831 -55.19871937158 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.920614188 2.8906 -50.7505690066 2.664 0.0 0.024717 0.024204 -0.005008 101.7 5358608490794446848 153.92057621526 -50.75055447581 5727.080060439900080 4164.758460789290439 8009.039601999130355 1176.630728930680 1 1
772 1268.39 999.295 18.01 0.026 0.644 0.037 99.0 99.0 0.3 0.031 0.609 0.037 153.8495878301365 -50.746754815789096 0.3273 0.020895 -0.020873 -0.000945 267.4 "Gaia DR2 5358607292513385600" 153.84946206236 0.1004 -50.74671085583 0.1026 1635721458409799680 5358607292513385600 1394823098 2015.5 -0.1307 0.1289 -1.0141 -7.961 0.201 -0.046 0.185 -0.089 -0.3226 -0.3661 0.1033 0.307 0.2207 -0.2067 0.3344 0.0353 0.0606 243 0 240 3 -0.1638 230.81 0.0 0.0 31 0 0.9988 1.6667 0.0254 -0.016 28 15 0.19036 0 44 0 369 1238.0 1.61 768.761 17.9565 0.0014 43 772.5 15.22 50.771 18.1316 0.0214 41 1043.0 24.44 42.674 17.2164 0.0254 1.466 0 0.9151 0.1751 0.7401 "" "" 0 "" "" "" NOT_AVAILABLE 279.37140495165 4.84646312936 185.24705824975 -55.22388959641 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.849516231 3.1094 -50.7467106565 2.8669 0.0 0.020824 -0.020791 -0.001163 266.8 5358607292513385600 153.84946206236 -50.74671085583 5748.246071841230332 4127.637170897080068 8099.809242662589895 1176.449616766690 1 1
747 42.218 907.666 18.013 0.017 0.679 0.033 99.0 99.0 0.38 0.023 0.82 0.031 154.0097551122244 -50.7532628045427 0.5553 0.080765 0.080419 -0.007467 95.3 "Gaia DR2 5358596984591910016" 154.00956202744 0.0944 -50.7531686407 0.0904 1635721458409799680 5358596984591910016 1567563237 2015.5 0.3483 0.117 2.9776 -3.679 0.197 2.156 0.178 0.0636 -0.3339 -0.2928 0.0915 0.2523 0.1845 -0.2125 0.3375 0.027 0.3156 240 0 239 1 -0.4194 224.39 0.0 0.0 31 0 1.2669 1.574 0.0245 0.036 27 16 0.19673 0 39 0 341 1475.0 1.781 828.29 17.7664 0.0013 34 756.0 9.007 83.929 18.1551 0.0129 35 1048.0 10.04 104.416 17.2106 0.0104 1.223 0 0.9445 0.3887 0.5559 "" "" 0 "" "" "" NOT_AVAILABLE 279.45918276079 4.8979729703 185.39253564919 -55.16551585358 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 154.009587068 3.0611 -50.7531779237 2.7596 0.0 0.080867 0.080501 -0.007685 95.5 5358596984591910016 154.00956202744 -50.75316864070 2599.203669184819773 1956.287179656960006 3719.570991739729834 1176.917057724630 1 1
702 567.745 442.308 18.015 0.021 0.95 0.033 99.0 99.0 0.579 0.026 1.133 0.031 153.94191351661337 -50.792075323783216 0.6807 0.059545 0.0374 -0.046334 141.1 "Gaia DR2 5358595163525742592" 153.94161525734 0.0943 -50.79208982129 0.0915 1635721458409799680 5358595163525742592 706707867 2015.5 0.2073 0.1191 1.7415 -7.954 0.186 7.143 0.169 0.008 -0.4114 -0.3177 0.0807 0.2456 0.2246 -0.1162 0.3132 0.0984 0.2562 238 0 233 5 0.8704 246.39 0.212 0.66 31 0 1.2796 1.4838 0.0242 0.027 27 16 0.1842 0 39 0 338 1594.0 1.968 810.057 17.6822 0.0013 36 726.1 7.993 90.846 18.1989 0.012 39 1317.0 9.76 134.914 16.9631 0.008 1.282 0 1.2358 0.5167 0.719 "" "" 0 "" "" "" NOT_AVAILABLE 279.44537707596 4.84165235029 185.37654448272 -55.2227689793 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.941669432 2.8874 -50.7921205751 2.6272 0.0 0.059767 0.037482 -0.046552 141.2 5358595163525742592 153.94161525734 -50.79208982129 3506.494341562340196 2526.214696059730159 5179.250131867050186 1175.582848233290 1 1
736 1383.66 42.236 18.018 0.02 0.807 0.037 99.0 99.0 0.463 0.025 0.89 0.032 153.8358015889481 -50.82578343548813 0.5727 0.085404 -0.029599 -0.08011 200.3 "Gaia DR2 5358606364800407552" 153.8355923164 0.1091 -50.82587194668 0.1003 1635721458409799680 5358606364800407552 402755377 2015.5 0.2837 0.1246 2.277 -6.632 0.228 4.21 0.203 -0.0166 -0.2764 -0.4462 0.0691 0.3176 0.1169 -0.2837 0.1284 -0.089 0.2343 219 0 218 1 1.7763 251.06 0.146 0.25 31 0 1.1453 1.5045 0.0254 0.02 25 16 0.22069 0 37 0 318 1437.0 1.768 813.267 17.7944 0.0013 36 676.7 7.005 96.599 18.2754 0.0112 35 1065.0 6.52 163.31 17.1937 0.0066 1.212 0 1.0817 0.481 0.6007 "" "" 0 "" "" "" NOT_AVAILABLE 279.40879563895 4.77607037841 185.32209123198 -55.29108266745 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.835637519 3.5369 -50.8258900718 3.1525 0.0 0.085580 -0.029517 -0.080329 200.2 5358606364800407552 153.83559231640 -50.82587194668 2967.471715535819840 2160.204437373030032 4393.272783069460274 1174.226620732410 1 1
739 899.543 645.578 18.019 0.023 0.887 0.034 99.0 99.0 0.491 0.027 0.939 0.038 153.89825932750307 -50.77560339151159 0.5624 0.031435 0.009842 -0.029854 161.8 "Gaia DR2 5358606944606103040" 153.89801450087 0.088 -50.77562431659 0.0878 1635721458409799680 5358606944606103040 739846556 2015.5 0.3317 0.1068 3.1052 -7.996 0.176 5.772 0.165 -0.1522 -0.2766 -0.3766 0.2154 0.2868 0.3058 -0.2639 0.2881 0.0393 0.0316 266 0 263 3 -2.4115 206.43 0.0 0.0 31 0 1.2756 1.5387 0.0219 -0.004 30 16 0.16884 0 43 0 373 1491.0 1.59 937.709 17.7546 0.0012 42 690.2 8.385 82.306 18.254 0.0132 40 1148.0 8.541 134.377 17.1123 0.0081 1.233 0 1.1417 0.4994 0.6424 "" "" 0 "" "" "" NOT_AVAILABLE 279.4132060193 4.83980396935 185.32078615917 -55.22720205767 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.898068946 2.7272 -50.7756491684 2.556 0.0 0.031668 0.009924 -0.030073 161.7 5358606944606103040 153.89801450087 -50.77562431659 2703.234653230959793 2059.992171419030001 3798.276475552409920 1175.857768697930 1 1
718 1479.76 276.634 18.021 0.019 0.834 0.034 99.0 99.0 0.54 0.025 1.018 0.032 153.82291877656354 -50.80656249365607 0.3495 0.071584 -0.037709 -0.060846 211.8 "Gaia DR2 5358606674038059776" 153.82277811272 0.1068 -50.80660155988 0.0956 1635721458409799680 5358606674038059776 1287291417 2015.5 0.2305 0.127 1.8152 -3.121 0.206 3.797 0.193 -0.0026 -0.4438 -0.2136 0.2209 0.1862 0.2631 -0.0672 0.2217 -0.0609 0.1967 229 0 228 1 4.571 333.26 0.402 2.2 31 0 1.0898 1.5607 0.0248 -0.048 26 16 0.19738 0 40 0 338 1568.0 1.819 862.149 17.7 0.0013 35 736.9 7.176 102.689 18.1828 0.0106 34 1180.0 7.274 162.185 17.0824 0.0067 1.222 0 1.1004 0.4828 0.6176 "" "" 0 "" "" "" NOT_AVAILABLE 279.39120217459 4.78745089622 185.28980183777 -55.28114424982 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 153.822799374 3.195 -50.8066179093 2.9913 0.0 0.071726 -0.037627 -0.061064 211.6 5358606674038059776 153.82277811272 -50.80660155988 3303.358855829810182 2366.905738106179797 4928.885784600560328 1174.706302826380 1 1
