_r _x _y _p Source RA_ICRS DE_ICRS rest b_rest B_rest rlen ResFlag ModFlag
0.091092 0.060945 -0.067702 138.0 5358594888632944000 153.97877598059 -50.81321420927 1732.197699654330108 773.356567747022950 3856.261577483780002 1175.152557903510 1 1
0.100238 0.060430 -0.079975 142.9 5358594888648089472 153.97798528911 -50.82548797314 3442.196374318350081 2394.691091478260205 5247.916672889939946 1174.811026834890 1 1
0.104809 0.066389 -0.081102 140.7 5358594888648091520 153.98742110571 -50.82660690402 2150.048475446390057 1793.573753448019943 2669.437050060840193 1174.818279214170 1 1
0.088466 0.057842 -0.066936 139.2 5358594888648094080 153.97386370404 -50.81245252342 5009.361811177480377 3531.664205127350215 7227.804912009690270 1175.153688496730 1 1
0.095313 0.063443 -0.071130 138.3 5358594888648094336 153.98273676465 -50.81663958750 1894.211262535530068 1750.648077048489995 2062.718408097180145 1175.074230560510 1 1
0.088955 0.059067 -0.066514 138.4 5358594888648095360 153.97580121995 -50.81202879860 4416.549924376629860 3194.790333184690098 6357.505930889279625 1175.173172671660 1 1
0.095149 0.064544 -0.069910 137.3 5358594888648096000 153.98447682135 -50.81541760146 1896.846804249709976 1640.263528517370105 2243.845625642110008 1175.114917483150 1 1
0.093783 0.063468 -0.069044 137.4 5358594888648096128 153.98277081897 -50.81455366448 2306.228960004550117 1741.816454819210094 3301.707880441670113 1175.131816134870 1 1
0.094074 0.061971 -0.070777 138.8 5358594888648162432 153.98040589349 -50.81628874607 2140.237510205140097 1026.089860705910041 4262.905965901150012 1175.074479369910 1 1
0.093040 0.051055 -0.077780 146.7 5358594918697386240 153.96314138640 -50.82330443469 2747.928510445000029 1497.283419864829966 4909.297903464549563 1174.811322928380 1 1
0.091524 0.050439 -0.076372 146.6 5358594918697394688 153.96216274456 -50.82189702136 1744.726019521119952 1137.990323001650040 3171.461477160929917 1174.846201769440 1 1
0.082517 0.038496 -0.072987 152.2 5358594918697419648 153.94325422292 -50.81852392241 1847.637956670979975 1519.022011277480033 2343.896523059149786 1174.862904003060 1 1
0.078236 0.042654 -0.065586 147.0 5358594918697445632 153.94982461034 -50.81111865235 1602.795780351809981 753.950603513379974 3682.084607209590104 1175.093388108730 1 1
0.079837 0.044564 -0.066243 146.1 5358594918697446656 153.95284771458 -50.81177369340 1753.363095973410054 1578.259747391700103 1970.732028506339930 1175.087555070520 1 1
0.086043 0.047196 -0.071944 146.7 5358594918702149120 153.95702237748 -50.81747306456 4092.980451795439876 2822.427895073270065 6150.287539423969974 1174.947429641580 1 1
0.083491 0.037978 -0.074354 152.9 5358594922990703104 153.94243598941 -50.81989051366 2868.598968322410201 1602.508543312889969 5004.259719463409965 1174.821921506410 1 1
0.082757 0.038136 -0.073447 152.6 5358594922990704128 153.94268506498 -50.81898351965 2160.985908541500066 1463.511477442840032 3607.743657409199841 1174.847936493530 1 1
0.081306 0.041830 -0.069720 149.0 5358594922990711552 153.94852624185 -50.81525373880 2079.952541958320126 880.774834957899998 4198.778501337160378 1174.974294172090 1 1
0.081309 0.041562 -0.069884 149.3 5358594922990711680 153.94810249392 -50.81541754785 1594.680776834270091 960.992891844156020 3268.834331510389802 1174.968071951850 1 1
0.081610 0.041559 -0.070236 149.4 5358594922990711808 153.94809785369 -50.81576996399 2775.869418418470104 1495.977414748120054 4929.686249501440216 1174.958344323090 1 1
0.076691 0.043418 -0.063218 145.5 5358594922990721536 153.95102921306 -50.80874976721 1970.900225839930044 1059.708710564669900 3982.362189054690134 1175.163422766660 1 1
0.089724 0.042787 -0.078865 151.5 5358594922991503616 153.95005352198 -50.82439812081 1160.723652725459942 727.969874340412048 2464.696374689659933 1174.728294491670 1 1
0.091101 0.045980 -0.078646 149.7 5358594922991509248 153.95510828513 -50.82417612678 2464.722667414700027 1166.884344532310024 4645.842864838569767 1174.754828423680 1 1
0.085625 0.042209 -0.074498 150.5 5358594922991510912 153.94913303100 -50.82003166658 3770.287562721860013 2509.153271648689952 5834.287090559219905 1174.845052266150 1 1
0.088120 0.046706 -0.074724 148.0 5358594922991516928 153.95625150332 -50.82025330258 1593.376441603530111 747.611810753734972 3673.608389001100022 1174.867671849650 1 1
0.086591 0.045819 -0.073475 148.1 5358594922991520256 153.95484505135 -50.81900481963 862.433678502056978 479.549748832421983 2653.084068645419848 1174.896419373010 1 1
0.089809 0.052008 -0.073218 144.6 5358594922991530752 153.96464114142 -50.81874172463 2261.133951996940141 1163.209858664889907 4345.980355586019868 1174.943219003830 1 1
0.090073 0.051699 -0.073759 145.0 5358594922992345344 153.96415347182 -50.81928288984 2893.368328145269970 1554.972289815400018 5085.068438945740127 1174.926331445350 1 1
0.089499 0.047893 -0.075606 147.6 5358594922992499328 153.95813226541 -50.82113351837 1955.086680468890108 870.757737197072970 4056.760665843130027 1174.850988575460 1 1
0.080934 0.039009 -0.070913 151.2 5358594922993494144 153.94406205810 -50.81644904750 781.481077877141956 388.766351884934977 3028.454881383219799 1174.923351440860 1 1
0.078568 0.040361 -0.067409 149.1 5358594922993495296 153.94619807850 -50.81294370092 2837.885287991479800 1520.979786872800105 5016.453071229580019 1175.028521208520 1 1
0.089860 0.045506 -0.077485 149.6 5358594922993503488 153.95435691291 -50.82301541508 2590.459118443070111 1241.344676330829998 4795.794312044389699 1174.783828428270 1 1
0.093907 0.046758 -0.081438 150.1 5358594922993505280 153.95634477307 -50.82696683779 2531.958549664499969 1195.200720171299963 4731.678221667159960 1174.682769084730 1 1
0.082531 0.043185 -0.070331 148.4 5358594923007565824 153.95067116114 -50.81586302831 2388.992523536910085 2207.250330087069869 2602.347223382430002 1174.966163108510 1 1
0.076332 0.043259 -0.062891 145.5 5358594923007569024 153.95077766017 -50.80842306446 2957.242009206940111 1656.721393959240004 5116.691198408970195 1175.171393994080 1 1
0.093816 0.045722 -0.081920 150.8 5358594923007820288 153.95470524345 -50.82744972421 2325.463614739349850 1427.690942111989898 4178.874832242289813 1174.662811029810 1 1
0.089200 0.043042 -0.078129 151.1 5358594923007820800 153.95045602711 -50.82366138202 4701.509860064499662 3249.716190580169950 6907.776968490090439 1174.750254500780 1 1
0.092599 0.046681 -0.079972 149.7 5358594923007821568 153.95621934654 -50.82550153243 4866.147643214840173 3625.218119434970049 6784.234960025930377 1174.722725802260 1 1
0.090899 0.045564 -0.078655 149.9 5358594923007822080 153.95445005103 -50.82418485557 522.467171118096985 463.755557523310017 597.899766717530952 1174.751929959420 1 1
0.085442 0.041699 -0.074576 150.8 5358594923007822848 153.94832529160 -50.82011011987 1677.716875574549931 1533.249709812760102 1851.396558853120041 1174.839629019610 1 1
0.083774 0.044281 -0.071114 148.1 5358594923007825664 153.95240779533 -50.81664539717 4197.999900921519838 2737.282703713899991 6443.232396058509948 1174.951614204630 1 1
0.087848 0.048118 -0.073498 146.8 5358594923007826048 153.95848400161 -50.81902580725 640.152167344837949 631.096075992865963 649.467148913365008 1174.910529623520 1 1
0.091177 0.052915 -0.074251 144.5 5358594923007827712 153.96607789915 -50.81977345342 2755.584700188309853 2106.216018058320060 3853.502200341999924 1174.920577151110 1 1
0.081271 0.039532 -0.071008 150.9 5358594923007900288 153.94489081037 -50.81654364889 1951.056374941359991 869.631762894719031 4085.252190426439938 1174.924087987110 1 1
0.073347 0.049736 -0.053909 137.3 5358594953056008064 153.96101219823 -50.79943510006 1634.247154163720097 1557.057470470479984 1719.319771001089975 1175.459596887830 1 1
0.088609 0.053456 -0.070668 142.9 5358594953057159296 153.96692904358 -50.81618981455 2588.728528077109786 1400.553289179749981 4710.356795196669736 1175.022780130170 1 1
0.087283 0.052903 -0.069423 142.7 5358594953057163520 153.96605117478 -50.81494582392 2657.837735610340133 1395.772038386520080 4805.843071352390325 1175.053501819620 1 1
0.087943 0.055379 -0.068317 141.0 5358594953057169792 153.96996707278 -50.81383659697 4255.657381818279646 2712.436204277500110 6578.840825363649856 1175.099855623140 1 1
0.080419 0.046942 -0.065297 144.3 5358594953057184896 153.95660961417 -50.81082630150 3242.078188455750023 1884.514887173719899 5434.504523721990154 1175.128805509100 1 1
0.082511 0.052917 -0.063308 140.1 5358594953057197952 153.96606168256 -50.80883084044 2924.199905303099968 1550.416198045229976 5139.512484398719607 1175.221839290690 1 1
0.079767 0.050665 -0.061609 140.6 5358594953057205632 153.96249598277 -50.80713443128 3218.763161119999950 2039.743950970309925 5264.322831779840271 1175.254098745940 1 1
0.077420 0.049396 -0.059615 140.4 5358594953057216384 153.96048370074 -50.80514083636 3705.707593628259929 2514.928130981800223 5694.692450460250257 1175.300777434990 1 1
0.079911 0.054744 -0.058214 136.8 5358594953057222144 153.96894433721 -50.80373414159 3112.260824278610016 1935.968441845260031 5170.811461533459806 1175.373554900390 1 1
0.070727 0.046016 -0.053712 139.4 5358594953057262592 153.95512602102 -50.79924129157 3130.109712360339927 2384.115599919080069 4373.718019354259923 1175.441184287470 1 1
0.079414 0.049523 -0.062081 141.4 5358594957350467712 153.96068898874 -50.80760717825 704.032171138245985 398.792666422314028 2362.404891760820192 1175.233810942360 1 1
0.074556 0.045692 -0.058914 142.2 5358594957350467968 153.95462184588 -50.80444420018 3754.406940298650170 2680.874210887940080 5550.022555214100066 1175.296278124030 1 1
0.075035 0.046383 -0.058982 141.8 5358594957350469120 153.95571546660 -50.80451125032 2034.445237198249970 1670.033027556819889 2584.824714257939831 1175.298846134100 1 1
0.075359 0.049337 -0.056964 139.1 5358594957350473216 153.96038607879 -50.80249046300 910.318621256090978 532.008030376775991 2450.147235531449951 1175.373193392240 1 1
0.073140 0.048622 -0.054638 138.3 5358594957350477312 153.95925127339 -50.80016501866 3571.180749101390120 2179.491823707880030 5778.798350865889915 1175.432463712760 1 1
0.077855 0.052216 -0.057749 137.9 5358594957352495104 153.96494332832 -50.80327212040 275.699585147889024 152.780337858011990 2332.435203987000023 1175.370105789380 1 1
0.074739 0.050325 -0.055256 137.7 5358594957352516736 153.96194694396 -50.80078145201 1956.325213743579980 1306.667265112600035 3380.757236660640046 1175.426412515930 1 1
0.074225 0.043500 -0.060143 144.1 5358594957353237376 153.95115504063 -50.80567492840 1952.770140413090076 663.324824349522032 4074.883365375900212 1175.248475289800 1 1
0.075123 0.043724 -0.061087 144.4 5358594957353237760 153.95151103092 -50.80661915966 1572.347651397190020 562.279833942135951 3735.189280109880201 1175.223955038850 1 1
0.073862 0.050910 -0.053514 136.4 5358594957353245184 153.96286952610 -50.79903835847 2645.359939531980217 1315.295179629159975 4840.058116505510043 1175.477972923120 1 1
0.081979 0.053160 -0.062406 139.6 5358594957353252480 153.96644475386 -50.80792826655 2941.692458124150107 1595.097522580239911 5137.916498022529595 1175.248205177180 1 1
0.082844 0.051019 -0.065270 142.0 5358594957353740160 153.96306210687 -50.81079454707 2430.936351681380074 1126.356397942100102 4617.320127326640431 1175.155715389270 1 1
0.079854 0.049176 -0.062916 142.0 5358594957353976064 153.96014142775 -50.80844227143 2590.824199601649980 1251.052665616610057 4791.816956685959667 1175.208638001220 1 1
0.075596 0.046917 -0.059275 141.6 5358594957367309824 153.95656019773 -50.80480401630 722.867869077463979 698.136672392079049 749.381219340610983 1175.294208257610 1 1
0.077298 0.051535 -0.057612 138.2 5358594957367312512 153.96386574750 -50.80313588271 6408.367958513899794 4850.828423377550280 8643.398748344830892 1175.369501292580 1 1
0.072015 0.049104 -0.052678 137.0 5358594957367314048 153.96001060848 -50.79820503395 1838.512531582269958 1732.158730485499973 1958.457378326769913 1175.489310533060 1 1
0.077116 0.045238 -0.062453 144.1 5358594957367906432 153.95390916843 -50.80798303201 2226.212502454120113 1022.894321451949963 4368.606815488959910 1175.196126358620 1 1
0.085181 0.053152 -0.066563 141.4 5358594957367993728 153.96643938951 -50.81208527232 2522.242441547480212 1179.862920919279986 4725.493467682509618 1175.133825841850 1 1
0.082444 0.018783 -0.080276 166.8 5358594991710151296 153.91205641688 -50.82582421324 2242.324319829309843 1278.642843962629968 4233.266692644269824 1174.535650192110 1 1
0.084751 0.022744 -0.081642 164.4 5358594991710152576 153.91832791402 -50.82718920352 2742.569892512090064 1468.484100599380099 4893.506025998100085 1174.523228104440 1 1
0.080053 0.021866 -0.077009 164.1 5358594991710962688 153.91693463503 -50.82255621899 1888.040373248880087 818.155485810396954 3993.486394163110162 1174.645536985540 1 1
0.083672 0.020134 -0.081213 166.1 5358594991712271744 153.91419584503 -50.82676101659 3165.339897060970088 1787.868059898979936 5376.355004473650297 1174.518398417850 1 1
0.083918 0.019083 -0.081719 166.9 5358594991727028608 153.91253119908 -50.82726797011 2855.750238299629927 1869.647978838459949 4695.477357848199972 1174.497683457650 1 1
0.084510 0.022027 -0.081589 164.9 5358594991727029376 153.91719191077 -50.82713592009 3304.035335891690011 1900.617733922299976 5531.081337598529899 1174.520120035340 1 1
0.083392 0.024332 -0.079764 163.0 5358594991727030784 153.92084048382 -50.82530959061 2234.665465224979926 1271.328908463480047 4204.208117866770408 1174.585273714460 1 1
0.083794 0.027468 -0.079164 160.9 5358595021776599936 153.92580426459 -50.82470841499 2106.644127099400066 1199.125757766149945 4050.764088315489971 1174.621889379830 1 1
0.086185 0.034403 -0.079020 156.5 5358595021776601472 153.93678202623 -50.82456012046 3527.206152636510069 2339.690494066649990 5537.405946722729823 1174.670264033790 1 1
0.084804 0.031230 -0.078844 158.4 5358595021776604160 153.93175964867 -50.82438644348 5099.238411860579617 3632.338832385650221 7315.790143763259948 1174.654797956960 1 1
0.080343 0.028305 -0.075192 159.4 5358595021776620800 153.92712564956 -50.82073537748 2558.938250598369905 1343.508183613160099 4708.370710689509906 1174.736864572460 1 1
0.076746 0.024928 -0.072584 161.0 5358595021776636288 153.92177701634 -50.81813004198 4523.239253348689999 3130.389016224779880 6688.184226126310023 1174.787149359210 1 1
0.077973 0.032575 -0.070843 155.3 5358595021776639232 153.93387968991 -50.81638395653 2936.532999520090016 1658.529932530730093 5077.650860130639558 1174.884075352680 1 1
0.074539 0.030600 -0.067968 155.8 5358595021776683008 153.93075048646 -50.81351041054 4275.985214799439746 3149.036933437229891 6074.662258837270201 1174.950620133410 1 1
0.077501 0.024165 -0.073637 161.8 5358595021780927488 153.92057087721 -50.81918318390 4510.389579841669729 3079.150512680790143 6724.964693431499654 1174.753248403570 1 1
0.073268 0.022993 -0.069567 161.7 5358595021782341376 153.91871176364 -50.81511327219 4786.568455908230135 3522.272470858109955 6739.485461552189918 1174.857939551570 1 1
0.086957 0.033012 -0.080447 157.7 5358595026069904768 153.93458141678 -50.82598801656 4395.167878311110144 2962.456790839370115 6598.407489902740053 1174.621958797130 1 1
0.082125 0.029139 -0.076782 159.2 5358595026069905152 153.92844600226 -50.82232574340 2378.517873894330023 1173.675894181259991 4506.613811548730155 1174.698310582190 1 1
0.074510 0.025160 -0.070134 160.3 5358595026069911040 153.92214309237 -50.81567936748 3423.979139582379958 2169.215515191579925 5519.498406153249562 1174.856171882760 1 1
0.076974 0.027779 -0.071786 158.8 5358595026069911680 153.92628880794 -50.81733064157 2113.372137742229825 1767.889826483780098 2614.069376190269850 1174.827375818430 1 1
0.071315 0.023593 -0.067300 160.7 5358595026069912832 153.91965929842 -50.81284610254 3088.226972285519878 1998.337113539839947 5041.448321303089870 1174.924207198400 1 1
0.072139 0.025427 -0.067509 159.4 5358595026069915136 153.92256354465 -50.81305438075 1528.413937288009947 786.959969734058973 3532.033597280330014 1174.930176505710 1 1
0.081857 0.035937 -0.073546 154.0 5358595026069916928 153.93920441767 -50.81908497381 2082.428509016659973 1569.069706794020021 3004.261924574349905 1174.831097481270 1 1
0.080264 0.028578 -0.075004 159.1 5358595026070709632 153.92755770118 -50.82054719198 2862.046559287260152 1509.630187162450056 5064.158343593259815 1174.743797838850 1 1
0.083740 0.034295 -0.076395 155.8 5358595026070987264 153.93660784499 -50.82193518068 3108.101511738860154 1752.558449331459997 5304.301533741890125 1174.742007870930 1 1
0.073261 0.028196 -0.067618 157.4 5358595026070987648 153.92694447677 -50.81316236552 2917.697814836029920 1600.017938448909945 5092.964071778569632 1174.944861440770 1 1
0.080271 0.032428 -0.073429 156.2 5358595026071543040 153.93365009999 -50.81896983017 2119.404388985609785 989.421956701434056 4225.182850778300235 1174.811868856140 1 1
0.075759 0.022611 -0.072306 162.6 5358595026071893888 153.91810963164 -50.81785262001 2695.622997983599817 1416.017090054320079 4853.978025564069867 1174.780014917810 1 1
0.079775 0.027214 -0.074990 160.1 5358595026072691712 153.92539813305 -50.82053430118 2212.337085750109964 959.921746581933007 4382.078775018349916 1174.735445466070 1 1
0.077912 0.027825 -0.072773 159.1 5358595026072692352 153.92636310449 -50.81831751487 2521.868460240029890 1224.498608487029969 4700.598561045149836 1174.800469684820 1 1
0.086526 0.033509 -0.079774 157.2 5358595026086772352 153.93536695060 -50.82531416061 3824.611847731479884 2443.718410020469946 6006.478183326819817 1174.643736050560 1 1
0.076762 0.027728 -0.071580 158.8 5358595026086775040 153.92620751149 -50.81712386057 3368.970950298869866 2045.513975809850081 5547.878552390629920 1174.832747740430 1 1
0.084678 0.035948 -0.076668 154.9 5358595026086775552 153.93922574917 -50.82220671154 1956.061694758890098 1673.184561915629956 2347.580480750430070 1174.745077228870 1 1
0.071356 0.024481 -0.067026 159.9 5358595026086775808 153.92106485285 -50.81257156038 1496.885112910159933 1378.294474752819951 1637.231469039990088 1174.937431778700 1 1
0.078843 0.031856 -0.072121 156.2 5358595026086776448 153.93274229868 -50.81766240364 3229.496030470850201 2082.116980058850004 5227.334561108369599 1174.844252791960 1 1
0.074698 0.029463 -0.068642 156.8 5358595026086777088 153.92895168072 -50.81418499141 1352.611521777220105 1055.672628749149908 1864.116236083249987 1174.924788519310 1 1
0.072376 0.023451 -0.068471 161.1 5358595026087033344 153.91943652289 -50.81401742673 1871.546797749510006 1763.861937392400023 1992.908704811309917 1174.891049446680 1 1
0.082953 0.014484 -0.081678 169.9 5358595056136331648 153.90525040703 -50.82722847804 921.569672081316980 831.574161791132042 1032.910379382670044 1174.469431107500 1 1
0.082490 0.017546 -0.080602 167.7 5358595056136337536 153.91009834004 -50.82615142424 3173.720539441730125 2144.178054175290072 5016.874123202260307 1174.518720786880 1 1
0.080558 0.014097 -0.079315 169.9 5358595056136342656 153.90463699160 -50.82486478685 2699.211249395939831 1759.321693417809911 4507.302981035840276 1174.532245439060 1 1
0.077342 0.009955 -0.076698 172.6 5358595056136362112 153.89807979856 -50.82224966253 4543.010619688800034 3358.827662088760007 6404.958416577290336 1174.578021015570 1 1
0.075586 0.011251 -0.074744 171.4 5358595056136365056 153.90013062647 -50.82029534344 2702.872130320210090 1472.836742653049896 4849.989776379729847 1174.640205716440 1 1
0.075589 0.016599 -0.073744 167.3 5358595056136366976 153.90859520474 -50.81929370034 2462.480879717079915 1244.858150248109951 4592.110409561420056 1174.701935468750 1 1
0.074993 0.014507 -0.073576 168.8 5358595056136370688 153.90528370874 -50.81912643460 4349.313720623409608 2978.923301954740054 6499.897785375639614 1174.693206099140 1 1
0.067925 0.007049 -0.067558 174.0 5358595056136439040 153.89347753993 -50.81310964270 4056.595678958619828 2653.316795839160022 6248.143052197079669 1174.811482076430 1 1
0.077851 0.007447 -0.077494 174.5 5358595060429622400 153.89410902652 -50.82304592809 2776.483381582069796 1474.797789534399953 4946.305283809610046 1174.540050300380 1 1
0.078187 0.011196 -0.077381 171.8 5358595060429625216 153.90004407350 -50.82293213184 3484.676408891330084 2135.925762267980190 5680.686466101999940 1174.567097334700 1 1
0.076797 0.009861 -0.076161 172.6 5358595060429625472 153.89792961103 -50.82171235315 3415.910217831929913 2115.268795663600031 5566.008600964380094 1174.592243908790 1 1
0.073919 0.008166 -0.073467 173.7 5358595060429627136 153.89524680577 -50.81901822019 3010.279559975159827 1861.543395099299914 5047.220140740029819 1174.655761139520 1 1
0.082470 0.017294 -0.080636 167.9 5358595060429627392 153.90969952423 -50.82618533043 2601.641639021219817 1283.826500130320028 4789.178816343650396 1174.516176921900 1 1
0.071206 0.010300 -0.070457 171.7 5358595060429631104 153.89862317627 -50.81600799082 2975.798013639249803 1650.270963742410004 5154.143356884519562 1174.752349583800 1 1
0.070715 0.009768 -0.070037 172.1 5358595060429631232 153.89778137474 -50.81558886343 3370.425128074659824 2252.037215269419903 5315.343273545359807 1174.760509971050 1 1
0.066871 0.008045 -0.066385 173.1 5358595060429635584 153.89505314457 -50.81193709112 3908.596557066439800 2495.304244358640062 6119.562339119500393 1174.850117437920 1 1
0.070269 0.013110 -0.069035 169.2 5358595060429637632 153.90307049882 -50.81458596081 4260.190377447340325 2764.686857664109993 6537.883511251109667 1174.809447041750 1 1
0.069813 0.014412 -0.068310 168.1 5358595060429639936 153.90513076364 -50.81385973981 2892.205694784639945 1760.768509202830046 4926.134931306650287 1174.837752280670 1 1
0.070738 0.007872 -0.070299 173.6 5358595060431448832 153.89477960958 -50.81585037345 596.858420965889991 318.779266154235984 2722.277255386120032 1174.741214600250 1 1
0.081572 0.017402 -0.079694 167.7 5358595060431706240 153.90986886434 -50.82524360150 2041.455548503580076 900.697467520035957 4166.231513997960064 1174.542868013020 1 1
0.064419 0.009188 -0.063761 171.8 5358595060432399872 153.89686062103 -50.80931224783 567.546892403065954 272.632565111799977 3187.809757583589999 1174.929650265910 1 1
0.077975 0.017030 -0.076093 167.4 5358595060432414464 153.90927886884 -50.82164191743 2235.441042040629782 981.828713351804026 4369.055739411630384 1174.639911965140 1 1
0.076361 0.005990 -0.076125 175.5 5358595060446503040 153.89180309527 -50.82167751124 3193.757836914509880 1857.116194873329960 5369.929949921460320 1174.568530987260 1 1
