ID,MP,sel
611,0.85,1
417,0.84,1
315,0.835,1
110,0.83,1
493,0.81,1
66,0.806,1
536,0.8,1
589,0.8,1
247,0.795,1
566,0.771,1
343,0.77,1
756,0.77,1
101,0.769,1
265,0.763,1
369,0.76,1
354,0.757,1
671,0.73,1
78,0.72,1
449,0.7,1
659,0.67,1
183,0.626,1
223,0.622,1
729,0.61,1
600,0.6,1
727,0.6,1
246,0.55,0
595,0.55,0
163,0.425,0
742,0.41,0
238,0.4,0
349,0.35,0
300,0.336,0
149,0.319,0
96,0.28,0
410,0.28,0
73,0.275,0
253,0.256,0
444,0.25,0
749,0.25,0
77,0.246,0
376,0.246,0
556,0.23,0
60,0.21,0
616,0.21,0
409,0.2,0
377,0.19,0
732,0.18,0
812,0.18,0
83,0.176,0
239,0.163,0
580,0.15,0
687,0.15,0
210,0.113,0
705,0.08,0
684,0.01,0
497,0.003,0
4,0.0,0
2,0.0,0
3,0.0,0
20,0.0,0
7,0.0,0
15,0.0,0
21,0.0,0
23,0.0,0
30,0.0,0
57,0.0,0
62,0.0,0
102,0.0,0
342,0.0,0
414,0.0,0
827,0.0,0
835,0.0,0
863,0.0,0
851,0.0,0
844,0.0,0
871,0.0,0
879,0.0,0
900,0.0,0
927,0.0,0
950,0.0,0
961,0.0,0
1067,0.0,0
1063,0.0,0
1110,0.0,0
1148,0.0,0
1238,0.0,0
1225,0.0,0
1221,0.0,0
1140,0.0,0
1271,0.0,0
1392,0.0,0
1437,0.0,0
1407,0.0,0
1659,0.0,0
1073,0.0,-1
1162,0.0,-1
1431,0.0,-1
1438,0.0,-1
1450,0.0,-1
1357,0.0,-1
1689,0.0,-1
