ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
315,870.006,1276.51,16.694,0.0008,0.629,0.03,0.011,0.041,0.835,1
110,1032.89,1590.02,15.1659,0.0004,1.117,0.754,0.008,0.043,0.83,1
66,1097.01,1582.66,14.684,0.0006,1.121,0.656,0.023,0.044,0.806,1
566,1123.06,1155.54,17.4407,0.001,0.799,0.254,0.026,0.118,0.771,1
101,899.098,1461.95,15.0632,0.0004,1.21,0.905,0.007,0.044,0.769,1
265,1146.1,1402.52,16.4164,0.0007,0.777,0.132,0.012,0.046,0.763,1
62,845.304,1496.2,14.4887,0.0003,1.271,1.087,0.007,0.031,0.716,1
20,1072.82,1348.24,12.1606,0.0021,1.864,2.184,0.006,0.059,0.684,1
183,1145.94,1525.59,15.9247,0.0006,0.631,0.057,0.009,0.026,0.626,1
7,1213.46,1587.53,12.291,0.0002,0.313,0.277,0.006,0.005,0.582,1
57,791.169,1282.55,14.3776,0.0003,1.458,1.458,0.006,0.051,0.548,1
15,1285.72,1423.2,12.8776,0.0002,0.445,0.059,0.007,0.005,0.53,1
23,1072.83,1216.46,13.6066,0.0003,0.34,0.122,0.005,0.005,0.516,1
3,1051.77,1500.93,11.7996,0.0003,0.111,0.107,0.008,0.007,0.482,1
300,874.686,1227.34,16.5279,0.0008,0.907,0.428,0.012,0.064,0.336,1
21,1061.43,1345.58,13.3285,0.0003,0.611,-0.032,0.006,0.005,0.298,1
96,997.678,1492.27,15.0896,0.0004,0.871,0.383,0.006,0.021,0.28,1
4,941.736,1285.35,10.7973,0.0003,1.008,0.629,0.012,0.009,0.273,1
77,1146.74,1430.79,14.8888,0.0004,0.732,0.16,0.007,0.012,0.246,1
60,934.576,1454.4,14.6776,0.0003,0.705,-0.004,0.006,0.01,0.21,1
2,957.837,1647.1,10.9348,0.0006,0.317,0.308,0.008,0.005,0.198,1
30,1096.27,1619.86,13.6377,0.0002,0.696,0.12,0.009,0.008,0.166,1
247,1160.92,1399.91,16.3403,0.0009,0.62,0.016,0.011,0.044,0.795,0
354,1312.98,1480.45,16.8102,0.0008,0.662,-0.04,0.013,0.043,0.757,0
223,1113.79,1539.41,16.1986,0.0007,0.696,-0.003,0.011,0.026,0.622,0
163,1087.31,1461.05,15.8014,0.0007,0.686,0.016,0.008,0.022,0.425,0
149,1047.62,1624.02,15.6534,0.0006,0.652,-0.044,0.009,0.017,0.319,0
