
# Tue 09:18:20 20-Feb-2018
# List of observations files:
#		daom_bh73.obs
# Config:	noche.cfg
# Parameters:	noche.ans
#
# Computed indices for program and standard objects
#
# Columns: 
#	1	object id
#	2	x
#	3	y
#	4	V
#	5	error(V)
#	6	BV
#	7	error(BV)
#	8	UB
#	9	error(UB)
#	10	VI
#	11	error(VI)
ID  x  y  V  eV  BV  eBV  UB  eUB  VI  eVI
20         3032.20 2782.07 10.726  0.006   1.595   0.009   1.122   0.011   INDEF   INDEF  
21         3060.54 2113.85 11.287  0.008   0.739   0.011   -0.271  0.010   0.922   0.009  
22         3291.47 1283.33 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
23         3315.56 874.411 11.490  0.007   0.779   0.012   0.232   0.012   -4.841  0.052  
24         2996.47 4083.51 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
25         1775.60 2003.86 10.784  0.008   9.888   0.098   INDEF   INDEF   -5.614  0.030  
26         3288.13 2089.79 11.646  0.006   0.454   0.010   0.034   0.010   0.540   0.009  
27         3332.73 1197.42 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
28         3264.81 964.735 11.610  0.007   0.754   0.011   0.027   0.011   0.949   0.009  
29         1579.54 936.269 11.919  0.005   0.500   0.007   -0.041  0.007   0.570   0.009  
30         3318.16 1285.41 10.731  0.008   9.583   0.085   -0.365  0.305   -5.415  0.024  
31         364.636 1969.78 12.028  0.007   0.512   0.012   -0.002  0.011   0.613   0.011  
32         1135.48 384.361 11.094  0.009   1.704   0.013   1.449   0.015   INDEF   INDEF  
33         2721.73 2006.90 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
34         3411.99 1978.46 11.632  0.005   1.286   0.009   0.704   0.010   1.418   0.008  
35         1607.70 1795.76 12.208  0.004   0.622   0.005   -0.302  0.004   0.795   0.006  
36         2213.17 844.295 12.160  0.006   0.812   0.011   -0.207  0.010   1.012   0.015  
37         3511.22 3469.11 12.256  0.004   0.520   0.005   -0.014  0.004   0.642   0.008  
38         3876.08 3222.98 12.263  0.004   0.536   0.005   0.040   0.005   0.608   0.008  
39         383.921 1795.03 12.148  0.007   0.473   0.012   0.120   0.011   0.636   0.010  
40         3286.42 4027.46 12.288  0.006   0.510   0.007   -0.029  0.006   0.606   0.009  
41         3737.22 3152.31 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
42         2929.41 3697.73 12.203  0.006   0.610   0.008   0.077   0.006   0.710   0.008  
43         3203.66 2109.99 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
44         3169.14 1708.44 11.966  0.005   0.763   0.009   0.236   0.011   0.799   0.007  
45         3343.00 1181.05 10.979  0.008   9.412   0.079   INDEF   INDEF   -4.758  0.020  
46         1947.66 608.147 12.024  0.007   0.917   0.012   0.388   0.011   1.006   0.017  
47         3329.54 841.440 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
48         2178.59 1976.11 12.205  0.003   0.734   0.004   0.100   0.005   0.855   0.005  
49         2072.55 3542.17 12.281  0.005   0.577   0.009   -0.205  0.008   0.732   0.006  
50         1273.07 1776.39 12.318  0.004   0.678   0.007   0.044   0.007   0.890   0.007  
51         2504.30 1521.97 12.398  0.003   0.589   0.008   -0.030  0.009   0.690   0.008  
52         2356.14 3113.69 12.379  0.006   0.611   0.009   0.009   0.009   0.706   0.008  
53         3631.93 2301.79 12.294  0.005   0.616   0.008   -0.062  0.008   0.742   0.007  
54         3305.79 2050.10 12.253  0.005   0.412   0.008   -0.077  0.010   0.526   0.006  
55         1513.82 2317.60 12.468  0.005   0.494   0.007   -0.030  0.006   0.595   0.006  
56         3709.08 3838.28 12.594  0.005   0.513   0.007   -0.066  0.007   0.612   0.008  
57         2862.57 658.703 12.536  0.005   0.677   0.011   0.058   0.013   0.834   0.014  
58         2699.08 2003.75 12.144  0.004   1.733   0.008   1.234   0.013   INDEF   INDEF  
59         2559.17 1174.47 12.293  0.009   1.353   0.018   0.748   0.023   1.612   0.018  
60         2364.25 2986.15 12.226  0.005   1.466   0.009   0.846   0.010   1.641   0.007  
61         1306.68 3313.61 12.634  0.004   0.593   0.006   0.092   0.007   0.696   0.007  
62         4008.33 3310.71 12.681  0.005   0.659   0.006   0.186   0.006   0.848   0.009  
63         2462.18 1320.29 12.710  0.003   0.588   0.008   -0.103  0.009   0.694   0.010  
64         1895.56 401.437 12.646  0.008   0.742   0.012   0.177   0.012   0.766   0.015  
65         3431.37 3207.32 12.718  0.005   0.688   0.006   0.213   0.006   0.785   0.009  
66         78.736  135.143 12.792  0.005   0.511   0.010   -0.197  0.015   0.705   0.017  
67         2854.34 3074.56 12.360  0.005   1.183   0.008   1.067   0.010   1.201   0.007  
68         125.389 4058.52 12.885  0.008   0.471   0.013   -0.005  0.013   0.594   0.019  
69         36.833  1835.14 12.905  0.007   0.422   0.014   0.150   0.013   0.593   0.015  
70         2089.08 778.835 12.487  0.006   0.998   0.010   0.606   0.010   1.117   0.011  
71         138.725 3191.79 12.778  0.006   0.606   0.011   0.314   0.014   0.778   0.016  
72         1045.66 1488.20 12.590  0.006   0.782   0.009   0.322   0.009   0.825   0.008  
73         2504.39 2508.93 12.683  0.004   0.728   0.007   0.243   0.008   0.840   0.006  
74         1371.88 2633.70 12.711  0.005   0.543   0.007   0.159   0.006   0.639   0.006  
75         1015.38 2403.25 12.342  0.005   2.026   0.009   1.258   0.012   2.301   0.009  
76         11.002  3132.52 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
77         1101.18 568.259 12.964  0.009   0.576   0.013   0.075   0.011   0.695   0.014  
78         3972.31 1631.20 12.900  0.005   0.629   0.008   0.077   0.008   0.782   0.008  
79         2976.51 3868.09 13.086  0.006   0.518   0.007   -0.194  0.006   0.740   0.008  
80         2469.81 696.924 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
81         1591.04 92.569  12.909  0.007   0.745   0.012   0.244   0.013   0.938   0.015  
82         2899.63 328.177 12.403  0.007   1.616   0.013   1.108   0.016   1.594   0.019  
83         1533.51 1689.93 12.819  0.004   0.808   0.006   0.390   0.006   0.835   0.007  
84         -13.146 3610.07 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
85         1544.35 2972.56 12.980  0.004   0.565   0.006   0.046   0.006   0.617   0.006  
86         1239.90 2845.86 12.923  0.004   0.666   0.007   0.166   0.007   0.847   0.007  
87         1180.86 706.009 12.711  0.008   0.960   0.012   0.601   0.012   0.988   0.013  
88         3209.92 2839.03 12.950  0.005   0.680   0.008   0.271   0.009   0.845   0.009  
89         1267.37 1782.28 13.052  0.005   0.658   0.007   -0.077  0.006   0.883   0.007  
90         3503.91 2515.59 12.903  0.005   0.642   0.008   0.204   0.009   0.850   0.007  
91         3792.58 3212.32 12.536  0.004   1.747   0.006   1.239   0.011   1.943   0.009  
92         491.972 2673.30 13.083  0.006   0.505   0.010   -0.028  0.011   0.629   0.010  
93         1021.77 3564.70 12.933  0.004   0.810   0.007   0.409   0.010   0.831   0.010  
94         3883.82 446.661 12.950  0.006   0.751   0.010   0.254   0.012   1.000   0.010  
95         3200.84 1182.59 12.897  0.005   0.768   0.009   0.150   0.012   0.973   0.007  
96         2274.68 3966.59 13.033  0.005   0.589   0.008   0.011   0.008   0.672   0.007  
97         2448.74 700.524 12.386  0.007   1.956   0.012   1.407   0.018   INDEF   INDEF  
98         2884.93 3956.10 12.675  0.006   1.352   0.008   0.702   0.009   1.652   0.010  
99         4082.44 2595.70 13.189  0.008   0.534   0.009   -0.002  0.006   0.635   0.009  
100        3.466   3053.11 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
101        3127.63 1240.69 13.044  0.004   0.691   0.008   0.179   0.011   0.862   0.008  
102        361.015 138.765 12.825  0.006   1.400   0.011   0.895   0.016   1.530   0.020  
103        1512.88 3022.25 13.143  0.004   0.566   0.006   0.017   0.007   0.663   0.006  
104        3206.90 2133.19 12.606  0.005   1.837   0.009   1.204   0.015   INDEF   INDEF  
105        1018.23 3854.87 12.801  0.005   1.472   0.009   0.949   0.013   1.632   0.013  
106        927.767 29.141  13.171  0.008   0.729   0.012   0.130   0.014   0.878   0.016  
107        2736.24 782.493 12.817  0.006   1.578   0.012   0.798   0.017   1.760   0.017  
108        1123.35 2520.51 13.058  0.005   0.699   0.008   0.151   0.007   0.791   0.006  
109        558.126 2602.71 12.948  0.006   1.430   0.011   1.037   0.014   1.557   0.010  
110        4067.16 2707.24 13.453  0.005   0.582   0.006   -0.210  0.006   0.801   0.008  
111        3551.08 3656.96 12.925  0.005   1.512   0.007   1.140   0.011   1.642   0.008  
112        447.103 277.188 13.349  0.007   0.665   0.013   0.147   0.015   0.728   0.017  
113        1301.13 2163.61 13.275  0.005   0.710   0.008   -0.098  0.007   0.905   0.006  
114        2241.50 1218.46 13.076  0.004   1.662   0.008   1.066   0.014   1.793   0.007  
115        892.382 1594.18 13.262  0.006   0.738   0.010   0.001   0.010   1.007   0.008  
116        258.802 1451.91 13.303  0.008   0.596   0.014   0.254   0.014   0.754   0.012  
117        1764.80 1825.36 13.441  0.005   0.630   0.006   -0.161  0.006   0.804   0.007  
118        1239.06 2089.29 13.268  0.006   0.716   0.008   0.176   0.008   0.911   0.007  
119        3459.04 3845.31 13.401  0.007   0.763   0.009   0.154   0.007   1.213   0.011  
120        2867.09 1511.10 13.454  0.004   0.592   0.010   -0.165  0.012   0.721   0.011  
121        3144.27 1166.96 13.166  0.005   2.384   0.011   1.023   0.022   2.792   0.009  
122        1473.20 3877.48 13.448  0.005   0.692   0.007   0.061   0.009   0.841   0.010  
123        1437.26 972.199 13.465  0.007   0.617   0.009   0.039   0.008   0.668   0.010  
124        352.770 4091.01 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
125        2944.95 3407.29 13.006  0.005   1.681   0.008   1.123   0.012   1.894   0.009  
126        3345.04 1703.31 13.243  0.005   1.208   0.009   0.512   0.014   1.371   0.008  
127        3811.02 2540.62 12.559  0.005   2.360   0.008   0.972   0.014   INDEF   INDEF  
128        3422.45 606.595 13.229  0.006   0.735   0.011   0.223   0.012   0.777   0.008  
129        2982.96 2067.68 13.254  0.005   1.609   0.009   0.992   0.015   1.773   0.007  
130        80.812  2950.65 13.506  0.007   0.609   0.012   0.158   0.014   0.811   0.016  
131        3276.50 1661.71 13.435  0.005   0.747   0.009   -0.037  0.012   0.986   0.009  
132        708.120 3181.16 13.467  0.005   0.664   0.010   0.127   0.011   0.827   0.010  
133        2723.08 3519.41 13.489  0.006   0.489   0.008   0.195   0.008   0.645   0.008  
134        3238.56 980.771 13.315  0.005   0.945   0.010   0.460   0.013   1.169   0.007  
135        2294.03 3876.61 13.400  0.005   0.776   0.008   0.122   0.009   0.940   0.007  
136        3660.05 873.075 13.427  0.006   0.588   0.009   0.125   0.011   0.835   0.008  
137        1702.09 2656.92 13.219  0.006   1.338   0.008   0.859   0.010   1.498   0.007  
138        3330.67 3017.06 13.547  0.005   0.618   0.008   0.299   0.009   0.766   0.010  
139        3655.67 4001.30 13.490  0.006   0.677   0.008   0.120   0.009   0.741   0.008  
140        414.223 1486.01 13.443  0.008   0.653   0.014   0.250   0.014   0.802   0.011  
141        3927.83 3196.31 13.557  0.005   0.746   0.006   0.181   0.007   0.838   0.009  
142        3637.44 4014.48 16.854  0.017   2.750   0.067   -1.057  0.098   5.324   0.017  
143        2905.76 2302.93 13.484  0.006   0.736   0.009   0.326   0.012   0.890   0.009  
144        3946.46 3387.26 13.629  0.005   0.681   0.007   0.135   0.008   0.845   0.009  
145        1373.63 950.620 13.540  0.007   0.716   0.010   0.160   0.010   0.760   0.010  
146        579.330 130.556 12.901  0.008   2.356   0.014   1.133   0.023   INDEF   INDEF  
147        356.522 2442.38 13.484  0.007   0.759   0.012   0.346   0.013   0.815   0.011  
148        825.175 3250.82 13.434  0.005   1.023   0.009   0.687   0.012   1.093   0.009  
149        3343.80 3660.35 13.590  0.006   0.826   0.008   0.207   0.008   1.024   0.009  
150        3289.51 4006.57 13.745  0.006   0.501   0.008   0.101   0.008   0.631   0.009  
151        3209.23 3327.00 13.673  0.006   0.656   0.008   0.317   0.008   0.851   0.009  
152        2710.06 2910.08 13.435  0.006   1.103   0.010   0.984   0.015   1.260   0.007  
153        2117.37 3287.47 13.574  0.005   2.185   0.009   1.164   0.043   2.498   0.007  
154        734.006 29.700  13.783  0.008   0.619   0.013   -0.072  0.014   0.790   0.018  
155        1340.65 3974.50 13.741  0.006   0.668   0.009   0.081   0.011   0.919   0.012  
156        856.037 1681.25 13.588  0.007   1.949   0.011   1.264   0.021   2.199   0.008  
157        3154.96 452.966 13.667  0.006   0.816   0.011   -0.039  0.012   1.040   0.011  
158        609.966 170.500 13.687  0.007   0.676   0.013   0.309   0.016   0.881   0.016  
159        684.565 2014.91 13.666  0.007   0.542   0.010   0.002   0.010   0.682   0.009  
160        231.427 2397.05 13.594  0.005   0.873   0.011   0.320   0.012   1.117   0.011  
161        3501.20 2326.48 13.603  0.005   0.554   0.009   0.135   0.010   0.706   0.007  
162        2699.75 1655.89 13.642  0.004   0.713   0.009   0.120   0.011   0.884   0.007  
163        3757.77 1083.02 13.558  0.005   0.791   0.009   0.375   0.012   0.992   0.007  
164        2733.11 2242.06 13.552  0.004   1.827   0.009   1.069   0.018   2.088   0.007  
165        2161.46 1604.85 13.527  0.004   0.717   0.006   0.031   0.008   0.781   0.005  
166        316.023 3703.90 13.701  0.006   0.735   0.011   0.256   0.015   0.851   0.017  
167        3559.57 2682.04 13.455  0.005   1.781   0.008   1.278   0.018   1.958   0.008  
168        1819.12 3279.30 13.649  0.004   0.674   0.007   0.100   0.008   0.757   0.006  
169        3791.67 45.009  13.716  0.006   0.685   0.010   0.134   0.012   0.845   0.010  
170        2763.54 1420.12 13.750  0.005   0.648   0.009   0.213   0.012   0.709   0.011  
171        1334.20 832.966 13.748  0.008   0.616   0.011   0.245   0.010   0.699   0.011  
172        1042.28 807.301 13.689  0.009   0.793   0.013   0.207   0.012   0.946   0.013  
173        847.778 300.860 13.737  0.009   0.735   0.014   0.182   0.015   0.762   0.016  
174        391.776 788.365 13.456  0.009   1.278   0.016   0.964   0.019   1.397   0.015  
175        610.328 2353.78 13.719  0.006   0.652   0.011   0.043   0.011   0.783   0.009  
176        2211.71 425.872 13.662  0.008   0.891   0.013   0.348   0.014   1.082   0.015  
177        1982.62 1681.94 13.720  0.004   0.554   0.006   0.250   0.007   0.655   0.005  
178        1827.93 3632.42 13.610  0.005   0.869   0.008   0.310   0.009   0.936   0.007  
179        830.385 3494.10 13.761  0.005   0.805   0.009   0.204   0.012   0.979   0.010  
180        3329.99 1041.81 13.645  0.006   0.865   0.011   0.248   0.014   1.075   0.007  
181        1991.72 283.473 13.834  0.008   0.697   0.012   0.228   0.013   0.846   0.015  
182        1390.60 1118.30 13.732  0.006   0.967   0.008   0.374   0.009   1.189   0.009  
183        2134.44 3554.32 13.688  0.006   0.724   0.009   0.331   0.010   0.907   0.007  
184        2640.69 637.351 13.863  0.007   0.756   0.013   0.084   0.015   0.826   0.013  
185        3444.41 2127.43 13.732  0.005   0.820   0.009   0.389   0.012   0.976   0.007  
186        2164.97 3974.16 13.810  0.005   0.828   0.009   0.191   0.011   1.047   0.008  
187        1956.43 939.561 13.849  0.006   0.922   0.009   0.117   0.010   1.124   0.010  
188        1389.98 3894.34 13.868  0.006   0.893   0.009   0.309   0.011   1.136   0.011  
189        3010.00 684.871 13.874  0.007   0.840   0.011   0.214   0.013   1.054   0.012  
190        1424.06 2320.94 13.762  0.006   0.688   0.008   0.102   0.008   0.773   0.007  
191        930.832 1458.40 13.796  0.007   0.697   0.011   0.316   0.012   0.829   0.009  
192        2032.24 52.757  13.899  0.008   0.783   0.013   0.291   0.014   0.973   0.016  
193        756.622 881.335 13.347  0.010   2.102   0.016   1.423   0.026   2.379   0.022  
194        645.547 2430.44 13.606  0.006   2.039   0.012   1.277   0.023   2.360   0.014  
195        612.725 985.882 13.882  0.009   0.692   0.015   0.278   0.016   0.850   0.014  
196        1476.80 3452.10 14.009  0.005   0.605   0.007   -0.023  0.009   0.765   0.008  
197        2127.54 3612.19 13.843  0.005   1.613   0.009   1.075   0.018   1.765   0.006  
198        3238.61 3409.93 13.679  0.005   1.422   0.007   0.922   0.014   1.611   0.009  
199        2859.57 3211.48 13.879  0.006   1.605   0.010   1.059   0.020   1.823   0.008  
200        1352.83 453.131 13.900  0.008   0.856   0.012   0.411   0.014   1.022   0.014  
201        278.311 2541.93 14.017  0.007   0.586   0.012   0.197   0.013   0.748   0.012  
202        893.951 2050.71 13.868  0.007   0.786   0.010   0.250   0.011   1.038   0.008  
203        1295.65 1310.70 13.856  0.007   0.776   0.009   0.345   0.009   0.897   0.008  
204        206.696 1277.35 14.010  0.008   0.643   0.014   0.265   0.016   0.934   0.014  
205        1045.35 933.141 13.753  0.009   1.393   0.014   0.550   0.015   1.744   0.013  
206        380.011 1954.45 13.924  0.007   0.759   0.012   0.222   0.013   0.870   0.010  
207        1812.34 2833.47 13.975  0.005   0.570   0.007   0.239   0.008   0.649   0.007  
208        1872.10 2759.44 13.916  0.005   0.849   0.008   0.298   0.009   1.090   0.007  
209        3070.79 472.416 13.952  0.007   0.820   0.011   0.350   0.013   0.981   0.012  
210        2876.19 1415.72 14.045  0.005   0.691   0.010   0.254   0.013   0.771   0.012  
211        3012.20 3978.87 13.927  0.005   1.966   0.009   1.243   0.027   2.250   0.008  
212        1943.59 4019.16 13.903  0.005   1.551   0.009   0.998   0.017   1.795   0.007  
213        2812.59 2509.08 13.905  0.006   1.056   0.010   0.894   0.019   1.137   0.009  
214        41.515  3594.87 14.111  0.008   0.660   0.013   0.324   0.017   0.882   0.019  
215        145.761 3831.48 14.092  0.007   0.777   0.013   0.186   0.015   1.011   0.019  
216        363.591 2945.47 14.061  0.006   0.781   0.011   0.167   0.014   0.949   0.012  
217        -20.500 3818.43 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
218        1609.67 3897.37 14.101  0.006   0.747   0.009   0.213   0.011   1.039   0.010  
219        3923.44 2167.69 14.004  0.005   0.727   0.008   0.294   0.010   0.905   0.007  
220        1839.14 2328.23 13.919  0.006   0.960   0.009   0.378   0.011   1.089   0.008  
221        4051.56 3296.04 14.147  0.006   0.619   0.008   0.169   0.010   0.799   0.009  
222        2239.04 1644.00 13.999  0.005   1.492   0.008   0.888   0.017   1.655   0.006  
223        3515.09 2862.21 14.092  0.005   0.767   0.008   0.195   0.010   1.057   0.009  
224        837.849 3895.16 14.130  0.008   0.798   0.012   0.206   0.014   1.194   0.020  
225        4046.23 3674.27 13.835  0.006   1.703   0.009   1.318   0.021   1.874   0.009  
226        3025.71 1311.85 13.841  0.005   1.911   0.010   1.151   0.024   2.116   0.011  
227        1807.54 3419.66 14.379  0.005   2.220   0.011   1.053   0.034   2.577   0.007  
228        347.708 2887.19 14.107  0.007   0.701   0.013   0.298   0.015   0.964   0.012  
229        738.724 1778.34 14.019  0.007   0.713   0.011   0.080   0.013   0.887   0.009  
230        1444.36 1049.54 13.916  0.007   1.671   0.010   0.989   0.019   1.885   0.009  
231        352.451 828.956 13.915  0.009   1.557   0.016   1.088   0.029   1.754   0.015  
232        3065.65 1816.94 13.994  0.005   0.943   0.010   0.305   0.014   1.115   0.007  
233        963.660 2623.96 13.988  0.005   0.795   0.009   0.392   0.011   0.817   0.007  
234        797.727 1045.52 13.882  0.009   1.442   0.014   0.816   0.017   1.630   0.012  
235        2859.07 581.465 13.886  0.007   1.580   0.013   0.960   0.020   1.700   0.015  
236        1564.99 1354.47 14.551  0.006   2.570   0.014   0.669   0.041   3.046   0.008  
237        2705.05 2449.86 14.129  0.005   0.824   0.010   0.005   0.012   1.106   0.008  
238        2344.70 1894.71 14.047  0.004   1.700   0.008   1.260   0.022   1.785   0.006  
239        2052.61 2017.98 14.479  0.007   2.554   0.014   0.453   0.032   3.429   0.009  
240        1664.28 3146.90 15.343  0.008   2.671   0.021   0.339   0.072   3.431   0.009  
241        2548.43 1255.62 14.113  0.005   0.853   0.010   0.289   0.013   0.964   0.010  
242        3548.95 706.044 15.252  0.009   2.682   0.021   INDEF   INDEF   3.277   0.010  
243        3500.79 577.592 13.980  0.007   0.852   0.012   0.367   0.014   0.888   0.009  
244        3935.40 3477.62 14.103  0.006   0.956   0.008   0.242   0.012   1.156   0.009  
245        2603.93 1216.82 14.115  0.005   0.922   0.011   0.318   0.014   1.070   0.011  
246        288.341 1777.09 14.085  0.009   2.125   0.016   1.341   0.035   2.511   0.013  
247        1953.46 2595.74 13.953  0.006   0.900   0.008   0.521   0.010   0.930   0.006  
248        2381.33 1035.02 13.679  0.006   2.530   0.013   -0.437  0.017   INDEF   INDEF  
249        57.689  2864.34 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
250        1405.57 309.961 13.854  0.009   1.648   0.013   1.077   0.022   1.834   0.015  
251        3761.36 719.495 17.029  0.023   3.341   0.122   INDEF   INDEF   4.484   0.023  
252        2483.30 3754.66 15.207  0.007   2.450   0.018   0.564   0.061   3.215   0.008  
253        186.933 2484.11 14.294  0.008   0.557   0.013   0.247   0.014   0.781   0.014  
254        467.706 393.956 13.920  0.008   1.631   0.015   0.985   0.021   1.886   0.016  
255        651.519 231.597 14.252  0.008   0.728   0.014   0.199   0.016   0.887   0.017  
256        588.215 1255.55 14.078  0.009   1.038   0.015   0.407   0.016   1.222   0.013  
257        359.180 396.430 14.190  0.007   0.960   0.012   0.309   0.016   1.226   0.015  
258        2940.59 3208.92 14.304  0.006   0.576   0.008   0.034   0.010   0.832   0.008  
259        1578.55 3766.29 14.103  0.005   1.676   0.010   1.100   0.023   1.865   0.009  
260        2256.87 3254.18 14.121  0.005   0.705   0.009   0.084   0.011   0.850   0.007  
261        3654.61 1228.51 14.693  0.007   1.974   0.014   0.949   0.039   2.461   0.008  
262        3763.00 3610.54 14.255  0.006   0.723   0.008   0.333   0.011   0.901   0.009  
263        452.748 3894.48 14.024  0.007   1.498   0.014   0.964   0.021   1.745   0.017  
264        2447.32 283.872 14.194  0.008   0.843   0.015   0.320   0.017   0.803   0.017  
265        2328.82 153.607 14.266  0.007   0.791   0.014   0.194   0.017   0.763   0.018  
266        2316.59 1712.30 14.272  0.004   1.665   0.009   0.977   0.027   1.818   0.006  
267        174.727 2213.04 14.109  0.008   0.886   0.015   0.531   0.015   0.995   0.013  
268        71.794  9.424   13.939  0.008   1.967   0.015   1.315   0.031   2.278   0.019  
269        3071.42 3250.25 14.054  0.005   1.770   0.009   1.211   0.023   2.026   0.010  
270        3268.55 1244.84 14.122  0.006   0.718   0.011   0.283   0.014   0.864   0.008  
271        3734.48 2009.42 14.136  0.007   0.806   0.010   0.348   0.012   0.870   0.009  
272        2988.70 4086.70 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
273        406.709 1063.75 14.234  0.009   0.610   0.015   0.288   0.018   0.782   0.013  
274        3576.02 3098.07 14.258  0.005   0.773   0.008   0.252   0.010   0.869   0.009  
275        3061.14 1390.45 14.227  0.006   0.677   0.011   0.286   0.014   0.761   0.009  
276        1509.23 353.932 14.322  0.008   0.744   0.012   0.063   0.013   0.849   0.014  
277        2985.12 2402.65 14.202  0.006   0.723   0.010   0.071   0.013   0.874   0.008  
278        1263.58 3468.42 14.216  0.005   1.004   0.009   0.393   0.013   1.313   0.008  
279        441.329 130.298 14.398  0.007   0.604   0.012   0.132   0.015   0.813   0.017  
280        3744.45 1789.11 14.185  0.007   0.975   0.010   0.423   0.014   1.241   0.009  
281        1441.65 1012.84 14.152  0.007   2.428   0.012   0.718   0.030   3.283   0.012  
282        -3.800  765.507 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
283        1761.79 1680.12 16.209  0.011   2.447   0.064   0.334   0.111   3.901   0.011  
284        230.285 3266.20 14.027  0.007   2.436   0.015   0.837   0.032   2.898   0.018  
285        1530.57 721.167 14.254  0.008   0.802   0.011   0.264   0.013   0.812   0.012  
286        388.060 984.516 14.285  0.009   0.592   0.015   0.288   0.017   0.713   0.013  
287        2604.28 1260.41 14.377  0.005   0.683   0.011   -0.065  0.012   0.779   0.010  
288        1959.34 751.729 14.294  0.008   0.929   0.012   0.013   0.013   1.110   0.012  
289        1267.04 373.978 14.310  0.009   0.782   0.014   0.238   0.016   0.918   0.015  
290        3368.40 1205.64 14.217  0.006   0.844   0.012   0.369   0.016   1.027   0.008  
291        3735.09 992.618 14.246  0.006   0.833   0.010   0.431   0.015   1.032   0.009  
292        2834.75 2640.56 14.910  0.009   2.377   0.016   0.524   0.042   3.538   0.011  
293        782.596 312.557 14.382  0.009   0.764   0.014   0.185   0.016   0.821   0.017  
294        1362.89 3142.12 14.263  0.005   0.885   0.008   0.538   0.012   0.993   0.007  
295        1243.66 418.808 14.317  0.009   0.822   0.014   0.314   0.014   0.908   0.015  
296        536.887 3017.71 14.186  0.007   1.492   0.013   0.876   0.020   1.741   0.012  
297        2090.96 3188.40 14.249  0.005   0.821   0.009   0.325   0.013   0.962   0.007  
298        2997.65 2475.96 14.293  0.007   0.863   0.011   0.202   0.014   1.057   0.009  
299        1743.94 3817.99 14.385  0.006   0.698   0.009   0.153   0.011   0.949   0.009  
