ID,x,y,V,eV,BV,eBV,UB,eUB,VI,eVI,ra,dec
1829,1813.84,2659.58,16.75,0.017,1.157,0.028,0.412,0.056,1.416,0.018,143.02892747032524,-50.15061324334157
1830,1603.63,3792.19,16.758,0.016,0.964,0.027,0.354,0.053,1.318,0.021,143.06728693687978,-50.013644842735005
1831,3791.8,3275.94,16.716,0.013,1.038,0.023,0.522,0.061,1.275,0.016,142.6558455133966,-50.076756081787444
1832,2340.1,2075.17,17.676,0.027,2.107,0.077,,,2.486,0.028,142.93012976904188,-50.221515174468756
1833,2560.98,1113.9,16.71,0.014,1.201,0.026,0.356,0.062,1.321,0.02,142.88905063222467,-50.337770049356
1835,749.429,3235.15,17.8,0.027,2.095,0.09,0.949,0.533,2.652,0.028,143.2287908645484,-50.08020979059261
1836,3769.63,1300.6,16.837,0.012,1.249,0.028,,,1.559,0.016,142.66019943904655,-50.3154432841928
1837,3663.06,3019.02,16.752,0.013,1.062,0.025,0.352,0.057,1.346,0.018,142.68012413247973,-50.10779676893022
1838,2538.08,2353.02,16.722,0.014,1.085,0.025,0.285,0.049,1.31,0.017,142.89254700795198,-50.18802874937967
1839,1968.41,3796.96,17.022,0.022,1.337,0.038,,,1.834,0.024,142.99868286609495,-50.0133035212663
1840,1251.56,3279.33,17.073,0.015,1.646,0.04,0.761,0.127,1.971,0.018,143.13416714801238,-50.0753290573177
1841,4031.68,1555.91,16.816,0.013,1.02,0.03,0.367,0.061,1.456,0.017,142.61062024954123,-50.28457575896716
1842,275.576,3869.5,16.813,0.014,0.84,0.025,0.268,0.049,1.249,0.022,143.31690725865292,-50.00307595621752
1843,2570.07,2983.42,16.783,0.015,1.109,0.027,,,1.421,0.018,142.8860877164061,-50.11187588206149
1844,2278.63,3053.53,17.238,0.017,1.469,0.041,,,2.03,0.019,142.94094996453805,-50.10327905636286
1845,2160.41,537.169,17.777,0.024,2.686,0.135,,,2.824,0.027,142.96538488469378,-50.40728309829191
1846,3712.64,1376.6,16.815,0.016,0.917,0.032,0.521,0.066,1.387,0.024,142.67097563553546,-50.30625854922641
1847,2445.99,833.887,16.782,0.015,1.391,0.03,,,1.551,0.021,142.91102297491958,-50.37156188187813
1848,75.926,3851.16,17.538,0.021,2.202,0.07,,,3.042,0.027,143.35448199412886,-50.00505532361338
1849,952.75,1127.25,16.705,0.02,1.154,0.029,0.295,0.049,1.339,0.022,143.19353569616626,-50.33508555514297
1850,1326.01,581.028,16.772,0.016,1.118,0.027,0.245,0.052,1.422,0.02,143.12354710501515,-50.40142076035553
1851,383.509,409.714,16.769,0.016,1.072,0.028,0.356,0.056,1.385,0.022,143.30253946865523,-50.4212098036264
1852,1617.9,3978.95,17.726,0.027,1.964,0.078,,,2.578,0.029,143.06439167793366,-49.99109526231709
1853,2608.45,1768.96,17.299,0.017,1.886,0.053,,,2.155,0.018,142.87964253367855,-50.258629116111564
1854,3178.54,2071.26,16.929,0.014,1.418,0.032,1.683,0.523,1.704,0.017,142.77177208934438,-50.2222616015425
1855,263.13,1061.86,16.741,0.017,0.868,0.028,0.498,0.05,1.169,0.022,143.32422549088594,-50.34226316229713
1856,1288.19,222.337,16.753,0.013,1.083,0.025,0.378,0.055,1.31,0.019,143.13117237668794,-50.444739569008654
1857,1537.35,1076.69,16.796,0.015,1.279,0.028,0.329,0.07,1.514,0.018,143.08290681486164,-50.341684762275655
1858,2351.45,410.721,16.721,0.016,1.197,0.029,0.408,0.061,1.315,0.023,142.92925685112007,-50.422661413166146
1859,31.081,945.836,17.008,0.018,1.588,0.04,,,1.988,0.023,143.36838771703404,-50.35600395452847
1860,3251.45,2274.02,16.826,0.015,1.196,0.033,0.309,0.069,1.487,0.017,142.75793277840026,-50.1977742466894
1861,3488.67,2931.21,17.009,0.017,1.411,0.035,0.348,0.086,1.809,0.019,142.71300213648007,-50.1183972950321
1862,690.403,2388.91,16.849,0.016,1.026,0.035,0.374,0.074,1.489,0.019,143.24123640582997,-50.182384471001704
1863,3607.15,817.332,17.086,0.019,1.378,0.036,0.527,0.097,1.887,0.021,142.69102437889052,-50.373845155675674
1864,2449.48,1862.99,16.746,0.011,1.005,0.021,0.326,0.05,1.184,0.015,142.90962360094233,-50.2472025435752
1865,3918.59,2199.77,16.99,0.017,1.335,0.034,,,1.749,0.019,142.6319964546814,-50.20677958756343
1866,2796.75,2606.2,17.238,0.018,1.903,0.048,,,2.097,0.02,142.8435839599167,-50.15753032969123
1867,1260.49,3820.24,16.966,0.017,1.437,0.037,0.467,0.099,1.814,0.02,143.1317810982631,-50.00999503520289
1868,1062.45,1927.49,16.822,0.011,0.99,0.023,0.24,0.055,1.399,0.016,143.17165806780523,-50.238489655935254
1869,2044.86,3333.19,16.76,0.013,0.998,0.024,0.233,0.052,1.223,0.018,142.9847358656594,-50.06937161988753
1870,2269.89,2485.92,17.566,0.023,1.946,0.063,,,2.328,0.023,142.94305818986757,-50.171852129166055
1871,1282.63,725.28,16.834,0.017,1.299,0.033,0.42,0.076,1.539,0.02,143.1315884798664,-50.38395220550279
1872,2300.07,1572.86,16.746,0.013,0.938,0.023,0.057,0.044,1.128,0.018,142.9380884004584,-50.282192712547754
1873,1701.62,1537.15,16.814,0.015,1.325,0.029,0.442,0.081,1.501,0.017,143.05130544324473,-50.2861592120549
1874,3424.41,1406.28,16.784,0.013,1.093,0.029,0.366,0.057,1.368,0.017,142.7255021611264,-50.30265458745336
1875,3001.11,2805.46,16.731,0.014,1.084,0.025,0.263,0.056,1.245,0.018,142.80494588821549,-50.13351203828815
1876,1041.93,2249.21,16.771,0.017,1.124,0.028,,,1.378,0.019,143.1750859743169,-50.19959969351378
1878,163.311,3224.27,16.771,0.015,1.007,0.027,0.429,0.058,1.281,0.021,143.33919621693198,-50.080884817647835
1879,421.247,1335.52,16.733,0.019,1.027,0.029,0.378,0.053,1.264,0.022,143.29381988302777,-50.30937494675832
1880,1702.07,1221.32,16.888,0.017,1.331,0.033,,,1.611,0.02,143.05156008414596,-50.32432438793498
1881,1602.58,2315.4,16.725,0.014,0.899,0.024,0.386,0.043,1.162,0.017,143.06916052127963,-50.192054294941904
1882,868.089,1634.31,17.434,0.024,1.867,0.055,,,2.233,0.025,143.2088172686129,-50.27373412500231
1883,2314.25,1677.06,17.99,0.033,2.432,0.133,,,2.684,0.032,142.93532502482543,-50.26960816403685
1884,835.773,424.585,16.805,0.013,0.974,0.026,0.214,0.047,1.275,0.021,143.21672897358053,-50.41988866824225
1885,855.175,2364.63,16.776,0.013,1.01,0.025,0.128,0.048,1.305,0.017,143.21017402326936,-50.18548088152485
1886,1835.83,1993.79,16.915,0.016,1.39,0.032,,,1.663,0.019,143.02545803800422,-50.231070353383316
1887,2443.47,141.179,17.203,0.02,2.105,0.099,,,2.252,0.026,142.9119951710518,-50.45528100578871
1888,3601.93,3589.63,16.787,0.015,1.215,0.028,,,1.409,0.018,142.69154022716148,-50.03885706181358
1889,2246.83,2222.92,17.351,0.021,1.729,0.046,,,2.134,0.022,142.9476251601027,-50.20361774862823
1890,2297.29,407.552,16.725,0.017,1.173,0.03,0.214,0.056,1.248,0.023,142.93953210076293,-50.42301843243581
1891,498.97,2409.04,17.492,0.017,2.069,0.062,,,2.488,0.019,143.27733366801507,-50.179751741438594
1892,2215.37,1923.78,16.746,0.013,1.116,0.023,0.323,0.053,1.308,0.017,142.9538146297541,-50.2397469855323
1893,2473.96,1986.98,16.759,0.015,1.181,0.027,0.359,0.06,1.359,0.017,142.90490946785653,-50.2322308265114
1894,74.768,4008.86,16.834,0.015,1.256,0.03,0.524,0.085,1.649,0.024,143.35440430895542,-49.98600586232731
1895,2964.07,3403.52,17.463,0.022,1.82,0.054,,,2.265,0.023,142.81164007820547,-50.061248274742496
1897,2133.2,1366.35,16.784,0.013,1.15,0.025,0.476,0.063,1.377,0.015,142.96982613026316,-50.30706227450905
1898,463.588,2871.65,16.935,0.014,1.057,0.03,1.173,0.106,1.742,0.02,143.2832349593695,-50.123824674940984
1899,1852.31,2132.81,16.815,0.013,1.224,0.026,0.398,0.063,1.459,0.016,143.0222044628006,-50.21428322518976
1900,2137.81,2099.15,17.455,0.024,1.767,0.058,,,2.18,0.025,142.96831681333128,-50.21851642432619
1901,2430.68,3992.88,16.762,0.014,1.124,0.028,0.42,0.053,1.337,0.017,142.91160634655458,-49.98987051841652
1902,3510.98,2401.07,16.716,0.015,1.074,0.025,0.333,0.053,1.237,0.017,142.70891292584844,-50.182453291419215
1903,1255.86,1388.65,16.902,0.017,1.253,0.032,0.343,0.07,1.591,0.019,143.13580817882098,-50.303765942228104
1904,1974.6,3358.03,16.739,0.014,1.064,0.025,0.435,0.066,1.234,0.018,142.9979402967707,-50.066330659616604
1905,359.291,3872.88,16.862,0.014,1.265,0.029,1.004,0.08,1.687,0.021,143.30116045178562,-50.00276263467749
1906,885.969,1384.37,16.762,0.018,0.981,0.028,0.401,0.049,1.266,0.022,143.20580307813773,-50.303952442214914
1907,4060.07,3398.63,16.743,0.015,1.054,0.026,0.491,0.062,1.248,0.018,142.60533800993122,-50.06191479693598
1908,1402.59,2316.32,16.875,0.016,1.473,0.031,0.632,0.1,1.583,0.017,143.10691089968861,-50.1917940528716
1909,1929.76,2211.82,17.515,0.027,1.73,0.06,,,2.23,0.028,143.00750108469023,-50.204784454320794
1910,953.502,917.98,16.769,0.017,0.999,0.028,0.356,0.051,1.268,0.021,143.1936930148797,-50.36037503332526
1911,647.864,4036.92,16.812,0.016,1.184,0.028,0.735,0.082,1.489,0.021,143.2466386099147,-49.98325776449091
1912,3630.81,3568.71,17.348,0.021,1.804,0.051,1.657,0.455,2.191,0.023,142.6861101741223,-50.04138536069198
1913,3078.77,1194.22,16.958,0.016,1.286,0.042,0.687,0.096,1.724,0.02,142.79098213899925,-50.32822438231599
1914,2578.61,2103.0,16.757,0.013,1.12,0.025,0.233,0.052,1.291,0.017,142.88506267043397,-50.21825427500401
1915,1492.53,1558.44,16.827,0.013,1.232,0.025,0.332,0.067,1.485,0.017,143.09082753356424,-50.2834365881505
1916,983.587,1084.57,16.749,0.018,1.139,0.029,0.299,0.056,1.311,0.021,143.18775754531399,-50.34027173255546
1917,505.176,1257.99,16.786,0.018,1.028,0.029,0.314,0.055,1.331,0.021,143.27806468279687,-50.318835438372275
1918,2764.13,3953.56,16.814,0.014,0.899,0.027,0.446,0.062,1.278,0.018,142.8489556158669,-49.99474432724597
1919,3901.82,1853.88,16.818,0.015,1.185,0.027,0.404,0.065,1.447,0.018,142.63517162294357,-50.24857741163475
1920,585.23,1802.62,16.792,0.016,1.023,0.029,0.239,0.054,1.296,0.02,143.26203399295238,-50.253112378769444
1921,3366.43,2646.55,16.825,0.015,1.068,0.027,,,1.381,0.02,142.73612118960986,-50.15277843454001
1922,203.331,3137.08,16.822,0.018,1.186,0.031,0.46,0.08,1.476,0.023,143.3318163571817,-50.09146472966003
1923,854.452,3869.99,17.675,0.026,0.764,0.064,,,2.465,0.028,143.20806140905498,-50.00362542304481
1925,869.113,1829.97,16.894,0.014,1.106,0.025,0.536,0.147,1.523,0.016,143.20833454955533,-50.250093567173856
1926,1351.54,1470.05,17.786,0.025,1.919,0.078,,,2.589,0.026,143.1176030466563,-50.29400787561097
1927,1129.29,3507.75,17.819,0.027,2.121,0.098,,,2.602,0.028,143.15687983650128,-50.047632305112
1928,3715.7,1610.86,17.426,0.021,1.929,0.06,,,2.204,0.022,142.67037061474025,-50.27794891012604
1929,355.143,4077.69,16.834,0.017,1.098,0.028,0.335,0.06,1.484,0.026,143.3015841638609,-49.9780195710618
1930,2667.81,1868.55,16.907,0.015,1.259,0.035,0.442,0.082,1.556,0.018,142.86836090729045,-50.24661688977842
1931,215.21,264.918,16.858,0.015,1.032,0.028,0.541,0.059,1.456,0.021,143.33472181973053,-50.438514036033176
1932,3526.12,2568.96,17.621,0.022,1.858,0.076,,,2.372,0.023,142.70602074086426,-50.16216846265142
1933,1545.66,221.587,16.834,0.016,1.214,0.034,,,1.42,0.022,143.08231291717564,-50.44503202597732
1934,2030.81,1905.09,17.543,0.023,1.821,0.06,,,2.282,0.023,142.98870455668862,-50.241905670117816
1935,2364.83,1382.63,16.818,0.013,1.15,0.026,,,1.34,0.019,142.9259854976818,-50.30521088690643
1936,2132.93,1852.15,17.407,0.038,3.695,0.495,,,2.153,0.038,142.96945418946575,-50.2483591277015
1937,94.724,3524.5,16.857,0.016,1.231,0.031,1.024,0.097,1.585,0.023,143.35155550658672,-50.04453571589288
1939,485.515,1309.49,16.831,0.017,1.045,0.029,,,1.361,0.02,143.2817007303707,-50.31259101757668
1940,2780.19,3970.26,16.845,0.014,1.095,0.027,0.254,0.057,1.412,0.018,142.84592713810093,-49.99273202782702
1941,134.76,2654.62,17.357,0.022,1.715,0.046,,,2.362,0.025,143.34562044286244,-50.14966712390882
1942,1253.25,2783.08,18.095,0.032,1.184,0.074,,,2.893,0.033,143.13449516681325,-50.135281535769934
1943,1309.79,2849.47,16.845,0.012,1.241,0.025,0.352,0.066,1.44,0.015,143.12375031221626,-50.1273070053368
1944,3115.8,620.22,17.651,0.023,2.283,0.106,,,2.534,0.025,142.78419920945194,-50.39760319193427
1945,467.425,603.94,16.817,0.017,0.969,0.029,0.457,0.054,1.274,0.022,143.2862988979676,-50.39783112901914
1946,2550.7,3656.16,16.849,0.014,1.007,0.024,2.976,0.468,1.372,0.017,142.8892787746904,-50.03059523167953
1947,1833.9,2046.43,17.888,0.023,2.417,0.134,,,2.654,0.024,143.02576911827884,-50.22470868506282
1948,751.445,1449.8,17.444,0.022,1.882,0.057,,,2.235,0.023,143.2311572135994,-50.29591462121048
1949,1539.15,696.478,17.612,0.034,-0.151,0.045,,,,,143.08300338182113,-50.38763394349943
1950,108.397,3779.03,16.822,0.016,1.19,0.028,0.623,0.075,1.431,0.023,143.34851004322738,-50.01380709757163
1951,2324.51,362.361,16.826,0.017,0.985,0.028,,,1.131,0.026,142.93440393989707,-50.42849342773286
1952,17.289,708.46,16.871,0.017,0.87,0.029,,,1.233,0.025,143.37144655286323,-50.38467175349248
1953,1387.49,3388.34,17.772,0.028,1.963,0.101,,,2.479,0.029,143.10843552078293,-50.06226930884141
1954,2067.28,1147.76,17.024,0.015,1.463,0.033,0.179,0.087,1.776,0.018,142.98249606475537,-50.33344124922732
1955,1444.66,3996.12,16.869,0.017,1.224,0.03,0.384,0.069,1.526,0.021,143.09693458374733,-49.98889512127159
1956,432.201,1687.53,17.371,0.021,1.957,0.06,,,2.2,0.024,143.291153626259,-50.266853157860204
1957,2314.73,2727.66,18.051,0.034,1.802,0.098,,,2.731,0.034,142.9344066876965,-50.142666476556705
1958,4035.92,2954.31,16.851,0.016,1.122,0.028,0.558,0.07,1.417,0.018,142.60987015157517,-50.115599564356614
1959,649.063,1501.18,16.939,0.016,1.221,0.029,,,1.613,0.019,143.25044535549347,-50.28960203057988
1960,275.155,3888.2,17.276,0.02,1.742,0.05,,,2.333,0.025,143.31695318965993,-50.000816727949825
1961,3716.06,2382.29,17.012,0.013,1.346,0.031,,,1.704,0.016,142.67021417638588,-50.18473067908471
1962,1389.24,195.992,17.65,0.03,1.885,0.124,,,2.438,0.032,143.11202805106444,-50.448005456101825
1963,1415.4,138.398,16.836,0.018,1.227,0.031,0.207,0.123,1.435,0.024,143.10713270136625,-50.454986919097585
1964,4050.36,2676.37,16.931,0.016,1.325,0.033,0.375,0.078,1.592,0.019,142.6071378940157,-50.149180164277766
1965,2414.25,3058.73,16.891,0.013,1.257,0.028,0.415,0.064,1.516,0.016,142.91539427868474,-50.10271323052154
1966,1523.37,2286.62,17.527,0.024,1.744,0.058,,,2.213,0.025,143.0841463284153,-50.195474117949104
1967,2372.97,1520.04,16.784,0.015,1.057,0.049,0.318,0.063,1.204,0.019,142.92434164884352,-50.28860977087115
1968,58.877,3758.28,16.889,0.016,1.062,0.028,,,1.461,0.026,143.35786252703835,-50.01625342729689
1969,2095.04,1039.52,17.079,0.016,1.484,0.037,,,1.826,0.019,142.9773363008868,-50.346537192359385
1970,3759.25,639.213,16.914,0.019,1.242,0.034,0.693,0.088,1.547,0.022,142.6622211185971,-50.39537646883182
1971,2727.15,133.664,17.531,0.025,1.644,0.056,,,2.546,0.028,142.85815651261245,-50.45630105920945
1972,1381.05,1378.02,17.616,0.024,1.922,0.07,,,2.362,0.025,143.11213373915146,-50.305152019600506
1973,1227.52,189.909,16.884,0.02,1.459,0.033,0.626,0.096,1.654,0.024,143.14272784295795,-50.448607996553115
1974,999.256,1873.73,16.893,0.016,1.209,0.027,0.418,0.074,1.503,0.018,143.18367509990938,-50.24492814968883
1975,1099.27,3165.97,17.037,0.016,1.522,0.033,,,1.789,0.019,143.1630005830934,-50.0888939199274
1976,2907.05,3333.56,16.871,0.018,1.142,0.027,0.296,0.062,1.463,0.02,142.82240907715772,-50.069685212633615
1977,2728.85,1521.62,17.228,0.025,1.861,0.051,,,2.01,0.027,142.85702919605282,-50.28856082287343
1978,3334.96,2153.55,17.871,0.03,2.028,0.108,,,2.527,0.03,142.74220420180853,-50.212343261480996
1979,3336.63,3574.83,17.526,0.02,1.815,0.052,,,2.334,0.021,142.74145903672542,-50.04062312520259
1980,275.282,151.73,17.577,0.024,2.214,0.084,,,2.629,0.028,143.3235209121936,-50.452263873122845
1981,239.065,43.262,16.884,0.014,0.898,0.025,0.44,0.05,1.193,0.024,143.33058715557277,-50.46533045648878
1982,2061.11,4034.39,16.798,0.014,1.098,0.026,0.372,0.061,1.223,0.018,142.98103163085102,-49.98467549582441
1983,2308.62,3935.77,16.856,0.012,0.967,0.023,,,1.247,0.016,142.9345942145592,-49.99671451938653
1984,1288.0,653.267,16.875,0.015,1.219,0.029,,,1.457,0.02,143.13066211956195,-50.39265943374296
1985,95.68,3310.42,16.878,0.015,0.925,0.026,0.433,0.054,1.194,0.025,143.35177374693654,-50.07039686416863
1986,2629.27,492.814,17.399,0.025,1.861,0.057,,,2.237,0.028,142.8765105231436,-50.41285747833846
1987,2243.77,278.264,16.85,0.016,1.156,0.031,0.35,0.071,1.356,0.024,142.94978816121863,-50.43861766599955
1988,1943.72,3503.28,16.849,0.012,1.032,0.025,0.219,0.109,1.226,0.018,143.00361241103553,-50.048765676134394
1989,2513.57,2199.7,16.869,0.015,1.162,0.028,0.444,0.067,1.418,0.018,142.89727931115803,-50.206544151017106
1990,1459.04,1814.95,16.871,0.015,1.27,0.029,0.691,0.097,1.444,0.018,143.09685513060973,-50.252416262112035
1991,2021.22,877.591,16.997,0.016,1.448,0.033,0.36,0.092,1.763,0.02,142.99146490002673,-50.36606437005083
1993,1650.51,2543.28,16.836,0.018,1.229,0.029,0.416,0.076,1.39,0.02,143.05986053864777,-50.16455538255142
1994,3115.86,3282.4,17.5,0.019,1.826,0.057,,,2.299,0.021,142.78311775560667,-50.07591537035953
1995,1610.44,402.832,17.166,0.022,1.367,0.068,,,1.849,0.025,143.06981800289753,-50.42317429961123
1997,2835.11,2374.45,17.008,0.03,1.206,0.046,0.529,0.077,1.767,0.034,142.83647375424175,-50.18554330320357
1998,774.894,1862.81,17.744,0.024,2.132,0.084,,,2.436,0.025,143.22609231798538,-50.246033729473176
1999,2703.95,1533.08,17.392,0.019,1.961,0.054,,,2.223,0.022,142.86173192624977,-50.287167417067614
2000,1451.11,3902.57,16.93,0.015,1.13,0.029,2.141,0.587,1.509,0.019,143.09583577815243,-50.00020015473818
2001,1712.22,2729.88,17.897,0.029,1.926,0.092,,,2.514,0.029,143.04801710251107,-50.14205310066955
2002,3381.8,417.36,17.645,0.027,1.869,0.075,,,2.383,0.028,142.73382788675633,-50.42216671157913
2003,2465.58,3509.84,16.906,0.016,1.235,0.034,0.361,0.079,1.467,0.018,142.90539739693034,-50.048236942408764
2004,3025.86,2722.58,17.168,0.019,1.533,0.082,,,1.803,0.021,142.80031732931303,-50.14353160667518
2005,1257.66,2668.72,17.018,0.017,1.344,0.033,0.466,0.08,1.644,0.019,143.13381213227598,-50.14910143484321
2006,2256.42,3858.42,16.848,0.017,1.052,0.028,0.203,0.061,1.326,0.019,142.94447102123894,-50.00603327868318
2007,2306.66,222.256,16.849,0.018,1.265,0.034,0.244,0.06,1.46,0.026,142.93789910559286,-50.4454182043098
2008,3026.69,1930.08,16.831,0.015,1.007,0.025,0.402,0.061,1.223,0.019,142.8005152972228,-50.23928887317757
2009,2003.4,1376.39,16.881,0.015,1.194,0.028,,,1.414,0.017,142.99437728410942,-50.305776221445214
2010,240.825,3716.38,16.939,0.013,1.022,0.029,0.303,0.06,1.491,0.023,143.32371602803943,-50.02153120137357
2011,2400.82,3976.65,16.842,0.014,1.126,0.026,0.368,0.06,1.328,0.018,142.91723104478493,-49.99181812801252
2012,1713.51,3574.26,17.421,0.022,1.81,0.055,0.296,0.164,2.106,0.023,143.04685982889396,-50.040045933333474
2013,2626.51,3999.94,16.891,0.016,1.214,0.03,0.559,0.081,1.454,0.019,142.87479436397382,-49.989095023450666
2014,770.479,325.858,16.977,0.021,1.383,0.036,,,1.698,0.025,143.22926343057742,-50.431755671103815
2015,195.567,1896.86,16.86,0.015,0.985,0.027,0.371,0.052,1.227,0.022,143.33551849783478,-50.24128969324513
2016,3006.77,2348.73,17.766,0.028,2.064,0.083,,,2.426,0.028,142.80408829405445,-50.18869759283123
2017,1463.67,3857.54,16.941,0.016,1.296,0.03,0.363,0.075,1.578,0.019,143.09352878027642,-50.005648968786005
2018,856.81,116.167,17.677,0.031,2.072,0.08,,,2.502,0.033,143.2131931135542,-50.45718326330555
2019,2851.6,2457.08,16.842,0.015,1.104,0.027,,,1.284,0.019,142.8333176591305,-50.17556429563223
2020,1152.43,4087.26,16.928,0.015,1.262,0.031,0.239,0.073,1.567,0.021,143.15173918572515,-49.97765087069665
2021,671.733,481.779,16.888,0.02,1.313,0.035,0.795,0.093,1.536,0.025,143.24775442226837,-50.41281190971365
2022,3991.36,1055.02,16.905,0.016,1.096,0.03,0.523,0.071,1.431,0.02,142.6182342107058,-50.345112855641226
2023,1994.18,3800.73,16.897,0.037,1.136,0.047,0.33,0.065,1.483,0.037,142.9938331374,-50.01286302488825
2024,1601.25,34.101,16.87,0.021,1.126,0.038,0.384,0.128,1.352,0.027,143.0719727240551,-50.46773259793519
2025,158.18,4044.52,17.01,0.016,1.332,0.034,,,1.816,0.023,143.33866039932894,-49.98179880574555
2026,2934.91,611.526,16.934,0.016,1.534,0.033,0.642,0.114,1.677,0.021,142.81849454980903,-50.39860968711281
2027,1830.03,3557.92,17.598,0.025,1.89,0.074,,,2.291,0.027,143.0249520529927,-50.04209552812751
2028,2139.43,2227.03,16.915,0.018,1.139,0.031,0.347,0.061,1.461,0.02,142.9678994038829,-50.20306581677075
2029,1247.33,2035.05,17.8,0.028,1.946,0.086,,,2.519,0.029,143.13658441204137,-50.22565313297032
2030,1865.51,2384.78,16.88,0.017,1.13,0.028,0.53,0.07,1.411,0.02,143.01945877409918,-50.18384725104625
2031,1951.03,3949.11,16.91,0.014,0.963,0.027,0.392,0.061,1.361,0.018,143.00180310733035,-49.994914166527714
2032,3854.45,2647.82,16.916,0.016,1.243,0.027,0.463,0.078,1.51,0.019,142.6440835608908,-50.15264439076661
2033,1386.07,1015.41,16.929,0.018,1.276,0.031,0.308,0.069,1.536,0.021,143.1116284187481,-50.34897439509642
2034,3819.67,3392.79,16.885,0.013,1.067,0.031,0.466,0.064,1.334,0.017,142.65058919090674,-50.062638086720064
2035,734.054,2515.1,16.998,0.018,1.416,0.034,0.554,0.098,1.646,0.02,143.23280260298353,-50.16718272677814
2036,840.342,1060.3,16.894,0.019,1.077,0.032,0.345,0.057,1.412,0.023,143.21491864857214,-50.34306868488468
2037,45.23,1406.79,16.877,0.015,0.853,0.029,0.566,0.061,1.127,0.022,143.3648460867687,-50.3003217544027
2038,1242.11,1289.77,16.914,0.015,1.137,0.028,0.281,0.063,1.434,0.017,143.13853800193428,-50.315702977295786
2039,3323.34,1933.47,16.924,0.015,1.236,0.03,0.541,0.09,1.491,0.019,142.7444651437149,-50.238935170709944
2040,2647.73,760.586,16.842,0.015,1.149,0.028,0.23,0.054,1.265,0.021,142.87284462029268,-50.38050205887116
2041,3823.14,3016.64,17.008,0.015,1.33,0.032,,,1.624,0.018,142.6499629266974,-50.108083315532255
2042,1017.1,3833.34,16.96,0.017,1.318,0.034,0.546,0.099,1.62,0.022,143.17753150419296,-50.008203335108576
2043,662.563,3001.11,17.658,0.026,1.975,0.07,,,2.395,0.027,143.24552166567292,-50.1083952412194
2044,2514.7,2856.5,16.854,0.015,0.928,0.026,0.285,0.1,1.127,0.02,142.89661005825712,-50.12718799002879
2045,799.678,2065.5,16.894,0.013,1.058,0.026,0.307,0.062,1.338,0.017,143.2211018790985,-50.22156811330123
2046,263.032,1244.79,16.907,0.019,0.915,0.03,0.51,0.067,1.27,0.025,143.32392135634555,-50.32015828864642
2047,3797.71,2799.77,18.019,0.034,2.169,0.107,,,2.661,0.035,142.65477203731828,-50.13428677485133
2048,3439.07,2104.05,16.847,0.017,1.052,0.028,0.378,0.06,1.289,0.019,142.722557222672,-50.218336722336666
2049,3583.99,1774.71,16.954,0.017,1.147,0.03,0.525,0.075,1.494,0.019,142.69524686520182,-50.258144636760626
2050,1312.64,2829.87,17.165,0.019,1.484,0.04,,,1.814,0.021,143.12323799311628,-50.12967721903359
2051,513.242,3330.06,17.717,0.028,1.792,0.066,,,2.42,0.029,143.2731150058749,-50.06850083410495
2052,1456.32,2991.95,17.356,0.021,1.553,0.044,,,2.061,0.022,143.09595611244987,-50.110208551928686
2053,3911.82,1050.72,17.242,0.02,1.424,0.084,0.437,0.132,1.897,0.023,142.6332955238427,-50.34563784915745
2054,2061.23,2115.81,16.96,0.017,1.235,0.029,0.714,0.09,1.532,0.019,142.98276507712922,-50.216461527064666
2055,2713.77,1974.6,17.709,0.022,1.956,0.07,,,2.412,0.023,142.85961265831796,-50.233818462100544
2056,3159.05,3856.68,16.944,0.017,1.12,0.031,0.497,0.069,1.487,0.021,142.77476006515536,-50.0065464754332
2057,645.066,246.637,17.548,0.024,2.068,0.075,,,2.365,0.027,143.25318231997065,-50.4412019382961
2059,409.063,1735.56,16.897,0.015,1.11,0.027,0.488,0.065,1.372,0.02,143.29544690281944,-50.2610241126656
2060,557.704,2517.71,17.685,0.026,2.044,0.079,,,2.351,0.027,143.26607154748874,-50.166685631901785
2061,2613.6,3611.75,16.936,0.025,1.001,0.036,0.352,0.067,1.429,0.029,142.87747528164724,-50.03598393981913
2062,1578.62,1704.85,16.935,0.015,1.25,0.03,0.512,0.081,1.481,0.019,143.07437894633665,-50.26580869489699
2063,585.096,3223.74,17.049,0.016,1.393,0.034,0.606,0.114,1.771,0.021,143.2597585183828,-50.08142047781157
2064,1879.12,3772.5,16.886,0.013,0.999,0.024,0.318,0.058,1.22,0.017,143.01549883860628,-50.016204848007746
2065,1069.08,3476.15,17.0,0.027,1.237,0.041,,,1.694,0.032,143.16825528892807,-50.05139689296432
2066,3732.56,1807.44,16.964,0.016,1.203,0.031,,,1.508,0.02,142.66716199136738,-50.25419361550719
2067,2021.31,1082.98,17.012,0.015,1.397,0.033,,,1.627,0.018,142.9912588988398,-50.34124346101072
2068,2767.91,1645.05,17.675,0.025,2.066,0.085,,,2.384,0.027,142.8495715391471,-50.273658398053456
2069,3267.5,368.965,17.678,0.021,2.183,0.098,,,2.442,0.023,142.7555219424891,-50.42799932250947
2070,2503.7,1612.89,16.9,0.014,1.056,0.03,0.108,0.058,1.292,0.019,142.8995508117879,-50.27744682282317
2071,3435.32,3420.7,17.235,0.02,1.571,0.044,,,1.896,0.022,142.72293046863354,-50.05925447401933
2072,2366.92,2768.63,16.906,0.016,1.157,0.029,0.417,0.075,1.377,0.018,142.92453415024258,-50.1377407344053
