ID,x,y,V,eV,BV,eBV,UB,eUB,VI,eVI,ra,dec
4229,350.023,998.769,17.912,0.029,0.996,0.052,0.539,0.159,1.199,0.042,143.30787864768058,-50.349987070811686
4230,4085.92,1975.65,17.968,0.028,1.204,0.056,0.388,0.172,1.495,0.038,142.6003897353501,-50.23384697138884
4231,1934.35,81.676,18.307,0.032,1.74,0.119,,,2.038,0.039,143.0086853259714,-50.46220480233099
4232,528.453,774.642,18.007,0.021,1.091,0.057,,,1.495,0.038,143.2744494819048,-50.377268800494164
4233,737.107,1417.19,18.016,0.029,1.186,0.063,,,1.537,0.036,143.2339199550769,-50.29984065403705
4234,2169.03,3520.97,18.071,0.034,1.251,0.07,,,1.639,0.04,142.96119514715602,-50.04675368813356
4235,2044.53,2044.67,17.946,0.034,1.619,0.134,,,,,142.98598421406373,-50.225047903646384
4236,1912.84,1100.43,18.008,0.026,1.368,0.066,,,1.547,0.033,143.01178121666592,-50.33907004565099
4237,717.17,2285.33,18.133,0.03,1.348,0.072,,,1.754,0.036,143.23634549077917,-50.19492590439418
4239,550.674,1439.15,18.067,0.034,1.387,0.073,,,1.649,0.04,143.2691579627669,-50.29699390719374
4240,891.385,1856.59,18.045,0.025,1.168,0.055,,,1.602,0.033,143.20408598766423,-50.246898414233996
4241,1080.93,3082.66,18.082,0.031,1.444,0.078,,,1.684,0.038,143.16657057134282,-50.09894212149035
4242,2084.34,3983.04,17.994,0.03,1.291,0.062,,,1.528,0.037,142.97671256699326,-49.99089100498051
4243,2261.62,2890.5,18.222,0.031,1.444,0.088,,,1.863,0.036,142.9442882208134,-50.122967100052776
4244,710.273,3795.6,17.991,0.031,1.121,0.07,1.596,0.455,1.463,0.04,143.23528755500558,-50.012469964376756
4245,1888.21,144.599,18.037,0.031,1.374,0.072,,,1.602,0.038,143.01738278552386,-50.45457113507463
4246,2416.28,3447.95,18.01,0.026,1.169,0.067,,,1.501,0.035,142.91472134816314,-50.05569257921351
4247,21.988,257.515,18.103,0.052,1.181,0.08,,,1.728,0.058,143.37140137265666,-50.439173484686144
4249,414.571,671.661,18.034,0.029,1.348,0.082,,,1.583,0.039,143.29620543171416,-50.389588669922404
4251,221.194,593.854,18.267,0.038,1.898,0.127,,,1.951,0.044,143.33300109532448,-50.39876919642513
4252,623.513,487.411,17.926,0.036,1.13,0.063,0.439,0.148,1.37,0.044,143.25689049600555,-50.41208114708129
4254,2036.49,1915.77,18.061,0.04,1.144,0.063,,,1.657,0.047,142.98762144775688,-50.240618422283575
4255,2207.36,2256.68,18.49,0.036,-0.393,0.057,,,1.643,0.046,142.95504900693592,-50.199518746674826
4256,2424.08,3032.58,18.367,0.03,-0.115,0.058,,,1.759,0.038,142.91356164384158,-50.10587678555799
4258,531.125,1619.71,18.017,0.03,1.4,0.066,,,1.555,0.036,143.27256073257158,-50.27515558974679
4260,433.651,1779.15,18.108,0.032,1.635,0.133,,,1.678,0.039,143.29072497449198,-50.25578453071616
4262,356.092,769.309,17.999,0.028,1.271,0.066,,,1.504,0.038,143.307123254382,-50.37772248601649
4263,3573.42,213.235,18.299,0.036,1.539,0.101,,,1.936,0.041,142.69751957058924,-50.44685693783509
4264,3640.39,1406.05,18.073,0.033,1.324,0.07,,,1.638,0.039,142.68464117269338,-50.30269784905277
4266,1562.96,840.47,18.209,0.037,1.413,0.086,,,1.806,0.042,143.07832647470389,-50.37025002473536
4267,2828.68,1109.02,18.007,0.028,1.335,0.06,,,1.555,0.036,142.83836831282937,-50.33845423475532
4268,1383.4,2581.53,17.968,0.029,1.305,0.061,,,1.469,0.039,143.11020557626657,-50.15973656710749
4270,1654.46,2684.2,18.05,0.033,1.224,0.063,,,1.606,0.04,143.05895933556207,-50.147532512246585
4271,2045.71,2107.49,17.999,0.026,1.332,0.056,,,1.538,0.034,142.98570378866478,-50.21745809136469
4272,1248.72,3260.39,18.141,0.033,1.405,0.086,,,1.739,0.04,143.13472667626024,-50.07761473997492
4273,1503.18,1176.76,18.909,0.047,2.344,0.262,,,2.57,0.049,143.08926025147247,-50.32956648469713
4274,1191.88,720.466,17.925,0.035,1.393,0.126,,,1.306,0.044,143.14879475608603,-50.3844576071917
4277,197.007,1726.86,18.126,0.025,1.323,0.065,,,1.729,0.032,143.33555240809446,-50.26183167419647
4278,1748.59,2841.89,18.145,0.034,1.593,0.183,,,1.709,0.041,143.04103984868385,-50.12854489466771
4279,2068.16,2061.52,17.985,0.029,1.223,0.059,,,1.465,0.037,142.98150542571625,-50.223025199652355
4280,875.995,703.888,17.942,0.028,1.34,0.063,,,1.4,0.04,143.20869025889868,-50.38617374360767
4283,2012.89,1824.39,17.987,0.03,1.297,0.06,,,1.504,0.038,142.99216578050527,-50.251646581386076
4284,3336.31,2565.52,18.09,0.036,1.309,0.073,,,1.637,0.041,142.74182606205753,-50.162565123854016
4285,3396.54,185.389,18.036,0.028,1.185,0.06,,,1.547,0.036,142.73109163352555,-50.450206203235176
4286,841.409,1613.23,18.031,0.027,1.501,0.082,,,1.559,0.035,143.2138938096834,-50.27625550578505
4287,29.844,1566.69,18.123,0.029,1.071,0.063,,,1.727,0.039,143.36745700138528,-50.2809819404046
4288,1148.26,2147.61,18.089,0.035,1.4,0.073,-0.33,0.275,1.654,0.04,143.15514755511103,-50.21196904852094
4289,1062.47,932.359,17.999,0.029,1.09,0.1,,,1.392,0.04,143.17303025985714,-50.358737347689654
4291,2901.59,3879.89,18.015,0.029,1.083,0.056,,,1.486,0.039,142.82315507951535,-50.00368400329851
4292,2286.32,2299.61,18.002,0.032,1.32,0.072,,,1.485,0.038,142.9401077215615,-50.19437091572456
4294,741.905,690.878,18.11,0.039,1.243,0.077,,,1.722,0.048,143.23412616596326,-50.38761393468767
4298,1076.9,2964.02,18.091,0.031,1.43,0.122,,,1.585,0.037,143.16749435734468,-50.11327116918814
4299,2151.29,2140.77,18.068,0.03,1.373,0.128,,,1.558,0.038,142.96573487388864,-50.213494704008056
4300,2638.92,796.567,17.995,0.028,1.172,0.059,0.248,0.155,1.472,0.039,142.87449175659125,-50.37615030003006
4301,3576.91,491.206,18.025,0.033,1.136,0.066,,,1.503,0.041,142.696810072311,-50.413259627268495
4302,2141.59,1856.86,18.14,0.025,1.271,0.061,,,1.752,0.032,142.96781349209843,-50.2477946404948
4303,2811.55,3674.47,18.521,0.038,1.524,0.122,0.7,0.449,2.144,0.041,142.84019841747028,-50.028473436351035
4304,1487.15,3568.02,18.666,0.04,1.552,0.236,,,2.324,0.043,143.0894598187152,-50.04063969700779
4307,3013.2,1505.98,17.962,0.032,1.331,0.059,,,1.465,0.04,142.8032547746216,-50.29053385146416
4309,1820.85,2579.0,18.051,0.028,1.073,0.053,,,1.54,0.035,143.0276881694675,-50.160353255473034
4311,2047.92,2121.88,17.985,0.028,1.419,0.072,,,1.465,0.038,142.98527323442835,-50.21572061927701
4312,1553.66,132.601,18.289,0.028,1.602,0.092,,,2.008,0.034,143.0808960745063,-50.45579285666573
4313,1811.79,3726.1,18.014,0.027,1.06,0.058,,,1.439,0.035,143.0282095632212,-50.021767850211184
4314,192.431,2846.08,17.989,0.036,1.335,0.061,,,1.552,0.044,143.3343965867744,-50.12660585979716
4315,2082.3,2046.21,17.967,0.031,1.446,0.077,,,1.428,0.04,142.97884834545107,-50.22488295341116
4316,619.259,2726.89,18.012,0.029,1.276,0.062,,,1.505,0.037,143.25412218680995,-50.141478677656806
4318,648.208,2996.07,18.023,0.033,1.422,0.07,,,1.574,0.041,143.2482348040781,-50.10898938534879
4319,1616.44,479.02,18.094,0.028,1.548,0.167,,,1.613,0.037,143.06859531068747,-50.413970802518534
4320,2594.41,2616.63,18.03,0.036,1.196,0.066,,,1.513,0.041,142.8817423666114,-50.15620023233812
4321,21.851,3183.04,18.091,0.033,1.183,0.07,,,1.626,0.041,143.36591700198835,-50.08569388977268
4322,4028.45,2900.83,18.015,0.03,1.226,0.074,,,1.472,0.04,142.6112762843069,-50.12206194487789
4323,275.217,1941.74,18.547,0.047,1.926,0.155,,,2.158,0.05,143.3203873946519,-50.235960379800204
4325,2927.2,60.612,18.265,0.036,1.637,0.109,,,1.92,0.043,142.82022130173303,-50.465193391297014
4326,2434.98,274.318,17.976,0.029,1.236,0.063,,,1.412,0.039,142.913511224453,-50.43918549469069
4327,4088.24,3269.63,18.009,0.031,1.428,0.122,,,1.629,0.125,142.60002851716004,-50.07749671914868
4328,3525.1,2707.41,17.993,0.035,1.518,0.128,-0.057,0.193,1.443,0.043,142.70618400000188,-50.14544005426808
4329,1680.28,3796.74,18.185,0.031,1.156,0.073,0.599,0.234,1.794,0.038,143.05286726683855,-50.0131482628585
4330,2913.18,3559.96,18.092,0.028,1.362,0.064,0.062,0.176,1.684,0.036,142.82113965410954,-50.04233582291984
4331,403.812,672.619,18.007,0.036,1.022,0.057,,,1.425,0.044,143.29824331145156,-50.389460866255426
4332,2206.29,4010.53,18.1,0.032,1.138,0.107,,,1.571,0.039,142.95376703631658,-49.9876341189125
4333,3920.49,2039.58,18.221,0.039,1.167,0.085,,,1.779,0.045,142.63164051052135,-50.22613634591073
4334,1592.62,2938.46,18.374,0.038,1.905,0.127,,,2.0,0.042,143.070332332415,-50.11677091344542
4335,3858.96,2069.52,18.123,0.035,1.05,0.08,,,1.624,0.043,142.64326108415204,-50.222521580544495
4336,3460.63,2411.0,18.035,0.028,1.413,0.133,0.166,0.23,1.481,0.035,142.71841221176948,-50.18124929629046
4337,3074.43,639.757,18.073,0.032,1.28,0.075,,,1.574,0.038,142.79203360414633,-50.39523279830769
4338,2786.29,4071.92,18.013,0.032,1.087,0.059,,,1.444,0.038,142.8447221785441,-49.98045363056859
4339,214.129,1293.13,18.394,0.039,1.671,0.113,,,2.049,0.044,143.33309170277485,-50.314259777691184
4340,1691.52,34.342,18.077,0.033,1.395,0.072,,,1.625,0.04,143.05483384153482,-50.46776738532606
4342,2961.77,2638.23,18.065,0.026,1.373,0.064,,,1.596,0.033,142.81244280132415,-50.153707253890474
4343,2649.62,1313.05,18.01,0.032,1.272,0.061,,,1.5,0.039,142.87214439404042,-50.313737232572755
4344,1808.74,3948.8,18.158,0.031,1.519,0.076,,,1.748,0.036,143.02855128056862,-49.9948645569612
4345,426.002,3515.78,18.845,0.048,1.518,0.15,,,2.571,0.052,143.28922520797028,-50.04597162060428
4347,2768.46,1144.76,18.074,0.031,1.453,0.082,,,1.61,0.039,142.84975003753505,-50.33411591895996
4348,3087.28,2856.9,18.135,0.029,1.47,0.089,,,1.698,0.036,142.78867929553795,-50.12731670241432
4349,2719.6,2516.33,18.027,0.034,1.157,0.074,,,1.461,0.039,142.8581894881381,-50.16836368743784
4350,1871.49,2081.92,18.084,0.027,1.393,0.069,0.583,0.22,1.638,0.035,143.01863314762218,-50.220444156759946
4351,3079.93,1398.18,18.178,0.033,1.394,0.086,,,1.779,0.04,142.79067798294676,-50.303576522462734
4352,1086.14,3524.52,18.175,0.048,3.687,0.427,-0.954,0.689,1.728,0.051,143.16497734517125,-50.04556889035277
4354,2849.13,2346.83,18.14,0.036,1.425,0.077,,,1.682,0.041,142.83384247793762,-50.1888847372685
4357,2148.58,3618.79,18.01,0.03,1.153,0.065,,,1.433,0.039,142.96495775350454,-50.034926116005195
4359,2510.93,3082.3,18.193,0.033,1.407,0.083,1.411,0.568,1.738,0.037,142.89716288122895,-50.09990639072807
4361,3654.7,1027.04,18.247,0.048,1.444,0.095,,,2.114,0.062,142.68198641545573,-50.34850240726412
4362,2080.37,3316.8,17.968,0.024,1.266,0.052,,,1.371,0.034,142.97806509068866,-50.07137130354232
4363,325.359,2250.19,18.334,0.036,1.751,0.116,,,1.989,0.043,143.310375946657,-50.198750851912266
4364,385.536,2703.63,17.929,0.028,2.2,0.085,,,1.44,0.037,143.29823677736624,-50.14403683637675
4366,1822.77,1026.21,18.14,0.036,1.185,0.075,,,1.651,0.041,143.02891107788102,-50.347982580905416
4367,3240.52,2787.78,18.152,0.038,0.978,0.068,,,1.662,0.045,142.7598182291267,-50.13569666845774
4370,2850.61,1139.98,18.001,0.032,1.308,0.07,0.182,0.146,1.478,0.041,142.83419996628638,-50.334719400265215
4372,3506.96,3001.06,18.127,0.026,1.248,0.07,,,1.663,0.034,142.70953976770824,-50.10995941703453
4373,939.573,491.241,18.094,0.033,1.343,0.069,,,1.653,0.04,143.1969447954504,-50.41193271569418
4374,1727.12,1990.4,18.147,0.033,1.589,0.079,,,1.692,0.037,143.04599906850845,-50.23140888952982
4375,1508.62,1665.42,18.071,0.032,1.206,0.064,,,1.558,0.038,143.08765925857432,-50.270521738886465
4376,2519.65,1400.16,17.978,0.032,1.276,0.064,,,1.455,0.058,142.89668037309886,-50.30315998711844
4377,760.535,1988.9,18.922,0.049,1.115,0.1,,,2.52,0.05,143.2286129841526,-50.23078455292978
4380,1063.55,3087.35,18.027,0.024,1.168,0.053,0.527,0.197,1.481,0.035,143.1698384639744,-50.09836014679479
4381,3837.88,557.861,18.639,0.071,1.397,0.145,,,2.22,0.073,142.64732020830655,-50.40520790365011
4383,2565.34,2913.55,18.045,0.028,1.301,0.073,,,1.506,0.037,142.8870260387722,-50.12031545517371
4384,67.784,1565.73,18.058,0.032,1.207,0.07,,,1.523,0.039,143.3602829749264,-50.28114477716743
4385,3133.74,2942.53,17.972,0.025,1.062,0.053,,,1.242,0.037,142.77988750728397,-50.11698050352904
4386,2190.45,1502.1,17.94,0.03,1.305,0.058,0.154,0.147,1.358,0.038,142.95887913029952,-50.29068840467528
4387,1619.7,1907.14,18.079,0.029,1.179,0.063,0.4,0.176,1.562,0.035,143.0663862076701,-50.24139502859546
4388,3708.72,3341.38,18.005,0.025,1.223,0.065,0.121,0.126,1.412,0.035,142.67148042548249,-50.06885078848694
4389,1416.56,3096.52,18.141,0.036,1.254,0.074,,,1.651,0.041,143.10332060763423,-50.09754518691905
4390,593.252,2473.92,18.036,0.027,1.109,0.054,,,1.47,0.037,143.2594352016235,-50.1720135858486
4392,4108.63,2836.51,17.97,0.027,1.426,0.07,,,,,142.59616050521046,-50.12982419577797
4394,4068.44,3712.87,18.061,0.026,1.113,0.059,,,1.498,0.034,142.6037762336677,-50.02394988694263
4395,2017.11,1172.47,18.11,0.028,1.251,0.064,,,1.613,0.034,142.99197158796468,-50.33042653288872
4398,614.261,1506.98,18.025,0.033,1.25,0.062,,,1.505,0.042,143.2570193454207,-50.28886500031458
4399,2513.37,2989.27,18.317,0.036,1.759,0.118,,,1.883,0.041,142.896768161414,-50.111146705935205
4401,600.707,1849.06,18.018,0.045,3.647,0.37,,,1.495,0.05,143.2590339267705,-50.24751746049806
4402,2329.79,708.582,18.06,0.031,1.295,0.07,,,1.553,0.04,142.93313608505844,-50.386652398818406
4404,4048.43,3535.62,18.063,0.026,1.261,0.06,,,1.552,0.035,142.60753375692295,-50.04536586795726
4405,1178.46,3303.21,18.014,0.027,1.215,0.056,,,1.438,0.035,143.14790038138062,-50.07238308802298
4406,4099.89,3027.87,17.984,0.03,1.37,0.073,,,,,142.59782004625004,-50.106704559302386
4407,3359.72,4038.34,18.374,0.04,1.343,0.083,,,1.982,0.045,142.7369765875717,-49.98463203514565
4408,2034.32,99.755,18.074,0.036,1.242,0.072,,,1.581,0.046,142.98969116591624,-50.460079167606466
4410,1458.6,3456.61,18.129,0.031,1.477,0.076,,,1.649,0.036,143.09496646729045,-50.05407668856864
4413,2867.29,1660.84,18.077,0.032,1.231,0.065,,,1.553,0.039,142.8307726386657,-50.271781064715306
4414,581.8,759.057,18.148,0.035,0.98,0.105,,,1.594,0.044,143.2643646526605,-50.37920921623981
4416,1884.95,1186.71,18.19,0.026,1.285,0.067,0.691,0.593,1.774,0.034,143.01697698432403,-50.32862628418239
4417,215.555,3881.69,18.103,0.029,1.126,0.06,,,1.621,0.041,143.32817103126158,-50.00153403329155
4418,3887.68,1753.86,18.184,0.034,1.426,0.162,,,1.67,0.041,142.63784678095502,-50.26066480487408
4419,2789.53,733.826,18.014,0.029,1.331,0.066,,,1.458,0.042,142.8459876734341,-50.38378530245462
4421,3364.38,1796.96,18.188,0.031,1.457,0.086,,,1.719,0.037,142.73674967651934,-50.25543631800422
4422,116.831,1849.83,18.025,0.026,1.26,0.057,,,1.458,0.038,143.35048426664616,-50.24687776850256
4423,1999.17,3622.18,18.054,0.028,1.192,0.058,,,1.5,0.037,142.99306427434325,-50.03443464091835
4424,3059.11,2281.99,19.079,0.06,1.658,0.201,,,2.641,0.061,142.7942384236645,-50.19677400249022
4427,3541.21,2714.72,18.34,0.037,1.402,0.095,,,1.896,0.042,142.70314472882814,-50.144557878322104
4428,2891.24,182.179,17.954,0.028,1.231,0.06,,,1.099,0.053,142.82698746324527,-50.45048954751746
4429,1372.85,2040.14,18.219,0.036,1.531,0.173,,,1.705,0.042,143.11286704627392,-50.22513993222306
4430,764.818,3908.13,18.082,0.033,1.165,0.067,,,1.536,0.041,143.22485614930466,-49.998931549907
4431,1783.25,3616.78,17.973,0.034,1.423,0.063,,,1.422,0.041,143.03369268771755,-50.034955345952554
4432,1500.89,1345.12,17.993,0.027,1.101,0.051,0.21,0.132,1.303,0.04,143.08949656549825,-50.30921995874002
4433,1886.06,1628.92,18.041,0.028,1.235,0.065,,,1.453,0.036,143.01633006481285,-50.27519020654081
4434,143.67,2103.17,18.058,0.029,1.22,0.065,,,1.498,0.039,143.34494887733118,-50.216301103899056
4436,3977.08,1865.82,18.063,0.031,1.159,0.063,,,1.5,0.04,142.620949760143,-50.24712955810642
4438,3062.95,4016.85,18.152,0.032,1.13,0.061,,,1.681,0.04,142.79275787738638,-49.98717855551243
4440,3554.58,141.053,18.026,0.031,1.232,0.067,,,1.459,0.055,142.7011076116272,-50.45558032595748
4441,2163.26,2104.0,18.053,0.027,1.095,0.058,,,1.44,0.04,142.96350599904838,-50.21794389203756
4443,1424.21,1476.51,18.101,0.027,1.186,0.062,,,1.575,0.036,143.10384803149364,-50.29328451289801
4444,2159.62,3886.56,18.008,0.028,1.183,0.06,,,1.366,0.037,142.9626470135825,-50.002585386372495
4447,304.154,1043.65,18.003,0.029,1.122,0.059,,,1.302,0.044,143.31648827278758,-50.34451117170443
4448,172.035,2675.02,18.255,0.036,1.641,0.095,,,1.818,0.042,143.33855278363404,-50.14724713366112
4449,3116.8,2806.11,18.166,0.036,1.265,0.073,,,1.677,0.042,142.7831355802968,-50.13345933341671
4451,4039.6,2330.64,18.216,0.039,1.156,0.12,,,1.673,0.044,142.6091541667722,-50.19095608208663
4452,170.738,2150.78,18.091,0.037,1.283,0.078,,,1.556,0.045,143.33974991942412,-50.21058126344254
4453,3411.38,3483.22,18.255,0.034,1.401,0.084,,,1.813,0.04,142.7274196314212,-50.05169902444073
4454,850.549,1023.66,18.096,0.03,1.272,0.071,,,1.536,0.036,143.21304000372314,-50.34750624460808
4456,1839.97,322.175,18.374,0.036,1.646,0.117,,,1.984,0.043,143.0263610983848,-50.433078485635605
4457,2074.61,2015.33,18.12,0.029,1.396,0.076,,,1.599,0.036,142.98032876851244,-50.228609920121535
4458,906.613,3915.5,18.161,0.032,0.414,0.067,,,1.35,0.045,143.1981866862274,-49.99817756233677
4459,1049.8,3567.61,18.141,0.033,1.207,0.07,,,1.619,0.039,143.17175571066093,-50.04033153990144
4460,18.353,2172.46,18.591,0.045,1.434,0.152,,,2.232,0.051,143.36848772681446,-50.207776534816524
4461,3851.04,3909.68,18.186,0.039,1.133,0.076,,,1.675,0.045,142.6446526167661,-50.0001917906994
4462,1074.42,513.158,17.945,0.048,3.26,0.463,,,,,143.17134172332257,-50.409407981400314
4463,3190.5,3921.17,18.072,0.022,1.154,0.063,,,1.451,0.034,142.76882246426197,-49.99876161244612
4464,1485.53,1799.54,18.289,0.046,1.235,0.097,,,1.803,0.051,143.09186655543408,-50.254298348741216
4465,1736.56,647.248,18.713,0.04,1.82,0.142,,,2.427,0.045,143.04563777854986,-50.39372325371599
4466,2562.58,1528.85,18.192,0.031,1.33,0.077,,,1.694,0.037,142.88847264814152,-50.28762607201158
4467,3343.22,2919.42,18.216,0.034,1.195,0.069,,,1.711,0.038,142.74041698780886,-50.11980671942668
4468,488.233,3178.87,18.298,0.039,1.547,0.098,,,1.893,0.046,143.2780764557811,-50.08673779228985
4469,3480.74,2266.99,18.102,0.033,1.553,0.142,0.285,0.258,1.536,0.041,142.71465038093166,-50.19865192917392
4470,356.335,3369.15,18.156,0.03,1.389,0.082,,,1.707,0.04,143.30259089011875,-50.06360662777985
4471,3254.76,3964.35,18.058,0.022,1.367,0.057,,,1.513,0.033,142.75672744472595,-49.99355591487578
4473,887.458,2700.57,18.129,0.031,1.336,0.071,,,1.62,0.038,143.20358544032612,-50.14492500260021
4474,1625.06,1012.97,18.297,0.046,1.435,0.091,,,1.839,0.05,143.0663687806951,-50.34944862726848
4475,1060.41,3839.02,18.55,0.037,1.488,0.114,,,2.191,0.043,143.1693794309973,-50.00755592235056
4476,3186.78,2880.6,18.075,0.028,1.208,0.071,0.263,0.163,1.496,0.038,142.76991505039484,-50.124472860233325
4479,1656.44,2825.68,18.056,0.027,1.202,0.063,,,1.44,0.037,143.05842929667332,-50.13044096951648
4480,792.182,834.419,18.135,0.033,1.283,0.122,,,1.557,0.041,143.22437971007207,-50.370317690025864
4482,121.606,1119.36,18.205,0.037,1.425,0.086,,,1.731,0.044,143.35092155218905,-50.3351467212078
4483,174.837,3253.58,18.733,0.048,1.418,0.125,,,2.37,0.052,143.33697204167797,-50.07735786265343
4484,84.409,1652.51,18.032,0.031,1.233,0.061,,,1.43,0.04,143.35697780211552,-50.27067967450056
4485,2412.53,3701.9,18.191,0.034,1.288,0.071,,,1.688,0.039,142.91523662643547,-50.025012797967996
4486,2639.74,1902.98,18.076,0.026,1.145,0.071,,,1.446,0.035,142.87364370620236,-50.24244634502101
4488,295.239,1733.27,18.455,0.043,1.383,0.099,,,2.061,0.048,143.31696966031873,-50.26117190238893
4489,2786.12,1968.75,18.195,0.037,1.483,0.088,,,1.686,0.042,142.84594744145946,-50.234549244231346
4492,2127.99,3600.76,18.38,0.042,1.278,0.109,,,1.875,0.046,142.96884750272244,-50.03709332334556
4493,972.75,3763.62,18.349,0.035,1.416,0.093,,,1.933,0.041,143.18597173973237,-50.016584766362065
4494,3584.9,2435.75,18.332,0.035,1.464,0.088,,,1.894,0.04,142.69495708579186,-50.178267472251235
4495,2826.05,3781.11,18.103,0.028,1.247,0.067,,,1.55,0.037,142.83741188852147,-50.01559533812736
4496,3960.76,3234.35,18.118,0.031,1.181,0.076,0.336,0.19,1.565,0.04,142.62403222969996,-50.08177207245797
4497,385.855,592.931,18.095,0.026,1.241,0.062,,,1.594,0.042,143.3017828710625,-50.39907076528512
4498,426.327,3210.77,18.103,0.029,1.186,0.06,,,1.564,0.039,143.2896828572003,-50.08281670837573
4499,1411.77,3498.45,18.389,0.047,1.374,0.1,,,1.937,0.051,143.1037293902697,-50.048986659880704
4500,1737.98,3748.02,18.083,0.025,1.285,0.062,0.374,0.441,1.645,0.048,143.04206884272284,-50.01907213738311
4502,113.437,623.734,18.123,0.03,1.385,0.087,,,1.598,0.041,143.35337722809805,-50.395029048859286
4504,4008.88,2636.6,18.1,0.031,1.502,0.075,,,1.567,0.038,142.61495920837478,-50.15398964957785
4507,4008.71,2828.3,18.196,0.034,0.699,0.064,2.234,0.569,,,142.61499523214133,-50.13082724260612
4511,463.237,2194.59,18.306,0.033,1.738,0.111,,,1.851,0.039,143.28443693438464,-50.20562226388997
4512,3649.9,2348.41,18.114,0.031,1.402,0.068,,,1.585,0.037,142.68270493411208,-50.18882333496086
4513,2116.08,3766.68,18.123,0.027,0.934,0.055,,,1.488,0.04,142.97094013541536,-50.01704375162502
4514,1796.02,3758.12,18.055,0.028,1.089,0.059,,,1.385,0.039,143.03114219678278,-50.01788983239882
4515,72.15,2392.2,18.101,0.032,1.237,0.075,,,1.523,0.041,143.3579189651153,-50.18129472520152
4516,403.118,2130.66,18.024,0.03,1.302,0.059,,,1.42,0.038,143.29589826211944,-50.2132799475517
4517,237.661,3302.89,18.138,0.026,1.365,0.07,,,1.665,0.037,143.32505233810886,-50.07147502548976
4518,4021.83,4010.68,18.25,0.029,1.572,0.078,,,1.814,0.035,142.61254834009475,-49.987977725927465
4519,230.123,552.319,18.234,0.033,1.231,0.069,,,1.76,0.039,143.33138190649285,-50.403799133937284
4520,554.375,1303.28,18.042,0.034,1.242,0.069,0.552,0.451,1.428,0.043,143.2686786640179,-50.31341566803965
4521,3733.43,1995.8,18.234,0.036,1.278,0.146,,,1.687,0.042,142.66697768080797,-50.231432193624734
4522,569.797,2119.96,18.027,0.034,1.206,0.106,,,1.336,0.043,143.26443622831536,-50.21475371189573
4523,3184.43,1624.78,18.11,0.032,1.476,0.074,,,1.595,0.04,142.77082410169515,-50.27621463072608
4524,2945.79,1573.31,18.096,0.03,1.494,0.068,,,1.604,0.039,142.81597267026171,-50.28238025693634
4525,2837.4,2231.22,18.243,0.031,1.504,0.086,,,1.757,0.036,142.8361186018548,-50.20285027730016
4526,3774.4,2815.99,18.141,0.031,1.313,0.078,,,1.597,0.038,142.65916492445788,-50.13232746727888
4527,3598.03,2763.44,18.434,0.042,1.692,0.112,,,1.971,0.046,142.69242208165264,-50.13867433087069
4528,2345.24,1911.32,18.226,0.048,0.587,0.115,,,1.589,0.058,142.92928538078522,-50.24131587727099
4529,289.663,3099.45,18.31,0.04,1.203,0.098,,,1.806,0.046,143.31561940154188,-50.09611076957362
4530,3303.7,1203.53,18.274,0.039,1.326,0.086,,,1.803,0.045,142.74840163096022,-50.32714122821125
4531,76.423,645.91,18.153,0.037,1.161,0.071,,,1.621,0.045,143.36035359694174,-50.392303885184326
4532,3112.08,3248.19,18.212,0.033,1.15,0.119,,,1.652,0.041,142.78384362353492,-50.08004760650602
4534,1001.98,1062.08,18.16,0.032,1.056,0.066,,,1.618,0.042,143.18430633196795,-50.34300642128437
4536,2127.99,2095.92,18.099,0.037,1.043,0.062,,,1.481,0.044,142.97017431185125,-50.21890143946267
4537,550.125,2326.75,18.063,0.032,0.923,0.063,,,1.306,0.043,143.26781377360115,-50.18974858498004
4538,492.653,1212.51,18.149,0.032,1.087,0.069,,,1.587,0.041,143.28051029264083,-50.32431750272328
4539,2425.19,1196.57,18.026,0.028,1.385,0.071,,,,,142.91470044365468,-50.32772254914368
4540,1338.17,3460.94,18.42,0.041,1.471,0.104,,,1.958,0.045,143.11762840062065,-50.053460291399766
4542,1104.29,1432.52,18.195,0.023,1.447,0.08,,,1.75,0.033,143.16442748450677,-50.29833486763033
4543,1823.87,1653.56,18.018,0.033,1.525,0.07,,,1.43,0.039,143.02806468622913,-50.2721735743075
4544,3130.07,4056.62,18.353,0.045,1.545,0.104,,,1.882,0.05,142.78012702766227,-49.98238814543898
4545,373.93,1317.94,18.627,0.054,1.311,0.113,,,2.196,0.058,143.3028044508365,-50.311446264474114
4547,931.351,9.223,18.125,0.032,1.229,0.118,,,1.508,0.042,143.19919692658414,-50.470179988494465
4548,2386.4,2286.0,17.963,0.033,1.104,0.059,0.515,0.185,1.179,0.043,142.92122599738346,-50.19606210555955
4550,1910.07,599.67,18.528,0.04,1.115,0.09,,,2.104,0.045,143.01279264175548,-50.39958536794741
4551,155.5,2322.3,18.653,0.054,2.834,0.318,,,2.231,0.058,143.3423150049418,-50.18984048112051
4552,2919.8,3897.11,18.193,0.029,1.364,0.133,,,1.641,0.038,142.81972269517672,-50.00160869273192
4554,3647.93,2711.84,18.173,0.032,1.366,0.084,,,1.672,0.041,142.68302190919957,-50.14491063032422
4555,305.696,4067.59,18.162,0.032,1.226,0.068,,,1.682,0.043,143.31089456064717,-49.97918368336867
4558,1353.66,296.04,18.072,0.027,1.332,0.061,,,1.486,0.038,143.11865700537868,-50.43588536289673
