1220.56	581.578
1011.76	1381.11
469.452	1899.9
1912.71	1975.82
1907.9	269.604
804.51	1982.68
328.297	1562.45
493.397	1253.44
1501.63	1299.97
926.496	1501.59
1445.8	827.229
1655.64	561.197
562.679	29.278
1117.7	477.927
140.316	1521.44
974.839	783.395
518.168	25.354
1111.21	1378.77
1212.23	944.831
736.697	1681.9
600.259	1118.83
344.18	1692.79
243.667	842.052
414.081	1847.47
75.737	1267.91
856.473	1344.62
1071.95	80.813
1468.17	210.396
1525.88	183.413
1534.27	172.38
387.584	1906.58
839.79	777.446
354.336	1248.62
197.905	1113.05
1880.26	706.616
374.154	1662.94
183.783	525.371
364.064	1942.22
605.371	1432.17
1397.6	630.172
483.075	1595.57
175.726	561.701
1277.55	634.062
1130.98	1162.32
1362.05	727.33
1527.49	1459.75
1267.86	1512.09
545.161	1975.39
1517.32	1155.14
1119.49	1553.79
775.652	119.29
1728.59	1156.59
1294.14	994.457
685.654	1813.55
824.173	601.57
1896.14	1084.71
305.352	729.415
867.755	333.725
1300.2	1257
561.76	1282.76
931.794	1447.47
1169.78	1403.39
1491.08	334.099
916.766	514.889
277.618	1801.7
889.28	1438.01
1186.45	1335.26
1298.39	1445.06
2022.54	319.885
1634.98	196.261
742.53	316.292
990.899	866.298
1816.94	1354.01
647.19	29.545
1271.9	972.042
2019.45	911.709
762.923	1223.18
489.754	1788.11
1274.46	1246.83
92.664	1896.86
853.946	1389.19
1216.38	1490.46
711.254	1435.85
761.491	1382.19
1082.96	1167.03
403.433	612.592
1069.88	1307.74
394.433	785.903
659.804	1397.27
1003.54	95.296
2005.35	471.133
1980.22	1108.33
422.564	1778.09
1876.96	1889.17
1060.6	455.991
1469.99	1418.65
1527.95	1254.31
705.385	1248.6
804.947	517.566
433.45	873.767
1925.19	543.942
254.37	1778.81
406.331	67.225
1659.19	1046.89
1350.37	1644.48
1228.9	271.934
1562.17	1195.24
1156.8	1495.72
1471.72	1667.31
277.239	1340.35
1588.34	1883.31
374.552	1069.27
1963.38	330.347
1949.56	1424.94
1231.33	1499.86
526.138	1588.81
1195.28	1913.79
1571.16	1461.01
398.057	1189.43
302.473	220.283
30.708	102.331
1652.96	392.236
1083.23	1856.28
14.977	472.903
913.197	1890.94
1366.66	637.966
430.145	372.514
208.885	1636.1
1520.41	1373.8
976.395	27.749
1012.22	881.468
538.467	1993.07
1080.2	38.209
397.24	1529.87
921.437	1386.07
1401.26	1279.7
1157.07	792.066
621.674	591.096
604.719	1710.19
1015.59	1705.04
1905.43	1708.15
1570.67	1387.38
1387.4	1458.26
1998.77	1101.96
324.134	919.244
1908.84	58.816
1995.1	356.722
1149.91	1561.23
1367.41	1928.25
1767.39	821.578
1913.17	1417.61
1091.49	977.651
