ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr
1,1688.38,1907.08,9.241,0.007,1.102,0.01,0.816,0.007,99,99,1.363,0.008
2,752.864,753.867,11.674,0.016,1.497,0.018,1.62,0.011,99,99,2.416,0.04
3,342.894,1244.01,11.676,0.02,0.381,0.024,0.227,0.015,99,99,0.421,0.024
4,997.612,1159.87,11.969,0.004,0.433,0.006,-0.071,0.005,0.276,0.007,0.512,0.006
5,882.942,431.951,12.008,0.003,0.415,0.004,0.393,0.009,0.247,0.007,0.458,0.007
6,1612.74,847.718,12.312,0.008,0.572,0.011,-0.14,0.012,0.367,0.011,0.67,0.013
7,1136.41,1451.94,12.559,0.006,1.374,0.009,1.128,0.009,0.747,0.01,1.383,0.008
8,315.312,1983.32,12.674,0.016,0.634,0.022,0.447,0.021,0.378,0.032,0.735,0.028
9,1987.63,232.618,12.738,0.014,0.547,0.019,0.433,0.019,0.476,0.025,0.9,0.025
10,748.797,1137.8,13.24,0.007,1.47,0.009,1.222,0.014,0.805,0.011,1.491,0.008
11,1448.74,816.58,13.274,0.008,1.165,0.013,0.66,0.018,0.657,0.011,1.216,0.013
12,244.809,170.516,13.307,0.022,0.494,0.028,0.38,0.027,0.267,0.031,0.488,0.029
13,1329.88,614.085,13.337,0.007,0.741,0.01,0.189,0.013,0.46,0.01,0.847,0.012
14,246.077,909.274,13.364,0.014,0.606,0.018,0.334,0.017,0.382,0.022,0.71,0.021
15,375.503,1391.2,13.365,0.012,0.706,0.017,-0.037,0.016,0.44,0.02,0.78,0.019
16,1237.03,1096.43,13.483,0.005,0.678,0.008,-0.073,0.008,0.429,0.007,0.803,0.009
17,1153.86,434.64,13.663,0.008,0.749,0.011,0.058,0.015,0.448,0.011,0.784,0.013
18,552.031,77.913,13.711,0.012,0.812,0.016,0.065,0.017,0.492,0.018,0.887,0.017
19,923.63,1405.41,13.846,0.007,0.444,0.01,0.118,0.008,0.265,0.013,0.483,0.009
20,873.031,1559.86,14.021,0.018,0.74,0.032,0.088,0.048,0.46,0.024,0.866,0.026
