ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr
1,130.058,1734.94,10.433,0.004,1.15,0.006,0.9,0.004,0.523,0.01,1.041,0.01
2,381.291,1512.02,10.989,0.003,0.709,0.004,0.216,0.002,0.356,0.006,0.705,0.005
3,669.11,1939.84,11.477,0.007,1.798,0.008,1.932,0.011,0.932,0.01,1.854,0.01
4,175.325,1445.25,12.189,0.004,0.232,0.005,0.265,0.003,0.088,0.006,0.198,0.007
5,908.398,804.426,12.295,0.002,1.852,0.005,1.787,0.015,1.421,0.01,3.324,0.004
76,1742.59,294.306,14.925,0.008,1.27,0.021,99,99,0.666,0.012,1.303,0.012
7,664.707,680.018,12.517,0.002,1.957,0.005,1.981,0.019,1.433,0.003,3.343,0.007
8,1615.41,844.588,12.735,0.003,0.602,0.005,0.083,0.005,0.343,0.004,0.642,0.006
9,1271.08,874.533,12.96,0.003,1.173,0.006,0.809,0.009,0.625,0.004,1.219,0.006
10,932.797,281.423,12.992,0.012,1.459,0.025,99,99,0.946,0.014,1.965,0.013
11,721.918,370.488,13.11,0.003,0.572,0.005,0.43,0.006,0.327,0.004,0.669,0.006
12,1026.06,612.983,13.144,0.003,1.19,0.006,0.797,0.008,0.636,0.004,1.253,0.005
13,696.859,1589.79,13.205,0.004,1.953,0.005,2.234,0.04,1.13,0.004,2.378,0.005
14,1280.76,1009.95,13.295,0.003,0.685,0.005,0.117,0.006,0.395,0.004,0.764,0.005
15,510.069,1400.68,13.386,0.004,0.428,0.005,0.108,0.003,0.248,0.005,0.48,0.005
16,1691.92,735.372,13.412,0.004,0.697,0.007,0.216,0.008,0.383,0.005,0.72,0.008
17,1058.09,39.624,13.462,0.004,1.35,0.007,1.112,0.013,0.727,0.005,1.451,0.007
18,758.946,42.353,13.493,0.004,0.569,0.006,0.078,0.006,0.309,0.005,0.622,0.007
19,1472.81,569.666,13.548,0.004,0.475,0.006,0.146,0.007,0.267,0.006,0.526,0.008
20,1141.68,295.624,13.549,0.003,0.603,0.006,0.148,0.007,0.342,0.005,0.675,0.007
21,828.766,32.185,13.565,0.004,0.805,0.006,0.381,0.007,0.432,0.005,0.825,0.008
22,1808.66,1021.95,13.609,0.004,1.076,0.006,0.841,0.01,0.581,0.006,1.11,0.007
23,1017.34,897.871,13.644,0.004,1.842,0.007,2.15,0.067,1.022,0.005,2.032,0.006
24,916.643,1022.83,13.677,0.002,1.405,0.004,1.23,0.015,0.759,0.003,1.475,0.004
25,1462.61,1498.23,13.683,0.004,1.729,0.006,1.902,0.033,0.945,0.005,1.843,0.006
26,1981.49,1655.19,13.743,0.005,0.53,0.007,0.269,0.006,0.301,0.007,0.585,0.007
27,1574.46,76.18,13.764,0.005,0.405,0.007,0.184,0.008,0.222,0.007,0.446,0.009
28,1789.4,1817.46,13.803,0.006,0.602,0.007,0.075,0.006,0.336,0.007,0.652,0.009
29,934.418,922.371,13.858,0.004,0.702,0.007,0.13,0.007,0.422,0.005,0.841,0.007
30,1928.91,934.632,13.879,0.005,0.472,0.008,0.189,0.008,0.274,0.007,0.548,0.009
31,209.283,1746.68,13.904,0.007,0.714,0.008,0.157,0.006,0.385,0.009,0.76,0.01
32,695.751,166.389,13.906,0.005,0.795,0.008,0.293,0.009,0.427,0.007,0.834,0.008
33,1391.34,464.201,13.983,0.005,0.526,0.008,-0.01,0.008,0.32,0.007,0.637,0.009
34,468.626,1688.22,13.994,0.005,0.616,0.006,0.128,0.005,0.36,0.007,0.715,0.007
35,753.963,1621.71,14.008,0.004,1.373,0.006,1.294,0.021,0.73,0.005,1.388,0.006
36,522.61,918.175,14.057,0.004,1.309,0.006,0.979,0.017,0.716,0.005,1.414,0.007
37,1708.24,1856.59,14.058,0.005,0.548,0.007,0.229,0.006,0.342,0.006,0.67,0.008
38,1608.79,1082.05,14.077,0.004,0.541,0.006,0.207,0.007,0.319,0.005,0.635,0.007
39,1071.2,1935.14,14.086,0.007,1.312,0.012,1.055,0.031,0.698,0.008,1.378,0.012
40,1623.74,679.06,14.196,0.005,0.977,0.008,0.624,0.014,0.539,0.007,1.031,0.009
41,467.675,478.148,14.215,0.005,1.883,0.007,99,99,1.051,0.006,2.123,0.007
42,1480.81,317.297,14.255,0.005,0.664,0.008,0.261,0.01,0.392,0.007,0.793,0.009
43,1795.78,1701.61,14.294,0.005,1.088,0.007,0.654,0.012,0.598,0.007,1.168,0.008
44,286.081,1085.31,14.304,0.004,0.707,0.006,0.201,0.008,0.388,0.006,0.749,0.005
45,1031.02,1762.02,14.338,0.004,1.276,0.006,1.083,0.023,0.684,0.004,1.319,0.007
46,1571.2,1861.58,14.375,0.004,1.635,0.007,1.641,0.053,0.893,0.005,1.739,0.007
47,132.852,84.914,14.386,0.009,1.302,0.014,1.023,0.027,0.685,0.011,1.452,0.012
48,941.505,1297.93,14.391,0.003,1.295,0.006,1.057,0.021,0.702,0.004,1.36,0.005
49,1127.29,339.694,14.391,0.005,0.637,0.008,0.154,0.01,0.383,0.007,0.787,0.009
50,1120.5,979.333,14.415,0.004,0.933,0.007,0.625,0.012,0.539,0.006,1.028,0.008
51,470.987,660.116,14.424,0.005,1.677,0.008,1.743,0.072,0.921,0.007,1.808,0.007
52,409.565,161.337,14.442,0.006,0.526,0.008,0.046,0.01,0.279,0.008,0.601,0.008
53,1743.06,584.925,14.475,0.006,1.823,0.01,99,99,0.994,0.008,1.97,0.009
54,343.003,1663.85,14.484,0.006,0.673,0.007,0.082,0.01,0.376,0.007,0.735,0.01
55,1232.56,1949.92,14.496,0.007,0.698,0.009,0.125,0.008,0.409,0.011,0.772,0.014
56,1661.51,540.711,14.511,0.005,0.616,0.008,0.149,0.009,0.359,0.007,0.724,0.008
57,372.213,1251.46,14.535,0.005,0.757,0.006,0.253,0.009,0.418,0.006,0.801,0.007
58,1637.54,585.12,14.565,0.005,1.396,0.008,1.306,0.039,0.731,0.007,1.432,0.009
59,1252.3,563.523,14.571,0.005,0.612,0.008,0.18,0.008,0.354,0.007,0.714,0.008
60,36.592,812.02,14.604,0.007,1.952,0.01,99,99,1.276,0.009,2.958,0.009
61,1794.52,1901.54,14.614,0.004,0.659,0.006,0.076,0.008,0.369,0.006,0.724,0.007
62,456.62,1283.86,14.628,0.005,0.585,0.006,-0.299,0.005,0.377,0.007,0.767,0.007
63,1920.65,465.852,14.631,0.006,1.387,0.009,1.144,0.033,0.766,0.008,1.521,0.009
64,1749.02,615.895,14.638,0.005,0.584,0.008,0.078,0.01,0.336,0.007,0.676,0.009
65,1232.81,229.157,14.669,0.005,0.602,0.008,0.377,0.011,0.345,0.007,0.709,0.008
66,519.319,1282.69,14.716,0.004,0.776,0.006,0.314,0.009,0.434,0.006,0.819,0.006
67,805.604,288.3,14.724,0.005,1.483,0.008,99,99,0.783,0.007,1.523,0.008
68,467.106,1611.91,14.802,0.006,0.895,0.007,0.379,0.014,0.494,0.008,0.966,0.008
69,463.151,1172.82,14.837,0.004,1.422,0.006,99,99,0.759,0.006,1.473,0.006
70,185.944,1213.52,14.841,0.005,0.784,0.007,0.188,0.011,0.441,0.007,0.863,0.008
