ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr
148,1149.91,1561.23,15.029,0.019,0.62,0.029,0.245,0.032,0.364,0.026,0.73,0.035
149,1367.41,1928.25,15.039,0.021,0.631,0.031,-0.061,0.028,0.39,0.028,0.76,0.033
150,1767.39,821.578,15.041,0.005,1.058,0.008,0.741,0.023,0.58,0.009,1.069,0.01
151,1913.17,1417.61,15.05,0.004,0.332,0.008,0.278,0.011,0.211,0.006,0.433,0.007
152,1091.49,977.651,15.054,0.005,1.593,0.009,99,99,0.858,0.009,1.667,0.009
153,779.56,1473.18,15.057,0.004,0.782,0.006,0.161,0.013,0.502,0.005,1.001,0.005
154,72.585,1765.7,15.062,0.008,0.792,0.01,0.177,0.015,0.473,0.011,0.933,0.014
155,144.218,1372.93,15.063,0.003,1.505,0.006,99,99,0.816,0.005,1.603,0.008
156,518.97,1298.72,15.079,0.003,0.617,0.004,0.033,0.011,0.39,0.004,0.768,0.006
157,1688.24,1233.09,15.084,0.003,0.307,0.006,0.206,0.01,0.198,0.006,0.389,0.006
158,1962.35,1446.68,15.093,0.004,0.519,0.009,0.268,0.014,0.341,0.007,0.686,0.008
159,1821.69,91.249,15.096,0.006,0.67,0.009,-0.054,0.013,0.377,0.009,0.744,0.011
160,510.582,1052.49,15.11,0.003,0.675,0.005,0.017,0.012,0.392,0.004,0.738,0.005
161,1230.19,1857.89,15.114,0.005,1.305,0.007,0.737,0.056,0.753,0.006,1.462,0.007
162,374.224,1642.83,15.128,0.005,0.879,0.007,0.137,0.013,0.556,0.006,1.132,0.01
163,688.115,944.105,15.134,0.006,0.804,0.009,0.207,0.018,0.48,0.009,0.894,0.01
164,1610.73,1947.55,15.139,0.005,0.496,0.009,-0.052,0.01,0.332,0.007,0.647,0.008
165,971.068,1581.52,15.159,0.004,0.376,0.006,0.261,0.01,0.221,0.005,0.431,0.007
166,338.537,191.726,15.162,0.005,0.907,0.009,0.446,0.023,0.457,0.008,0.889,0.01
167,370.766,1158.93,15.188,0.003,0.604,0.005,-0.047,0.011,0.358,0.004,0.673,0.006
168,147.536,382.407,15.196,0.007,1.125,0.01,0.834,0.031,0.651,0.011,1.249,0.014
169,798.867,1392.32,15.2,0.003,0.519,0.006,-0.074,0.01,0.344,0.004,0.651,0.005
170,650.732,971.072,15.207,0.005,1.419,0.009,0.934,0.041,0.789,0.007,1.536,0.008
171,787.872,1947.22,15.211,0.005,0.65,0.007,0.017,0.012,0.402,0.006,0.776,0.008
172,670.59,1628.04,15.213,0.005,1.987,0.01,99,99,1.115,0.007,2.147,0.007
173,1551.84,1104.43,15.221,0.003,0.676,0.006,0.074,0.011,0.408,0.006,0.768,0.006
174,1896.14,1369.98,15.23,0.004,0.537,0.008,0.005,0.011,0.344,0.007,0.665,0.007
175,311.57,699.586,15.237,0.005,0.985,0.008,0.601,0.032,0.57,0.008,1.062,0.009
177,1761.92,1617.55,15.262,0.004,0.557,0.008,-0.009,0.01,0.377,0.006,0.721,0.007
178,1865.3,375.613,15.277,0.005,0.507,0.009,0.347,0.015,0.306,0.009,0.641,0.01
179,1029.9,1838.54,15.277,0.006,0.634,0.009,0.03,0.013,0.387,0.008,0.742,0.01
180,28.136,1758.97,15.279,0.007,0.49,0.009,0.371,0.016,0.317,0.01,0.657,0.015
181,1856.34,927.65,15.289,0.005,0.748,0.009,0.184,0.018,0.424,0.008,0.802,0.009
182,738.444,165.722,15.291,0.005,1.542,0.009,0.926,0.058,0.855,0.008,1.705,0.009
183,1592.21,1498.24,15.306,0.004,0.863,0.007,0.294,0.018,0.503,0.006,0.95,0.007
184,1556.43,1638.04,15.354,0.005,0.517,0.008,0.288,0.015,0.331,0.007,0.664,0.008
309,1430.19,1940.27,16.194,0.006,0.726,0.01,0.103,0.023,0.458,0.008,0.85,0.01
187,436.288,1653.47,15.363,0.005,0.888,0.009,0.27,0.018,0.523,0.007,1.019,0.01
188,1103.15,1855.78,15.372,0.006,1.276,0.009,0.884,0.039,0.724,0.007,1.376,0.009
189,312.406,1386.14,15.374,0.004,0.68,0.006,0.048,0.011,0.407,0.006,0.778,0.009
190,1505.17,915.929,15.375,0.005,0.758,0.009,0.083,0.015,0.469,0.01,0.907,0.011
192,539,1764.58,15.407,0.005,0.619,0.007,0.018,0.013,0.38,0.006,0.706,0.009
193,59.181,1590.05,15.408,0.005,0.58,0.007,0.041,0.012,0.357,0.008,0.698,0.014
194,1298.85,297.791,15.419,0.005,2.154,0.012,99,99,1.192,0.01,2.342,0.009
195,1034.04,345.219,15.431,0.005,1.04,0.008,0.712,0.037,0.609,0.008,1.152,0.008
196,1010.82,1558.57,15.443,0.012,0.6,0.021,-0.091,0.04,0.39,0.014,0.726,0.022
197,1804.07,1967.07,15.445,0.005,0.621,0.01,0.105,0.014,0.43,0.006,0.815,0.008
198,1742.98,945.586,15.462,0.005,0.651,0.009,0.428,0.022,0.414,0.009,0.851,0.009
199,1731.63,421.62,15.479,0.005,0.649,0.009,-0.063,0.014,0.389,0.009,0.766,0.01
200,1646.45,705.862,15.511,0.005,0.83,0.009,0.315,0.018,0.467,0.008,0.863,0.01
201,541.145,503.929,15.512,0.005,0.99,0.009,0.377,0.026,0.542,0.008,1.062,0.008
202,1947.72,1708.89,15.515,0.006,0.703,0.013,0.057,0.02,0.438,0.009,0.813,0.009
203,1842.77,812.025,15.52,0.006,0.608,0.01,-0.003,0.018,0.374,0.01,0.716,0.012
204,1792.22,894.752,15.531,0.004,1.061,0.008,0.799,0.047,0.583,0.008,1.082,0.01
205,336.73,1871.79,15.539,0.007,0.756,0.009,0.191,0.017,0.489,0.008,0.96,0.012
206,481.664,124.916,15.543,0.005,2.116,0.019,99,99,1.215,0.008,2.461,0.009
207,1107.76,2002.91,15.553,0.005,0.669,0.008,0.293,0.017,0.438,0.007,0.866,0.009
208,1123.49,1499.09,15.564,0.005,0.808,0.007,0.239,0.02,0.502,0.006,0.917,0.008
209,1549.19,58.951,15.566,0.005,0.703,0.01,0.026,0.021,0.391,0.009,0.76,0.009
210,25.17,1042.15,15.567,0.004,0.579,0.006,0.04,0.014,0.356,0.006,0.696,0.011
211,1882.6,1602.03,15.578,0.005,0.594,0.01,0.21,0.018,0.397,0.008,0.779,0.009
212,1715.22,205.345,15.589,0.005,0.738,0.01,0.124,0.018,0.428,0.009,0.845,0.01
213,883.618,1869.85,15.603,0.005,0.706,0.007,0.125,0.018,0.449,0.006,0.864,0.008
214,813.291,178.178,15.603,0.005,0.839,0.009,0.207,0.023,0.461,0.008,0.892,0.009
215,932.99,173.639,15.607,0.011,0.765,0.016,0.109,0.018,0.417,0.014,0.816,0.016
216,1383.9,1229.3,15.615,0.004,1.59,0.009,99,99,0.907,0.006,1.77,0.007
217,1158.16,941.934,15.627,0.005,0.728,0.009,0.131,0.02,0.441,0.008,0.847,0.009
218,522.457,833.346,15.632,0.006,0.752,0.009,0.452,0.024,0.442,0.008,0.91,0.009
219,1000.34,1958.77,15.635,0.005,0.441,0.007,0.324,0.015,0.28,0.006,0.553,0.008
220,1645.23,941.285,15.637,0.005,0.756,0.01,0.188,0.018,0.471,0.009,0.92,0.011
221,542.968,943.612,15.637,0.006,0.704,0.01,0.037,0.017,0.392,0.009,0.764,0.011
222,825.66,399.691,15.64,0.005,0.742,0.008,0.059,0.026,0.428,0.008,0.849,0.008
223,1460.01,274.687,15.643,0.006,1.114,0.01,0.405,0.032,0.851,0.01,1.86,0.012
224,1966.25,895.154,15.644,0.009,0.564,0.015,0.048,0.019,0.362,0.015,0.683,0.019
225,990.91,1810.06,15.654,0.005,0.528,0.007,0.281,0.018,0.345,0.006,0.704,0.01
226,1225.18,1655.13,15.654,0.005,0.668,0.008,0.018,0.015,0.424,0.007,0.819,0.008
227,1591.25,1164.85,15.654,0.003,0.6,0.006,0.302,0.019,0.367,0.006,0.727,0.006
228,887.364,1512.75,15.662,0.005,0.7,0.007,-0.042,0.015,0.442,0.006,0.845,0.007
229,1908.48,1083.84,15.675,0.004,0.617,0.007,0.189,0.018,0.389,0.007,0.771,0.007
230,1493.1,914.601,15.676,0.005,0.527,0.009,0.445,0.023,0.32,0.008,0.634,0.009
231,1694.68,783.182,15.692,0.006,0.725,0.009,0.09,0.017,0.425,0.01,0.806,0.011
232,1737.9,1937.86,15.694,0.004,0.623,0.009,0.017,0.016,0.42,0.006,0.8,0.008
233,1680.26,61.112,15.698,0.005,0.943,0.01,0.396,0.028,0.522,0.008,1.021,0.009
234,1389.93,1352.3,15.706,0.004,0.589,0.006,-0.014,0.014,0.37,0.006,0.693,0.008
235,492.338,1927.37,15.706,0.023,0.71,0.036,0.197,0.038,0.434,0.032,0.925,0.039
236,262.038,1061.62,15.717,0.004,0.719,0.006,0.141,0.015,0.422,0.006,0.824,0.009
237,1852.44,1952.51,15.719,0.005,0.186,0.011,0.421,0.02,0.333,0.01,0.707,0.022
238,8.506,1722,15.72,0.007,0.658,0.009,0.511,0.027,0.412,0.01,0.859,0.014
239,1626.29,1399.14,15.721,0.004,0.575,0.007,-0.059,0.014,0.372,0.006,0.71,0.008
240,318.94,1857.22,15.723,0.006,0.585,0.008,0.402,0.027,0.345,0.008,0.71,0.014
241,1551.18,294.834,15.731,0.006,0.741,0.011,0.372,0.034,0.435,0.009,0.876,0.011
242,1064.81,1515.33,15.743,0.004,0.737,0.007,0.088,0.016,0.447,0.006,0.82,0.007
243,1619.7,1073.84,15.772,0.004,0.567,0.007,-0.002,0.015,0.372,0.007,0.713,0.008
244,463.457,424.485,15.777,0.005,0.642,0.01,0.439,0.027,0.356,0.007,0.745,0.01
245,930.996,1845.86,15.785,0.005,0.846,0.007,0.316,0.026,0.498,0.006,0.944,0.009
246,1900.77,1810.64,15.791,0.005,0.617,0.01,0.013,0.02,0.403,0.007,0.756,0.009
247,1461.59,1061.47,15.803,0.005,0.947,0.008,0.559,0.032,0.531,0.008,0.959,0.008
248,1155.7,689.998,15.806,0.005,0.825,0.009,0.137,0.024,0.48,0.008,0.924,0.009
249,1687.88,1265.09,15.814,0.005,0.546,0.008,0.321,0.021,0.332,0.007,0.641,0.009
250,1694.07,1743.29,15.842,0.006,0.706,0.009,0.036,0.019,0.433,0.008,0.826,0.01
251,79.941,1489.09,15.842,0.059,0.677,0.064,-0.045,0.019,0.354,0.056,0.744,0.062
252,14.395,775.796,15.852,0.006,0.742,0.01,0.099,0.022,0.408,0.01,0.812,0.014
253,998.285,972.595,15.881,0.007,1.491,0.012,0.981,0.107,0.831,0.01,1.595,0.01
254,1304.6,1815.7,15.888,0.006,0.627,0.009,0.331,0.023,0.424,0.007,0.817,0.009
255,851.124,967.152,15.9,0.005,0.842,0.009,0.216,0.024,0.485,0.008,0.912,0.009
256,1653.88,800.96,15.927,0.005,1.012,0.009,0.478,0.036,0.592,0.008,1.135,0.01
257,231.605,1334.13,15.928,0.005,0.751,0.007,0.09,0.021,0.445,0.007,0.838,0.01
258,1146.87,680.447,15.929,0.007,0.953,0.012,0.465,0.051,0.523,0.009,0.981,0.011
259,51.7,221.896,15.939,0.006,0.713,0.01,0.115,0.028,0.359,0.01,0.809,0.013
260,468.045,801.109,15.953,0.006,0.886,0.01,0.302,0.026,0.537,0.008,1.069,0.01
261,1597.51,1566.25,15.954,0.004,0.734,0.008,0.113,0.023,0.472,0.006,0.912,0.009
262,1151.77,1147.71,15.958,0.005,0.617,0.008,-0.015,0.018,0.383,0.006,0.738,0.009
263,478.001,1870.09,15.97,0.007,0.636,0.01,0.302,0.025,0.394,0.009,0.779,0.015
264,1931.14,1306.25,15.971,0.004,0.52,0.009,0.371,0.024,0.322,0.007,0.66,0.009
265,509.484,2001.1,15.979,0.005,0.939,0.008,0.517,0.033,0.527,0.006,0.975,0.009
266,1453.77,1309.09,15.985,0.005,0.725,0.008,0.19,0.022,0.465,0.007,0.893,0.008
267,1105.4,1083.51,16.002,0.005,0.779,0.009,0.15,0.024,0.468,0.006,0.859,0.008
268,428.039,468.866,16.007,0.006,0.784,0.01,0.202,0.033,0.434,0.009,0.846,0.011
269,1868.01,1835.29,16.01,0.006,0.827,0.012,0.224,0.03,0.532,0.008,1.028,0.009
270,1432.65,1889.93,16.013,0.005,0.89,0.01,0.382,0.037,0.53,0.007,0.984,0.009
271,293.509,1555.81,16.015,0.008,0.627,0.014,0.311,0.039,0.383,0.01,0.757,0.016
272,473.166,135.601,16.021,0.005,0.829,0.01,0.47,0.039,0.465,0.008,0.979,0.009
273,1736.91,1782.89,16.026,0.007,0.676,0.011,0.058,0.02,0.451,0.009,0.853,0.011
274,101.32,1599.4,16.038,0.006,0.753,0.009,0.228,0.027,0.463,0.009,0.933,0.013
275,764.82,446.992,16.049,0.006,1.804,0.014,99,99,1.012,0.009,2.007,0.01
