ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,Vrerr,VI,VIerr
1,1566.37,1433.03,8.537,0.028,0.625,0.028,0.515,0.013,99,99,0.838,0.07
5,3667.64,3785.73,9.51,0.029,1.875,0.029,99,99,99,99,1.532,0.057
3,1514.37,1825.51,10.129,0.018,0.277,0.018,-0.132,0.01,99,99,0.388,0.019
2,3411.85,3735.26,10.14,0.025,0.122,0.025,99,99,99,99,99,99
18,1844.79,934.996,10.717,0.007,1.026,0.014,0.709,0.013,99,99,1.111,0.018
28,1548.49,1085.14,10.777,0.006,1.189,0.014,0.806,0.013,99,99,1.353,0.027
31,1342.12,872.894,10.778,0.007,1.11,0.028,0.912,0.028,99,99,1.427,0.038
96,1543.58,2581.63,10.869,0.006,1.59,0.006,1.51,0.003,99,99,1.478,0.029
81,1029.97,1965.67,11.075,0.006,1.47,0.006,1.376,0.003,99,99,1.462,0.017
101,304.74,1658.61,11.321,0.013,1.454,0.011,1.151,0.003,99,99,1.368,0.031
43,2756.33,1461.26,11.351,0.009,1.173,0.008,1.064,0.006,99,99,1.177,0.013
47,2056.77,1783.09,11.404,0.008,1.103,0.007,0.726,0.004,99,99,1.262,0.01
8,3190.77,2616.5,11.418,0.009,0.348,0.037,-0.162,0.037,99,99,0.212,0.012
77,1944.08,854.556,11.49,0.007,1.406,0.007,1.164,0.004,99,99,1.477,0.01
332,1087.29,679.134,11.551,0.01,2.455,0.016,2.499,0.016,99,99,2.773,0.068
99,2810.23,3565.68,11.554,0.012,1.904,0.011,99,99,99,99,2.008,0.02
65,1402.33,1986.55,11.557,0.009,1.315,0.008,99,99,99,99,99,99
84,2770.36,1948.7,11.59,0.009,1.295,0.008,1.059,0.003,99,99,1.405,0.012
14,2934.14,2805.73,11.597,0.008,0.307,0.051,-0.349,0.051,99,99,0.142,0.009
16,2346.2,1508.05,11.598,0.007,0.329,0.018,0.169,0.017,99,99,0.387,0.011
71,1998.95,1192.43,11.605,0.007,1.281,0.007,0.91,0.004,99,99,1.365,0.009
51,2268.88,2102.44,11.611,0.006,0.328,0.017,99,99,99,99,0.394,0.009
128,3023.69,2802.75,11.626,0.008,2.117,0.008,99,99,99,99,2.051,0.037
110,2736.26,2224.31,11.669,0.009,1.311,0.008,0.911,0.003,99,99,1.385,0.012
103,1356.54,2979.18,11.676,0.012,1.283,0.011,0.845,0.004,99,99,1.308,0.017
106,2511.43,2001.26,11.677,0.007,1.3,0.006,0.957,0.003,99,99,1.338,0.01
23,2641.45,1765.27,11.677,0.007,0.367,0.027,0.209,0.027,99,99,0.326,0.01
25,1510.66,2029.86,11.704,0.004,0.323,0.007,0.228,0.007,99,99,0.401,0.006
19,1031.34,3191.1,11.735,0.014,0.567,0.054,-0.008,0.053,99,99,0.393,0.025
21,1456.78,3321.71,11.813,0.014,0.471,0.056,0.04,0.056,99,99,0.4,0.022
42,1340.23,1444.93,11.818,0.004,0.734,0.004,0.476,0.003,99,99,0.908,0.006
29,1668.52,2378.06,11.862,0.004,0.303,0.009,0.204,0.009,99,99,0.367,0.006
33,2134.83,2176.62,11.867,0.005,0.42,0.007,0.299,0.006,99,99,0.515,0.008
108,2905.04,286.983,11.883,0.014,1.252,0.021,1.295,0.021,99,99,1.324,0.019
125,2395.57,3709.11,11.952,0.014,1.528,0.013,99,99,99,99,1.453,0.022
34,2433.96,2864.29,11.981,0.004,0.271,0.005,0.126,0.004,99,99,0.346,0.005
46,2114.82,3150.86,12.002,0.006,0.3,0.007,99,99,99,99,0.334,0.009
35,3320.35,1979.89,12.025,0.016,0.362,0.015,0.209,0.008,99,99,0.507,0.018
241,1949.14,3872.28,12.054,0.022,2.04,0.02,99,99,99,99,99,99
126,1490.21,1400.32,12.056,0.004,1.315,0.004,1.025,0.004,99,99,1.414,0.007
48,2354.58,1108.22,12.087,0.006,0.505,0.006,0.359,0.005,99,99,0.582,0.009
32,2728.49,2439.23,12.088,0.009,0.323,0.009,0.163,0.004,99,99,0.401,0.012
55,1858.33,2835.97,12.097,0.004,0.298,0.005,99,99,99,99,0.328,0.006
