ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr
1,1364.51,1383.14,11.357,0.001,0.436,0.002,-0.571,0.003,0.335,0.01,0.54,0.003
2,2018.69,937.063,11.792,0.003,0.958,0.005,1.033,0.007,0.59,0.011,1.25,0.006
8,1535.02,1845.6,12.141,0.003,1.972,0.004,2.137,0.018,1.097,0.008,2.074,0.006
3,222.478,1029.81,12.216,0.004,0.252,0.006,0.202,0.005,0.15,0.006,0.276,0.008
4,1936.96,1800.25,12.28,0.003,0.82,0.005,0.296,0.004,0.48,0.006,0.833,0.006
5,909.82,1261.94,12.425,0.001,0.381,0.002,0.216,0.003,0.23,0.003,0.4,0.003
7,853.392,1355.71,12.538,0.002,0.48,0.003,-0.106,0.003,0.305,0.003,0.589,0.003
9,1675.3,1951.38,12.582,0.002,0.568,0.003,0.512,0.004,0.349,0.005,0.693,0.004
6,987.672,242.896,12.646,0.002,0.261,0.003,0.21,0.004,0.131,0.004,0.23,0.006
10,165.203,519.073,12.693,0.005,0.632,0.007,0.321,0.006,0.36,0.007,0.756,0.01
12,39.58,400.503,12.735,0.006,0.919,0.009,0.396,0.009,0.497,0.009,0.948,0.011
11,659.436,1935.85,12.769,0.005,0.626,0.007,-0.007,0.011,0.389,0.007,0.718,0.009
13,1169.25,749.433,12.913,0.003,0.693,0.005,0.064,0.005,0.431,0.005,0.789,0.007
14,855.632,1436.68,12.992,0.002,0.467,0.003,-0.034,0.004,0.3,0.003,0.577,0.003
15,1915.74,1031.78,13.035,0.002,1.186,0.004,0.987,0.009,0.661,0.007,1.195,0.004
18,660.353,837.083,13.164,0.004,0.705,0.006,0.077,0.005,0.436,0.005,0.863,0.007
16,1034.22,1328.76,13.177,0.001,0.506,0.003,-0.183,0.004,0.351,0.003,0.667,0.003
17,616.505,264.72,13.274,0.004,1.141,0.006,0.528,0.01,0.732,0.005,1.485,0.007
21,54.272,229.939,13.34,0.007,0.708,0.01,0.126,0.009,0.373,0.01,0.788,0.013
19,1231.82,1886.26,13.38,0.003,0.367,0.004,-0.224,0.004,0.295,0.005,0.536,0.005
20,1967.48,1026.12,13.396,0.008,0.556,0.011,0.05,0.008,0.358,0.013,0.669,0.016
23,223.889,556.803,13.512,0.005,0.649,0.007,0.088,0.007,0.393,0.007,0.756,0.009
22,287.207,1908.05,13.569,0.005,0.512,0.007,-0.042,0.006,0.317,0.008,0.635,0.009
24,262.917,1785.35,13.595,0.004,0.663,0.006,0.109,0.007,0.414,0.007,0.835,0.008
25,1701.19,691.574,13.621,0.005,0.575,0.007,0.102,0.007,0.375,0.008,0.668,0.008
26,1140.64,1350.44,13.662,0.002,0.573,0.003,0.05,0.005,0.355,0.005,0.681,0.004
27,493.781,793.898,13.724,0.005,0.663,0.007,0.071,0.007,0.414,0.007,0.76,0.009
28,1069.19,1946.95,13.764,0.002,1.775,0.003,1.82,0.048,1.039,0.004,1.968,0.004
29,696.843,240.537,13.806,0.004,0.701,0.006,0.063,0.007,0.423,0.006,0.8,0.007
30,728.788,1568.4,13.877,0.002,0.99,0.003,0.402,0.008,0.587,0.003,1.09,0.004
32,1194.32,683.878,13.944,0.005,0.646,0.007,0.075,0.008,0.414,0.008,0.754,0.008
31,2003.9,1522.2,13.956,0.003,1.712,0.006,1.276,0.039,0.985,0.008,1.89,0.006
34,719.529,526.04,13.957,0.005,0.806,0.007,0.191,0.009,0.474,0.007,0.861,0.009
33,742.996,1064.38,13.963,0.002,0.589,0.003,0.035,0.005,0.368,0.003,0.665,0.004
36,972.113,1341.15,13.97,0.002,0.523,0.003,0.383,0.006,0.298,0.003,0.58,0.004
37,1308.62,1806.78,13.974,0.003,1.401,0.004,1.051,0.018,0.806,0.004,1.516,0.005
35,909.911,1281.17,13.989,0.002,0.518,0.003,0.051,0.006,0.318,0.003,0.615,0.004
38,1741.71,793.328,14.02,0.005,0.799,0.007,0.696,0.013,0.475,0.009,0.947,0.008
39,816.555,1148.85,14.067,0.002,0.533,0.003,0.198,0.006,0.322,0.003,0.642,0.004
40,1197.68,1285.87,14.09,0.002,0.654,0.003,0.307,0.007,0.396,0.005,0.768,0.004
41,1926.26,1204.78,14.206,0.003,0.65,0.005,0.01,0.008,0.418,0.007,0.772,0.008
42,1185.47,1732.76,14.21,0.003,0.488,0.004,0.192,0.006,0.308,0.005,0.587,0.005
43,841.709,1326.3,14.212,0.002,0.479,0.003,0.134,0.007,0.328,0.003,0.62,0.004
44,1019.24,1631.68,14.271,0.003,0.782,0.005,0.164,0.009,0.491,0.005,0.897,0.005
46,995.889,1279.54,14.284,0.002,0.671,0.003,0.383,0.009,0.394,0.004,0.794,0.004
45,1595.54,372.43,14.298,0.005,0.622,0.007,0.018,0.009,0.39,0.009,0.723,0.009
48,1121.07,1124.2,14.331,0.002,0.809,0.003,0.16,0.007,0.499,0.004,0.999,0.004
49,1096.22,1019.85,14.346,0.002,0.762,0.003,0.459,0.009,0.452,0.004,0.904,0.004
51,1478.92,1221,14.407,0.002,0.914,0.004,0.461,0.01,0.572,0.005,1.01,0.004
50,1667.69,1460.07,14.435,0.003,0.674,0.004,0.005,0.007,0.447,0.006,0.82,0.006
54,1025.92,336.956,14.453,0.005,0.65,0.007,0.04,0.01,0.404,0.008,0.743,0.008
55,295.008,159.314,14.469,0.005,0.657,0.007,0.345,0.012,0.365,0.008,0.811,0.009
56,173.245,1937.86,14.498,0.011,0.691,0.016,0.028,0.017,0.409,0.016,0.804,0.019
59,347.999,107.166,14.566,0.005,0.691,0.007,-0.011,0.012,0.386,0.008,0.771,0.009
58,1153.5,1250.03,14.567,0.002,0.619,0.003,0.299,0.01,0.382,0.004,0.723,0.004
61,1439.06,912.006,14.574,0.004,0.886,0.006,0.518,0.015,0.547,0.008,1.055,0.008
60,1361.53,857.392,14.581,0.005,0.942,0.007,0.291,0.015,0.588,0.009,1.174,0.008
57,785.505,1526.87,14.584,0.003,1.17,0.005,0.55,0.016,0.721,0.005,1.395,0.005
62,1288.91,1756.73,14.598,0.004,0.746,0.006,0.091,0.01,0.481,0.007,0.876,0.007
53,1552.52,1481.16,14.623,0.003,1.723,0.006,99,99,0.996,0.006,1.86,0.005
63,590.898,1321.45,14.64,0.002,0.592,0.003,0.338,0.011,0.36,0.003,0.718,0.004
