ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr
1,939.398,1533.51,11.668,0.003,1.331,0.005,1.368,0.006,0.692,0.005,1.305,0.005
2,1401.96,889.2,12.016,0.001,0.518,0.003,0.172,0.004,0.303,0.004,0.6,0.004
5,717.758,754.593,12.137,0.002,0.168,0.003,0.222,0.004,0.102,0.002,0.199,0.004
3,1308.78,1253.23,12.158,0.003,0.355,0.004,0.236,0.003,0.21,0.004,0.412,0.005
6,1524.09,716.169,12.226,0.002,0.531,0.004,0.164,0.004,0.3,0.004,0.562,0.004
8,819.923,1388.23,12.294,0.003,0.163,0.005,0.16,0.005,0.096,0.004,0.173,0.005
4,878.975,842.796,12.309,0.002,1.389,0.005,1.397,0.009,0.729,0.003,1.433,0.003
10,1701.47,1990.69,12.402,0.004,1.816,0.007,2.056,0.019,1.091,0.008,2.426,0.009
7,123.31,672.502,12.406,0.003,1.776,0.006,2.225,0.023,0.971,0.006,2.039,0.007
9,896.538,1180.22,12.493,0.012,0.559,0.018,0.053,0.016,0.334,0.017,0.661,0.023
12,367.5,789.138,12.558,0.002,0.347,0.003,0.374,0.004,0.175,0.004,0.354,0.005
13,1130.05,1414.35,12.572,0.003,0.457,0.005,0.342,0.005,0.28,0.005,0.557,0.005
16,662.387,473.255,12.618,0.003,0.59,0.005,0.065,0.005,0.325,0.003,0.655,0.005
14,522.457,1026.07,12.673,0.005,0.362,0.007,0.293,0.007,0.217,0.007,0.408,0.01
17,985.64,1188,12.825,0.003,0.56,0.004,0.009,0.004,0.335,0.004,0.654,0.004
20,1914.81,90.56,12.843,0.004,0.56,0.008,0.026,0.008,0.302,0.006,0.625,0.008
19,931.614,380.335,12.853,0.003,0.353,0.005,0.204,0.006,0.179,0.004,0.371,0.007
18,189.425,1193.53,12.857,0.004,1.702,0.006,2.06,0.022,0.94,0.006,1.88,0.006
23,1287.11,404.975,12.949,0.003,1.112,0.006,0.794,0.008,0.581,0.004,1.152,0.005
11,1329.58,69.757,12.962,0.004,1.765,0.009,2.125,0.035,0.957,0.005,1.97,0.006
21,566.469,1540.59,12.967,0.004,1.501,0.006,1.75,0.016,0.785,0.005,1.502,0.005
22,1277.87,1122.71,13.001,0.003,0.411,0.004,0.273,0.005,0.253,0.004,0.502,0.005
25,1141.43,1521.3,13.051,0.004,1.344,0.006,1.337,0.01,0.714,0.005,1.374,0.006
24,437.122,1407.25,13.059,0.004,0.619,0.006,0.024,0.006,0.374,0.005,0.75,0.006
26,891.117,337.474,13.117,0.004,1.181,0.008,1.007,0.009,0.613,0.004,1.211,0.006
31,989.415,993.39,13.123,0.005,0.791,0.007,0.246,0.006,0.458,0.006,0.883,0.008
34,899.36,1757.2,13.156,0.007,1.181,0.009,1.017,0.01,0.638,0.009,1.23,0.01
27,1560.86,645.834,13.181,0.003,0.496,0.005,0.074,0.004,0.289,0.005,0.577,0.007
28,1245.94,686.823,13.201,0.003,0.388,0.005,0.241,0.004,0.214,0.005,0.427,0.007
29,1571.97,875.416,13.209,0.003,0.393,0.004,0.314,0.004,0.232,0.005,0.465,0.007
30,1607.44,978.645,13.238,0.003,1.425,0.006,1.483,0.013,0.755,0.004,1.471,0.005
32,1352.67,938.339,13.256,0.003,1.269,0.006,1.147,0.012,0.663,0.004,1.291,0.005
15,559.445,603.818,13.285,0.004,1.889,0.007,2.272,0.044,1.057,0.004,2.199,0.005
38,1235.82,1003.41,13.336,0.003,1.03,0.004,0.593,0.007,0.57,0.005,1.124,0.005
37,528.474,1612.01,13.34,0.005,0.378,0.008,0.226,0.008,0.22,0.007,0.416,0.008
