ID,x,y,V,Verr,BV,BVerr,UB,UBerr,VR,VRerr,VI,VIerr
1,285.354,1997.54,8.904,0.006,1.52,0.01,1.808,0.007,0.86,0.008,1.795,0.009
2,714.979,550.034,9.617,0.008,0.272,0.011,-0.553,0.006,0.218,0.017,0.392,0.019
3,718.116,717.5,10.56,0.006,0.381,0.009,-0.059,0.005,0.26,0.013,0.47,0.02
4,1260.81,1947.68,11.26,0.007,0.353,0.01,-0.019,0.007,0.238,0.012,0.435,0.013
5,2026.07,1149.53,11.738,0.005,-0.108,0.012,-0.32,0.013,0.196,0.007,0.405,0.009
6,383.237,190.291,11.747,0.005,0.165,0.007,0.145,0.005,0.098,0.008,0.207,0.011
7,1029.44,1121.11,11.845,0.002,0.451,0.004,-0.05,0.004,0.29,0.004,0.542,0.004
8,1363.46,1427.43,11.946,0.003,1.829,0.005,1.557,0.008,1.028,0.006,2.031,0.007
9,1399.23,657.023,12.053,0.004,0.397,0.005,-0.351,0.004,0.271,0.006,0.554,0.008
11,1395.54,1894.44,12.277,0.006,0.882,0.008,0.35,0.007,0.512,0.01,0.969,0.011
12,1801.51,50.087,12.297,0.004,0.369,0.006,-0.128,0.005,0.241,0.006,0.51,0.012
13,1685.75,728.377,12.402,0.004,0.239,0.006,0.168,0.005,0.156,0.007,0.302,0.008
15,478.514,1028.64,12.531,0.003,0.321,0.005,-0.334,0.004,0.222,0.004,0.439,0.005
16,1980.18,942.752,12.592,0.005,0.567,0.008,0.034,0.006,0.391,0.007,0.756,0.009
17,1811.28,189.453,12.611,0.005,0.447,0.007,0.141,0.006,0.289,0.007,0.578,0.012
19,497.931,130.223,12.683,0.005,0.336,0.007,0.194,0.006,0.202,0.007,0.418,0.013
20,1340.12,1454.62,12.74,0.004,0.549,0.005,-0.076,0.004,0.354,0.006,0.658,0.007
21,189.874,878.518,12.794,0.005,0.567,0.008,0.479,0.007,0.323,0.008,0.679,0.008
22,1338.06,438.538,12.963,0.005,0.392,0.007,-0.014,0.005,0.259,0.007,0.537,0.012
23,520.26,969.317,12.966,0.003,1.625,0.008,1.112,0.015,0.903,0.004,1.805,0.005
24,152.735,465.268,13.171,0.008,1.5,0.011,1.231,0.018,0.799,0.011,1.602,0.013
25,1643.22,925.04,13.212,0.005,0.541,0.008,0.466,0.008,0.327,0.008,0.686,0.01
26,954.929,1977.84,13.284,0.005,0.679,0.006,0.092,0.004,0.397,0.007,0.747,0.01
27,1594.98,2001.51,13.334,0.004,1.273,0.006,0.821,0.01,0.693,0.007,1.355,0.008
28,1750.96,365.189,13.459,0.007,0.525,0.01,-0.076,0.008,0.338,0.009,0.655,0.014
29,1471.38,886.22,13.488,0.006,1.096,0.01,0.774,0.012,0.63,0.008,1.206,0.01
30,1420.68,1056.85,13.501,0.003,1.312,0.006,0.87,0.012,0.736,0.006,1.451,0.006
31,1114.67,931.095,13.581,0.006,0.906,0.01,0.484,0.01,0.544,0.008,1.006,0.01
32,522.392,609.109,13.587,0.006,0.573,0.009,0.048,0.007,0.376,0.008,0.738,0.012
33,660.089,1178.47,13.595,0.003,1.491,0.004,1.086,0.014,0.85,0.004,1.68,0.005
35,416.593,1817.1,13.69,0.007,0.401,0.011,0.297,0.01,0.265,0.01,0.545,0.015
36,1064.6,1361.33,13.697,0.004,2.122,0.007,1.612,0.045,1.237,0.006,2.472,0.006
37,791.861,385.252,13.77,0.008,0.698,0.011,0.357,0.01,0.417,0.01,0.847,0.015
38,1393,1963.85,13.778,0.006,0.635,0.008,0.005,0.006,0.387,0.008,0.74,0.012
39,1093.71,996.163,13.862,0.004,2.032,0.01,98.88,99,1.155,0.006,2.313,0.006
41,494.745,682.303,13.963,0.007,0.752,0.01,0.15,0.01,0.455,0.01,0.871,0.013
42,1298.58,233.235,14.003,0.009,2.081,0.012,98.88,99,1.194,0.01,2.364,0.014
43,201.741,1021.09,14.004,0.005,0.79,0.007,0.076,0.007,0.498,0.008,1.054,0.007
44,1018.17,1296.88,14.052,0.01,2.208,0.025,98.88,99,1.305,0.012,2.596,0.013
45,1730.41,60.524,14.16,0.009,0.817,0.013,0.141,0.012,0.513,0.013,1.003,0.017
46,736.499,1161.17,14.164,0.002,1.264,0.004,0.688,0.013,0.743,0.004,1.466,0.004
47,1860.37,310.617,14.196,0.009,0.592,0.013,0.392,0.011,0.351,0.013,0.74,0.017
48,396.387,543.32,14.206,0.007,0.998,0.01,0.649,0.014,0.616,0.01,1.165,0.014
49,512.463,845.283,14.223,0.006,1.131,0.009,0.766,0.017,0.63,0.009,1.202,0.011
50,1483.64,966.066,14.23,0.007,1.99,0.011,98.88,99,1.127,0.01,2.248,0.01
51,1006.35,1193.58,14.251,0.003,0.481,0.005,0.26,0.007,0.317,0.005,0.644,0.006
52,1902.15,231.517,14.252,0.009,0.537,0.013,0.418,0.012,0.316,0.013,0.679,0.016
53,1563.41,1497.48,14.361,0.005,0.495,0.007,0.36,0.009,0.299,0.008,0.598,0.008
54,859.569,395.609,14.362,0.008,1.849,0.011,1.271,0.056,1.061,0.01,2.148,0.014
55,1394.15,49.501,14.372,0.009,0.574,0.013,0.065,0.012,0.355,0.013,0.718,0.016
56,959.652,1522.87,14.378,0.004,2.28,0.007,98.88,99,1.296,0.006,2.574,0.007
57,318.601,1577.92,14.379,0.007,0.562,0.01,0.005,0.008,0.362,0.01,0.707,0.013
58,208.693,631.057,14.382,0.008,2.059,0.012,98.88,99,1.158,0.011,2.318,0.013
59,910.301,386.173,14.39,0.008,0.928,0.011,0.582,0.015,0.574,0.011,1.218,0.015
60,1854.37,1721.88,14.405,0.006,0.564,0.009,0.058,0.008,0.377,0.009,0.712,0.01
61,1005.44,531.789,14.409,0.008,0.528,0.011,0.027,0.01,0.333,0.012,0.639,0.014
62,1039.86,431.882,14.422,0.008,0.659,0.011,0.039,0.01,0.406,0.012,0.785,0.015
63,1090.57,391.824,14.429,0.009,1.612,0.012,1.464,0.063,0.878,0.012,1.719,0.016
64,1511.48,1680.82,14.453,0.006,2.315,0.009,98.88,99,1.353,0.008,2.68,0.011
65,534.291,864.892,14.453,0.007,0.524,0.01,0.403,0.011,0.299,0.01,0.622,0.012
66,1562.86,1717.11,14.493,0.006,0.455,0.008,0.253,0.009,0.301,0.008,0.603,0.01
67,150.889,538.16,14.518,0.008,1.282,0.012,0.786,0.023,0.749,0.012,1.554,0.014
68,2016.06,1326.1,14.526,0.004,0.456,0.006,-0.041,0.009,0.413,0.007,0.796,0.008
69,1525.59,991.066,14.54,0.008,1.248,0.014,0.804,0.026,0.795,0.012,1.592,0.013
70,308.452,756.848,14.552,0.007,0.863,0.01,0.268,0.016,0.515,0.011,1.033,0.013
71,891.316,1873.56,14.602,0.006,0.654,0.008,-0.041,0.008,0.403,0.008,0.768,0.012
72,635.262,105.7,14.609,0.009,0.425,0.012,0.311,0.012,0.219,0.013,0.485,0.015
73,397.714,1481.37,14.632,0.005,0.912,0.007,0.361,0.014,0.551,0.007,1.122,0.01
74,1721.49,1261.49,14.64,0.003,0.633,0.006,0.326,0.01,0.412,0.007,0.861,0.007
75,1525.11,1439.97,14.641,0.004,0.586,0.006,0.288,0.009,0.373,0.007,0.763,0.007
77,1430.84,1669.49,14.688,0.006,0.97,0.008,-0.056,0.01,0.638,0.009,1.334,0.013
78,1443.1,1470,14.694,0.005,0.744,0.007,0.177,0.01,0.467,0.007,0.874,0.007
79,1176.43,213.805,14.722,0.008,0.462,0.012,0.351,0.013,0.263,0.013,0.562,0.013
80,1642.01,1374.91,14.726,0.005,0.694,0.01,0.022,0.011,0.436,0.008,0.827,0.008
81,956.72,1294.24,14.759,0.004,2.094,0.006,98.88,99,1.19,0.006,2.381,0.006
82,1505.05,1436,14.797,0.004,1.982,0.007,98.88,99,1.129,0.007,2.22,0.007
83,1742.49,990.913,14.855,0.008,0.69,0.014,0.006,0.014,0.444,0.012,0.837,0.015
952,618.822,1993.73,18.364,0.023,1.059,0.05,98.88,99,0.72,0.027,1.43,0.034
85,1837.23,326.452,14.863,0.008,0.712,0.012,0.452,0.021,0.422,0.013,0.844,0.015
86,1440.78,1004.48,14.923,0.003,0.922,0.006,0.663,0.019,0.589,0.006,1.236,0.006
87,1024.21,1635.98,14.937,0.005,1.327,0.007,0.881,0.035,0.751,0.006,1.454,0.01
88,1692.81,747.216,14.965,0.007,0.771,0.01,0.046,0.016,0.489,0.012,0.953,0.013
89,1880.41,1723,14.968,0.006,0.969,0.008,0.615,0.024,0.619,0.009,1.291,0.01
90,33.015,301.557,14.977,0.009,0.5,0.014,0.302,0.015,0.239,0.015,0.566,0.015
91,1749.68,521.013,14.984,0.01,1.396,0.015,0.871,0.057,0.863,0.015,1.733,0.017
92,766.801,239.644,14.988,0.007,2.056,0.012,98.88,99,1.156,0.011,2.341,0.014
93,1338.7,1907.06,15.002,0.005,0.754,0.007,0.126,0.012,0.486,0.007,0.943,0.01
94,468.345,1001.29,15.003,0.044,1.248,0.055,0.133,0.03,0.886,0.047,1.814,0.051
95,917.758,1055.86,15.016,0.003,0.66,0.005,0.529,0.017,0.391,0.004,0.817,0.005
97,1735.44,814.979,15.056,0.007,1.662,0.012,98.88,99,0.945,0.012,1.879,0.013
98,967.98,1633.38,15.078,0.005,2.074,0.009,98.88,99,1.211,0.007,2.417,0.01
99,1473.69,694.229,15.097,0.007,0.776,0.011,0.247,0.021,0.504,0.011,1.046,0.012
100,1068.55,1783.7,15.102,0.008,0.981,0.011,0.248,0.017,0.634,0.011,1.318,0.016
101,1622.64,1583.26,15.106,0.005,0.698,0.007,0.168,0.014,0.456,0.008,0.89,0.009
103,1898.39,320.826,15.113,0.008,0.635,0.012,-0.034,0.015,0.388,0.013,0.785,0.015
104,1890.31,260.896,15.119,0.007,0.535,0.011,0.486,0.022,0.294,0.012,0.646,0.013
105,1885.2,1319.97,15.123,0.004,0.749,0.006,-0.17,0.012,0.486,0.007,1.026,0.006
106,287.187,184.645,15.133,0.007,0.665,0.011,0.286,0.017,0.386,0.011,0.829,0.013
107,839.552,1414.37,15.146,0.004,0.715,0.006,0.395,0.016,0.433,0.006,0.852,0.007
108,741.994,987.085,15.197,0.006,0.631,0.01,0.02,0.015,0.394,0.01,0.753,0.011
109,1115.54,664.241,15.204,0.007,0.921,0.01,0.514,0.024,0.561,0.012,1.196,0.013
110,624.271,373.901,15.207,0.007,1.61,0.012,98.88,99,0.919,0.011,1.859,0.015
111,1748.23,1317.96,15.216,0.004,0.585,0.006,0.402,0.015,0.373,0.007,0.768,0.008
112,1140.15,1423.79,15.218,0.004,0.948,0.006,0.617,0.024,0.604,0.006,1.255,0.007
113,1693.42,145.999,15.224,0.008,2.362,0.014,98.88,99,1.359,0.013,2.739,0.017
114,1361.35,657.638,15.225,0.007,1.038,0.011,0.139,0.021,0.651,0.012,1.376,0.013
115,840.374,244.044,15.225,0.006,0.763,0.01,0.107,0.019,0.458,0.01,0.889,0.012
116,315.333,208.892,15.23,0.007,0.649,0.011,0.037,0.02,0.389,0.011,0.786,0.012
719,1161.78,1303.57,17.857,0.015,0.998,0.031,98.88,99,0.642,0.019,1.29,0.022
118,512.296,1313.25,15.254,0.005,0.781,0.007,0.221,0.021,0.484,0.006,0.962,0.008
