ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
27,719.437,1495.36,13.6843,0.0003,1.57,1.527,0.011,0.032,0.3532,-1.084,-0.036,0.0224,0.038,0.035,0.813,0
133,976.077,1367.72,15.5545,0.0005,1.31,0.733,0.011,0.047,0.104,-3.958,1.702,0.0372,0.062,0.063,0.809,0
169,831.222,1464.43,15.8988,0.0006,1.031,0.396,0.011,0.04,0.7265,-7.978,3.33,0.0449,0.072,0.07,0.804,0
196,1000.59,1014.6,16.3241,0.0007,0.744,0.186,0.012,0.035,0.0819,-5.41,4.757,0.0541,0.096,0.084,0.801,0
119,1160.41,991.237,15.6577,0.0006,0.67,0.103,0.019,0.017,0.4265,-6.452,4.616,0.0389,0.062,0.059,0.777,0
238,851.157,1065.42,16.5623,0.0006,0.984,0.234,0.014,0.051,0.2414,-4.892,6.088,0.0552,0.095,0.092,0.772,0
20,873.031,1559.86,13.8522,0.0002,0.74,0.088,0.032,0.048,1.9329,-16.604,15.047,0.0214,0.036,0.033,0.758,0
201,1046.52,1194.44,16.3532,0.0013,0.919,0.188,0.011,0.043,-0.8457,-5.806,2.444,0.2181,0.362,0.366,0.757,0
288,861.289,1126.96,16.8048,0.0008,0.96,0.145,0.016,0.075,0.4679,-9.805,3.152,0.0643,0.109,0.106,0.756,0
230,1091.79,1178.06,16.6245,0.0023,0.79,0.344,0.013,0.051,1.0943,-3.52,7.15,0.5236,0.854,0.834,0.748,0
452,1088.46,1299.1,17.393,0.0011,0.847,0.145,0.02,0.08,0.152,-5.242,4.418,0.0969,0.153,0.155,0.72,0
306,900.884,1506.04,16.9264,0.0035,0.915,0.133,0.026,0.07,0.633,-5.769,3.574,0.1556,0.259,0.244,0.695,0
236,1109.11,1173.9,16.7737,0.0008,0.416,0.136,0.012,0.03,0.0546,-2.789,1.831,0.076,0.124,0.12,0.773,0
21,1154.96,1128.83,13.1264,0.0005,1.973,nan,0.008,nan,0.1624,-5.619,4.646,0.0352,0.054,0.054,0.84,-1
36,995.898,1589.61,13.8764,0.0003,1.751,nan,0.009,nan,0.1003,-5.686,4.742,0.0228,0.04,0.036,0.84,-1
37,1105.47,1690.18,13.8495,0.0003,1.808,nan,0.009,nan,0.0553,-5.655,4.641,0.0236,0.038,0.036,0.84,-1
43,1461.86,1434.45,13.5132,0.0035,2.115,nan,0.01,nan,0.0089,-3.145,1.674,0.0352,0.057,0.054,0.85,-1
55,772.173,1575.9,14.2284,0.0003,1.717,nan,0.011,nan,0.1093,-5.723,4.609,0.0232,0.041,0.036,0.84,-1
70,1061.99,1763.03,14.511,0.0003,1.758,nan,0.009,nan,0.0674,-4.272,2.5,0.0249,0.041,0.039,0.86,-1
102,996.901,1822.09,14.9185,0.0004,1.777,nan,0.012,nan,0.0658,-3.603,2.261,0.0293,0.048,0.046,0.84,-1
106,1294.43,1134.34,15.283,0.0004,1.386,nan,0.01,nan,0.1342,-5.73,4.719,0.0322,0.052,0.05,0.83,-1
123,1283.78,1358.63,15.4545,0.0005,1.305,nan,0.015,nan,0.0464,-2.991,0.252,0.0361,0.061,0.058,0.81,-1
154,1030.38,1390.26,15.6213,0.0005,1.441,nan,0.01,nan,0.1269,-5.785,4.591,0.0379,0.061,0.059,0.83,-1
177,923.703,1587.49,15.7769,0.0006,1.454,nan,0.013,nan,0.1275,-5.723,4.656,0.04,0.071,0.062,0.83,-1
190,1224.13,1375.11,16.0507,0.0006,1.277,nan,0.015,nan,0.1528,-3.908,3.717,0.0453,0.072,0.071,0.8,-1
198,937.629,1156.52,16.0678,0.0006,1.42,nan,0.013,nan,0.1073,-8.222,6.75,0.0443,0.074,0.076,0.81,-1
254,1171.81,1411.76,16.4161,0.0008,1.366,nan,0.016,nan,-0.0203,-5.798,4.513,0.0549,0.092,0.087,0.8,-1
256,1038.71,1154.54,16.5948,0.0012,1.22,nan,0.017,nan,0.2136,-5.499,4.609,0.0775,0.134,0.132,0.77,-1
263,1128.06,1769.86,17.0041,0.0037,0.974,nan,0.027,nan,0.7408,-7.492,5.048,0.1977,0.321,0.312,0.74,-1
276,1019.62,1709.53,16.752,0.0006,0.898,nan,0.014,nan,0.2162,-4.486,1.512,0.0638,0.11,0.104,0.8,-1
286,970.287,1594.71,16.6706,0.0007,1.156,nan,0.015,nan,0.136,-6.635,3.507,0.0749,0.154,0.134,0.79,-1
292,964.228,1581.99,16.1956,0.001,1.514,nan,0.019,nan,3.7532,12.719,-85.889,0.0667,0.123,0.113,0.77,-1
303,656.093,1415.35,16.7455,0.0007,1.163,nan,0.017,nan,0.4144,-7.279,4.859,0.063,0.108,0.103,0.79,-1
314,894.745,1340.8,16.9473,0.0008,0.809,nan,0.017,nan,0.1672,-6.053,5.134,0.077,0.133,0.128,0.78,-1
316,650.008,1521.03,16.8504,0.0008,1.021,nan,0.018,nan,0.3702,-8.335,-0.047,0.0733,0.124,0.129,0.77,-1
318,1368.77,1524.45,16.8843,0.0007,1.077,nan,0.017,nan,0.799,-4.976,1.08,0.0705,0.119,0.114,0.78,-1
319,1014.78,1153.3,16.7668,0.0008,1.283,nan,0.023,nan,0.2021,-4.277,3.385,0.0657,0.112,0.112,0.77,-1
321,771.689,1162.6,16.9419,0.0008,0.989,nan,0.016,nan,0.7029,-4.928,2.388,0.0713,0.122,0.115,0.79,-1
322,1352.29,1411.3,16.9188,0.0007,0.98,nan,0.017,nan,0.3069,-6.771,2.187,0.0674,0.114,0.108,0.8,-1
330,723.781,1507.54,16.8821,0.0008,1.056,nan,0.017,nan,0.548,-8.48,8.617,0.0751,0.132,0.124,0.79,-1
332,1388.47,1519.09,16.7864,0.0007,1.278,nan,0.019,nan,0.0435,-4.083,3.085,0.064,0.108,0.106,0.77,-1
337,1291.49,1416.24,16.9484,0.0008,0.984,nan,0.016,nan,0.3625,-9.663,5.256,0.0695,0.118,0.114,0.79,-1
342,1215.43,1675.45,16.9642,0.0008,0.984,nan,0.015,nan,0.6507,-8.992,-0.265,0.0783,0.129,0.123,0.79,-1
350,794.344,1452.16,17.1045,0.0024,1.447,nan,0.017,nan,-0.1593,-4.306,3.38,0.0858,0.145,0.139,0.79,-1
353,952.667,1479.66,16.8622,0.0007,1.366,nan,0.022,nan,0.0926,-5.659,4.589,0.067,0.114,0.11,0.77,-1
355,1008.64,1229.34,17.0545,0.0008,0.95,nan,0.016,nan,0.1051,-5.849,4.335,0.0735,0.119,0.124,0.79,-1
361,809.953,1258.54,18.0402,0.0017,0.889,nan,0.033,nan,0.1447,-5.018,2.602,0.1792,0.568,0.441,0.83,-1
362,979.193,1513.69,16.8824,0.0008,1.343,nan,0.016,nan,0.1959,-5.697,4.721,0.0695,0.119,0.114,0.78,-1
368,1052.14,1088.64,16.8547,0.0008,1.426,nan,0.019,nan,0.1944,-4.735,3.72,0.0654,0.11,0.107,0.79,-1
377,1033.99,1194.38,17.1817,0.001,0.878,nan,0.017,nan,-0.0795,-5.04,4.059,0.0831,0.131,0.13,0.77,-1
380,1332.95,1369.86,17.1733,0.0007,0.91,nan,0.019,nan,0.0301,-5.58,4.656,0.0814,0.135,0.127,0.78,-1
381,1014.6,1452.8,17.1246,0.0009,1.005,nan,0.015,nan,-0.0044,-5.377,4.825,0.0816,0.134,0.132,0.8,-1
387,1041.82,1816.14,17.0266,0.0008,1.2,nan,0.02,nan,0.0359,-5.66,4.842,0.0737,0.128,0.121,0.77,-1
398,740.586,1641.64,17.1176,0.0008,1.126,nan,0.022,nan,0.7037,-7.046,2.674,0.0772,0.129,0.124,0.76,-1
399,1158.59,1549.84,17.0087,0.0008,1.265,nan,0.023,nan,1.1778,-10.917,8.116,0.0781,0.131,0.121,0.77,-1
402,886.361,1625.16,17.179,0.0008,1.01,nan,0.019,nan,0.2174,-4.597,4.504,0.0829,0.14,0.138,0.78,-1
405,1108.66,1413.02,17.194,0.0011,0.951,nan,0.018,nan,0.1281,-5.878,4.052,0.087,0.137,0.131,0.78,-1
416,847.179,1215.7,17.2774,0.001,1.002,nan,0.02,nan,0.3668,-6.316,6.315,0.0846,0.138,0.134,0.78,-1
418,829.687,1651.21,17.2319,0.0008,0.984,nan,0.022,nan,0.0606,-5.783,4.707,0.0886,0.144,0.139,0.76,-1
419,1065.66,1367.23,17.2642,0.0009,0.955,nan,0.021,nan,-0.1607,-5.841,4.602,0.085,0.14,0.134,0.78,-1
423,1346.29,1509.74,17.2836,0.0009,1.025,nan,0.022,nan,0.2588,-3.656,3.501,0.096,0.156,0.148,0.77,-1
820,1092.88,1528.23,18.1921,0.0016,0.897,nan,0.033,nan,0.3248,-5.782,4.709,0.1537,0.254,0.249,0.74,-1
429,1024.66,1578.57,17.1651,0.0009,1.268,nan,0.021,nan,0.0565,-5.815,4.545,0.0884,0.16,0.138,0.78,-1
434,903.085,1397.2,17.3957,0.001,1.198,nan,0.056,nan,0.1676,-5.787,4.512,0.0928,0.148,0.143,0.71,-1
442,1019.83,1326.09,17.2537,0.0009,1.171,nan,0.02,nan,0.4771,-6.953,2.407,0.0838,0.14,0.134,0.77,-1
443,977.108,1184.63,17.2867,0.0011,1.039,nan,0.017,nan,0.2202,-5.59,4.289,0.0891,0.149,0.159,0.77,-1
449,1293.3,1571.52,17.3288,0.0009,0.975,nan,0.019,nan,0.2588,-5.753,4.588,0.0913,0.162,0.14,0.77,-1
456,1068.35,1239.82,17.4426,0.0011,0.78,nan,0.019,nan,0.1858,-5.917,4.456,0.1002,0.157,0.149,0.78,-1
457,1409.21,1504.19,17.2281,0.0008,1.304,nan,0.025,nan,-0.0544,-5.78,4.752,0.0797,0.131,0.126,0.76,-1
458,758.768,1651.58,17.3596,0.0009,0.988,nan,0.022,nan,0.2017,-6.913,4.417,0.0885,0.147,0.142,0.85,-1
459,954.536,1160.54,17.2813,0.0009,1.13,nan,0.022,nan,0.4156,-6.973,3.548,0.0901,0.145,0.149,0.77,-1
464,1067.72,1604.57,17.3274,0.0008,1.001,nan,0.02,nan,0.4057,-4.594,5.373,0.088,0.158,0.139,0.77,-1
468,1255.3,1659.59,17.3612,0.0009,0.943,nan,0.022,nan,0.0465,-5.796,4.673,0.0903,0.149,0.142,0.85,-1
475,917.015,1039.67,17.4601,0.0073,0.926,nan,0.022,nan,nan,nan,nan,nan,nan,nan,0.83,-1
477,773.49,1511.97,17.3966,0.001,0.977,nan,0.023,nan,0.2863,-8.426,6.207,0.1023,0.167,0.153,0.76,-1
490,1096.24,1459.31,17.3871,0.001,0.999,nan,0.024,nan,0.1161,-5.574,4.671,0.1051,0.164,0.168,0.76,-1
492,1152.33,1104.01,17.2275,0.0009,1.333,nan,0.032,nan,1.1439,-10.922,6.182,0.0896,0.144,0.14,0.74,-1
493,1008.36,1316.81,17.4535,0.001,0.943,nan,0.024,nan,0.0086,-5.553,4.692,0.0974,0.159,0.149,0.84,-1
499,1290.08,1660.13,17.4037,0.0011,1.106,nan,0.025,nan,0.1814,-5.832,4.435,0.0998,0.159,0.172,0.75,-1
502,681.705,1230.18,17.5134,0.001,0.818,nan,0.024,nan,0.31,-5.299,1.721,0.0996,0.164,0.153,0.75,-1
504,800.361,1464.49,17.8555,0.0016,0.99,nan,0.064,nan,0.5551,-4.939,4.309,0.1743,0.286,0.272,0.84,-1
507,996.786,1383.76,17.0659,0.0009,1.528,nan,0.032,nan,1.6244,-16.179,5.781,0.0809,0.141,0.139,0.76,-1
510,1150.83,1218.99,17.5858,0.0015,0.814,nan,0.029,nan,-0.2239,-6.051,2.736,0.1517,0.246,0.235,0.74,-1
512,1422.58,1668.55,17.467,0.0009,0.988,nan,0.023,nan,0.2358,-5.832,8.383,0.1011,0.163,0.154,0.78,-1
516,1150.67,1484.55,17.5121,0.001,0.93,nan,0.024,nan,0.2769,-5.584,4.45,0.1036,0.173,0.172,0.74,-1
518,1036.45,1210.99,17.4493,0.001,1.087,nan,0.024,nan,0.1009,-5.52,4.455,0.0916,0.149,0.155,0.75,-1
522,1026.94,1528.25,17.4322,0.001,1.067,nan,0.021,nan,0.0179,-5.689,4.835,0.0991,0.168,0.162,0.76,-1
523,1403.61,1392.0,17.578,0.0011,0.828,nan,0.022,nan,-0.0542,-5.852,4.571,0.0973,0.16,0.154,0.77,-1
528,1205.77,1430.46,17.6181,0.0043,1.113,nan,0.026,nan,2.9327,0.77,14.646,0.7224,1.194,1.167,0.72,-1
533,1359.65,1415.13,17.4023,0.001,1.283,nan,0.025,nan,0.7081,-11.211,7.016,0.0864,0.144,0.138,0.76,-1
535,882.824,1368.33,17.6084,0.0011,0.847,nan,0.023,nan,-0.0164,-4.785,2.829,0.1008,0.167,0.162,0.74,-1
539,994.357,1141.94,17.4258,0.0013,1.185,nan,0.039,nan,1.0883,-9.481,9.545,0.0935,0.177,0.167,0.74,-1
547,1184.58,1459.12,17.3231,0.0017,1.425,nan,0.033,nan,-0.4523,-17.47,0.556,0.3113,0.503,0.525,0.72,-1
551,1129.77,1260.5,17.6264,0.0013,0.942,nan,0.022,nan,-0.1451,-7.405,3.154,0.1268,0.208,0.214,0.75,-1
552,1066.41,1411.56,17.8011,0.0024,0.869,nan,0.035,nan,-0.7933,-6.137,4.739,0.2452,0.396,0.375,0.72,-1
553,1023.98,1412.84,17.5081,0.001,1.094,nan,0.023,nan,0.2194,-5.412,4.726,0.0962,0.159,0.156,0.77,-1
675,1087.07,1424.61,17.8622,0.0023,0.948,nan,0.03,nan,0.0667,-5.753,4.814,0.1278,0.201,0.197,0.86,-1
569,938.709,1384.84,17.6894,0.0011,0.798,nan,0.025,nan,0.1455,-5.694,4.765,0.1096,0.184,0.178,0.85,-1
571,757.749,1278.29,17.6581,0.0011,0.975,nan,0.026,nan,0.4355,-6.782,2.879,0.1067,0.179,0.171,0.75,-1
576,702.203,1212.4,17.6657,0.0012,0.847,nan,0.024,nan,0.1445,-4.511,3.827,0.103,0.171,0.165,0.86,-1
589,807.276,1111.34,17.6943,0.0011,0.917,nan,0.025,nan,0.1381,-5.435,4.728,0.1067,0.176,0.182,0.85,-1
590,763.963,1291.6,17.6602,0.0011,0.942,nan,0.024,nan,0.0156,-4.7,3.633,0.1037,0.172,0.166,0.86,-1
593,1427.99,1551.34,17.7013,0.0011,0.813,nan,0.026,nan,0.291,-4.832,2.882,0.1043,0.173,0.17,0.75,-1
594,809.251,1209.52,17.738,0.0012,0.935,nan,0.024,nan,0.0092,-3.555,2.007,0.1078,0.182,0.182,0.75,-1
606,671.466,1205.99,17.6797,0.001,1.053,nan,0.025,nan,0.134,-4.498,3.408,0.1073,0.177,0.174,0.75,-1
610,949.846,1524.61,17.5812,0.0012,1.255,nan,0.028,nan,-0.0927,-6.014,4.807,0.104,0.173,0.161,0.75,-1
611,980.871,1423.92,17.8183,0.0015,0.892,nan,0.029,nan,0.027,-4.726,4.556,0.1294,0.215,0.212,0.92,-1
612,771.353,1279.54,17.7769,0.0012,0.763,nan,0.026,nan,0.1478,-3.76,2.52,0.1148,0.191,0.18,0.74,-1
617,777.394,1381.13,17.6295,0.0012,1.105,nan,0.022,nan,0.6722,-8.996,5.469,0.1057,0.175,0.18,0.75,-1
619,1038.46,1012.27,17.7858,0.0014,0.898,nan,0.029,nan,0.1993,-5.394,4.531,0.1135,0.184,0.19,0.73,-1
626,1056.43,1143.6,17.2483,0.0017,1.573,nan,0.037,nan,1.731,-14.594,6.959,0.0825,0.134,0.132,0.77,-1
654,957.59,1172.3,17.8205,0.0013,0.907,nan,0.025,nan,0.3313,-3.937,3.651,0.1165,0.189,0.198,0.92,-1
656,1442.49,1269.77,17.8913,0.0013,0.802,nan,0.025,nan,-0.0987,-5.232,4.406,0.1273,0.22,0.219,0.92,-1
657,1114.71,1641.23,17.832,0.0012,0.862,nan,0.024,nan,0.1873,-4.737,3.725,0.1162,0.201,0.191,0.88,-1
659,1163.03,1441.84,17.9285,0.0018,0.872,nan,0.036,nan,0.2015,-4.974,5.133,0.1537,0.252,0.264,0.83,-1
661,698.987,1563.26,17.8242,0.0012,0.929,nan,0.037,nan,0.0814,-5.395,3.319,0.1232,0.22,0.193,0.95,-1
662,795.56,1373.39,17.6691,0.0011,1.253,nan,0.03,nan,0.1493,-5.673,4.541,0.1084,0.178,0.185,0.72,-1
667,941.092,1110.49,17.8815,0.0016,0.928,nan,0.026,nan,0.1668,-5.729,4.71,0.1244,0.208,0.219,0.87,-1
668,996.344,1270.23,17.8881,0.0015,0.923,nan,0.032,nan,0.044,-6.025,4.625,0.1347,0.246,0.209,0.95,-1
672,1086.2,1347.6,17.8953,0.0015,0.925,nan,0.029,nan,0.1568,-5.207,4.788,0.1276,0.215,0.22,0.92,-1
682,763.606,1374.52,17.8119,0.0011,1.008,nan,0.029,nan,0.0178,-4.569,0.877,0.1181,0.194,0.2,0.74,-1
685,1027.72,1745.59,17.8381,0.0012,0.921,nan,0.029,nan,0.3215,-8.458,5.681,0.126,0.206,0.197,0.73,-1
697,1183.95,1608.7,17.9249,0.0014,0.905,nan,0.03,nan,0.1889,-5.867,4.641,0.1368,0.26,0.22,0.84,-1
699,1001.18,1376.11,17.9424,0.0015,0.814,nan,0.027,nan,0.2451,-5.624,2.892,0.1228,0.205,0.198,0.73,-1
703,1103.28,1007.31,18.1864,0.0035,0.866,nan,0.033,nan,4.1197,-2.093,3.055,0.5105,0.81,0.767,0.7,-1
707,1241.86,1339.85,17.9915,0.0013,0.885,nan,0.032,nan,-0.0938,-5.6,4.51,0.1358,0.222,0.222,0.76,-1
710,1365.77,1307.24,18.043,0.0013,0.881,nan,0.028,nan,0.1285,-4.953,4.854,0.1306,0.223,0.215,0.84,-1
712,1007.0,1337.74,17.9799,0.0014,1.006,nan,0.031,nan,0.1218,-4.964,2.235,0.125,0.208,0.202,0.72,-1
715,698.999,1596.29,17.7218,0.0011,1.449,nan,0.039,nan,0.9541,-12.556,6.309,0.114,0.2,0.174,0.74,-1
716,716.96,1348.18,17.9565,0.0013,0.898,nan,0.036,nan,0.054,-5.672,4.93,0.1226,0.211,0.205,0.73,-1
730,960.293,1720.87,17.968,0.0013,0.969,nan,0.034,nan,-0.0928,-5.585,4.621,0.126,0.219,0.21,0.74,-1
739,998.761,1292.9,17.6145,0.0012,1.498,nan,0.039,nan,1.1013,-8.457,5.623,0.1096,0.19,0.163,0.73,-1
741,1266.25,1235.43,17.9891,0.0014,1.151,nan,0.033,nan,0.4333,-2.968,-0.062,0.1315,0.212,0.203,0.73,-1
745,1253.69,1705.78,18.0032,0.0016,0.938,nan,0.028,nan,0.3432,-5.805,5.018,0.1401,0.226,0.216,0.85,-1
750,671.09,1617.78,18.0021,0.0013,0.949,nan,0.031,nan,-0.0056,-5.853,4.477,0.1322,0.216,0.206,0.86,-1
763,1444.3,1334.48,18.139,0.0015,0.85,nan,0.032,nan,0.1935,-4.93,4.233,0.1363,0.224,0.217,0.86,-1
779,905.78,1665.8,18.0927,0.0016,0.937,nan,0.033,nan,0.5009,-5.427,4.52,0.1446,0.247,0.245,0.85,-1
781,1055.52,1320.87,18.1075,0.0015,0.863,nan,0.031,nan,0.1501,-5.73,4.48,0.1397,0.23,0.217,0.74,-1
782,933.315,1469.58,18.2038,0.0054,1.017,nan,0.056,nan,1.2994,0.82,8.296,0.4323,0.681,0.649,0.69,-1
787,938.446,1274.95,18.0825,0.0016,1.018,nan,0.034,nan,0.4595,-6.05,5.089,0.1476,0.246,0.233,0.84,-1
788,1379.96,1562.73,18.067,0.0013,0.692,nan,0.086,nan,0.0909,-5.585,4.874,0.1519,0.26,0.239,0.68,-1
790,1174.47,1420.47,18.09,0.0015,0.84,nan,0.029,nan,0.1215,-4.832,2.758,0.1445,0.238,0.232,0.76,-1
804,1176.22,1403.24,18.1378,0.0015,0.963,nan,0.032,nan,0.2485,-5.527,4.974,0.142,0.235,0.226,0.86,-1
809,978.521,1451.55,18.1244,0.0016,0.921,nan,0.03,nan,0.1744,-5.482,4.527,0.1492,0.248,0.243,0.76,-1
821,847.287,1680.16,18.2057,0.0015,0.827,nan,0.034,nan,0.2325,-5.163,3.441,0.1539,0.262,0.255,0.94,-1
1014,1249.17,1823.55,18.3664,0.0017,1.27,nan,0.054,nan,0.4663,-3.691,-4.355,0.1628,0.275,0.262,0.7,-1
836,784.772,1602.46,18.1031,0.0015,1.153,nan,0.042,nan,0.2048,-6.972,2.712,0.1479,0.263,0.22,0.73,-1
846,1311.66,1288.62,18.2136,0.0016,0.881,nan,0.034,nan,0.02,-5.974,4.781,0.1393,0.23,0.223,0.94,-1
853,1071.18,1494.99,18.2117,0.0016,0.896,nan,0.037,nan,-0.0732,-5.923,4.343,0.1659,0.279,0.268,0.96,-1
854,902.966,1183.93,18.2066,0.0015,0.939,nan,0.037,nan,0.0318,-5.771,4.584,0.1415,0.234,0.247,0.96,-1
857,1256.54,1420.44,18.2544,0.0015,0.88,nan,0.03,nan,0.1873,-5.998,4.642,0.1458,0.244,0.24,0.77,-1
858,1345.66,1312.6,18.2684,0.0015,0.843,nan,0.043,nan,0.1219,-6.015,4.712,0.1536,0.265,0.256,0.85,-1
863,927.086,1260.54,18.2626,0.0016,1.05,nan,0.047,nan,-0.0997,-2.703,1.225,0.1505,0.248,0.24,0.79,-1
865,868.37,1068.62,18.2462,0.0019,0.971,nan,0.036,nan,-0.0012,-5.295,2.186,0.1462,0.237,0.236,0.73,-1
866,921.372,1332.8,18.2605,0.0016,0.923,nan,0.036,nan,0.2929,-4.569,1.662,0.1619,0.268,0.259,0.79,-1
872,1248.54,1414.06,18.2964,0.002,0.861,nan,0.035,nan,0.13,-5.372,5.23,0.1932,0.431,0.466,0.94,-1
875,1370.86,1533.55,18.3001,0.0016,1.039,nan,0.036,nan,0.0142,-4.314,1.528,0.1588,0.261,0.25,0.73,-1
876,1313.31,1470.72,18.194,0.0015,1.15,nan,0.044,nan,0.1425,-9.749,4.61,0.1433,0.236,0.232,0.71,-1
878,639.208,1464.58,18.2391,0.0017,1.004,nan,0.039,nan,0.2413,-7.031,5.015,0.162,0.265,0.25,0.72,-1
879,620.708,1400.96,18.1204,0.0015,1.259,nan,0.044,nan,0.3687,-7.494,3.998,0.1354,0.223,0.217,0.73,-1
884,1094.77,1855.06,18.0817,0.0015,1.212,nan,0.04,nan,0.0598,-7.331,4.401,0.1393,0.232,0.226,0.73,-1
889,1088.4,1435.27,18.2856,0.0017,0.943,nan,0.041,nan,0.1198,-5.565,4.366,0.1595,0.256,0.246,0.95,-1
890,1042.74,1367.77,18.2802,0.0017,0.886,nan,0.044,nan,0.2804,-4.837,3.729,0.1518,0.249,0.242,0.92,-1
891,1356.93,1177.16,18.2833,0.0017,0.823,nan,0.036,nan,0.1938,-4.607,3.76,0.151,0.251,0.239,0.93,-1
893,779.095,1406.33,18.1762,0.0014,1.071,nan,0.034,nan,0.0606,-6.34,3.796,0.1512,0.248,0.257,0.73,-1
895,1267.18,1195.7,18.286,0.0017,0.988,nan,0.04,nan,0.2449,-6.112,2.091,0.1513,0.252,0.239,0.72,-1
898,1079.48,1781.74,18.2675,0.0016,0.919,nan,0.043,nan,0.19,-5.556,4.559,0.1535,0.257,0.247,0.87,-1
1092,1237.58,1710.8,18.5994,0.0022,1.124,nan,0.069,nan,0.2673,-10.491,7.621,0.2079,0.368,0.301,0.7,-1
903,839.591,1424.51,18.1066,0.0014,1.289,nan,0.04,nan,0.442,-4.606,2.638,0.139,0.224,0.218,0.72,-1
907,1314.58,1420.68,18.3178,0.0016,0.838,nan,0.032,nan,-0.1676,-4.761,1.809,0.1515,0.249,0.254,0.74,-1
912,1333.44,1303.83,18.3108,0.0014,0.919,nan,0.037,nan,-0.1369,-5.798,4.755,0.1508,0.249,0.238,0.91,-1
914,1227.6,1160.1,18.3597,0.0016,0.836,nan,0.037,nan,0.1821,-5.612,4.445,0.1584,0.263,0.254,0.86,-1
915,1035.64,1201.27,18.3932,0.0024,0.962,nan,0.054,nan,0.2503,-7.756,3.223,0.2268,0.394,0.363,0.83,-1
919,974.362,1523.5,18.3018,0.0017,0.894,nan,0.038,nan,0.1126,-5.812,4.235,0.1652,0.269,0.254,0.93,-1
925,1241.48,1643.17,18.3632,0.0017,0.922,nan,0.036,nan,0.1243,-5.678,4.94,0.1611,0.271,0.257,0.86,-1
932,1297.83,1783.2,18.0735,0.0014,1.527,nan,0.052,nan,0.8595,-2.83,0.67,0.1359,0.225,0.216,0.71,-1
937,958.716,1224.03,18.421,0.0017,0.95,nan,0.039,nan,-0.0807,-5.98,4.813,0.1569,0.26,0.257,0.73,-1
