ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
272,1249.97,1419.89,15.4656,0.0004,0.918,0.331,0.011,0.024,0.999,1
154,1810.07,1253.86,14.8555,0.0003,0.816,0.164,0.007,0.013,0.994,1
396,1764.59,1175.95,15.9354,0.0006,0.843,0.341,0.009,0.039,0.993,1
512,784.945,1533.06,16.2547,0.0006,0.797,0.078,0.013,0.031,0.992,1
252,1086.04,1265.25,15.4399,0.0004,0.684,0.177,0.009,0.017,0.988,1
361,1802.17,1424.69,15.7957,0.0004,0.959,0.253,0.01,0.033,0.988,1
223,921.294,1749.77,15.273,0.0012,0.913,0.159,0.016,0.02,0.979,1
119,1081.06,1548.08,14.6363,0.0003,0.67,0.021,0.009,0.008,0.966,1
360,1324.4,1533.17,15.8818,0.0005,0.687,0.194,0.01,0.023,0.964,1
370,1632.6,1787.65,15.9906,0.0006,0.444,0.114,0.012,0.018,0.961,1
31,1407.87,1276.52,12.8396,0.0002,1.184,0.579,0.005,0.006,0.956,1
112,1055.57,1885.83,14.5451,0.0004,0.752,0.297,0.015,0.014,0.955,1
427,1248.6,998.355,16.1778,0.0005,0.584,0.345,0.009,0.03,0.941,1
196,1237.26,1042.29,15.1339,0.0003,0.806,0.363,0.006,0.016,0.931,1
158,1472.33,1449.23,14.9443,0.0003,0.675,0.018,0.008,0.011,0.925,1
251,1130.29,1959.35,15.4184,0.0004,0.782,0.15,0.011,0.021,0.925,1
385,1167.18,955.402,15.8928,0.0005,0.817,0.516,0.015,0.036,0.923,1
517,867.906,1322.85,16.3314,0.0006,0.73,0.077,0.011,0.029,0.92,1
138,912.869,1792.07,14.8114,0.0003,0.532,0.313,0.013,0.014,0.916,1
91,1191.36,1629.43,13.9945,0.0003,1.445,1.315,0.009,0.031,0.912,1
17,1796.48,1230.56,12.7638,0.0002,0.258,-0.086,0.005,0.004,0.911,1
332,1821.13,1388.22,15.7244,0.0005,0.816,0.1,0.009,0.023,0.909,1
369,1462.11,1861.51,15.92,0.0005,0.603,0.357,0.014,0.027,0.909,1
300,1470.36,1470.69,15.6858,0.0004,0.651,0.156,0.009,0.019,0.908,1
29,1364.62,1030.16,13.089,0.0004,0.584,0.211,0.005,0.005,0.906,1
234,1678.58,1874.44,15.4819,0.0004,0.619,0.162,0.012,0.016,0.905,1
93,1059.26,1585.1,13.9556,0.0027,1.171,0.605,0.009,0.014,0.899,1
657,1243.19,1120.92,16.6536,0.0011,0.799,0.091,0.013,0.049,0.897,1
129,1510.63,1055.7,14.814,0.0005,0.439,0.295,0.005,0.009,0.89,1
105,918.324,1907.51,14.1085,0.0003,1.544,1.5,0.014,0.044,0.886,1
161,1249.43,1969.09,15.1127,0.0004,0.365,0.167,0.011,0.012,0.886,1
4,1082.75,1607.9,11.4088,0.0005,0.211,-0.232,0.009,0.007,0.885,1
90,1090.58,967.485,14.3817,0.0003,0.349,0.085,0.012,0.01,0.885,1
146,1660.12,1475.6,14.9561,0.0003,0.364,0.254,0.008,0.011,0.882,1
11,1415.9,1409.09,12.3533,0.0002,0.252,-0.119,0.006,0.005,0.88,1
437,1408.82,1478.21,16.1204,0.0006,0.682,0.282,0.011,0.037,0.879,1
344,958.939,1728.64,15.7866,0.0005,0.689,0.475,0.012,0.032,0.872,1
5,1795.44,1165.63,11.2096,0.0007,1.531,1.465,0.01,0.007,0.871,1
474,1340.66,1287.67,16.2067,0.0007,0.717,0.43,0.011,0.035,0.871,1
637,1649.93,1068.86,16.6191,0.0007,0.766,0.153,0.012,0.066,0.87,1
836,1120.86,1673.31,16.9428,0.0008,0.844,0.024,0.018,0.05,0.869,1
415,1405.06,1412.09,16.1105,0.0009,0.592,0.293,0.01,0.028,0.862,1
338,1047.4,1799.96,15.8335,0.0005,0.522,0.357,0.013,0.022,0.858,1
407,1414.68,1821.43,15.9556,0.0007,0.835,0.071,0.014,0.025,0.858,1
20,1506.12,1360.66,12.7686,0.0002,0.568,0.133,0.007,0.006,0.848,1
683,882.181,1670.4,16.695,0.0007,0.708,0.134,0.013,0.042,0.843,1
411,1857.42,1617.63,16.0878,0.0008,0.545,0.327,0.011,0.025,0.839,1
157,1624.69,1856.64,14.9932,0.0004,0.508,0.208,0.013,0.012,0.833,1
237,1248.68,1627.2,15.5021,0.0005,0.347,0.067,0.01,0.013,0.831,1
593,1035.77,1645.29,16.5984,0.0007,0.554,0.389,0.014,0.042,0.826,1
383,1082.92,1434.21,16.0339,0.0008,0.538,0.42,0.014,0.028,0.823,1
224,1233.57,1401.78,15.4124,0.001,0.489,0.315,0.012,0.019,0.819,1
301,896.816,1529.0,15.7233,0.0004,0.52,0.257,0.009,0.02,0.817,1
21,1581.06,1260.31,12.6148,0.0002,1.0,0.524,0.005,0.005,0.812,1
126,1500.74,1573.66,14.392,0.0003,1.401,1.14,0.01,0.034,0.811,1
107,1867.71,1613.42,14.447,0.0003,0.689,0.006,0.009,0.009,0.811,1
495,1739.4,1400.05,16.3423,0.0024,0.485,-0.041,0.012,0.025,0.81,1
583,1282.94,1338.35,16.5122,0.0008,0.708,0.168,0.011,0.043,0.789,1
219,1590.53,1601.56,15.2214,0.0005,0.868,0.207,0.009,0.016,0.783,1
