ID,x,y,Gmag,e_Gmag,VI,BV,UB,VIerr,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
149,1203.35,1836.95,15.454,0.0006,1.054,0.874,0.531,0.008,0.008,0.039,0.3743,-6.309,2.682,0.0538,0.093,0.086,0.957,1
133,571.784,1258.27,15.296,0.0004,0.826,0.727,0.538,0.006,0.006,0.023,0.4029,-6.321,2.648,0.0317,0.054,0.056,0.945,1
14,855.632,1436.68,12.8623,0.0003,0.577,0.467,-0.034,0.003,0.003,0.004,0.4242,-6.293,2.698,0.031,0.048,0.046,0.943,1
105,1017.06,962.806,14.9784,0.0004,0.895,0.753,0.56,0.007,0.006,0.021,0.4319,-6.314,2.681,0.0293,0.047,0.045,0.94,1
67,1120.5,1315.84,14.5995,0.0004,0.815,0.691,0.471,0.006,0.005,0.015,0.3936,-6.271,2.687,0.0277,0.046,0.048,0.939,1
123,1367.58,1119.53,15.1147,0.0005,1.217,1.033,0.769,0.006,0.006,0.039,0.3777,-6.319,2.704,0.0318,0.057,0.05,0.937,1
87,1174.11,1260.96,14.8401,0.0004,0.782,0.67,0.494,0.006,0.005,0.017,0.3911,-6.387,2.641,0.0306,0.051,0.05,0.929,1
81,1146.38,1388.94,14.8061,0.0003,0.733,0.637,0.473,0.006,0.005,0.015,0.4324,-6.321,2.622,0.0279,0.045,0.044,0.928,1
43,841.709,1326.3,14.0787,0.0003,0.62,0.479,0.134,0.004,0.003,0.007,0.4035,-6.24,2.701,0.0232,0.037,0.036,0.925,1
88,1048.5,1154.74,14.7832,0.0004,1.021,0.877,0.622,0.005,0.004,0.02,0.3657,-6.288,2.684,0.0279,0.045,0.045,0.925,1
26,1140.64,1350.44,13.5199,0.0002,0.681,0.573,0.05,0.004,0.003,0.005,0.4485,-6.283,2.714,0.0207,0.033,0.033,0.924,1
86,1313.88,1428.39,14.7654,0.0004,0.904,0.844,0.491,0.006,0.005,0.019,0.4153,-6.218,2.697,0.0288,0.047,0.047,0.921,1
39,816.555,1148.85,13.9352,0.0003,0.642,0.533,0.198,0.004,0.003,0.006,0.4209,-6.285,2.761,0.0221,0.035,0.034,0.92,1
189,538.875,1523.86,15.8095,0.0007,1.047,0.868,0.51,0.008,0.009,0.045,0.4528,-6.453,2.67,0.0409,0.073,0.071,0.92,1
58,1153.5,1250.03,14.4105,0.0003,0.723,0.619,0.299,0.004,0.003,0.01,0.3883,-6.399,2.662,0.0265,0.044,0.043,0.919,1
207,768.018,804.951,15.9834,0.0006,1.138,0.932,0.718,0.011,0.013,0.087,0.4926,-6.272,2.59,0.0465,0.079,0.073,0.917,1
19,1231.82,1886.26,13.2541,0.0009,0.536,0.367,-0.224,0.005,0.004,0.004,0.3777,-6.317,2.615,0.0219,0.037,0.034,0.914,1
63,590.898,1321.45,14.4775,0.0003,0.718,0.592,0.338,0.004,0.003,0.011,0.4015,-6.309,2.779,0.0255,0.042,0.043,0.91,1
264,1149.51,1593.53,16.3397,0.0009,1.292,1.06,0.516,0.012,0.013,0.097,0.4522,-6.345,2.867,0.057,0.097,0.087,0.907,1
83,636.734,864.956,14.7629,0.0004,0.828,0.715,0.523,0.007,0.006,0.024,0.3574,-6.272,2.627,0.0311,0.049,0.047,0.906,1
93,768.679,1101.13,14.8888,0.0004,0.783,0.671,0.479,0.006,0.005,0.017,0.4278,-6.435,2.645,0.0283,0.046,0.044,0.904,1
182,1278.15,1059.12,15.7484,0.0006,1.104,0.942,0.777,0.009,0.01,0.056,0.3405,-6.34,2.581,0.0404,0.066,0.066,0.899,1
46,995.889,1279.54,14.106,0.0003,0.794,0.671,0.383,0.004,0.003,0.009,0.4689,-6.256,2.661,0.0248,0.043,0.042,0.898,1
1,1364.51,1383.14,11.233,0.0012,0.54,0.436,-0.571,0.003,0.002,0.003,0.4853,-6.389,2.582,0.0345,0.055,0.054,0.892,1
42,1185.47,1732.76,14.0929,0.0003,0.587,0.488,0.192,0.005,0.004,0.006,0.4424,-6.394,2.546,0.0251,0.046,0.046,0.881,1
64,1131.92,1326.59,14.436,0.0004,0.947,0.791,0.582,0.004,0.004,0.015,0.3449,-6.416,2.678,0.0256,0.042,0.042,0.873,1
188,668.484,1323.59,15.8357,0.0008,1.048,0.894,0.596,0.014,0.011,0.049,0.3349,-6.491,2.716,0.0404,0.069,0.072,0.865,1
16,1034.22,1328.76,13.0319,0.0011,0.667,0.506,-0.183,0.003,0.003,0.004,0.3886,-6.52,2.7,0.0348,0.058,0.054,0.861,1
262,586.336,1288.49,16.329,0.0007,1.164,0.945,0.397,0.014,0.015,0.08,0.3917,-6.589,2.774,0.0503,0.086,0.09,0.856,1
