ID,x,y,Gmag,e_Gmag,VI,BV,UB,VIerr,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
160,1304.82,986.675,15.1759,0.0004,1.356,1.074,0.903,0.013,0.013,0.058,0.1475,-4.417,3.304,0.0288,0.052,0.048,0.999,1
149,1176.42,1183.84,15.2425,0.0005,1.165,0.908,0.395,0.006,0.007,0.025,0.1433,-4.428,3.242,0.0289,0.051,0.044,0.999,1
36,1064.6,1361.33,12.5472,0.0003,2.472,2.122,1.612,0.006,0.007,0.045,0.1565,-4.531,3.211,0.0299,0.052,0.046,0.998,1
30,1420.68,1056.85,13.0308,0.0003,1.451,1.312,0.87,0.006,0.006,0.012,0.4709,-4.248,2.64,0.0206,0.038,0.031,0.998,1
95,917.758,1055.86,14.8437,0.0003,0.817,0.66,0.529,0.005,0.005,0.017,0.38,-3.884,3.033,0.0271,0.049,0.043,0.998,1
123,1375.74,1600.46,14.9879,0.0004,1.227,0.934,0.556,0.009,0.008,0.023,0.2283,-4.502,3.324,0.0267,0.046,0.04,0.998,1
143,1105.01,1387.01,15.1316,0.0004,1.292,0.99,0.615,0.008,0.007,0.031,0.1861,-4.495,3.238,0.028,0.05,0.042,0.998,1
135,1274.99,1289.8,15.1372,0.0004,1.11,0.85,0.367,0.007,0.007,0.023,0.1326,-4.431,3.296,0.0285,0.049,0.043,0.998,1
141,1101.06,1101.77,15.1705,0.0004,1.153,0.887,0.379,0.006,0.006,0.025,0.1915,-4.401,3.128,0.0293,0.052,0.048,0.998,1
168,981.329,1490.19,15.1993,0.0004,1.425,1.097,0.769,0.021,0.007,0.049,0.1509,-4.537,3.157,0.0275,0.049,0.044,0.997,1
164,1158.42,1376.68,15.2509,0.0004,1.303,1.021,0.566,0.008,0.009,0.04,0.1032,-4.387,3.193,0.0304,0.052,0.047,0.997,1
204,785.492,1377.92,15.636,0.0006,1.187,0.943,0.417,0.009,0.009,0.036,0.1062,-4.385,3.164,0.034,0.062,0.055,0.997,1
280,1140.03,1671.1,16.0864,0.0006,1.217,0.918,0.524,0.01,0.01,0.06,0.1963,-4.187,3.519,0.0464,0.085,0.072,0.995,1
214,1020.1,1605.45,15.7158,0.0005,1.053,0.817,0.11,0.01,0.01,0.027,0.5206,-4.539,2.315,0.0348,0.063,0.056,0.988,1
142,1225.46,1156.92,15.1392,0.0005,1.227,0.945,-0.038,0.007,0.006,0.015,0.0565,-4.193,2.67,0.03,0.055,0.045,0.984,1
236,802.245,1355.38,15.8032,0.0012,1.273,0.979,0.36,0.01,0.01,0.049,0.1451,-4.589,3.474,0.0368,0.067,0.06,0.98,1
150,719.132,1166.8,15.2131,0.0004,1.203,0.979,0.394,0.006,0.006,0.028,0.3204,-6.288,2.374,0.029,0.055,0.051,0.979,1
245,1199.46,947.162,15.9203,0.0007,1.092,0.852,0.325,0.014,0.014,0.052,0.2962,-7.032,4.23,0.0437,0.078,0.068,0.979,1
87,1024.21,1635.98,14.4584,0.0003,1.454,1.327,0.881,0.01,0.007,0.035,0.3829,-5.249,2.087,0.0229,0.041,0.036,0.972,1
257,765.748,1251.59,16.0218,0.0007,1.068,0.835,0.492,0.009,0.01,0.046,0.2,-6.504,3.772,0.0472,0.086,0.074,0.938,1
31,1114.67,931.095,13.326,0.0003,1.006,0.906,0.484,0.01,0.01,0.01,3.1929,-2.628,-0.927,0.0172,0.031,0.028,0.928,1
279,899.797,1345.45,16.0116,0.0007,1.339,1.032,0.392,0.01,0.011,0.062,0.1707,-5.669,4.04,0.0424,0.078,0.071,0.913,1
324,784.245,1169.74,16.3806,0.0009,1.091,0.964,0.534,0.01,0.01,0.079,0.7234,-13.01,5.63,0.0476,0.092,0.085,0.886,1
7,1029.44,1121.11,11.7387,0.0003,0.542,0.451,-0.05,0.004,0.004,0.004,1.244,-10.471,7.827,0.0285,0.058,0.049,0.871,1
8,1363.46,1427.43,11.1105,0.0005,2.031,1.829,1.557,0.007,0.005,0.008,0.2836,-6.955,5.416,0.0386,0.066,0.051,0.848,1
274,704.909,1368.92,16.1163,0.0011,1.204,0.896,0.614,0.015,0.01,0.065,0.1799,-4.495,4.174,0.054,0.102,0.09,0.815,1
435,1175.63,1685.69,16.665,0.0007,1.33,1.055,0.254,0.015,0.017,0.094,0.3342,-10.816,3.278,0.0545,0.1,0.084,0.76,1
187,994.631,1371.78,15.406,0.0005,1.398,1.075,0.466,0.008,0.008,0.044,0.1426,-4.35,3.409,0.032,0.059,0.051,0.998,0
136,1114.34,1484.19,14.9445,0.0004,1.496,1.301,0.832,0.007,0.007,0.047,0.452,-5.29,3.415,0.0253,0.046,0.042,0.995,0
154,1451.29,1152.04,15.4114,0.0005,0.889,0.745,0.507,0.008,0.008,0.025,0.3399,-6.947,4.17,0.0304,0.058,0.046,0.983,0
243,1163.1,1580.08,15.8304,0.0006,1.204,0.924,0.434,0.011,0.01,0.047,0.2006,-4.49,3.631,0.0361,0.066,0.057,0.965,0
217,1160.45,1114.97,15.8136,0.0006,1.002,0.783,0.228,0.01,0.009,0.027,0.488,-6.83,3.379,0.0397,0.076,0.062,0.908,0
284,957.066,908.734,16.1804,0.0006,1.0,0.803,0.232,0.013,0.013,0.052,0.3226,-7.26,3.843,0.0456,0.087,0.08,0.895,0
240,817.15,1182.27,15.9621,0.0006,0.924,0.825,0.179,0.009,0.01,0.039,0.7105,-8.009,4.564,0.0429,0.081,0.076,0.888,0
46,736.499,1161.17,13.6801,0.0003,1.466,1.264,0.688,0.004,0.004,0.013,0.5463,-1.387,-2.516,0.019,0.035,0.033,0.884,0
20,1340.12,1454.62,12.5964,0.0002,0.658,0.549,-0.076,0.007,0.005,0.004,1.532,-3.098,4.617,0.036,0.059,0.051,0.874,0
320,1174.94,1706.6,16.3569,0.0007,1.005,0.806,0.002,0.013,0.012,0.041,0.5218,-6.03,2.917,0.0499,0.087,0.075,0.858,0
51,1006.35,1193.58,14.1249,0.0003,0.644,0.481,0.26,0.006,0.005,0.007,0.3518,-5.669,3.145,0.0231,0.043,0.038,0.847,0
246,1175.13,1221.69,15.9305,0.0006,1.094,0.909,0.263,0.01,0.01,0.042,0.3967,-10.45,4.466,0.0431,0.075,0.065,0.847,0
301,1242.51,1316.45,16.2658,0.0007,1.127,0.866,0.38,0.014,0.014,0.061,0.4821,0.901,-0.649,0.0487,0.082,0.07,0.838,0
112,1140.15,1423.79,14.8435,0.0004,1.255,0.948,0.617,0.007,0.006,0.024,0.0208,-4.102,3.239,0.0315,0.053,0.044,0.835,0
176,1412.65,1045.08,15.4357,0.0005,1.123,0.894,0.241,0.007,0.007,0.027,0.3692,-5.052,5.508,0.0317,0.057,0.048,0.829,0
78,1443.1,1470.0,14.4831,0.0002,0.874,0.744,0.177,0.007,0.007,0.01,0.6677,-7.295,8.013,0.0241,0.041,0.035,0.816,0
