ID,x,y,Gmag,e_Gmag,VI,BV,UB,VIerr,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
670,1090.26,770.894,17.9979,0.0012,0.989,0.87,nan,0.037,0.039,nan,0.1985,-8.203,0.323,0.1512,0.194,0.151,0.58,-1
678,698.29,705.84,17.9698,0.0011,1.006,0.861,nan,0.034,0.034,nan,0.2269,-11.99,1.204,0.1323,0.162,0.128,0.06,-1
695,1117.52,1130.02,17.8395,0.0012,1.413,1.3,nan,0.031,0.043,nan,0.4737,6.031,0.833,0.1256,0.169,0.125,0.13,-1
700,951.579,1183.98,18.1379,0.002,1.11,0.909,nan,0.044,0.053,nan,-0.607,-8.908,-0.278,0.165,0.233,0.17,0.27,-1
704,1325.73,938.337,18.1219,0.0012,0.948,0.907,nan,0.045,0.054,nan,0.022,-4.259,1.076,0.1455,0.182,0.145,0.65,-1
706,852.363,1092.59,18.1348,0.0013,0.999,0.952,nan,0.035,0.038,nan,0.2063,-7.883,-0.695,0.1557,0.197,0.142,0.55,-1
708,1008.17,1281.0,17.9908,0.0011,1.26,1.038,nan,0.032,0.043,nan,0.2304,-4.507,0.863,0.1244,0.161,0.133,0.65,-1
720,1158.2,789.628,18.1692,0.0013,0.864,0.667,nan,0.047,0.043,nan,-0.257,-5.403,2.44,0.1559,0.198,0.155,0.48,-1
730,1291.08,982.927,18.1524,0.0013,0.914,0.692,nan,0.045,0.048,nan,0.526,-3.773,-0.204,0.145,0.193,0.148,0.52,-1
734,1329.87,907.966,18.1186,0.0013,0.979,0.955,nan,0.041,0.061,nan,-0.0988,-9.199,-1.176,0.1495,0.187,0.15,0.38,-1
741,1335.91,1032.92,18.2079,0.0014,0.941,0.686,nan,0.041,0.036,nan,0.247,-13.367,-0.789,0.1498,0.205,0.153,0.33,-1
