ID,x,y,Gmag,e_Gmag,VI,BV,UB,VIerr,BVerr,UBerr,Plx,pmRA,pmDE,e_Plx,e_pmRA,e_pmDE,MP,sel
4390,2021.49,1663.47,17.1512,0.001,1.132,0.961,0.436,0.011,0.009,0.015,0.5357,-7.691,-0.124,0.0786,0.118,0.098,0.884,1
4335,2420.83,2235.59,17.1233,0.001,1.096,0.964,0.399,0.009,0.007,0.01,0.5117,-8.007,-0.435,0.0751,0.119,0.097,0.882,1
7358,2300.46,2187.6,17.9657,0.0014,1.273,1.173,0.846,0.014,0.012,0.031,0.4405,-7.795,-0.112,0.1209,0.182,0.159,0.882,1
4601,1691.8,2749.79,17.2313,0.0011,1.068,0.986,0.412,0.008,0.008,0.013,0.4105,-7.805,-0.394,0.0812,0.123,0.092,0.88,1
4801,1962.21,2020.61,17.2802,0.0012,1.178,1.003,0.499,0.01,0.009,0.015,0.4633,-7.639,-0.166,0.0804,0.134,0.107,0.88,1
8428,1424.94,2123.76,18.3288,0.0018,1.436,1.237,0.946,0.015,0.014,0.049,0.578,-8.075,-0.175,0.1622,0.227,0.177,0.879,1
2725,2407.98,2207.62,16.4765,0.0007,1.026,0.853,0.259,0.008,0.006,0.009,0.4145,-7.828,-0.292,0.0543,0.086,0.069,0.878,1
1319,2179.87,1746.52,15.5128,0.0007,0.925,0.723,0.245,0.009,0.006,0.007,0.4691,-7.826,-0.209,0.0358,0.058,0.051,0.876,1
636,2002.87,2063.33,14.5462,0.0003,0.599,0.52,0.328,0.006,0.004,0.004,0.5106,-7.869,-0.338,0.0257,0.046,0.035,0.874,1
4639,2088.98,2409.88,17.1796,0.001,1.194,1.081,0.71,0.009,0.009,0.014,0.4839,-7.866,-0.08,0.0772,0.134,0.097,0.874,1
1137,1885.24,2149.89,15.3013,0.0004,0.824,0.685,0.22,0.005,0.004,0.005,0.468,-7.872,-0.34,0.0315,0.046,0.04,0.873,1
4506,2162.06,2399.24,17.1875,0.0012,1.138,0.964,0.424,0.01,0.008,0.012,0.3882,-7.956,-0.333,0.084,0.127,0.11,0.867,1
96,1543.58,2581.63,10.2645,0.0004,1.478,1.59,1.51,0.029,0.006,0.003,0.5198,-7.86,-0.359,0.0286,0.038,0.037,0.864,1
1022,1428.23,2537.54,15.2307,0.0004,0.775,0.669,0.209,0.006,0.004,0.005,0.4771,-7.739,-0.205,0.0304,0.043,0.038,0.864,1
6102,1508.99,2373.59,17.613,0.0012,1.368,1.176,0.874,0.011,0.012,0.023,0.4103,-7.948,-0.438,0.1018,0.146,0.112,0.863,1
63,1964.24,2335.34,11.9994,0.0002,0.398,0.329,0.207,0.005,0.005,0.004,0.4769,-7.81,-0.385,0.0319,0.046,0.042,0.86,1
6361,1550.22,1966.57,17.737,0.0014,1.206,1.087,0.62,0.011,0.011,0.024,0.4252,-7.64,-0.249,0.1179,0.169,0.136,0.86,1
33,2134.83,2176.62,11.6855,0.0003,0.515,0.42,0.299,0.008,0.007,0.006,0.4762,-7.924,-0.317,0.0305,0.046,0.04,0.859,1
160,1472.99,2111.14,12.9365,0.0003,0.408,0.363,0.193,0.004,0.003,0.003,0.4883,-7.736,-0.213,0.0263,0.04,0.033,0.859,1
2611,2376.01,1894.86,16.4181,0.0007,1.048,0.874,0.347,0.01,0.007,0.008,0.4016,-7.848,-0.244,0.0612,0.092,0.069,0.859,1
78,2094.5,1900.4,12.3981,0.0002,0.441,0.374,0.231,0.006,0.004,0.003,0.4645,-7.93,-0.352,0.0332,0.052,0.043,0.852,1
1380,2028.36,2248.17,15.5942,0.0005,0.877,0.719,0.216,0.006,0.005,0.006,0.463,-7.706,-0.164,0.0359,0.053,0.052,0.852,1
511,2339.0,2529.64,14.2708,0.0003,0.51,0.482,0.306,0.005,0.003,0.004,0.4748,-7.84,-0.308,0.0221,0.03,0.029,0.846,1
4895,2189.81,2445.32,17.2477,0.0013,1.231,1.032,0.497,0.009,0.008,0.012,0.5982,-7.616,-0.305,0.0842,0.123,0.111,0.846,1
4856,1569.33,1805.61,17.3464,0.0013,1.16,1.029,0.36,0.01,0.012,0.021,0.5246,-7.852,-0.526,0.1,0.164,0.118,0.846,1
1478,1809.43,2407.98,15.6791,0.0005,0.876,0.748,0.208,0.005,0.004,0.006,0.5396,-7.799,-0.415,0.0364,0.05,0.048,0.844,1
2004,2214.71,2730.78,16.1091,0.0006,0.968,0.798,0.195,0.007,0.006,0.013,0.5082,-7.767,-0.454,0.047,0.064,0.057,0.844,1
7780,1588.85,1881.09,18.1378,0.0015,1.326,1.21,0.912,0.014,0.014,0.046,0.4063,-7.988,-0.415,0.137,0.222,0.166,0.844,1
293,1984.85,2417.76,13.5565,0.0002,0.402,0.382,0.233,0.004,0.003,0.004,0.4982,-7.85,-0.279,0.0194,0.027,0.026,0.842,1
2568,1835.24,2736.59,16.4452,0.0007,0.971,0.834,0.247,0.007,0.006,0.007,0.5692,-7.953,-0.374,0.0545,0.075,0.068,0.842,1
4874,1539.39,2002.64,17.476,0.0014,1.183,1.029,0.545,0.018,0.022,0.031,0.5954,-7.59,-0.34,0.112,0.159,0.122,0.842,1
272,2182.96,1908.45,13.5305,0.0002,0.574,0.482,0.311,0.007,0.004,0.003,0.4926,-7.855,-0.372,0.0204,0.033,0.028,0.841,1
242,2408.73,2455.49,13.3758,0.0002,0.465,0.4,0.209,0.005,0.004,0.004,0.5009,-7.832,-0.342,0.0182,0.026,0.025,0.84,1
333,1895.89,2012.86,13.8172,0.0002,0.488,0.438,0.294,0.005,0.003,0.003,0.4869,-7.735,-0.223,0.0195,0.03,0.026,0.84,1
3250,1386.39,2416.28,16.7402,0.0009,1.052,0.895,0.339,0.007,0.007,0.01,0.5694,-7.761,-0.123,0.0629,0.096,0.071,0.839,1
3080,1652.35,2228.83,16.5808,0.0007,1.131,0.981,0.486,0.007,0.006,0.009,0.59,-7.69,-0.37,0.0628,0.096,0.072,0.838,1
5321,2362.61,2058.07,17.4049,0.0012,1.072,1.006,0.448,0.011,0.008,0.015,0.4199,-8.094,-0.209,0.0952,0.146,0.114,0.838,1
407,2241.87,1735.46,14.1316,0.0003,0.538,0.469,0.313,0.008,0.005,0.004,0.5246,-7.873,-0.298,0.0229,0.032,0.032,0.835,1
424,2167.87,1864.15,14.1784,0.0003,0.49,0.445,0.304,0.008,0.005,0.004,0.4654,-7.799,-0.278,0.0227,0.033,0.034,0.833,1
171,1606.27,2696.6,13.141,0.0003,0.422,0.403,0.213,0.006,0.004,0.003,0.4902,-7.721,-0.245,0.0193,0.03,0.024,0.832,1
370,1939.07,1753.35,13.8521,0.0002,0.593,0.536,0.327,0.007,0.005,0.004,0.4767,-7.696,-0.215,0.0195,0.029,0.026,0.828,1
1684,1533.91,2142.11,15.8942,0.0005,0.919,0.779,0.229,0.006,0.005,0.006,0.5355,-7.81,-0.471,0.0435,0.065,0.051,0.827,1
3406,2455.22,2246.03,16.6927,0.001,1.127,0.977,0.359,0.008,0.007,0.008,0.4473,-8.058,-0.185,0.0633,0.109,0.08,0.825,1
4299,1934.38,1698.37,17.1322,0.0015,1.213,0.954,0.412,0.013,0.012,0.019,0.5356,-7.61,-0.093,0.0809,0.118,0.096,0.823,1
29,1668.52,2378.06,11.7461,0.0002,0.367,0.303,0.204,0.006,0.009,0.009,0.4709,-7.958,-0.393,0.0382,0.053,0.043,0.822,1
703,2486.56,2266.2,14.6789,0.0003,0.655,0.567,0.284,0.007,0.004,0.004,0.5083,-7.837,-0.214,0.0242,0.036,0.034,0.822,1
52,2169.05,1998.13,12.1363,0.0002,0.396,0.357,0.196,0.007,0.005,0.003,0.5433,-7.789,-0.208,0.0308,0.05,0.046,0.82,1
319,1612.36,2627.22,13.6777,0.0003,0.59,0.533,0.245,0.013,0.011,0.012,0.4907,-7.702,-0.193,0.0199,0.027,0.026,0.82,1
3362,2256.75,2390.63,16.7769,0.0012,1.086,0.919,0.349,0.009,0.007,0.01,0.416,-7.616,-0.284,0.0756,0.116,0.097,0.819,1
606,1646.63,2041.97,14.4517,0.0003,0.57,0.524,0.329,0.004,0.003,0.004,0.4796,-7.941,-0.287,0.0273,0.037,0.032,0.815,1
657,1942.31,1947.37,14.5479,0.0003,0.66,0.543,0.285,0.006,0.004,0.005,0.498,-7.732,-0.321,0.0235,0.037,0.034,0.815,1
598,2356.52,2286.74,14.4917,0.0003,0.563,0.514,0.303,0.006,0.004,0.004,0.4955,-7.87,-0.22,0.0229,0.034,0.031,0.813,1
513,1906.29,1728.31,14.3233,0.0003,0.56,0.493,0.329,0.007,0.004,0.004,0.4717,-7.754,-0.33,0.0242,0.037,0.032,0.803,1
406,2074.38,1935.19,14.0983,0.0002,0.478,0.436,0.302,0.007,0.005,0.004,0.5105,-7.711,-0.286,0.022,0.033,0.028,0.802,1
718,1503.58,2162.63,14.6179,0.0003,0.618,0.551,0.307,0.004,0.003,0.004,0.4975,-7.766,-0.382,0.0244,0.035,0.03,0.8,1
1787,1889.58,2168.92,15.9435,0.0006,0.907,0.758,0.216,0.006,0.005,0.007,0.4197,-7.917,-0.417,0.0434,0.065,0.053,0.8,1
687,1554.98,2087.33,14.5596,0.0003,0.629,0.547,0.294,0.005,0.004,0.005,0.4825,-7.955,-0.309,0.0248,0.035,0.03,0.796,1
371,1661.35,2697.41,13.9413,0.0003,0.493,0.457,0.289,0.006,0.004,0.004,0.5072,-7.684,-0.265,0.0219,0.031,0.027,0.792,1
144,1466.46,2068.84,12.854,0.0002,0.372,0.329,0.132,0.004,0.003,0.004,0.4694,-7.891,-0.196,0.03,0.045,0.035,0.791,1
2187,1904.13,2438.04,16.204,0.0006,0.967,0.796,0.248,0.006,0.005,0.007,0.5568,-7.988,-0.242,0.0465,0.069,0.063,0.79,1
1062,2012.52,2217.36,15.2624,0.0004,0.778,0.652,0.22,0.006,0.004,0.005,0.4685,-7.644,-0.161,0.0305,0.047,0.041,0.788,1
705,1922.06,2245.49,14.5421,0.0003,0.833,0.679,0.242,0.005,0.003,0.004,0.4821,-7.71,-0.138,0.0262,0.042,0.033,0.779,1
238,1933.41,1686.31,13.4379,0.0002,0.502,0.418,0.279,0.007,0.004,0.003,0.4467,-7.814,-0.264,0.0201,0.03,0.025,0.776,1
239,1893.86,2761.43,13.4015,0.0002,0.373,0.366,0.219,0.005,0.003,0.004,0.5216,-7.842,-0.422,0.019,0.027,0.025,0.773,1
2605,2459.38,1968.51,16.4086,0.0007,1.037,0.847,0.277,0.008,0.005,0.006,0.3765,-7.788,-0.403,0.0574,0.098,0.079,0.773,1
2380,2117.63,2130.78,16.37,0.0008,1.006,0.827,-0.161,0.016,0.01,0.021,0.5385,-7.476,-0.13,0.0616,0.176,0.073,0.772,1
1760,2264.03,2012.71,15.9211,0.0017,1.011,0.831,0.241,0.007,0.005,0.006,0.5501,-7.625,-0.333,0.042,0.072,0.058,0.769,1
392,2285.74,2220.43,14.0102,0.0002,0.504,0.452,0.285,0.005,0.003,0.003,0.443,-7.686,-0.186,0.0208,0.031,0.034,0.768,1
93,2289.04,2071.59,12.5576,0.0002,0.453,0.369,0.214,0.007,0.004,0.003,0.5116,-7.73,-0.106,0.0349,0.055,0.046,0.765,1
1253,2040.97,2020.89,15.4824,0.0005,0.872,0.704,0.22,0.007,0.004,0.006,0.5557,-7.787,-0.16,0.033,0.054,0.043,0.765,1
94,2219.44,1983.14,12.6604,0.0002,0.408,0.351,0.159,0.007,0.004,0.003,0.5513,-7.846,-0.163,0.0318,0.047,0.047,0.764,1
1055,1743.96,1898.92,15.2411,0.0006,0.798,0.665,0.248,0.006,0.004,0.005,0.4332,-7.818,-0.427,0.032,0.05,0.043,0.764,1
226,2233.78,1958.39,13.4474,0.0002,0.426,0.376,0.247,0.007,0.004,0.003,0.4665,-7.945,-0.255,0.0218,0.03,0.029,0.758,1
1463,1422.75,2542.19,15.6989,0.0007,0.852,0.718,0.223,0.007,0.006,0.007,0.4064,-7.697,-0.273,0.0418,0.057,0.051,0.758,1
82,2164.39,2138.08,12.6201,0.0004,0.357,0.292,0.112,0.006,0.003,0.003,0.4987,-7.865,-0.524,0.0332,0.05,0.046,0.754,1
3141,1877.55,2050.29,16.615,0.0007,1.129,0.963,0.379,0.008,0.006,0.01,0.4802,-7.539,-0.118,0.0735,0.1,0.084,0.753,1
1960,1636.66,1716.52,15.9982,0.0005,1.032,0.87,0.276,0.007,0.005,0.008,0.5674,-7.629,-0.241,0.0422,0.064,0.05,0.737,1
2319,2146.63,1914.83,16.1496,0.0007,1.06,0.917,0.364,0.008,0.006,0.008,0.4221,-7.814,-0.516,0.0477,0.075,0.067,0.729,1
541,1972.99,1697.52,14.4212,0.0002,0.553,0.495,0.336,0.007,0.004,0.004,0.5073,-7.96,-0.411,0.0229,0.034,0.03,0.721,1
1223,2127.84,2066.53,15.444,0.0004,0.854,0.704,0.191,0.007,0.005,0.006,0.4444,-7.933,-0.497,0.0348,0.056,0.046,0.72,1
102,2197.56,2062.73,12.6728,0.0003,0.408,0.341,0.183,0.007,0.003,0.003,0.4583,-8.011,-0.136,0.0333,0.052,0.043,0.709,1
1164,2175.72,1859.53,15.2615,0.0006,0.935,0.768,0.244,0.008,0.006,0.007,0.4545,-8.031,-0.438,0.0333,0.047,0.046,0.695,1
252,1733.73,2554.12,13.4903,0.0003,0.384,0.37,0.204,0.005,0.004,0.004,0.5155,-7.823,-0.527,0.0215,0.028,0.03,0.694,1
520,2257.2,2099.55,14.1794,0.0005,0.674,0.592,0.281,0.006,0.004,0.005,0.4661,-8.061,-0.355,0.0272,0.041,0.044,0.688,1
984,2102.39,2189.73,15.043,0.0004,0.906,0.743,0.225,0.006,0.004,0.005,0.5101,-8.016,-0.147,0.0291,0.045,0.045,0.688,1
971,2175.49,1923.43,15.1703,0.0009,0.759,0.558,0.311,0.008,0.005,0.005,0.4139,-7.63,-0.198,0.0304,0.047,0.045,0.687,1
175,2156.6,2147.43,13.0904,0.0004,0.407,0.363,0.215,0.006,0.004,0.003,0.4692,-7.943,-0.155,0.0241,0.033,0.03,0.682,1
5327,2209.41,2147.53,17.4225,0.0011,1.115,1.035,0.551,0.011,0.012,0.031,0.3343,-8.062,-0.489,0.0953,0.147,0.125,0.675,1
5804,1349.38,2381.81,17.6014,0.0016,1.373,1.153,0.827,0.01,0.011,0.021,0.3339,-7.56,-0.146,0.1081,0.146,0.116,0.668,1
676,2468.62,2157.9,14.5601,0.0003,0.748,0.596,0.277,0.008,0.005,0.004,0.5757,-7.699,-0.424,0.0259,0.042,0.035,0.661,1
134,1546.44,2079.97,12.731,0.0002,0.452,0.412,0.256,0.004,0.003,0.003,0.5464,-7.894,-0.107,0.0305,0.044,0.038,0.655,1
3,1514.37,1825.51,9.9783,0.0003,0.388,0.277,-0.132,0.019,0.018,0.01,0.5644,-7.465,-0.123,0.0642,0.099,0.077,0.647,1
562,1446.1,2065.15,14.2282,0.0009,0.693,0.596,0.275,0.004,0.004,0.005,0.4653,-7.844,-0.082,0.0308,0.041,0.031,0.646,1
198,2339.04,2045.05,13.2815,0.0002,0.441,0.386,0.232,0.008,0.004,0.003,0.447,-8.116,-0.277,0.0205,0.033,0.026,0.629,1
616,1955.22,2482.42,14.4416,0.0003,0.615,0.534,0.298,0.004,0.003,0.004,0.5055,-8.046,-0.096,0.0235,0.033,0.03,0.623,1
4458,2298.94,1780.7,17.226,0.0011,1.105,0.895,0.348,0.01,0.008,0.018,0.365,-7.486,-0.1,0.0867,0.146,0.108,0.608,1
3234,1633.12,2076.27,16.7119,0.0009,1.036,0.903,0.305,0.008,0.007,0.009,0.4424,-7.666,-0.547,0.0669,0.102,0.076,0.582,1
221,2067.61,2689.68,13.2066,0.0002,0.379,0.356,0.196,0.004,0.003,0.004,0.4532,-7.891,-0.033,0.0201,0.026,0.029,0.58,1
906,1951.83,2600.44,14.9469,0.0004,0.727,0.632,0.275,0.005,0.004,0.007,0.4374,-8.01,-0.005,0.0266,0.037,0.036,0.553,1
885,1959.28,1788.06,14.9735,0.0003,0.712,0.634,0.312,0.006,0.004,0.005,0.4664,-8.056,-0.546,0.0264,0.042,0.036,0.549,1
6818,2146.87,2413.22,17.8639,0.0015,1.252,1.12,0.701,0.013,0.011,0.023,0.4689,-7.54,0.216,0.1259,0.185,0.163,0.543,1
4724,1826.74,1679.22,17.232,0.0009,1.131,0.999,0.396,0.012,0.017,0.018,0.5427,-7.552,-0.525,0.0832,0.125,0.098,0.541,1
2275,2130.24,2294.78,16.1019,0.0009,1.162,0.961,0.399,0.007,0.005,0.007,0.5535,-7.384,-0.253,0.0592,0.084,0.071,0.531,1
5941,1986.46,1998.37,17.5084,0.0012,1.461,1.13,0.585,0.011,0.009,0.025,0.1577,-7.259,1.045,0.0941,0.163,0.132,0.531,1
895,1973.61,1808.85,14.9567,0.001,0.905,0.728,0.289,0.01,0.007,0.007,0.6535,-7.432,-0.068,0.0526,0.082,0.068,0.525,1
6406,2442.93,2234.11,17.7457,0.004,1.341,1.163,0.716,0.01,0.009,0.022,0.5053,-7.899,0.862,0.5622,0.948,0.7,0.524,1
5487,2477.06,2248.53,17.3979,0.0011,1.323,1.099,0.684,0.01,0.009,0.019,0.1531,-7.287,1.23,0.087,0.144,0.111,0.523,1
177,2055.21,1729.35,13.1638,0.0006,0.543,0.417,0.183,0.011,0.007,0.006,0.6642,-7.495,0.012,0.0596,0.094,0.079,0.52,1
722,1907.76,2276.06,14.7317,0.0008,0.653,0.597,0.327,0.012,0.009,0.009,0.3573,-8.177,-0.356,0.0393,0.058,0.049,0.518,1
2673,1741.4,1755.71,16.4394,0.0006,1.068,0.885,0.304,0.01,0.006,0.008,0.5366,-7.422,0.034,0.0555,0.09,0.067,0.511,1
3658,2115.58,2002.22,16.6923,0.0008,1.339,1.12,0.523,0.009,0.008,0.011,0.1885,-6.017,0.937,0.068,0.115,0.093,0.51,1
4703,1938.53,1711.11,17.2289,0.0009,1.162,0.985,0.457,0.011,0.009,0.015,0.3313,-8.003,-0.597,0.0806,0.13,0.104,0.51,1
5029,1818.15,1901.82,17.2631,0.0009,1.299,1.102,0.674,0.011,0.01,0.023,0.2592,-7.18,1.153,0.0904,0.143,0.103,0.508,1
787,2029.28,2237.1,14.7662,0.0003,0.748,0.609,0.28,0.006,0.004,0.004,0.4281,-8.198,-0.167,0.0259,0.038,0.034,0.502,1
7218,2015.1,1775.4,17.8982,0.0015,1.336,1.21,1.028,0.013,0.011,0.04,0.3458,-6.617,0.922,0.1307,0.18,0.155,0.499,1
5468,2246.07,2211.26,17.3757,0.0011,1.484,1.196,0.642,0.01,0.01,0.021,0.3124,-6.101,0.912,0.0908,0.157,0.124,0.494,1
7069,2031.24,2453.75,17.8797,0.0013,1.574,1.306,0.778,0.014,0.014,0.038,0.106,-7.238,1.532,0.1174,0.179,0.158,0.494,1
5648,1382.06,2370.56,17.5091,0.0011,1.577,1.29,0.765,0.01,0.012,0.024,0.3298,-6.941,0.937,0.0968,0.14,0.107,0.482,1
2795,1429.3,2099.54,16.4455,0.0006,1.101,0.955,0.353,0.006,0.006,0.007,0.3409,0.05,-7.375,0.0562,0.089,0.065,0.481,1
4611,1501.09,2225.6,17.1314,0.0008,1.486,1.274,0.771,0.008,0.008,0.019,0.1155,-5.875,0.946,0.0773,0.119,0.088,0.479,1
137,2011.49,1838.91,12.9688,0.0011,0.435,0.349,0.155,0.007,0.004,0.003,0.6502,-7.346,-0.212,0.0555,0.09,0.071,0.476,1
4621,2333.39,2300.48,17.2888,0.0017,1.161,1.024,0.518,0.012,0.011,0.015,0.5905,-5.874,0.703,0.1166,0.176,0.152,0.469,1
1044,2418.4,2179.16,15.2227,0.0004,0.828,0.684,0.249,0.008,0.005,0.005,0.355,-8.241,-0.308,0.0343,0.051,0.044,0.468,1
5027,1659.65,2320.04,17.6509,0.0024,1.261,1.091,0.559,0.019,0.025,0.036,0.7818,-9.759,0.682,0.2547,0.428,0.274,0.465,1
5396,2439.27,1966.5,17.4193,0.0011,1.172,1.034,0.592,0.01,0.008,0.014,0.4225,-5.807,0.673,0.088,0.149,0.117,0.464,1
87,1810.86,2637.2,12.5379,0.0002,0.339,0.316,0.14,0.004,0.003,0.003,0.4932,-7.729,0.072,0.0304,0.043,0.04,0.463,1
184,2131.26,2169.07,13.0982,0.0005,0.493,0.391,0.252,0.008,0.005,0.005,0.4476,-7.59,-0.481,0.0258,0.04,0.03,0.463,1
6450,1822.41,1727.29,17.7037,0.0011,1.196,0.975,0.51,0.018,0.016,0.022,0.2144,-7.768,1.222,0.1034,0.161,0.128,0.463,1
5886,2174.08,2378.19,17.5226,0.0017,1.484,1.15,0.666,0.011,0.011,0.021,0.1614,-6.791,1.253,0.1018,0.157,0.15,0.459,1
5795,1790.09,1918.9,17.5596,0.0012,1.265,1.008,0.516,0.011,0.01,0.017,0.1931,-6.747,0.91,0.0965,0.163,0.116,0.458,1
5531,1523.86,2163.35,17.5293,0.0011,1.257,1.053,0.575,0.01,0.009,0.021,0.2431,-6.577,0.883,0.0939,0.14,0.112,0.457,1
193,1999.35,2766.83,13.01,0.0004,0.581,0.481,0.334,0.006,0.004,0.004,0.2317,-5.997,1.01,0.0217,0.029,0.029,0.454,1
7878,1521.83,2207.8,18.1951,0.0019,1.468,1.242,0.677,0.014,0.014,0.041,0.2937,-6.563,0.661,0.1509,0.235,0.171,0.45,1
549,2394.65,2111.94,13.0853,0.0003,1.574,1.452,1.292,0.007,0.004,0.004,0.325,-4.602,1.032,0.0191,0.029,0.027,0.447,1
7249,2096.51,1784.99,18.0221,0.0017,1.539,1.161,0.674,0.012,0.011,0.032,0.2419,-6.402,1.331,0.137,0.225,0.252,0.446,1
796,1727.96,2238.76,13.9803,0.0003,2.299,2.13,2.243,0.004,0.005,0.016,0.1436,-7.016,1.055,0.0327,0.048,0.038,0.437,1
630,1917.75,1893.17,14.2824,0.0002,0.88,0.733,0.428,0.006,0.004,0.005,0.318,-9.631,0.437,0.0216,0.034,0.029,0.436,1
1173,2234.0,2180.56,15.3859,0.0004,0.8,0.673,0.334,0.007,0.004,0.005,0.2584,-5.678,0.559,0.0323,0.049,0.049,0.436,1
4445,1847.26,1625.2,17.0565,0.001,1.364,1.049,0.687,0.01,0.008,0.015,0.2792,-6.678,0.747,0.0763,0.118,0.094,0.435,1
1988,2042.08,2441.71,16.0263,0.0006,1.046,0.855,0.301,0.006,0.005,0.006,0.1544,-4.745,1.009,0.0433,0.064,0.055,0.434,1
2968,1697.15,1989.68,16.3821,0.0007,1.676,1.45,0.981,0.007,0.008,0.019,0.192,-7.393,1.116,0.0536,0.094,0.064,0.429,1
1213,1946.57,1624.84,15.3458,0.0011,0.969,0.796,0.278,0.008,0.005,0.006,0.2683,-4.202,1.06,0.4922,0.737,0.609,0.428,1
59,2241.76,1784.57,12.3262,0.0002,0.396,0.321,0.146,0.009,0.005,0.003,0.5175,-7.411,-0.351,0.0324,0.047,0.049,0.427,1
6159,1742.33,2148.56,17.604,0.0011,1.5,1.371,0.95,0.011,0.013,0.033,0.391,-9.731,0.442,0.107,0.152,0.126,0.426,1
156,2054.61,2538.76,12.8323,0.0002,0.43,0.383,0.234,0.004,0.003,0.003,0.4608,-5.82,0.578,0.0291,0.04,0.037,0.425,1
612,1715.77,1753.91,14.4995,0.0003,0.577,0.513,0.326,0.006,0.004,0.004,0.3948,-7.997,-0.587,0.0243,0.036,0.033,0.422,1
5049,1949.24,1641.07,17.3669,0.0009,1.219,0.949,0.452,0.012,0.009,0.014,0.2611,-7.721,0.075,0.0842,0.133,0.11,0.421,1
282,2467.21,2023.04,13.2043,0.0002,0.865,0.813,0.371,0.008,0.004,0.003,1.0213,-14.716,-4.364,0.0218,0.031,0.027,0.419,1
403,1779.84,2157.7,13.0552,0.0004,1.902,1.811,2.036,0.004,0.003,0.007,0.2523,-5.26,0.818,0.0272,0.037,0.035,0.418,1
2957,2162.94,1914.28,16.4287,0.0009,1.176,0.981,0.56,0.01,0.007,0.009,0.4993,-7.453,0.741,0.0802,0.149,0.114,0.418,1
1912,1865.41,1854.7,15.9908,0.0007,0.993,0.826,0.227,0.008,0.006,0.007,0.3856,4.297,0.891,0.0473,0.072,0.059,0.417,1
2052,2154.68,2130.7,16.0218,0.001,1.04,0.91,0.27,0.008,0.007,0.01,0.7172,-8.22,-0.517,0.0581,0.095,0.071,0.417,1
7506,1750.27,1696.79,17.9464,0.0015,1.589,1.31,0.809,0.014,0.014,0.039,0.1833,-8.238,1.366,0.1233,0.187,0.145,0.416,1
