ID,x,y,Gmag,e_Gmag,BV,UB,BVerr,UBerr,MP,sel
281,1069.01,1007.15,16.1794,0.0007,0.415,0.26,0.007,0.027,0.837,1
239,1238.59,1094.12,15.867,0.0007,0.661,0.118,0.008,0.026,0.825,1
205,1238.81,1161.18,15.5967,0.0006,1.328,0.917,0.011,0.09,0.763,1
400,1307.12,1145.71,16.5416,0.0007,0.657,0.108,0.011,0.038,0.744,1
193,1372.95,1161.62,15.634,0.0006,0.645,0.057,0.007,0.018,0.698,1
53,1215.32,1330.76,13.9517,0.0003,0.445,0.294,0.005,0.006,0.49,1
43,1467.69,1015.45,12.9188,0.0004,1.688,2.044,0.005,0.043,0.414,1
48,1251.57,1230.0,13.6815,0.0003,0.742,0.098,0.004,0.006,0.31,1
22,1277.87,1122.71,12.8974,0.0003,0.411,0.273,0.004,0.005,0.24,1
38,1235.82,1003.41,13.0244,0.0004,1.03,0.593,0.004,0.007,0.109,1
56,1162.36,1053.02,13.9212,0.0003,0.763,0.159,0.003,0.007,0.109,1
17,985.64,1188.0,12.6772,0.0002,0.56,0.009,0.004,0.004,0.103,1
2,1401.96,889.2,11.8933,0.0002,0.518,0.172,0.003,0.004,0.061,1
69,1057.06,1257.75,14.0549,0.0003,0.694,0.105,0.005,0.006,0.06,1
32,1352.67,938.339,12.8599,0.0003,1.269,1.147,0.006,0.012,0.048,1
3,1308.78,1253.23,12.0771,0.0002,0.355,0.236,0.004,0.003,0.026,1
120,1354.8,903.064,14.8461,0.0007,0.924,0.541,0.008,0.021,0.005,1
150,1352.82,770.242,15.2378,0.0006,0.594,0.122,0.008,0.019,0.877,0
712,1079.09,872.293,17.3389,0.0013,0.657,0.088,0.021,0.106,0.806,0
194,1417.99,1149.99,15.4465,0.0005,1.269,0.842,0.009,0.065,0.736,0
164,1510.4,1061.72,15.4112,0.0006,0.515,0.298,0.006,0.016,0.735,0
426,1120.47,908.645,16.5987,0.0008,0.703,0.056,0.017,0.049,0.634,0
755,1167.9,1223.29,17.4051,0.0013,0.686,-0.034,0.021,0.07,0.552,0
152,1114.29,980.851,15.1365,0.0004,0.82,0.358,0.009,0.024,0.523,0
215,1226.33,1026.91,15.745,0.0006,0.752,0.154,0.007,0.024,0.492,0
257,1208.22,1147.55,15.9391,0.0006,0.717,0.047,0.009,0.024,0.392,0
435,1375.07,1100.21,16.6019,0.0008,0.86,0.466,0.013,0.079,0.367,0
131,1121.32,1120.21,15.0786,0.0004,0.566,0.127,0.005,0.013,0.316,0
238,1291.07,1086.41,15.8397,0.0006,0.761,0.072,0.009,0.025,0.297,0
509,1451.31,900.697,16.8532,0.001,0.745,0.289,0.016,0.092,0.287,0
302,1014.61,935.981,16.0826,0.0007,0.831,0.338,0.011,0.049,0.138,0
1019,1276.59,1165.07,17.8294,0.0016,0.594,0.069,0.033,0.125,0.117,0
191,1129.28,1053.47,15.5603,0.0005,0.794,0.206,0.007,0.02,0.108,0
340,1418.49,935.492,16.2493,0.0008,0.848,0.366,0.013,0.068,0.081,0
237,1454.57,986.544,15.8079,0.0007,0.756,0.165,0.011,0.031,0.074,0
52,1039.55,1040.29,13.8416,0.0003,0.745,0.135,0.003,0.006,0.027,0
262,1087.08,801.921,15.9308,0.001,0.777,0.2,0.01,0.03,0.019,0
31,989.415,993.39,12.9385,0.0027,0.791,0.246,0.007,0.006,0.0,0
64,1182.85,989.234,13.7239,0.0024,1.879,nan,0.011,nan,0.08,-1
176,1148.24,1314.54,15.4009,0.0005,1.242,nan,0.009,nan,0.62,-1
185,1482.62,977.891,15.251,0.0006,1.79,nan,0.013,nan,0.75,-1
213,1200.38,917.946,15.5485,0.0005,1.386,nan,0.012,nan,0.66,-1
287,1290.54,1308.64,15.9982,0.0011,1.235,nan,0.012,nan,0.69,-1
372,1325.3,1145.22,16.3618,0.0008,1.091,nan,0.015,nan,0.19,-1
389,1395.11,814.148,16.395,0.0008,1.264,nan,0.019,nan,0.69,-1
441,1252.77,1001.37,16.6295,0.0007,0.897,nan,0.015,nan,0.0,-1
413,1197.47,951.932,16.468,0.0008,1.319,nan,0.021,nan,0.46,-1
462,1478.56,894.727,16.6107,0.0008,0.99,nan,0.02,nan,0.1,-1
444,1361.84,950.313,16.5872,0.0012,1.336,nan,0.027,nan,0.84,-1
471,1228.18,907.065,16.6765,0.0009,1.236,nan,0.022,nan,0.88,-1
513,1384.11,807.358,16.8125,0.0009,0.942,nan,0.021,nan,0.35,-1
541,1085.98,1259.7,16.949,0.0009,0.71,nan,0.015,nan,0.57,-1
490,1369.97,1061.31,16.7436,0.0008,1.26,nan,0.02,nan,0.74,-1
555,1379.28,1186.8,16.9281,0.0009,1.065,nan,0.02,nan,0.64,-1
567,1235.12,1099.32,16.9467,0.0012,0.975,nan,0.019,nan,0.76,-1
497,1486.76,1232.29,16.839,0.0011,1.254,nan,0.022,nan,0.54,-1
633,1345.58,903.92,17.1575,0.0011,0.636,nan,0.02,nan,0.62,-1
650,1125.22,1199.23,17.204,0.001,0.859,nan,0.019,nan,0.2,-1
598,1040.16,1220.76,17.0077,0.0009,1.162,nan,0.024,nan,0.56,-1
677,1166.48,1318.28,17.3091,0.0011,0.523,nan,0.023,nan,0.46,-1
676,1482.72,1001.29,17.2394,0.0013,0.87,nan,0.018,nan,0.57,-1
662,1525.14,954.032,17.1576,0.0012,0.828,nan,0.022,nan,0.66,-1
691,1123.12,1237.52,17.2705,0.0012,0.804,nan,0.019,nan,0.33,-1
703,1201.32,786.126,17.2804,0.0011,0.681,nan,0.023,nan,0.55,-1
646,1268.91,1041.78,17.152,0.001,1.169,nan,0.027,nan,0.19,-1
778,1133.36,872.169,17.3859,0.0014,0.822,nan,0.03,nan,0.88,-1
680,1254.34,802.283,17.1924,0.0011,1.36,nan,0.032,nan,0.31,-1
815,1152.81,837.866,17.4801,0.0012,0.662,nan,0.025,nan,0.67,-1
807,1281.08,795.048,17.3877,0.0011,1.186,nan,0.033,nan,0.06,-1
830,1285.82,1060.92,17.4658,0.0013,0.943,nan,0.028,nan,0.69,-1
740,1335.22,1065.4,17.3601,0.0012,1.232,nan,0.03,nan,0.29,-1
849,1342.81,1028.77,17.5317,0.0012,0.786,nan,0.027,nan,0.0,-1
841,1216.96,838.063,17.4842,0.0013,0.898,nan,0.031,nan,0.67,-1
885,1229.49,1217.17,17.5926,0.0012,0.887,nan,0.027,nan,0.63,-1
884,1356.67,860.055,17.5428,0.0014,0.737,nan,0.03,nan,0.76,-1
